financial_transaction_key,transaction_id,date_key,account_key,location_key,transaction_type,transaction_category,transaction_amount
126988,FIN-126988,20210830,418,18,Cost,Materials,1356.95
126989,FIN-126989,20190705,682,93,Revenue,Sales Revenue,1007.65
126990,FIN-126990,20211210,44,24,Revenue,Sales Revenue,32918.88
126991,FIN-126991,20201225,220,57,Revenue,Sales Revenue,2645.15
126992,FIN-126992,20200826,274,85,Revenue,Sales Revenue,11132.81
126993,FIN-126993,20220420,825,1,Revenue,Sales Revenue,3941.75
126994,FIN-126994,20220331,666,92,Revenue,Sales Revenue,2676.32
126995,FIN-126995,20190423,708,32,Expense,Utilities,2458.96
126996,FIN-126996,20220417,462,41,Revenue,Sales Revenue,3565.85
126997,FIN-126997,20240531,459,79,Revenue,Sales Revenue,5506.6
126998,FIN-126998,20241227,743,15,Revenue,Sales Revenue,2279.13
126999,FIN-126999,20210423,729,5,Expense,Utilities,3208.55
127000,FIN-127000,20231225,762,89,Expense,Payroll,2445.37
127001,FIN-127001,20221022,354,43,Expense,Utilities,4205.15
127002,FIN-127002,20240818,540,29,Revenue,Sales Revenue,1910.11
127003,FIN-127003,20230730,594,31,Expense,Operating Expense,2967.81
127004,FIN-127004,20200306,253,13,Expense,Operating Expense,410.22
127005,FIN-127005,20190326,664,45,Cost,Maintenance,2842.44
127006,FIN-127006,20190224,260,69,Revenue,Sales Revenue,6234.98
127007,FIN-127007,20200509,530,41,Cost,Materials,28414.21
127008,FIN-127008,20191216,2,47,Revenue,Sales Revenue,2594.57
127009,FIN-127009,20191109,83,36,Cost,Maintenance,1092.83
127010,FIN-127010,20210110,339,75,Revenue,Sales Revenue,4461.17
127011,FIN-127011,20191010,936,94,Revenue,Sales Revenue,6465.64
127012,FIN-127012,20190523,423,29,Expense,Payroll,9044.7
127013,FIN-127013,20200121,957,74,Revenue,Sales Revenue,1948.08
127014,FIN-127014,20230703,532,80,Expense,Operating Expense,2846.01
127015,FIN-127015,20230820,471,42,Cost,Maintenance,2024.07
127016,FIN-127016,20241204,358,70,Expense,Payroll,2424.98
127017,FIN-127017,20211114,327,86,Revenue,Sales Revenue,2573.26
127018,FIN-127018,20240702,972,19,Revenue,Sales Revenue,10824.45
127019,FIN-127019,20221223,83,63,Expense,Utilities,3244.85
127020,FIN-127020,20251110,809,91,Cost,Maintenance,3483.94
127021,FIN-127021,20210627,610,52,Expense,Utilities,686.81
127022,FIN-127022,20220415,298,78,Expense,Utilities,488.68
127023,FIN-127023,20210311,746,63,Cost,Materials,4807.56
127024,FIN-127024,20241013,713,75,Cost,Materials,10059.68
127025,FIN-127025,20210716,732,75,Cost,Maintenance,1199.77
127026,FIN-127026,20210813,224,31,Expense,Payroll,3144.32
127027,FIN-127027,20200126,990,88,Expense,Utilities,1985.04
127028,FIN-127028,20220108,361,91,Revenue,Sales Revenue,7414.17
127029,FIN-127029,20190701,640,7,Revenue,Sales Revenue,1452.24
127030,FIN-127030,20250203,718,44,Cost,Materials,2785.18
127031,FIN-127031,20200420,331,96,Revenue,Sales Revenue,4984.56
127032,FIN-127032,20250720,345,11,Expense,Utilities,2472.18
127033,FIN-127033,20240527,667,86,Cost,Maintenance,5467.94
127034,FIN-127034,20201126,118,57,Revenue,Sales Revenue,1719.51
127035,FIN-127035,20240119,733,68,Expense,Payroll,5870.08
127036,FIN-127036,20201213,768,95,Revenue,Sales Revenue,1090.18
127037,FIN-127037,20200627,531,92,Cost,Maintenance,6754.14
127038,FIN-127038,20191025,862,71,Expense,Payroll,2019.66
127039,FIN-127039,20250521,122,54,Revenue,Sales Revenue,2488.42
127040,FIN-127040,20201119,28,47,Revenue,Sales Revenue,4452.2
127041,FIN-127041,20251021,155,47,Expense,Utilities,7089.51
127042,FIN-127042,20211007,139,19,Cost,Maintenance,1133.29
127043,FIN-127043,20230412,704,100,Expense,Payroll,471.66
127044,FIN-127044,20210731,514,48,Revenue,Sales Revenue,13223.95
127045,FIN-127045,20230814,782,37,Expense,Utilities,1004.51
127046,FIN-127046,20210215,812,43,Revenue,Sales Revenue,10417.08
127047,FIN-127047,20200105,323,31,Revenue,Sales Revenue,2269.74
127048,FIN-127048,20210829,886,43,Cost,Maintenance,1865.06
127049,FIN-127049,20221019,171,83,Expense,Utilities,3048.23
127050,FIN-127050,20220504,845,37,Expense,Utilities,2751.48
127051,FIN-127051,20221209,515,28,Revenue,Sales Revenue,2367.28
127052,FIN-127052,20210929,173,21,Cost,Maintenance,713.22
127053,FIN-127053,20200817,875,88,Revenue,Sales Revenue,1582.46
127054,FIN-127054,20251111,411,86,Expense,Payroll,2629.65
127055,FIN-127055,20230420,710,87,Revenue,Sales Revenue,10979.79
127056,FIN-127056,20201111,292,25,Cost,Materials,1164.44
127057,FIN-127057,20210519,967,60,Expense,Operating Expense,1477.4
127058,FIN-127058,20241217,68,25,Revenue,Sales Revenue,5100.11
127059,FIN-127059,20250722,3,92,Expense,Operating Expense,4332.07
127060,FIN-127060,20210329,444,82,Revenue,Sales Revenue,2689.13
127061,FIN-127061,20190516,697,39,Revenue,Sales Revenue,29293.27
127062,FIN-127062,20220224,546,81,Revenue,Sales Revenue,10583.54
127063,FIN-127063,20210807,732,90,Expense,Utilities,1519.81
127064,FIN-127064,20200315,811,100,Revenue,Sales Revenue,4253.09
127065,FIN-127065,20230720,435,20,Revenue,Sales Revenue,6575.24
127066,FIN-127066,20241125,129,4,Cost,Maintenance,16528.87
127067,FIN-127067,20241224,447,22,Revenue,Sales Revenue,2499.65
127068,FIN-127068,20250301,832,18,Revenue,Sales Revenue,14167.71
127069,FIN-127069,20221007,262,49,Revenue,Sales Revenue,1663.41
127070,FIN-127070,20240308,568,82,Cost,Materials,4111.11
127071,FIN-127071,20251116,677,59,Expense,Operating Expense,1313.81
127072,FIN-127072,20250210,604,71,Revenue,Sales Revenue,2031.65
127073,FIN-127073,20190109,32,95,Cost,Maintenance,645.12
127074,FIN-127074,20250729,230,65,Revenue,Sales Revenue,6001.23
127075,FIN-127075,20191105,557,19,Cost,Maintenance,4445.46
127076,FIN-127076,20251027,390,23,Expense,Operating Expense,1266.39
127077,FIN-127077,20240513,382,68,Cost,Maintenance,2755.84
127078,FIN-127078,20231010,852,69,Cost,Maintenance,1875.36
127079,FIN-127079,20250508,490,69,Cost,Maintenance,2418.11
127080,FIN-127080,20240401,957,51,Cost,Maintenance,3446.89
127081,FIN-127081,20220415,743,5,Revenue,Sales Revenue,6687.12
127082,FIN-127082,20200113,759,31,Revenue,Sales Revenue,2802.85
127083,FIN-127083,20230612,621,26,Expense,Operating Expense,10117.46
127084,FIN-127084,20210912,343,2,Cost,Maintenance,2133.5
127085,FIN-127085,20230306,227,46,Revenue,Sales Revenue,1812.0
127086,FIN-127086,20220121,226,29,Expense,Operating Expense,324.32
127087,FIN-127087,20250426,639,45,Revenue,Sales Revenue,2911.9
127088,FIN-127088,20210720,576,35,Revenue,Sales Revenue,2511.99
127089,FIN-127089,20211112,298,14,Revenue,Sales Revenue,3532.4
127090,FIN-127090,20200326,504,10,Cost,Maintenance,1144.35
127091,FIN-127091,20241124,427,13,Expense,Operating Expense,6583.5
127092,FIN-127092,20230216,887,63,Expense,Operating Expense,1013.39
127093,FIN-127093,20200122,874,99,Cost,Materials,442.91
127094,FIN-127094,20191119,71,41,Cost,Maintenance,4328.41
127095,FIN-127095,20240626,684,84,Expense,Operating Expense,764.26
127096,FIN-127096,20230418,521,31,Expense,Operating Expense,739.99
127097,FIN-127097,20241126,84,77,Cost,Maintenance,3946.35
127098,FIN-127098,20230918,929,83,Cost,Maintenance,2959.89
127099,FIN-127099,20220116,192,88,Expense,Operating Expense,2836.42
127100,FIN-127100,20191106,653,29,Expense,Utilities,2004.76
127101,FIN-127101,20241120,780,72,Cost,Maintenance,2408.2
127102,FIN-127102,20200713,539,87,Revenue,Sales Revenue,4658.76
127103,FIN-127103,20221113,596,37,Revenue,Sales Revenue,8198.35
127104,FIN-127104,20221014,881,28,Cost,Materials,5615.48
127105,FIN-127105,20200523,499,68,Cost,Maintenance,1575.0
127106,FIN-127106,20211213,269,75,Expense,Payroll,2222.6
127107,FIN-127107,20250514,661,80,Revenue,Sales Revenue,3617.07
127108,FIN-127108,20240127,55,88,Expense,Utilities,1174.12
127109,FIN-127109,20200703,751,26,Revenue,Sales Revenue,5170.77
127110,FIN-127110,20241027,864,10,Cost,Maintenance,533.78
127111,FIN-127111,20221023,195,46,Revenue,Sales Revenue,2881.32
127112,FIN-127112,20241103,798,28,Cost,Materials,3341.13
127113,FIN-127113,20240714,792,6,Expense,Payroll,2215.65
127114,FIN-127114,20250216,988,7,Cost,Maintenance,13017.05
127115,FIN-127115,20201204,579,58,Expense,Payroll,3299.72
127116,FIN-127116,20241001,603,46,Revenue,Sales Revenue,8534.06
127117,FIN-127117,20250811,726,93,Expense,Payroll,3838.67
127118,FIN-127118,20240510,822,93,Expense,Payroll,3912.27
127119,FIN-127119,20240314,100,84,Expense,Utilities,2705.63
127120,FIN-127120,20250113,727,15,Revenue,Sales Revenue,12237.34
127121,FIN-127121,20230706,142,99,Expense,Utilities,9388.43
127122,FIN-127122,20241129,894,91,Cost,Materials,1632.63
127123,FIN-127123,20250307,595,51,Cost,Maintenance,2571.86
127124,FIN-127124,20211108,905,69,Cost,Materials,3585.16
127125,FIN-127125,20250731,929,2,Expense,Operating Expense,532.2
127126,FIN-127126,20201229,778,77,Expense,Utilities,776.13
127127,FIN-127127,20200524,471,29,Expense,Operating Expense,1850.41
127128,FIN-127128,20201226,866,80,Revenue,Sales Revenue,1545.21
127129,FIN-127129,20221014,286,3,Revenue,Sales Revenue,7125.19
127130,FIN-127130,20241001,629,50,Expense,Operating Expense,6179.14
127131,FIN-127131,20190808,859,2,Revenue,Sales Revenue,3634.81
127132,FIN-127132,20220501,752,22,Cost,Maintenance,3617.24
127133,FIN-127133,20201010,391,23,Revenue,Sales Revenue,2070.24
127134,FIN-127134,20231126,954,83,Cost,Materials,1068.69
127135,FIN-127135,20231210,988,71,Expense,Utilities,694.28
127136,FIN-127136,20251001,102,39,Expense,Payroll,2180.44
127137,FIN-127137,20240904,22,33,Revenue,Sales Revenue,4349.13
127138,FIN-127138,20200417,728,61,Cost,Materials,1405.97
127139,FIN-127139,20190212,243,1,Expense,Operating Expense,1218.84
127140,FIN-127140,20200228,350,80,Expense,Utilities,2247.17
127141,FIN-127141,20210107,105,93,Cost,Maintenance,3282.62
127142,FIN-127142,20240716,721,70,Revenue,Sales Revenue,14884.12
127143,FIN-127143,20221111,817,34,Revenue,Sales Revenue,2991.37
127144,FIN-127144,20250927,372,27,Cost,Maintenance,9627.27
127145,FIN-127145,20240817,689,89,Revenue,Sales Revenue,27558.97
127146,FIN-127146,20200211,789,78,Revenue,Sales Revenue,4905.0
127147,FIN-127147,20191213,180,79,Cost,Maintenance,1523.9
127148,FIN-127148,20210616,471,66,Revenue,Sales Revenue,7463.78
127149,FIN-127149,20190929,745,19,Revenue,Sales Revenue,4043.34
127150,FIN-127150,20220120,488,87,Cost,Materials,1680.88
127151,FIN-127151,20240823,662,40,Expense,Operating Expense,870.91
127152,FIN-127152,20230928,871,11,Expense,Operating Expense,2948.01
127153,FIN-127153,20220623,850,19,Expense,Operating Expense,2406.62
127154,FIN-127154,20250707,624,42,Cost,Maintenance,3103.71
127155,FIN-127155,20221219,743,62,Expense,Operating Expense,2466.86
127156,FIN-127156,20250218,395,49,Cost,Materials,2502.13
127157,FIN-127157,20201015,968,33,Revenue,Sales Revenue,8713.5
127158,FIN-127158,20200428,122,42,Cost,Materials,516.87
127159,FIN-127159,20210815,293,4,Revenue,Sales Revenue,1504.3
127160,FIN-127160,20230829,920,4,Revenue,Sales Revenue,4530.34
127161,FIN-127161,20211129,409,78,Revenue,Sales Revenue,2668.17
127162,FIN-127162,20200125,834,30,Revenue,Sales Revenue,3579.35
127163,FIN-127163,20241204,795,84,Expense,Operating Expense,27611.67
127164,FIN-127164,20220222,561,49,Cost,Maintenance,1459.92
127165,FIN-127165,20220313,542,8,Expense,Payroll,1325.24
127166,FIN-127166,20190331,229,77,Revenue,Sales Revenue,3536.35
127167,FIN-127167,20220811,92,76,Revenue,Sales Revenue,9237.46
127168,FIN-127168,20250407,912,58,Revenue,Sales Revenue,5450.14
127169,FIN-127169,20220326,202,55,Revenue,Sales Revenue,3039.58
127170,FIN-127170,20190918,862,95,Revenue,Sales Revenue,3884.18
127171,FIN-127171,20250929,439,86,Revenue,Sales Revenue,6218.91
127172,FIN-127172,20210929,744,82,Cost,Maintenance,6174.72
127173,FIN-127173,20230611,848,17,Revenue,Sales Revenue,5945.78
127174,FIN-127174,20191222,401,61,Revenue,Sales Revenue,6175.01
127175,FIN-127175,20240304,565,46,Revenue,Sales Revenue,5303.75
127176,FIN-127176,20220923,613,96,Revenue,Sales Revenue,10656.56
127177,FIN-127177,20210905,278,36,Revenue,Sales Revenue,7100.74
127178,FIN-127178,20211024,36,19,Expense,Payroll,9010.09
127179,FIN-127179,20231001,445,93,Revenue,Sales Revenue,13025.89
127180,FIN-127180,20220221,858,65,Expense,Payroll,4005.27
127181,FIN-127181,20220616,502,79,Cost,Maintenance,1346.44
127182,FIN-127182,20240209,138,6,Cost,Materials,4133.53
127183,FIN-127183,20251108,564,90,Cost,Maintenance,5913.04
127184,FIN-127184,20250307,426,99,Cost,Maintenance,2180.72
127185,FIN-127185,20250224,819,70,Cost,Materials,1962.52
127186,FIN-127186,20190327,736,81,Expense,Payroll,662.14
127187,FIN-127187,20240313,766,44,Expense,Payroll,4071.97
127188,FIN-127188,20191028,45,14,Cost,Materials,2341.21
127189,FIN-127189,20220907,216,88,Cost,Materials,3341.43
127190,FIN-127190,20211027,750,45,Revenue,Sales Revenue,13731.58
127191,FIN-127191,20190301,912,60,Expense,Operating Expense,1759.7
127192,FIN-127192,20210211,176,96,Cost,Maintenance,1442.51
127193,FIN-127193,20221022,252,10,Expense,Payroll,2745.38
127194,FIN-127194,20221109,963,92,Revenue,Sales Revenue,1144.74
127195,FIN-127195,20220505,657,95,Expense,Operating Expense,8061.88
127196,FIN-127196,20231207,730,68,Revenue,Sales Revenue,5357.48
127197,FIN-127197,20220803,887,60,Expense,Payroll,944.41
127198,FIN-127198,20200702,666,22,Revenue,Sales Revenue,560.33
127199,FIN-127199,20220422,224,17,Revenue,Sales Revenue,3622.99
127200,FIN-127200,20220909,574,1,Revenue,Sales Revenue,3778.4
127201,FIN-127201,20200323,990,14,Cost,Materials,1922.94
127202,FIN-127202,20190928,295,54,Cost,Materials,1430.36
127203,FIN-127203,20240427,442,2,Revenue,Sales Revenue,2854.8
127204,FIN-127204,20200309,557,82,Expense,Utilities,350.3
127205,FIN-127205,20210815,700,47,Expense,Payroll,9372.42
127206,FIN-127206,20251121,36,4,Revenue,Sales Revenue,5004.73
127207,FIN-127207,20201123,27,69,Cost,Maintenance,2819.69
127208,FIN-127208,20220424,79,9,Expense,Operating Expense,2514.23
127209,FIN-127209,20210709,236,35,Cost,Materials,1249.67
127210,FIN-127210,20211021,394,91,Cost,Maintenance,6439.32
127211,FIN-127211,20240126,478,69,Revenue,Sales Revenue,10051.86
127212,FIN-127212,20250624,590,40,Expense,Operating Expense,3219.66
127213,FIN-127213,20240421,4,21,Expense,Payroll,10991.12
127214,FIN-127214,20230103,209,3,Revenue,Sales Revenue,3963.18
127215,FIN-127215,20201125,365,79,Revenue,Sales Revenue,6490.77
127216,FIN-127216,20231026,821,23,Cost,Maintenance,1554.9
127217,FIN-127217,20231029,731,84,Expense,Utilities,8602.43
127218,FIN-127218,20250123,501,55,Revenue,Sales Revenue,2079.39
127219,FIN-127219,20230815,95,32,Expense,Utilities,338.07
127220,FIN-127220,20230618,800,97,Revenue,Sales Revenue,12966.85
127221,FIN-127221,20230825,788,52,Cost,Maintenance,1391.95
127222,FIN-127222,20200902,528,64,Expense,Utilities,5634.55
127223,FIN-127223,20210128,895,2,Revenue,Sales Revenue,3653.67
127224,FIN-127224,20230814,89,20,Cost,Materials,3294.03
127225,FIN-127225,20221106,926,31,Cost,Maintenance,5974.03
127226,FIN-127226,20230221,123,99,Revenue,Sales Revenue,3601.62
127227,FIN-127227,20190916,738,77,Expense,Payroll,1442.01
127228,FIN-127228,20230717,483,7,Cost,Materials,569.3
127229,FIN-127229,20220421,541,53,Expense,Operating Expense,1187.57
127230,FIN-127230,20240418,743,71,Expense,Utilities,11897.43
127231,FIN-127231,20230322,547,81,Revenue,Sales Revenue,3107.45
127232,FIN-127232,20251111,89,81,Revenue,Sales Revenue,2625.6
127233,FIN-127233,20190412,293,14,Revenue,Sales Revenue,2556.85
127234,FIN-127234,20220316,174,84,Revenue,Sales Revenue,667.85
127235,FIN-127235,20201121,567,63,Expense,Operating Expense,646.59
127236,FIN-127236,20251122,405,41,Revenue,Sales Revenue,1082.52
127237,FIN-127237,20250412,131,17,Cost,Materials,789.37
127238,FIN-127238,20210429,670,19,Cost,Materials,5489.47
127239,FIN-127239,20220525,417,88,Revenue,Sales Revenue,3706.49
127240,FIN-127240,20230623,664,62,Expense,Utilities,1877.26
127241,FIN-127241,20190716,402,83,Cost,Materials,1553.52
127242,FIN-127242,20220611,745,98,Revenue,Sales Revenue,6918.64
127243,FIN-127243,20250109,247,16,Revenue,Sales Revenue,16943.79
127244,FIN-127244,20220829,412,61,Revenue,Sales Revenue,11455.33
127245,FIN-127245,20250501,87,50,Revenue,Sales Revenue,1668.89
127246,FIN-127246,20240119,651,88,Revenue,Sales Revenue,2933.15
127247,FIN-127247,20210315,559,77,Cost,Materials,2533.18
127248,FIN-127248,20211227,874,67,Expense,Utilities,4701.2
127249,FIN-127249,20251106,799,4,Expense,Utilities,1365.28
127250,FIN-127250,20230426,824,39,Revenue,Sales Revenue,5421.52
127251,FIN-127251,20220720,993,66,Revenue,Sales Revenue,5203.91
127252,FIN-127252,20240319,580,48,Cost,Maintenance,1455.63
127253,FIN-127253,20201015,986,26,Cost,Maintenance,2018.45
127254,FIN-127254,20211108,3,35,Revenue,Sales Revenue,2539.55
127255,FIN-127255,20200914,621,51,Revenue,Sales Revenue,7964.21
127256,FIN-127256,20210808,995,38,Expense,Payroll,1479.85
127257,FIN-127257,20211216,684,64,Expense,Operating Expense,1902.2
127258,FIN-127258,20200416,77,15,Revenue,Sales Revenue,8061.47
127259,FIN-127259,20201128,479,45,Revenue,Sales Revenue,4884.83
127260,FIN-127260,20200115,809,89,Expense,Utilities,677.39
127261,FIN-127261,20250609,651,35,Cost,Maintenance,1018.76
127262,FIN-127262,20240325,87,68,Revenue,Sales Revenue,5326.77
127263,FIN-127263,20201022,385,3,Revenue,Sales Revenue,5607.52
127264,FIN-127264,20190617,663,89,Revenue,Sales Revenue,1150.49
127265,FIN-127265,20251112,392,40,Expense,Utilities,2889.38
127266,FIN-127266,20210517,771,13,Expense,Operating Expense,1111.78
127267,FIN-127267,20220224,588,68,Revenue,Sales Revenue,9811.28
127268,FIN-127268,20210211,103,90,Expense,Payroll,3575.73
127269,FIN-127269,20211117,522,56,Revenue,Sales Revenue,2739.01
127270,FIN-127270,20211009,167,94,Cost,Maintenance,1125.2
127271,FIN-127271,20231107,227,59,Cost,Materials,1082.62
127272,FIN-127272,20200510,920,71,Revenue,Sales Revenue,1805.73
127273,FIN-127273,20240223,799,85,Expense,Operating Expense,5382.89
127274,FIN-127274,20190603,596,39,Expense,Utilities,1553.15
127275,FIN-127275,20201011,785,83,Revenue,Sales Revenue,1100.44
127276,FIN-127276,20251106,495,44,Revenue,Sales Revenue,2727.7
127277,FIN-127277,20241101,419,98,Revenue,Sales Revenue,5218.76
127278,FIN-127278,20211011,710,30,Revenue,Sales Revenue,1360.94
127279,FIN-127279,20190406,300,83,Revenue,Sales Revenue,2446.38
127280,FIN-127280,20240905,339,27,Revenue,Sales Revenue,2910.4
127281,FIN-127281,20230502,477,41,Cost,Maintenance,2768.51
127282,FIN-127282,20210620,358,90,Expense,Utilities,1516.79
127283,FIN-127283,20230401,612,14,Expense,Operating Expense,1091.51
127284,FIN-127284,20241213,440,7,Expense,Utilities,6078.6
127285,FIN-127285,20250418,824,11,Revenue,Sales Revenue,2619.74
127286,FIN-127286,20200131,756,70,Expense,Utilities,4302.02
127287,FIN-127287,20241017,491,56,Cost,Materials,811.07
127288,FIN-127288,20190423,36,44,Revenue,Sales Revenue,3099.81
127289,FIN-127289,20201105,110,23,Revenue,Sales Revenue,7761.85
127290,FIN-127290,20210626,265,21,Revenue,Sales Revenue,22711.03
127291,FIN-127291,20240417,304,27,Cost,Materials,2086.43
127292,FIN-127292,20200420,252,69,Expense,Operating Expense,8730.13
127293,FIN-127293,20231105,891,51,Expense,Operating Expense,710.88
127294,FIN-127294,20221007,93,30,Cost,Maintenance,3024.64
127295,FIN-127295,20190403,583,24,Revenue,Sales Revenue,3176.97
127296,FIN-127296,20210301,638,15,Revenue,Sales Revenue,1504.25
127297,FIN-127297,20191216,478,94,Cost,Maintenance,9248.66
127298,FIN-127298,20190815,419,78,Expense,Payroll,882.31
127299,FIN-127299,20250614,400,66,Revenue,Sales Revenue,4702.89
127300,FIN-127300,20210603,946,16,Revenue,Sales Revenue,2656.71
127301,FIN-127301,20200320,392,54,Cost,Maintenance,5449.52
127302,FIN-127302,20190710,466,92,Cost,Materials,1363.28
127303,FIN-127303,20190417,460,21,Cost,Materials,1266.47
127304,FIN-127304,20210817,335,99,Cost,Maintenance,3103.36
127305,FIN-127305,20190908,562,6,Revenue,Sales Revenue,3243.29
127306,FIN-127306,20240806,255,29,Cost,Maintenance,1350.49
127307,FIN-127307,20190723,458,38,Cost,Materials,19538.26
127308,FIN-127308,20221009,215,29,Revenue,Sales Revenue,13375.32
127309,FIN-127309,20250710,167,6,Revenue,Sales Revenue,4941.43
127310,FIN-127310,20210811,109,16,Cost,Maintenance,600.96
127311,FIN-127311,20221226,655,59,Cost,Maintenance,1129.22
127312,FIN-127312,20190318,757,44,Cost,Maintenance,1950.4
127313,FIN-127313,20221222,952,58,Cost,Maintenance,2164.79
127314,FIN-127314,20190407,174,86,Expense,Utilities,2251.92
127315,FIN-127315,20250916,710,71,Cost,Maintenance,4279.05
127316,FIN-127316,20190707,432,40,Expense,Payroll,3875.98
127317,FIN-127317,20231006,668,6,Cost,Materials,8110.46
127318,FIN-127318,20250122,599,25,Cost,Materials,4555.59
127319,FIN-127319,20220922,472,55,Expense,Payroll,1334.78
127320,FIN-127320,20220720,401,47,Expense,Payroll,984.2
127321,FIN-127321,20230131,47,12,Revenue,Sales Revenue,2919.73
127322,FIN-127322,20250511,565,93,Cost,Maintenance,9126.7
127323,FIN-127323,20211002,231,34,Revenue,Sales Revenue,3116.13
127324,FIN-127324,20240902,593,89,Expense,Operating Expense,1899.41
127325,FIN-127325,20241006,582,78,Revenue,Sales Revenue,12916.65
127326,FIN-127326,20220407,57,87,Expense,Payroll,1965.7
127327,FIN-127327,20220824,230,38,Revenue,Sales Revenue,3226.88
127328,FIN-127328,20250411,30,32,Cost,Maintenance,16090.61
127329,FIN-127329,20190503,16,86,Revenue,Sales Revenue,2159.92
127330,FIN-127330,20231225,545,17,Expense,Payroll,1557.33
127331,FIN-127331,20251105,895,58,Cost,Materials,9216.43
127332,FIN-127332,20220728,36,26,Revenue,Sales Revenue,5847.77
127333,FIN-127333,20220104,427,75,Revenue,Sales Revenue,859.52
127334,FIN-127334,20230617,94,79,Expense,Operating Expense,884.82
127335,FIN-127335,20220929,118,93,Expense,Payroll,8447.2
127336,FIN-127336,20200709,986,8,Expense,Operating Expense,3364.78
127337,FIN-127337,20191201,213,27,Expense,Operating Expense,1132.24
127338,FIN-127338,20210515,331,48,Expense,Payroll,1833.32
127339,FIN-127339,20210617,293,96,Expense,Operating Expense,3517.03
127340,FIN-127340,20230320,633,25,Revenue,Sales Revenue,3921.56
127341,FIN-127341,20200208,477,28,Revenue,Sales Revenue,201.56
127342,FIN-127342,20210414,477,92,Expense,Payroll,1681.07
127343,FIN-127343,20230821,373,50,Cost,Materials,1238.04
127344,FIN-127344,20200819,536,79,Revenue,Sales Revenue,1736.98
127345,FIN-127345,20240403,466,70,Revenue,Sales Revenue,2829.98
127346,FIN-127346,20190630,895,84,Cost,Materials,323.9
127347,FIN-127347,20250311,779,92,Revenue,Sales Revenue,5567.54
127348,FIN-127348,20230805,777,77,Revenue,Sales Revenue,7684.69
127349,FIN-127349,20190811,256,61,Cost,Materials,3203.15
127350,FIN-127350,20220316,347,82,Cost,Maintenance,1048.19
127351,FIN-127351,20251204,584,58,Expense,Operating Expense,998.67
127352,FIN-127352,20240211,365,88,Cost,Maintenance,1139.9
127353,FIN-127353,20190923,567,76,Expense,Operating Expense,1451.0
127354,FIN-127354,20201010,595,62,Revenue,Sales Revenue,1292.18
127355,FIN-127355,20190608,125,51,Cost,Materials,3390.44
127356,FIN-127356,20190825,292,50,Expense,Operating Expense,1470.25
127357,FIN-127357,20210908,476,56,Expense,Utilities,1343.14
127358,FIN-127358,20210106,723,80,Expense,Utilities,3163.15
127359,FIN-127359,20200226,560,49,Revenue,Sales Revenue,5610.39
127360,FIN-127360,20220604,857,25,Cost,Maintenance,4178.56
127361,FIN-127361,20220123,863,95,Expense,Operating Expense,2659.05
127362,FIN-127362,20221214,398,8,Expense,Operating Expense,271.48
127363,FIN-127363,20201124,451,12,Expense,Payroll,2089.31
127364,FIN-127364,20241118,765,64,Expense,Utilities,1952.62
127365,FIN-127365,20200702,356,32,Expense,Payroll,7758.44
127366,FIN-127366,20230624,542,22,Revenue,Sales Revenue,5179.36
127367,FIN-127367,20201211,301,50,Cost,Maintenance,8763.87
127368,FIN-127368,20211119,828,91,Revenue,Sales Revenue,2347.75
127369,FIN-127369,20201101,235,26,Revenue,Sales Revenue,4157.86
127370,FIN-127370,20210715,508,46,Expense,Utilities,1364.81
127371,FIN-127371,20230925,500,8,Revenue,Sales Revenue,2220.57
127372,FIN-127372,20200925,355,71,Cost,Maintenance,1396.84
127373,FIN-127373,20220607,464,66,Revenue,Sales Revenue,6025.76
127374,FIN-127374,20240702,319,24,Revenue,Sales Revenue,5183.96
127375,FIN-127375,20190201,557,5,Revenue,Sales Revenue,2735.93
127376,FIN-127376,20190713,819,12,Expense,Payroll,2249.14
127377,FIN-127377,20211220,442,70,Revenue,Sales Revenue,24241.31
127378,FIN-127378,20190811,646,15,Revenue,Sales Revenue,926.8
127379,FIN-127379,20230110,481,73,Cost,Materials,9320.85
127380,FIN-127380,20231026,220,35,Cost,Maintenance,3965.31
127381,FIN-127381,20251115,140,3,Cost,Maintenance,2553.97
127382,FIN-127382,20210316,41,22,Revenue,Sales Revenue,3720.48
127383,FIN-127383,20190412,973,21,Expense,Payroll,11327.92
127384,FIN-127384,20250807,130,35,Cost,Maintenance,1067.16
127385,FIN-127385,20251001,821,79,Revenue,Sales Revenue,3047.41
127386,FIN-127386,20221217,349,65,Revenue,Sales Revenue,2849.92
127387,FIN-127387,20191123,898,69,Revenue,Sales Revenue,1259.5
127388,FIN-127388,20220307,534,57,Revenue,Sales Revenue,9146.54
127389,FIN-127389,20240919,477,44,Expense,Payroll,3736.96
127390,FIN-127390,20220311,709,33,Cost,Materials,6433.38
127391,FIN-127391,20210105,280,93,Cost,Materials,2560.2
127392,FIN-127392,20191005,200,7,Cost,Materials,7643.84
127393,FIN-127393,20240611,56,34,Cost,Maintenance,8839.36
127394,FIN-127394,20220429,575,56,Revenue,Sales Revenue,6542.78
127395,FIN-127395,20220414,177,47,Revenue,Sales Revenue,6234.74
127396,FIN-127396,20241212,632,51,Cost,Maintenance,9344.77
127397,FIN-127397,20210811,117,91,Revenue,Sales Revenue,6635.93
127398,FIN-127398,20230504,308,57,Cost,Maintenance,4978.3
127399,FIN-127399,20240825,639,93,Expense,Payroll,4803.44
