budget_key,budget_id,date_key,account_key,location_key,budget_category,budget_amount
9146,BUD-009146,20250615,939,10,Utilities,305829.29
9147,BUD-009147,20230916,874,27,Utilities,106713.05
9148,BUD-009148,20200514,813,30,Payroll,173916.57
9149,BUD-009149,20190426,565,72,Operations,23066.54
9150,BUD-009150,20201120,867,61,Utilities,467306.19
9151,BUD-009151,20190219,161,8,Operations,193783.54
9152,BUD-009152,20240808,419,38,Maintenance,291141.84
9153,BUD-009153,20240624,929,1,Payroll,244815.18
9154,BUD-009154,20200226,409,57,Revenue,475250.56
9155,BUD-009155,20210601,22,80,Operations,343887.69
9156,BUD-009156,20231015,779,9,Maintenance,197479.1
9157,BUD-009157,20230117,161,73,Utilities,327167.22
9158,BUD-009158,20200912,735,85,Operations,171407.77
9159,BUD-009159,20240510,833,21,Payroll,335661.94
9160,BUD-009160,20200928,168,6,Utilities,205423.51
9161,BUD-009161,20210108,763,46,Utilities,27990.81
9162,BUD-009162,20201209,195,97,Maintenance,276159.16
9163,BUD-009163,20191117,523,27,Maintenance,38450.31
9164,BUD-009164,20200816,297,26,Operations,323507.23
9165,BUD-009165,20200306,710,74,Payroll,57921.2
9166,BUD-009166,20200206,952,85,Utilities,85653.15
9167,BUD-009167,20240415,522,54,Utilities,464342.68
9168,BUD-009168,20220817,618,16,Operations,146050.37
9169,BUD-009169,20220524,556,32,Payroll,13514.26
9170,BUD-009170,20210103,63,11,Maintenance,22274.54
9171,BUD-009171,20210829,134,70,Operations,217032.1
9172,BUD-009172,20241104,208,98,Payroll,19695.99
9173,BUD-009173,20190804,336,19,Utilities,422102.22
9174,BUD-009174,20221124,215,27,Utilities,86208.7
9175,BUD-009175,20220125,305,53,Payroll,76405.04
9176,BUD-009176,20220901,542,21,Revenue,253065.46
9177,BUD-009177,20200313,434,16,Revenue,254350.32
9178,BUD-009178,20210705,432,13,Operations,148959.14
9179,BUD-009179,20220818,254,86,Revenue,175842.22
9180,BUD-009180,20191224,671,26,Revenue,68417.99
9181,BUD-009181,20210405,267,47,Payroll,444297.37
9182,BUD-009182,20230713,50,66,Utilities,104369.0
9183,BUD-009183,20200507,74,91,Operations,17612.33
9184,BUD-009184,20190321,813,45,Utilities,302097.13
9185,BUD-009185,20190904,596,36,Payroll,331819.68
9186,BUD-009186,20200229,53,63,Revenue,338072.16
9187,BUD-009187,20201109,743,60,Utilities,377403.87
9188,BUD-009188,20210819,737,48,Utilities,489846.58
9189,BUD-009189,20250819,512,88,Revenue,140609.72
9190,BUD-009190,20220502,690,22,Utilities,289898.61
9191,BUD-009191,20210705,724,66,Revenue,26810.58
9192,BUD-009192,20240211,69,75,Utilities,399144.65
9193,BUD-009193,20240915,659,17,Payroll,226996.52
9194,BUD-009194,20190128,981,31,Maintenance,174413.68
9195,BUD-009195,20190623,968,97,Revenue,207682.79
9196,BUD-009196,20240229,363,21,Operations,83585.39
9197,BUD-009197,20240531,466,55,Payroll,53194.63
9198,BUD-009198,20230928,390,11,Revenue,243258.79
9199,BUD-009199,20211104,726,17,Revenue,170006.12
9200,BUD-009200,20220202,21,52,Payroll,217245.48
9201,BUD-009201,20220324,373,69,Revenue,324927.29
9202,BUD-009202,20220824,170,22,Maintenance,440078.32
9203,BUD-009203,20240906,987,67,Utilities,477585.72
9204,BUD-009204,20240504,977,90,Operations,269944.11
9205,BUD-009205,20241008,583,63,Utilities,414413.09
9206,BUD-009206,20210119,5,31,Revenue,117339.89
9207,BUD-009207,20250426,494,49,Operations,366798.28
9208,BUD-009208,20220714,400,25,Maintenance,276307.87
9209,BUD-009209,20200123,758,3,Utilities,97134.58
9210,BUD-009210,20210813,943,48,Maintenance,178427.35
9211,BUD-009211,20220104,511,55,Utilities,402688.28
9212,BUD-009212,20200510,140,56,Revenue,85083.5
9213,BUD-009213,20240122,437,10,Maintenance,174264.8
9214,BUD-009214,20250106,349,14,Utilities,436368.0
9215,BUD-009215,20251231,781,15,Maintenance,98920.43
9216,BUD-009216,20191118,741,13,Payroll,276316.51
9217,BUD-009217,20230711,732,98,Maintenance,451553.78
9218,BUD-009218,20240628,754,67,Maintenance,28399.17
9219,BUD-009219,20241229,895,69,Revenue,288326.52
9220,BUD-009220,20200513,178,19,Payroll,380517.05
9221,BUD-009221,20200512,527,20,Utilities,132530.09
9222,BUD-009222,20200904,865,53,Operations,108861.87
9223,BUD-009223,20220822,323,38,Operations,471573.76
9224,BUD-009224,20200906,49,84,Utilities,243764.43
9225,BUD-009225,20220714,55,37,Revenue,302208.87
9226,BUD-009226,20200709,911,6,Utilities,62472.46
9227,BUD-009227,20210214,434,26,Maintenance,321367.05
9228,BUD-009228,20240324,325,68,Payroll,309212.68
9229,BUD-009229,20230101,464,10,Revenue,230982.34
9230,BUD-009230,20230815,360,60,Maintenance,376930.14
9231,BUD-009231,20211127,758,24,Revenue,136369.76
9232,BUD-009232,20221019,588,40,Revenue,220404.43
9233,BUD-009233,20211228,356,99,Operations,400522.97
9234,BUD-009234,20251005,716,31,Maintenance,180784.18
9235,BUD-009235,20230116,955,42,Maintenance,233768.77
9236,BUD-009236,20240211,894,30,Operations,319933.62
9237,BUD-009237,20251225,333,35,Operations,248569.5
9238,BUD-009238,20190605,537,94,Payroll,213294.24
9239,BUD-009239,20231207,729,51,Operations,121687.54
9240,BUD-009240,20210127,603,68,Maintenance,73840.48
9241,BUD-009241,20251022,425,91,Maintenance,335159.61
9242,BUD-009242,20231114,967,13,Revenue,488247.17
9243,BUD-009243,20241116,940,45,Revenue,300960.85
9244,BUD-009244,20200117,452,45,Operations,131082.2
9245,BUD-009245,20240924,430,75,Revenue,480173.31
9246,BUD-009246,20240826,482,75,Maintenance,12837.43
9247,BUD-009247,20200412,543,97,Utilities,223283.05
9248,BUD-009248,20191213,760,66,Utilities,93182.32
9249,BUD-009249,20200816,34,53,Payroll,407707.79
9250,BUD-009250,20230604,59,89,Maintenance,268744.86
9251,BUD-009251,20220206,241,66,Payroll,169261.21
9252,BUD-009252,20230716,989,44,Utilities,391711.27
9253,BUD-009253,20210227,501,34,Payroll,326468.09
9254,BUD-009254,20240803,642,55,Operations,372959.47
9255,BUD-009255,20240527,31,86,Maintenance,357718.11
9256,BUD-009256,20230917,265,68,Maintenance,424209.3
9257,BUD-009257,20231103,966,65,Payroll,284279.89
9258,BUD-009258,20220108,608,88,Payroll,57981.97
9259,BUD-009259,20230910,859,93,Revenue,212011.06
9260,BUD-009260,20240719,423,44,Utilities,316871.8
9261,BUD-009261,20210602,81,24,Operations,230803.18
9262,BUD-009262,20200529,460,85,Revenue,429234.06
9263,BUD-009263,20201002,929,99,Maintenance,357079.76
9264,BUD-009264,20231120,826,94,Operations,419755.32
9265,BUD-009265,20230304,788,34,Maintenance,208420.35
9266,BUD-009266,20200219,743,82,Revenue,176147.86
9267,BUD-009267,20230501,442,16,Maintenance,338252.42
9268,BUD-009268,20220512,765,15,Utilities,149504.34
9269,BUD-009269,20221229,918,2,Payroll,240986.03
9270,BUD-009270,20251009,215,43,Maintenance,364350.37
9271,BUD-009271,20251109,135,43,Operations,410317.45
9272,BUD-009272,20240206,427,20,Revenue,373177.67
9273,BUD-009273,20200913,207,2,Maintenance,51862.53
9274,BUD-009274,20240109,429,77,Revenue,404599.55
9275,BUD-009275,20200113,693,54,Payroll,267990.92
9276,BUD-009276,20210213,326,51,Revenue,481612.97
9277,BUD-009277,20210813,218,75,Utilities,315896.74
9278,BUD-009278,20230305,194,67,Utilities,40901.92
9279,BUD-009279,20210619,47,49,Maintenance,282976.04
9280,BUD-009280,20190727,469,57,Revenue,236242.0
9281,BUD-009281,20190114,446,4,Maintenance,477047.83
9282,BUD-009282,20190731,626,91,Payroll,348281.39
9283,BUD-009283,20230223,432,45,Revenue,48129.17
9284,BUD-009284,20200615,732,32,Payroll,282927.59
9285,BUD-009285,20230330,366,25,Payroll,116695.84
9286,BUD-009286,20251108,43,72,Revenue,392626.5
9287,BUD-009287,20240624,865,95,Operations,266088.74
9288,BUD-009288,20220613,292,75,Payroll,46880.42
9289,BUD-009289,20251119,105,27,Operations,377963.6
9290,BUD-009290,20200117,936,20,Revenue,492305.21
9291,BUD-009291,20200324,111,22,Payroll,48223.68
9292,BUD-009292,20190419,238,47,Operations,468533.67
9293,BUD-009293,20190808,986,46,Maintenance,474925.62
9294,BUD-009294,20210901,7,26,Revenue,128782.57
9295,BUD-009295,20220225,198,91,Payroll,454705.64
9296,BUD-009296,20240701,105,9,Utilities,138666.15
9297,BUD-009297,20240430,199,23,Operations,207761.95
9298,BUD-009298,20221029,635,52,Maintenance,397946.32
9299,BUD-009299,20191203,350,40,Utilities,284620.14
9300,BUD-009300,20210814,921,75,Maintenance,297315.66
9301,BUD-009301,20220402,136,3,Operations,434086.39
9302,BUD-009302,20230325,585,95,Payroll,488946.91
9303,BUD-009303,20251124,658,13,Maintenance,283519.68
9304,BUD-009304,20200820,248,83,Payroll,153991.58
9305,BUD-009305,20220518,982,87,Utilities,76543.34
9306,BUD-009306,20230721,838,1,Utilities,339500.77
9307,BUD-009307,20250629,263,29,Payroll,249101.91
9308,BUD-009308,20250205,602,27,Operations,137313.67
9309,BUD-009309,20190501,848,67,Payroll,61857.89
9310,BUD-009310,20250815,708,78,Revenue,367626.85
9311,BUD-009311,20240405,353,21,Revenue,130280.96
9312,BUD-009312,20250827,865,9,Maintenance,199994.8
9313,BUD-009313,20190309,766,62,Revenue,362502.71
9314,BUD-009314,20200130,404,93,Operations,405149.05
9315,BUD-009315,20220525,109,5,Operations,107482.77
9316,BUD-009316,20191104,17,87,Operations,434330.83
9317,BUD-009317,20210321,737,45,Operations,123384.16
9318,BUD-009318,20231126,120,93,Maintenance,405017.32
9319,BUD-009319,20210329,520,2,Maintenance,91654.88
9320,BUD-009320,20201115,673,62,Utilities,385271.31
9321,BUD-009321,20250113,388,35,Utilities,430307.88
9322,BUD-009322,20240725,743,33,Maintenance,58394.13
9323,BUD-009323,20231003,912,80,Maintenance,59346.98
9324,BUD-009324,20210626,709,6,Operations,140508.95
9325,BUD-009325,20210317,90,97,Utilities,430633.23
9326,BUD-009326,20251011,775,27,Operations,255992.81
9327,BUD-009327,20230718,585,32,Maintenance,76172.83
9328,BUD-009328,20210613,667,85,Payroll,111085.75
9329,BUD-009329,20250326,434,13,Utilities,456466.23
9330,BUD-009330,20221224,1000,69,Maintenance,344250.59
9331,BUD-009331,20230815,565,43,Utilities,240544.71
9332,BUD-009332,20250331,95,9,Payroll,430538.56
9333,BUD-009333,20221219,330,54,Maintenance,495007.01
9334,BUD-009334,20190913,816,9,Maintenance,85515.75
9335,BUD-009335,20230917,377,49,Utilities,198032.03
9336,BUD-009336,20210505,846,97,Revenue,47612.59
9337,BUD-009337,20201222,449,90,Payroll,67503.26
9338,BUD-009338,20201009,684,75,Payroll,251057.09
9339,BUD-009339,20251218,916,10,Payroll,234753.11
9340,BUD-009340,20230408,961,98,Maintenance,215942.81
9341,BUD-009341,20230408,501,32,Operations,127587.68
9342,BUD-009342,20250402,52,18,Operations,405944.74
9343,BUD-009343,20240326,293,38,Operations,217786.88
9344,BUD-009344,20240819,755,9,Utilities,35617.24
9345,BUD-009345,20211015,141,25,Utilities,350933.06
9346,BUD-009346,20200821,194,86,Revenue,194385.47
9347,BUD-009347,20221127,913,14,Utilities,493750.21
9348,BUD-009348,20221118,692,22,Revenue,411728.47
9349,BUD-009349,20220630,653,73,Operations,135918.59
9350,BUD-009350,20200424,226,48,Operations,46109.02
9351,BUD-009351,20230419,514,81,Maintenance,370278.17
9352,BUD-009352,20250516,834,14,Payroll,490410.89
9353,BUD-009353,20220515,708,52,Operations,126762.78
9354,BUD-009354,20220916,727,35,Maintenance,267103.48
9355,BUD-009355,20220627,525,38,Operations,483560.23
9356,BUD-009356,20211101,254,39,Operations,456109.56
9357,BUD-009357,20210113,577,29,Payroll,102357.39
9358,BUD-009358,20201001,548,7,Revenue,472248.89
9359,BUD-009359,20191214,982,15,Payroll,212311.65
9360,BUD-009360,20250818,661,15,Utilities,421799.38
9361,BUD-009361,20240926,292,44,Operations,74997.02
9362,BUD-009362,20220504,383,5,Maintenance,459437.41
9363,BUD-009363,20230721,598,24,Revenue,125162.32
9364,BUD-009364,20201004,150,5,Operations,170782.07
9365,BUD-009365,20191005,567,70,Utilities,405422.32
9366,BUD-009366,20191208,196,16,Revenue,155171.86
9367,BUD-009367,20190713,296,88,Maintenance,131247.53
9368,BUD-009368,20230523,539,17,Operations,224127.66
9369,BUD-009369,20220912,801,76,Revenue,141224.04
9370,BUD-009370,20250913,362,8,Utilities,106466.45
9371,BUD-009371,20241013,327,98,Maintenance,18050.41
9372,BUD-009372,20230307,322,86,Maintenance,221860.25
9373,BUD-009373,20231218,205,13,Operations,20931.92
9374,BUD-009374,20210726,271,81,Revenue,357037.19
9375,BUD-009375,20200628,469,4,Operations,258706.61
9376,BUD-009376,20221112,534,49,Revenue,411103.6
9377,BUD-009377,20230531,333,73,Operations,498905.15
9378,BUD-009378,20231030,620,22,Utilities,77820.14
9379,BUD-009379,20220131,359,24,Maintenance,18138.96
9380,BUD-009380,20190406,766,57,Utilities,444795.71
9381,BUD-009381,20240505,242,65,Utilities,322370.26
9382,BUD-009382,20240419,327,78,Operations,167789.31
9383,BUD-009383,20240526,563,18,Payroll,361869.55
9384,BUD-009384,20220930,760,71,Utilities,264181.97
9385,BUD-009385,20220221,494,49,Revenue,132221.95
9386,BUD-009386,20210418,50,56,Utilities,312476.04
9387,BUD-009387,20240820,763,10,Utilities,444101.24
9388,BUD-009388,20191017,484,7,Operations,390556.72
9389,BUD-009389,20201011,306,2,Revenue,398048.41
9390,BUD-009390,20220723,855,19,Utilities,95507.36
9391,BUD-009391,20241113,475,28,Payroll,268980.83
9392,BUD-009392,20220913,422,79,Payroll,257528.46
9393,BUD-009393,20230305,984,88,Operations,171191.55
9394,BUD-009394,20220613,378,89,Utilities,314899.76
9395,BUD-009395,20210801,28,2,Operations,98673.67
9396,BUD-009396,20210610,945,64,Utilities,312782.92
9397,BUD-009397,20210908,165,1,Revenue,410644.35
9398,BUD-009398,20230615,952,4,Utilities,80021.53
9399,BUD-009399,20200127,177,77,Payroll,468017.83
9400,BUD-009400,20211001,514,71,Maintenance,383963.17
9401,BUD-009401,20210722,873,88,Utilities,90874.6
9402,BUD-009402,20190505,439,59,Maintenance,330016.19
9403,BUD-009403,20230413,685,45,Operations,289829.08
9404,BUD-009404,20220905,911,33,Utilities,386796.16
9405,BUD-009405,20200320,794,15,Revenue,30047.9
9406,BUD-009406,20220407,678,90,Payroll,63478.06
9407,BUD-009407,20230423,828,24,Payroll,47968.34
9408,BUD-009408,20211020,12,52,Operations,491286.24
9409,BUD-009409,20190108,902,85,Utilities,477837.51
9410,BUD-009410,20191016,112,58,Utilities,186967.56
9411,BUD-009411,20240928,712,2,Revenue,112507.18
9412,BUD-009412,20230319,194,72,Revenue,18834.96
9413,BUD-009413,20200908,122,92,Operations,378533.34
9414,BUD-009414,20251029,820,65,Payroll,341710.82
9415,BUD-009415,20250811,241,24,Revenue,397926.46
9416,BUD-009416,20201105,60,12,Utilities,231884.41
9417,BUD-009417,20220918,902,69,Payroll,193927.55
9418,BUD-009418,20231213,929,37,Payroll,286951.56
9419,BUD-009419,20240227,40,81,Utilities,214514.3
9420,BUD-009420,20210915,523,91,Utilities,430493.51
9421,BUD-009421,20191220,242,64,Maintenance,493584.81
9422,BUD-009422,20240618,655,27,Operations,393216.08
9423,BUD-009423,20231006,50,1,Operations,367006.4
9424,BUD-009424,20190101,418,11,Utilities,311342.74
9425,BUD-009425,20211108,829,81,Maintenance,365170.79
9426,BUD-009426,20240331,815,43,Maintenance,456704.2
9427,BUD-009427,20210513,385,91,Operations,12809.07
9428,BUD-009428,20241009,961,43,Operations,263181.9
9429,BUD-009429,20190520,554,99,Payroll,378469.88
9430,BUD-009430,20200510,953,50,Operations,478821.55
9431,BUD-009431,20200215,109,77,Utilities,376954.92
9432,BUD-009432,20190625,13,57,Revenue,125821.06
9433,BUD-009433,20230326,504,89,Payroll,46730.04
9434,BUD-009434,20190828,175,42,Operations,432562.86
9435,BUD-009435,20210918,989,74,Utilities,275104.0
9436,BUD-009436,20250701,549,82,Revenue,370130.43
9437,BUD-009437,20230925,843,45,Utilities,368839.54
9438,BUD-009438,20211019,573,94,Maintenance,309426.55
9439,BUD-009439,20220801,442,51,Utilities,487892.34
9440,BUD-009440,20210831,608,3,Maintenance,34148.17
9441,BUD-009441,20241008,573,67,Operations,363247.83
9442,BUD-009442,20210701,902,96,Payroll,196691.94
9443,BUD-009443,20201030,351,60,Revenue,192194.83
9444,BUD-009444,20200603,11,18,Maintenance,327611.78
9445,BUD-009445,20210613,806,2,Utilities,115856.18
9446,BUD-009446,20191025,536,59,Utilities,301423.16
9447,BUD-009447,20250102,249,17,Revenue,210568.25
9448,BUD-009448,20240921,808,57,Payroll,390295.81
9449,BUD-009449,20200219,541,59,Maintenance,235106.72
9450,BUD-009450,20190122,220,31,Operations,188354.21
9451,BUD-009451,20210620,565,91,Revenue,98207.75
9452,BUD-009452,20191020,51,90,Maintenance,284213.06
9453,BUD-009453,20190821,303,68,Operations,416671.75
9454,BUD-009454,20241212,717,70,Payroll,450412.02
9455,BUD-009455,20221208,134,16,Utilities,223419.13
9456,BUD-009456,20230124,834,99,Maintenance,468973.27
9457,BUD-009457,20190510,400,62,Revenue,100269.69
9458,BUD-009458,20220419,184,51,Maintenance,188219.45
9459,BUD-009459,20190508,398,92,Utilities,314548.33
9460,BUD-009460,20201030,75,65,Utilities,420325.0
9461,BUD-009461,20220313,64,33,Utilities,283765.05
9462,BUD-009462,20200404,109,55,Operations,267020.42
9463,BUD-009463,20220113,787,89,Operations,97947.18
9464,BUD-009464,20211118,950,85,Payroll,248926.7
9465,BUD-009465,20240104,188,44,Utilities,409784.21
9466,BUD-009466,20240218,461,48,Payroll,76640.73
9467,BUD-009467,20200827,891,27,Operations,366509.31
9468,BUD-009468,20220920,403,81,Revenue,130749.95
9469,BUD-009469,20200604,439,13,Payroll,77878.35
9470,BUD-009470,20240327,521,36,Payroll,438649.4
9471,BUD-009471,20200116,947,54,Payroll,380483.44
9472,BUD-009472,20250829,989,29,Revenue,137047.93
9473,BUD-009473,20240930,708,57,Utilities,283292.75
9474,BUD-009474,20200405,796,1,Maintenance,160202.73
9475,BUD-009475,20190123,875,37,Maintenance,46869.56
9476,BUD-009476,20220413,175,71,Payroll,328624.69
9477,BUD-009477,20200330,831,77,Utilities,338602.19
9478,BUD-009478,20240924,256,68,Payroll,462954.55
9479,BUD-009479,20250820,353,74,Maintenance,483524.14
9480,BUD-009480,20240214,887,80,Utilities,403855.82
9481,BUD-009481,20251121,668,1,Utilities,435052.47
9482,BUD-009482,20240705,296,35,Maintenance,254198.93
9483,BUD-009483,20230426,914,67,Utilities,333395.81
9484,BUD-009484,20190218,262,46,Utilities,436079.72
9485,BUD-009485,20221125,130,60,Operations,303812.6
9486,BUD-009486,20230811,258,79,Utilities,473269.8
9487,BUD-009487,20210219,496,25,Payroll,15123.36
9488,BUD-009488,20250525,15,71,Revenue,379894.83
9489,BUD-009489,20190914,49,96,Maintenance,499416.2
9490,BUD-009490,20240304,660,13,Maintenance,488383.97
9491,BUD-009491,20201128,346,36,Payroll,315882.42
9492,BUD-009492,20200502,602,42,Revenue,391558.34
9493,BUD-009493,20200424,464,46,Maintenance,376833.51
9494,BUD-009494,20190915,643,14,Operations,282050.02
9495,BUD-009495,20210220,775,82,Payroll,85644.56
9496,BUD-009496,20240717,677,16,Revenue,428875.03
9497,BUD-009497,20220809,295,81,Payroll,299179.21
9498,BUD-009498,20200618,604,81,Payroll,105798.74
9499,BUD-009499,20200826,526,67,Operations,481363.5
9500,BUD-009500,20210726,960,8,Operations,187009.31
9501,BUD-009501,20190409,702,47,Maintenance,444738.04
9502,BUD-009502,20220603,276,66,Utilities,38448.36
9503,BUD-009503,20200623,250,80,Payroll,83483.91
9504,BUD-009504,20240101,353,74,Maintenance,86046.61
9505,BUD-009505,20210110,683,60,Maintenance,24209.45
9506,BUD-009506,20200116,136,34,Operations,334435.78
9507,BUD-009507,20250130,598,49,Payroll,80516.96
9508,BUD-009508,20200308,969,59,Payroll,413297.46
9509,BUD-009509,20230918,142,17,Utilities,388218.24
9510,BUD-009510,20230718,77,91,Utilities,351137.86
9511,BUD-009511,20211020,913,49,Operations,398899.88
9512,BUD-009512,20230504,577,80,Operations,497259.05
9513,BUD-009513,20210417,85,31,Maintenance,309612.53
9514,BUD-009514,20250324,467,27,Maintenance,179384.68
9515,BUD-009515,20191008,218,90,Payroll,47910.93
9516,BUD-009516,20220525,133,98,Utilities,302875.6
9517,BUD-009517,20190713,722,82,Revenue,316996.09
9518,BUD-009518,20241115,39,30,Utilities,156937.36
9519,BUD-009519,20220807,872,74,Utilities,183681.52
9520,BUD-009520,20251129,788,73,Revenue,267340.73
9521,BUD-009521,20230930,194,76,Payroll,190405.99
9522,BUD-009522,20200612,97,43,Payroll,215617.19
9523,BUD-009523,20200327,863,37,Operations,491162.33
9524,BUD-009524,20250123,822,49,Revenue,478858.17
9525,BUD-009525,20230104,975,24,Operations,165824.48
9526,BUD-009526,20241202,467,67,Payroll,425156.94
9527,BUD-009527,20230629,671,96,Operations,356014.47
9528,BUD-009528,20200926,260,29,Operations,232333.34
9529,BUD-009529,20250122,141,95,Revenue,473675.7
9530,BUD-009530,20190129,594,55,Revenue,472988.35
9531,BUD-009531,20230923,941,40,Utilities,20400.9
9532,BUD-009532,20190516,617,50,Utilities,89922.76
9533,BUD-009533,20251223,684,51,Revenue,450668.99
9534,BUD-009534,20200429,296,83,Maintenance,328500.3
9535,BUD-009535,20250312,463,90,Utilities,469649.65
9536,BUD-009536,20231122,33,22,Utilities,188549.74
9537,BUD-009537,20221214,30,66,Maintenance,86741.54
9538,BUD-009538,20220323,955,58,Payroll,110015.65
9539,BUD-009539,20240218,669,6,Maintenance,344884.91
9540,BUD-009540,20250525,47,86,Operations,259869.07
9541,BUD-009541,20220920,975,51,Operations,151194.18
9542,BUD-009542,20241011,76,64,Operations,215373.75
9543,BUD-009543,20191002,294,82,Maintenance,408824.67
9544,BUD-009544,20200612,175,93,Operations,244609.38
9545,BUD-009545,20220419,723,52,Revenue,31058.84
9546,BUD-009546,20210213,771,23,Operations,484885.02
9547,BUD-009547,20231230,558,43,Utilities,433426.37
9548,BUD-009548,20250801,485,29,Utilities,323160.59
9549,BUD-009549,20200828,430,10,Utilities,238758.25
9550,BUD-009550,20201030,711,6,Payroll,446736.17
9551,BUD-009551,20211228,656,91,Utilities,155820.84
9552,BUD-009552,20221006,854,12,Revenue,431767.79
9553,BUD-009553,20201022,701,25,Maintenance,329004.15
9554,BUD-009554,20190518,183,10,Maintenance,450976.39
9555,BUD-009555,20220419,952,49,Operations,385467.4
9556,BUD-009556,20251216,1,32,Utilities,435110.64
9557,BUD-009557,20220221,385,92,Revenue,384613.85
9558,BUD-009558,20230326,522,71,Maintenance,486429.8
9559,BUD-009559,20210429,877,56,Maintenance,191427.64
9560,BUD-009560,20230722,889,42,Utilities,408778.62
9561,BUD-009561,20230207,76,41,Revenue,141347.41
9562,BUD-009562,20200123,490,12,Operations,87490.82
9563,BUD-009563,20231016,379,71,Maintenance,488888.95
9564,BUD-009564,20230822,705,70,Unknown,165441.78
9565,BUD-009565,20221213,97,83,Maintenance,302600.76
9566,BUD-009566,20250829,831,100,Utilities,159682.13
9567,BUD-009567,20250420,861,92,Utilities,487594.49
9568,BUD-009568,20201225,651,79,Maintenance,333956.37
9569,BUD-009569,20210326,796,20,Utilities,348553.15
9570,BUD-009570,20250208,134,64,Operations,108714.98
9571,BUD-009571,20201115,229,38,Utilities,284040.97
9572,BUD-009572,20251113,214,83,Utilities,399550.16
9573,BUD-009573,20210728,437,49,Payroll,405931.95
9574,BUD-009574,20210504,842,63,Maintenance,396393.22
9575,BUD-009575,20191029,388,61,Revenue,385505.75
9576,BUD-009576,20240218,551,50,Maintenance,175915.81
9577,BUD-009577,20240229,394,9,Operations,77432.53
9578,BUD-009578,20240325,261,43,Maintenance,77799.49
9579,BUD-009579,20220910,478,1,Revenue,30103.24
9580,BUD-009580,20191227,768,1,Revenue,108145.22
9581,BUD-009581,20220416,106,58,Revenue,375831.73
9582,BUD-009582,20191024,126,99,Payroll,174648.17
9583,BUD-009583,20210406,528,39,Maintenance,430311.93
9584,BUD-009584,20251110,455,68,Payroll,282854.34
9585,BUD-009585,20200511,790,97,Utilities,252488.24
9586,BUD-009586,20211209,522,23,Maintenance,322166.65
9587,BUD-009587,20220619,403,63,Payroll,440078.48
9588,BUD-009588,20241129,726,11,Operations,197671.52
9589,BUD-009589,20240913,296,66,Payroll,129044.89
9590,BUD-009590,20210917,151,35,Operations,376972.7
9591,BUD-009591,20240410,17,87,Revenue,245315.34
9592,BUD-009592,20201013,213,56,Payroll,444791.02
9593,BUD-009593,20210627,948,34,Utilities,133996.73
9594,BUD-009594,20240126,479,32,Payroll,465934.03
9595,BUD-009595,20250224,513,19,Payroll,47939.55
9596,BUD-009596,20240814,529,94,Revenue,53214.84
9597,BUD-009597,20250503,620,67,Payroll,379886.91
9598,BUD-009598,20220215,646,55,Maintenance,148016.38
9599,BUD-009599,20250714,414,53,Maintenance,451364.45
9600,BUD-009600,20230903,356,82,Maintenance,282068.0
9601,BUD-009601,20250909,870,12,Revenue,367279.07
9602,BUD-009602,20240429,194,99,Operations,297781.78
9603,BUD-009603,20210515,992,60,Revenue,299589.5
9604,BUD-009604,20241011,864,53,Utilities,467162.45
9605,BUD-009605,20220722,554,70,Payroll,288922.4
9606,BUD-009606,20210123,497,56,Operations,284733.16
9607,BUD-009607,20200705,700,59,Revenue,390017.32
9608,BUD-009608,20240512,55,49,Payroll,338020.65
9609,BUD-009609,20200326,543,92,Payroll,358984.03
9610,BUD-009610,20250529,259,17,Revenue,96772.44
9611,BUD-009611,20240531,178,35,Payroll,132900.63
9612,BUD-009612,20220822,434,78,Maintenance,145179.14
9613,BUD-009613,20220608,1,6,Utilities,313494.35
9614,BUD-009614,20200119,213,50,Utilities,118804.29
9615,BUD-009615,20210914,853,18,Operations,341974.04
9616,BUD-009616,20210219,263,37,Utilities,206616.16
9617,BUD-009617,20220918,643,64,Revenue,480900.72
9618,BUD-009618,20190410,251,68,Operations,74097.93
9619,BUD-009619,20201219,936,12,Operations,463801.14
9620,BUD-009620,20240512,288,65,Operations,472127.34
9621,BUD-009621,20251224,686,17,Maintenance,93622.92
9622,BUD-009622,20240729,414,62,Revenue,316625.97
9623,BUD-009623,20210626,619,22,Maintenance,366396.37
9624,BUD-009624,20190925,264,2,Payroll,232883.8
9625,BUD-009625,20220719,612,30,Revenue,50945.72
9626,BUD-009626,20210320,296,83,Revenue,419707.0
9627,BUD-009627,20240106,971,8,Revenue,89077.91
9628,BUD-009628,20250114,532,17,Utilities,367449.33
9629,BUD-009629,20240221,962,90,Utilities,142033.74
9630,BUD-009630,20250506,545,19,Utilities,369972.75
9631,BUD-009631,20230625,841,99,Operations,79669.68
9632,BUD-009632,20200805,255,16,Maintenance,363667.27
9633,BUD-009633,20220712,907,78,Maintenance,182728.22
9634,BUD-009634,20190701,39,90,Revenue,255288.99
9635,BUD-009635,20190425,823,26,Operations,326257.01
9636,BUD-009636,20240220,225,80,Operations,331656.64
9637,BUD-009637,20230117,372,75,Maintenance,193445.53
9638,BUD-009638,20231222,687,58,Utilities,476956.32
9639,BUD-009639,20230705,928,34,Operations,149638.87
9640,BUD-009640,20240809,80,53,Payroll,354158.61
9641,BUD-009641,20220227,274,52,Payroll,382708.14
9642,BUD-009642,20221228,791,81,Maintenance,496890.86
9643,BUD-009643,20240416,950,95,Revenue,188797.61
