product_key,product_id,supplier_key,product_name,category,subcategory,unit_of_measure,unit_cost,unit_price,status
2241,PROD-002241,346,Atlas Product 2241,Electronics,Premium,Kg,24.8,60.7,Active
2242,PROD-002242,363,Atlas Product 2242,Raw Materials,Standard,Meter,384.49,526.1,Active
2243,PROD-002243,401,Atlas Product 2243,Electronics,Premium,Each,121.69,245.53,Active
2244,PROD-002244,647,Atlas Product 2244,Packaging,Premium,Meter,38.27,69.0,Active
2245,PROD-002245,144,Atlas Product 2245,Industrial Equipment,Standard,Kg,173.56,372.74,Active
2246,PROD-002246,791,Atlas Product 2246,Components,Specialty,Liter,83.06,130.8,Active
2247,PROD-002247,269,Atlas Product 2247,Electronics,Specialty,Liter,160.13,265.94,Active
2248,PROD-002248,70,Atlas Product 2248,Industrial Equipment,Standard,Each,114.53,285.28,Active
2249,PROD-002249,504,Atlas Product 2249,Electronics,Premium,Each,157.93,255.76,Active
2250,PROD-002250,831,Atlas Product 2250,Packaging,Specialty,Kg,269.51,425.71,Active
2251,PROD-002251,817,Atlas Product 2251,Industrial Equipment,Specialty,Meter,159.81,388.93,Active
2252,PROD-002252,166,Atlas Product 2252,Raw Materials,Specialty,Liter,63.12,89.88,Active
2253,PROD-002253,385,Atlas Product 2253,Industrial Equipment,Standard,Meter,19.23,40.27,Active
2254,PROD-002254,161,Atlas Product 2254,Components,Specialty,Kg,52.47,77.68,Active
2255,PROD-002255,849,Atlas Product 2255,Packaging,Standard,Each,37.55,65.12,Active
2256,PROD-002256,747,Atlas Product 2256,Raw Materials,Specialty,Liter,44.91,77.05,Active
2257,PROD-002257,305,Atlas Product 2257,Raw Materials,Specialty,Liter,477.8,988.69,Active
2258,PROD-002258,923,Atlas Product 2258,Packaging,Standard,Liter,11.96,27.84,Active
2259,PROD-002259,106,Atlas Product 2259,Raw Materials,Specialty,Kg,358.53,538.06,Active
2260,PROD-002260,456,Atlas Product 2260,Raw Materials,Specialty,Meter,242.26,410.97,Active
2261,PROD-002261,259,Atlas Product 2261,Electronics,Standard,Liter,37.56,73.69,Active
2262,PROD-002262,514,Atlas Product 2262,Electronics,Standard,Liter,323.21,806.44,Active
2263,PROD-002263,286,Atlas Product 2263,Industrial Equipment,Specialty,Kg,17.69,23.57,Active
2264,PROD-002264,265,Atlas Product 2264,Electronics,Premium,Kg,177.11,311.57,Active
2265,PROD-002265,243,Atlas Product 2265,Packaging,Premium,Kg,68.66,137.15,Active
2266,PROD-002266,281,Atlas Product 2266,Electronics,Standard,Kg,318.7,408.25,Inactive
2267,PROD-002267,587,Atlas Product 2267,Electronics,Premium,Liter,244.31,549.07,Active
2268,PROD-002268,456,Atlas Product 2268,Packaging,Premium,Liter,208.24,267.68,Active
2269,PROD-002269,754,Atlas Product 2269,Packaging,Specialty,Each,37.28,82.6,Inactive
2270,PROD-002270,450,Atlas Product 2270,Components,Specialty,Liter,298.39,478.16,Active
2271,PROD-002271,507,Atlas Product 2271,Electronics,Standard,Liter,222.97,402.2,Active
2272,PROD-002272,24,Atlas Product 2272,Packaging,Specialty,Each,497.17,761.06,Active
2273,PROD-002273,360,Atlas Product 2273,Packaging,Premium,Liter,93.89,192.29,Active
2274,PROD-002274,52,Atlas Product 2274,Industrial Equipment,Specialty,Meter,326.2,451.79,Active
2275,PROD-002275,289,Atlas Product 2275,Industrial Equipment,Specialty,Kg,183.19,293.6,Inactive
2276,PROD-002276,498,Atlas Product 2276,Raw Materials,Premium,Liter,50.61,81.27,Active
2277,PROD-002277,552,Atlas Product 2277,Industrial Equipment,Specialty,Liter,149.45,207.8,Active
2278,PROD-002278,366,Atlas Product 2278,Electronics,Standard,Meter,82.69,160.02,Active
2279,PROD-002279,664,Atlas Product 2279,Packaging,Specialty,Liter,44.68,85.1,Active
2280,PROD-002280,722,Atlas Product 2280,Components,Standard,Each,364.95,834.13,Active
2281,PROD-002281,912,Atlas Product 2281,Packaging,Specialty,Meter,177.35,349.79,Active
2282,PROD-002282,287,Atlas Product 2282,Electronics,Premium,Liter,359.14,813.09,Active
2283,PROD-002283,821,Atlas Product 2283,Components,Premium,Liter,265.31,487.27,Active
2284,PROD-002284,507,Atlas Product 2284,Raw Materials,Standard,Kg,26.77,37.01,Active
2285,PROD-002285,601,Atlas Product 2285,Electronics,Premium,Meter,59.24,103.1,Active
2286,PROD-002286,350,Atlas Product 2286,Components,Standard,Meter,332.37,524.32,Active
2287,PROD-002287,492,Atlas Product 2287,Packaging,Standard,Meter,137.31,328.08,Active
2288,PROD-002288,140,Atlas Product 2288,Raw Materials,Specialty,Meter,282.64,454.66,Active
2289,PROD-002289,902,Atlas Product 2289,Electronics,Standard,Liter,372.15,848.41,Active
2290,PROD-002290,532,Atlas Product 2290,Packaging,Specialty,Kg,193.03,377.01,Active
2291,PROD-002291,690,Atlas Product 2291,Industrial Equipment,Premium,Liter,19.15,45.62,Active
2292,PROD-002292,800,Atlas Product 2292,Components,Premium,Each,370.46,584.24,Active
2293,PROD-002293,310,Atlas Product 2293,Components,Premium,Kg,440.54,758.33,Active
2294,PROD-002294,901,Atlas Product 2294,Packaging,Specialty,Liter,200.3,316.32,Active
2295,PROD-002295,364,Atlas Product 2295,Electronics,Specialty,Kg,391.03,752.18,Active
2296,PROD-002296,687,Atlas Product 2296,Raw Materials,Premium,Meter,287.42,700.16,Active
2297,PROD-002297,77,Atlas Product 2297,Components,Specialty,Liter,328.97,438.1,Active
2298,PROD-002298,4,Atlas Product 2298,Components,Specialty,Kg,396.09,724.1,Active
2299,PROD-002299,209,Atlas Product 2299,Raw Materials,Specialty,Kg,97.95,217.13,Active
2300,PROD-002300,235,Atlas Product 2300,Packaging,Premium,Kg,338.78,562.09,Active
2301,PROD-002301,329,Atlas Product 2301,Electronics,Specialty,Kg,30.52,43.07,Active
2302,PROD-002302,249,Atlas Product 2302,Packaging,Premium,Kg,34.48,69.57,Active
2303,PROD-002303,307,Atlas Product 2303,Components,Premium,Kg,267.06,446.11,Active
2304,PROD-002304,865,Atlas Product 2304,Components,Premium,Kg,480.38,1189.78,Active
2305,PROD-002305,122,Atlas Product 2305,Packaging,Specialty,Liter,243.29,415.43,Active
2306,PROD-002306,829,Atlas Product 2306,Packaging,Standard,Each,88.33,156.41,Inactive
2307,PROD-002307,61,Atlas Product 2307,Industrial Equipment,Standard,Liter,152.52,327.26,Active
2308,PROD-002308,695,Atlas Product 2308,Electronics,Specialty,Meter,84.48,110.46,Active
2309,PROD-002309,96,Atlas Product 2309,Packaging,Premium,Kg,486.59,897.38,Active
2310,PROD-002310,183,Atlas Product 2310,Electronics,Premium,Liter,190.04,320.86,Active
2311,PROD-002311,85,Atlas Product 2311,Industrial Equipment,Premium,Meter,439.67,734.03,Inactive
2312,PROD-002312,945,Atlas Product 2312,Industrial Equipment,Premium,Meter,350.5,515.21,Active
2313,PROD-002313,707,Atlas Product 2313,Industrial Equipment,Premium,Meter,313.05,547.0,Active
2314,PROD-002314,842,Atlas Product 2314,Electronics,Premium,Liter,346.46,856.57,Active
2315,PROD-002315,197,Atlas Product 2315,Electronics,Premium,Meter,201.51,363.51,Active
2316,PROD-002316,748,Atlas Product 2316,Components,Premium,Liter,208.28,307.65,Active
2317,PROD-002317,479,Atlas Product 2317,Industrial Equipment,Standard,Kg,107.1,200.99,Active
2318,PROD-002318,823,Atlas Product 2318,Electronics,Specialty,Each,83.88,113.47,Inactive
2319,PROD-002319,202,Atlas Product 2319,Components,Standard,Kg,106.2,215.09,Active
2320,PROD-002320,307,Atlas Product 2320,Components,Standard,Liter,220.31,512.13,Active
2321,PROD-002321,506,Atlas Product 2321,Electronics,Standard,Kg,468.51,655.95,Active
2322,PROD-002322,887,Atlas Product 2322,Packaging,Specialty,Liter,415.99,769.91,Active
2323,PROD-002323,473,Atlas Product 2323,Electronics,Specialty,Kg,131.97,291.58,Active
2324,PROD-002324,214,Atlas Product 2324,Packaging,Standard,Kg,174.81,284.94,Active
2325,PROD-002325,366,Atlas Product 2325,Components,Premium,Liter,151.44,260.24,Active
2326,PROD-002326,531,Atlas Product 2326,Packaging,Premium,Kg,445.03,851.42,Active
2327,PROD-002327,109,Atlas Product 2327,Industrial Equipment,Specialty,Liter,366.57,638.27,Active
2328,PROD-002328,875,Atlas Product 2328,Components,Premium,Each,94.6,223.15,Active
2329,PROD-002329,84,Atlas Product 2329,Raw Materials,Specialty,Meter,143.64,275.22,Inactive
2330,PROD-002330,301,Atlas Product 2330,Industrial Equipment,Standard,Liter,463.57,1148.87,Active
2331,PROD-002331,341,Atlas Product 2331,Electronics,Standard,Kg,191.72,349.42,Active
2332,PROD-002332,691,Atlas Product 2332,Components,Premium,Liter,403.32,719.0,Active
2333,PROD-002333,409,Atlas Product 2333,Packaging,Standard,Kg,435.48,964.8,Inactive
2334,PROD-002334,225,Atlas Product 2334,Electronics,Specialty,Each,323.78,674.01,Active
2335,PROD-002335,540,Atlas Product 2335,Industrial Equipment,Unknown,Each,487.19,1216.64,Active
2336,PROD-002336,163,Atlas Product 2336,Packaging,Standard,Kg,34.1,72.28,Active
2337,PROD-002337,744,Atlas Product 2337,Raw Materials,Specialty,Meter,248.6,332.83,Active
2338,PROD-002338,136,Atlas Product 2338,Electronics,Standard,Meter,204.91,338.32,Active
2339,PROD-002339,31,Atlas Product 2339,Packaging,Premium,Meter,185.4,441.25,Active
2340,PROD-002340,75,Atlas Product 2340,Packaging,Specialty,Liter,143.37,262.5,Active
2341,PROD-002341,965,Atlas Product 2341,Industrial Equipment,Specialty,Meter,185.24,249.79,Active
2342,PROD-002342,746,Atlas Product 2342,Electronics,Specialty,Meter,404.78,613.14,Active
2343,PROD-002343,973,Atlas Product 2343,Components,Specialty,Kg,335.94,727.38,Active
2344,PROD-002344,711,Atlas Product 2344,Components,Specialty,Kg,250.69,375.83,Active
2345,PROD-002345,650,Atlas Product 2345,Packaging,Premium,Kg,179.27,390.42,Active
2346,PROD-002346,273,Atlas Product 2346,Packaging,Premium,Liter,368.12,756.5,Active
2347,PROD-002347,252,Atlas Product 2347,Electronics,Premium,Kg,317.5,622.77,Inactive
2348,PROD-002348,416,Atlas Product 2348,Packaging,Standard,Kg,407.92,839.41,Active
2349,PROD-002349,468,Atlas Product 2349,Industrial Equipment,Standard,Liter,496.27,1199.94,Active
2350,PROD-002350,872,Atlas Product 2350,Industrial Equipment,Premium,Kg,295.15,509.65,Active
2351,PROD-002351,484,Atlas Product 2351,Packaging,Premium,Meter,335.0,702.3,Active
2352,PROD-002352,14,Atlas Product 2352,Electronics,Specialty,Each,119.5,174.28,Active
2353,PROD-002353,389,Atlas Product 2353,Components,Premium,Liter,497.98,935.45,Active
2354,PROD-002354,341,Atlas Product 2354,Industrial Equipment,Premium,Meter,35.03,54.77,Active
2355,PROD-002355,553,Atlas Product 2355,Packaging,Specialty,Kg,45.02,59.35,Active
2356,PROD-002356,921,Atlas Product 2356,Components,Standard,Kg,243.69,537.06,Active
2357,PROD-002357,479,Atlas Product 2357,Packaging,Standard,Meter,105.53,191.4,Active
2358,PROD-002358,698,Atlas Product 2358,Industrial Equipment,Specialty,Meter,104.12,225.93,Active
2359,PROD-002359,733,Atlas Product 2359,Electronics,Specialty,Each,419.0,622.72,Active
2360,PROD-002360,484,Atlas Product 2360,Components,Specialty,Each,80.43,112.78,Active
2361,PROD-002361,149,Atlas Product 2361,Components,Specialty,Meter,332.17,451.62,Active
2362,PROD-002362,694,Atlas Product 2362,Components,Specialty,Liter,324.92,769.35,Active
2363,PROD-002363,345,Atlas Product 2363,Raw Materials,Premium,Meter,490.36,672.16,Active
2364,PROD-002364,538,Atlas Product 2364,Raw Materials,Premium,Liter,174.79,261.79,Active
2365,PROD-002365,930,Atlas Product 2365,Raw Materials,Specialty,Each,32.99,48.49,Active
2366,PROD-002366,76,Atlas Product 2366,Electronics,Standard,Meter,401.13,896.68,Active
2367,PROD-002367,353,Atlas Product 2367,Components,Premium,Liter,279.83,642.96,Active
2368,PROD-002368,196,Atlas Product 2368,Components,Specialty,Kg,335.05,573.79,Active
2369,PROD-002369,312,Atlas Product 2369,Packaging,Premium,Meter,37.98,66.02,Active
2370,PROD-002370,354,Atlas Product 2370,Components,Specialty,Liter,38.16,79.3,Inactive
2371,PROD-002371,661,Atlas Product 2371,Packaging,Standard,Meter,242.34,601.37,Active
2372,PROD-002372,117,Atlas Product 2372,Electronics,Standard,Liter,12.88,18.73,Active
2373,PROD-002373,631,Atlas Product 2373,Electronics,Premium,Meter,480.9,713.35,Active
2374,PROD-002374,218,Atlas Product 2374,Packaging,Specialty,Meter,428.09,825.48,Active
2375,PROD-002375,830,Atlas Product 2375,Electronics,Standard,Kg,73.31,146.33,Active
2376,PROD-002376,877,Atlas Product 2376,Electronics,Standard,Kg,168.69,247.39,Active
2377,PROD-002377,620,Atlas Product 2377,Raw Materials,Standard,Liter,478.08,821.3,Active
2378,PROD-002378,423,Atlas Product 2378,Raw Materials,Premium,Liter,208.43,277.45,Active
2379,PROD-002379,738,Atlas Product 2379,Components,Standard,Liter,220.37,472.04,Active
2380,PROD-002380,252,Atlas Product 2380,Packaging,Premium,Liter,334.39,819.93,Inactive
2381,PROD-002381,82,Atlas Product 2381,Components,Premium,Liter,29.0,66.7,Active
2382,PROD-002382,326,Atlas Product 2382,Packaging,Specialty,Meter,496.1,657.11,Active
2383,PROD-002383,611,Atlas Product 2383,Raw Materials,Specialty,Each,201.87,342.49,Active
2384,PROD-002384,630,Atlas Product 2384,Industrial Equipment,Standard,Each,32.16,68.33,Active
2385,PROD-002385,806,Atlas Product 2385,Components,Specialty,Meter,97.21,135.87,Active
2386,PROD-002386,39,Atlas Product 2386,Packaging,Specialty,Meter,156.85,338.22,Active
2387,PROD-002387,214,Atlas Product 2387,Components,Standard,Liter,215.37,377.02,Active
2388,PROD-002388,639,Atlas Product 2388,Components,Specialty,Liter,351.5,793.98,Active
2389,PROD-002389,498,Atlas Product 2389,Raw Materials,Standard,Kg,212.39,340.76,Active
2390,PROD-002390,10,Atlas Product 2390,Industrial Equipment,Standard,Liter,120.33,243.31,Active
2391,PROD-002391,210,Atlas Product 2391,Components,Specialty,Each,270.26,578.48,Active
2392,PROD-002392,47,Atlas Product 2392,Industrial Equipment,Standard,Meter,155.27,341.14,Active
2393,PROD-002393,813,Atlas Product 2393,Raw Materials,Specialty,Each,159.84,315.27,Active
2394,PROD-002394,66,Atlas Product 2394,Raw Materials,Specialty,Each,39.86,54.81,Active
2395,PROD-002395,170,Atlas Product 2395,Electronics,Standard,Kg,87.02,147.19,Active
2396,PROD-002396,68,Atlas Product 2396,Packaging,Standard,Kg,76.59,173.19,Active
2397,PROD-002397,682,Atlas Product 2397,Industrial Equipment,Specialty,Each,195.1,438.28,Active
2398,PROD-002398,218,Atlas Product 2398,Packaging,Specialty,Meter,325.72,593.24,Active
2399,PROD-002399,451,Atlas Product 2399,Industrial Equipment,Specialty,Meter,393.38,950.47,Active
2400,PROD-002400,83,Atlas Product 2400,Electronics,Specialty,Meter,333.66,639.71,Active
2401,PROD-002401,101,Atlas Product 2401,Raw Materials,Specialty,Liter,217.87,507.45,Active
2402,PROD-002402,589,Atlas Product 2402,Raw Materials,Specialty,Meter,179.31,238.06,Active
2403,PROD-002403,181,Atlas Product 2403,Raw Materials,Specialty,Liter,258.25,328.0,Active
2404,PROD-002404,706,Atlas Product 2404,Raw Materials,Specialty,Meter,116.52,222.76,Active
2405,PROD-002405,953,Atlas Product 2405,Components,Standard,Each,195.7,473.61,Inactive
2406,PROD-002406,193,Atlas Product 2406,Packaging,Premium,Each,214.68,344.4,Inactive
2407,PROD-002407,331,Atlas Product 2407,Electronics,Standard,Meter,215.04,513.15,Inactive
2408,PROD-002408,992,Atlas Product 2408,Raw Materials,Premium,Each,474.71,1051.73,Active
2409,PROD-002409,158,Atlas Product 2409,Raw Materials,Standard,Each,299.05,503.87,Active
2410,PROD-002410,946,Atlas Product 2410,Raw Materials,Premium,Meter,359.75,708.14,Active
2411,PROD-002411,361,Atlas Product 2411,Packaging,Premium,Meter,399.29,965.06,Active
2412,PROD-002412,403,Atlas Product 2412,Industrial Equipment,Premium,Meter,466.6,667.65,Active
2413,PROD-002413,705,Atlas Product 2413,Raw Materials,Specialty,Liter,371.44,851.41,Active
2414,PROD-002414,967,Atlas Product 2414,Electronics,Standard,Kg,271.96,515.64,Active
2415,PROD-002415,679,Atlas Product 2415,Industrial Equipment,Standard,Kg,392.78,917.58,Active
2416,PROD-002416,276,Atlas Product 2416,Packaging,Specialty,Meter,466.55,938.67,Active
2417,PROD-002417,82,Atlas Product 2417,Components,Specialty,Liter,103.25,148.2,Active
2418,PROD-002418,489,Atlas Product 2418,Components,Premium,Each,317.73,771.88,Active
2419,PROD-002419,447,Atlas Product 2419,Packaging,Specialty,Each,374.8,927.14,Inactive
2420,PROD-002420,994,Atlas Product 2420,Electronics,Standard,Each,104.16,151.64,Inactive
2421,PROD-002421,405,Atlas Product 2421,Industrial Equipment,Specialty,Kg,495.73,725.93,Active
2422,PROD-002422,688,Atlas Product 2422,Components,Standard,Meter,163.41,376.18,Active
2423,PROD-002423,253,Atlas Product 2423,Industrial Equipment,Specialty,Meter,342.12,485.13,Active
2424,PROD-002424,924,Atlas Product 2424,Packaging,Standard,Meter,250.11,330.06,Active
2425,PROD-002425,440,Atlas Product 2425,Components,Specialty,Each,47.17,69.88,Active
2426,PROD-002426,510,Atlas Product 2426,Components,Specialty,Meter,177.82,336.7,Active
2427,PROD-002427,317,Atlas Product 2427,Raw Materials,Specialty,Each,259.99,566.36,Active
2428,PROD-002428,241,Atlas Product 2428,Electronics,Specialty,Each,330.46,569.49,Active
2429,PROD-002429,346,Atlas Product 2429,Packaging,Specialty,Kg,433.82,817.06,Active
2430,PROD-002430,350,Atlas Product 2430,Raw Materials,Standard,Liter,22.64,39.23,Active
2431,PROD-002431,748,Atlas Product 2431,Components,Standard,Liter,367.45,567.14,Active
2432,PROD-002432,988,Atlas Product 2432,Raw Materials,Standard,Kg,173.86,254.13,Active
2433,PROD-002433,141,Atlas Product 2433,Packaging,Premium,Liter,155.2,214.35,Active
2434,PROD-002434,77,Atlas Product 2434,Components,Premium,Kg,449.22,662.36,Active
2435,PROD-002435,176,Atlas Product 2435,Raw Materials,Standard,Liter,239.7,382.86,Active
2436,PROD-002436,682,Atlas Product 2436,Components,Standard,Liter,233.39,374.12,Active
2437,PROD-002437,666,Atlas Product 2437,Electronics,Standard,Each,16.44,22.11,Inactive
2438,PROD-002438,962,Atlas Product 2438,Industrial Equipment,Premium,Meter,175.18,400.17,Active
2439,PROD-002439,973,Atlas Product 2439,Packaging,Specialty,Each,96.94,181.28,Active
2440,PROD-002440,899,Atlas Product 2440,Electronics,Standard,Meter,182.09,368.64,Active
2441,PROD-002441,512,Atlas Product 2441,Industrial Equipment,Specialty,Meter,54.94,132.86,Active
2442,PROD-002442,854,Atlas Product 2442,Raw Materials,Standard,Liter,408.98,730.98,Active
2443,PROD-002443,673,Atlas Product 2443,Components,Specialty,Kg,439.54,950.15,Active
2444,PROD-002444,106,Atlas Product 2444,Industrial Equipment,Specialty,Liter,122.21,209.51,Active
2445,PROD-002445,703,Atlas Product 2445,Electronics,Specialty,Each,345.19,839.06,Active
2446,PROD-002446,959,Atlas Product 2446,Electronics,Specialty,Liter,420.92,832.71,Active
2447,PROD-002447,18,Atlas Product 2447,Electronics,Standard,Kg,345.58,467.16,Active
2448,PROD-002448,34,Atlas Product 2448,Raw Materials,Standard,Liter,127.91,177.63,Active
2449,PROD-002449,806,Atlas Product 2449,Components,Premium,Liter,333.03,473.32,Active
2450,PROD-002450,310,Atlas Product 2450,Electronics,Specialty,Meter,399.22,723.52,Inactive
2451,PROD-002451,32,Atlas Product 2451,Electronics,Premium,Kg,452.23,1027.95,Active
2452,PROD-002452,953,Atlas Product 2452,Electronics,Specialty,Each,455.07,643.68,Active
2453,PROD-002453,269,Atlas Product 2453,Industrial Equipment,Standard,Meter,271.3,613.59,Active
2454,PROD-002454,767,Atlas Product 2454,Raw Materials,Specialty,Liter,381.32,842.15,Inactive
2455,PROD-002455,748,Atlas Product 2455,Raw Materials,Specialty,Kg,165.47,275.55,Active
2456,PROD-002456,961,Atlas Product 2456,Raw Materials,Standard,Liter,188.18,440.82,Inactive
2457,PROD-002457,267,Atlas Product 2457,Electronics,Standard,Each,167.72,231.08,Active
2458,PROD-002458,240,Atlas Product 2458,Packaging,Specialty,Each,420.54,885.59,Inactive
2459,PROD-002459,957,Atlas Product 2459,Electronics,Standard,Kg,197.16,457.8,Active
2460,PROD-002460,720,Atlas Product 2460,Electronics,Standard,Liter,413.33,749.92,Active
2461,PROD-002461,23,Atlas Product 2461,Electronics,Specialty,Each,388.12,579.41,Active
2462,PROD-002462,764,Atlas Product 2462,Components,Standard,Each,381.78,919.39,Active
2463,PROD-002463,499,Atlas Product 2463,Industrial Equipment,Specialty,Kg,100.92,238.8,Active
2464,PROD-002464,836,Atlas Product 2464,Packaging,Premium,Liter,93.28,174.55,Inactive
2465,PROD-002465,473,Atlas Product 2465,Electronics,Premium,Liter,262.44,505.86,Active
2466,PROD-002466,791,Atlas Product 2466,Electronics,Standard,Kg,294.73,627.85,Active
2467,PROD-002467,383,Atlas Product 2467,Raw Materials,Premium,Each,211.41,275.18,Active
2468,PROD-002468,501,Atlas Product 2468,Raw Materials,Standard,Liter,256.53,420.73,Active
2469,PROD-002469,74,Atlas Product 2469,Industrial Equipment,Standard,Each,313.38,751.63,Active
2470,PROD-002470,16,Atlas Product 2470,Electronics,Specialty,Kg,341.71,697.19,Active
2471,PROD-002471,221,Atlas Product 2471,Packaging,Specialty,Kg,48.07,87.34,Active
2472,PROD-002472,577,Atlas Product 2472,Raw Materials,Standard,Kg,157.98,197.5,Active
2473,PROD-002473,642,Atlas Product 2473,Components,Specialty,Liter,108.35,237.83,Active
2474,PROD-002474,833,Atlas Product 2474,Raw Materials,Specialty,Each,496.28,973.44,Active
2475,PROD-002475,352,Atlas Product 2475,Raw Materials,Standard,Meter,245.46,545.87,Active
2476,PROD-002476,421,Atlas Product 2476,Raw Materials,Specialty,Kg,44.87,65.14,Active
2477,PROD-002477,777,Atlas Product 2477,Electronics,Premium,Meter,350.56,552.16,Active
2478,PROD-002478,320,Atlas Product 2478,Electronics,Premium,Each,277.11,570.39,Active
2479,PROD-002479,558,Atlas Product 2479,Raw Materials,Specialty,Each,103.78,170.69,Active
2480,PROD-002480,355,Atlas Product 2480,Electronics,Specialty,Meter,55.54,75.23,Active
2481,PROD-002481,776,Atlas Product 2481,Electronics,Specialty,Meter,485.18,660.81,Active
2482,PROD-002482,652,Atlas Product 2482,Components,Specialty,Kg,468.87,1054.05,Active
2483,PROD-002483,869,Atlas Product 2483,Components,Premium,Liter,95.45,189.68,Active
2484,PROD-002484,409,Atlas Product 2484,Industrial Equipment,Premium,Each,18.16,36.07,Active
2485,PROD-002485,985,Atlas Product 2485,Packaging,Premium,Each,330.87,675.07,Active
2486,PROD-002486,460,Atlas Product 2486,Electronics,Standard,Meter,397.93,553.35,Active
2487,PROD-002487,471,Atlas Product 2487,Industrial Equipment,Specialty,Liter,229.24,559.44,Inactive
2488,PROD-002488,740,Atlas Product 2488,Electronics,Standard,Meter,229.71,297.17,Active
2489,PROD-002489,71,Atlas Product 2489,Industrial Equipment,Specialty,Each,283.94,522.49,Active
2490,PROD-002490,581,Atlas Product 2490,Electronics,Standard,Liter,224.53,525.69,Inactive
2491,PROD-002491,585,Atlas Product 2491,Electronics,Standard,Each,80.21,167.31,Active
2492,PROD-002492,592,Atlas Product 2492,Packaging,Standard,Kg,41.6,75.86,Active
2493,PROD-002493,470,Atlas Product 2493,Industrial Equipment,Standard,Each,331.66,469.88,Active
2494,PROD-002494,698,Atlas Product 2494,Industrial Equipment,Standard,Meter,314.0,538.66,Active
2495,PROD-002495,273,Atlas Product 2495,Industrial Equipment,Specialty,Liter,355.33,504.54,Active
2496,PROD-002496,887,Atlas Product 2496,Packaging,Premium,Meter,257.54,411.94,Inactive
2497,PROD-002497,254,Atlas Product 2497,Raw Materials,Specialty,Meter,356.17,665.3,Active
2498,PROD-002498,462,Atlas Product 2498,Industrial Equipment,Premium,Liter,376.82,680.91,Active
2499,PROD-002499,991,Atlas Product 2499,Industrial Equipment,Standard,Meter,422.6,696.42,Active
2500,PROD-002500,136,Atlas Product 2500,Packaging,Premium,Liter,68.87,93.95,Active
2501,PROD-002501,96,Atlas Product 2501,Packaging,Standard,Each,91.6,146.49,Active
2502,PROD-002502,851,Atlas Product 2502,Industrial Equipment,Specialty,Liter,241.23,307.25,Active
2503,PROD-002503,47,Atlas Product 2503,Industrial Equipment,Specialty,Liter,134.16,208.28,Active
2504,PROD-002504,455,Atlas Product 2504,Raw Materials,Premium,Kg,23.53,42.93,Inactive
2505,PROD-002505,782,Atlas Product 2505,Packaging,Specialty,Liter,470.77,695.1,Inactive
2506,PROD-002506,799,Atlas Product 2506,Raw Materials,Standard,Meter,422.2,599.9,Active
2507,PROD-002507,298,Atlas Product 2507,Electronics,Specialty,Kg,161.74,218.17,Active
2508,PROD-002508,768,Atlas Product 2508,Raw Materials,Premium,Meter,243.6,590.45,Active
2509,PROD-002509,259,Atlas Product 2509,Electronics,Standard,Each,312.73,585.73,Active
2510,PROD-002510,328,Atlas Product 2510,Components,Standard,Each,103.41,219.41,Active
2511,PROD-002511,840,Atlas Product 2511,Components,Premium,Liter,243.19,606.46,Active
2512,PROD-002512,440,Atlas Product 2512,Components,Standard,Kg,10.88,20.81,Active
2513,PROD-002513,275,Atlas Product 2513,Raw Materials,Standard,Kg,88.39,178.72,Active
2514,PROD-002514,987,Atlas Product 2514,Raw Materials,Standard,Meter,167.58,213.97,Active
2515,PROD-002515,364,Atlas Product 2515,Industrial Equipment,Premium,Meter,330.96,755.87,Active
2516,PROD-002516,556,Atlas Product 2516,Industrial Equipment,Standard,Each,295.47,403.78,Active
2517,PROD-002517,615,Atlas Product 2517,Electronics,Specialty,Liter,243.8,307.74,Active
2518,PROD-002518,361,Atlas Product 2518,Packaging,Premium,Liter,250.77,462.27,Inactive
2519,PROD-002519,227,Atlas Product 2519,Packaging,Specialty,Kg,382.39,865.79,Active
2520,PROD-002520,989,Atlas Product 2520,Industrial Equipment,Standard,Liter,274.79,649.9,Active
2521,PROD-002521,406,Atlas Product 2521,Electronics,Standard,Each,281.93,552.46,Active
2522,PROD-002522,785,Atlas Product 2522,Industrial Equipment,Specialty,Liter,483.22,965.58,Active
2523,PROD-002523,34,Atlas Product 2523,Electronics,Premium,Meter,303.89,511.16,Active
2524,PROD-002524,37,Atlas Product 2524,Components,Specialty,Kg,19.03,39.94,Active
2525,PROD-002525,729,Atlas Product 2525,Raw Materials,Specialty,Each,388.53,830.53,Active
2526,PROD-002526,318,Atlas Product 2526,Packaging,Specialty,Each,134.06,225.49,Active
2527,PROD-002527,558,Atlas Product 2527,Industrial Equipment,Premium,Meter,95.21,173.06,Active
2528,PROD-002528,704,Atlas Product 2528,Components,Premium,Liter,433.97,955.54,Active
2529,PROD-002529,274,Atlas Product 2529,Electronics,Standard,Meter,358.68,793.65,Active
2530,PROD-002530,558,Atlas Product 2530,Components,Standard,Meter,357.52,590.77,Active
2531,PROD-002531,244,Atlas Product 2531,Packaging,Specialty,Meter,121.69,200.58,Active
2532,PROD-002532,776,Atlas Product 2532,Packaging,Standard,Kg,300.67,377.61,Active
2533,PROD-002533,113,Atlas Product 2533,Electronics,Specialty,Meter,375.68,652.97,Active
2534,PROD-002534,710,Atlas Product 2534,Industrial Equipment,Standard,Meter,175.52,384.17,Active
2535,PROD-002535,281,Atlas Product 2535,Components,Specialty,Meter,59.5,96.19,Active
2536,PROD-002536,636,Atlas Product 2536,Raw Materials,Premium,Each,310.51,754.54,Active
