financial_transaction_key,transaction_id,date_key,account_key,location_key,transaction_type,transaction_category,transaction_amount
164356,FIN-164356,20230714,34,39,Expense,Operating Expense,17891.1
164357,FIN-164357,20241214,683,47,Cost,Payroll,36671.86
164358,FIN-164358,20250116,221,26,Revenue,Payroll,46224.44
164359,FIN-164359,20250914,378,36,Revenue,Utilities,18015.25
164360,FIN-164360,20241217,973,50,Expense,Sales Revenue,34598.24
164361,FIN-164361,20251127,275,88,Revenue,Utilities,16380.09
164362,FIN-164362,20241003,931,7,Expense,Sales Revenue,14267.41
164363,FIN-164363,20240626,514,16,Cost,Utilities,8561.04
164364,FIN-164364,20191127,506,35,Cost,Materials,8346.91
164365,FIN-164365,20221015,996,15,Revenue,Sales Revenue,26167.09
164366,FIN-164366,20210108,660,40,Expense,Sales Revenue,43017.06
164367,FIN-164367,20200508,557,31,Cost,Maintenance,43137.93
164368,FIN-164368,20221225,646,43,Revenue,Operating Expense,28471.07
164369,FIN-164369,20211104,313,77,Expense,Utilities,11109.6
164370,FIN-164370,20230830,728,60,Cost,Payroll,48156.73
164371,FIN-164371,20210113,85,77,Revenue,Operating Expense,23371.43
164372,FIN-164372,20220426,238,97,Revenue,Payroll,19687.22
164373,FIN-164373,20191027,931,48,Cost,Sales Revenue,29340.51
164374,FIN-164374,20210219,594,68,Expense,Utilities,23242.86
164375,FIN-164375,20201203,798,94,Expense,Sales Revenue,25042.61
164376,FIN-164376,20191118,183,85,Revenue,Maintenance,14015.84
164377,FIN-164377,20250616,819,18,Revenue,Payroll,35968.36
164378,FIN-164378,20210312,434,30,Revenue,Maintenance,23295.37
164379,FIN-164379,20190214,933,91,Cost,Operating Expense,48041.58
164380,FIN-164380,20200604,274,27,Cost,Operating Expense,39165.81
164381,FIN-164381,20240624,424,43,Revenue,Utilities,48157.64
164382,FIN-164382,20201013,623,63,Expense,Materials,38077.5
164383,FIN-164383,20221003,498,94,Expense,Utilities,32147.47
164384,FIN-164384,20201120,19,18,Revenue,Payroll,17460.58
164385,FIN-164385,20190525,825,28,Expense,Materials,29066.05
164386,FIN-164386,20201213,352,26,Revenue,Maintenance,18924.06
164387,FIN-164387,20200925,401,21,Cost,Sales Revenue,9801.58
164388,FIN-164388,20210129,8,51,Cost,Utilities,41633.1
164389,FIN-164389,20210221,807,94,Revenue,Maintenance,203.27
164390,FIN-164390,20251221,602,52,Revenue,Maintenance,5066.35
164391,FIN-164391,20250627,615,73,Expense,Maintenance,31279.82
164392,FIN-164392,20220304,510,64,Cost,Materials,34316.57
164393,FIN-164393,20200317,429,17,Expense,Operating Expense,46996.79
164394,FIN-164394,20190714,218,86,Revenue,Operating Expense,23860.18
164395,FIN-164395,20190720,211,98,Expense,Materials,31331.9
164396,FIN-164396,20250717,698,95,Cost,Materials,10633.76
164397,FIN-164397,20190902,645,68,Revenue,Materials,22988.85
164398,FIN-164398,20210929,686,32,Cost,Maintenance,1112.01
164399,FIN-164399,20221027,30,89,Cost,Sales Revenue,13123.37
164400,FIN-164400,20191026,594,69,Revenue,Sales Revenue,8284.73
164401,FIN-164401,20211223,512,68,Revenue,Maintenance,12433.47
164402,FIN-164402,20230223,559,61,Expense,Sales Revenue,45228.46
164403,FIN-164403,20200302,901,3,Cost,Utilities,44675.98
164404,FIN-164404,20190801,283,26,Revenue,Operating Expense,24999.85
164405,FIN-164405,20230913,886,22,Revenue,Utilities,14327.45
164406,FIN-164406,20200819,56,17,Cost,Operating Expense,48422.93
164407,FIN-164407,20200903,404,98,Cost,Utilities,46734.59
164408,FIN-164408,20210102,986,33,Revenue,Payroll,39130.42
164409,FIN-164409,20240524,945,35,Cost,Utilities,19557.54
164410,FIN-164410,20220405,679,28,Expense,Maintenance,30715.17
164411,FIN-164411,20240812,526,24,Expense,Maintenance,44772.06
164412,FIN-164412,20210412,228,85,Revenue,Maintenance,37531.83
164413,FIN-164413,20191012,410,72,Cost,Materials,22797.48
164414,FIN-164414,20191008,549,67,Revenue,Maintenance,3761.43
164415,FIN-164415,20200710,143,25,Expense,Materials,46317.67
164416,FIN-164416,20251220,183,6,Cost,Maintenance,15224.01
164417,FIN-164417,20210102,923,80,Expense,Utilities,48618.38
164418,FIN-164418,20231020,775,15,Revenue,Sales Revenue,34865.54
164419,FIN-164419,20200603,261,10,Expense,Sales Revenue,36838.74
164420,FIN-164420,20210208,658,87,Cost,Utilities,45046.31
164421,FIN-164421,20210420,561,91,Cost,Operating Expense,5092.22
164422,FIN-164422,20201014,821,3,Revenue,Payroll,19527.82
164423,FIN-164423,20230512,678,75,Expense,Payroll,8266.17
164424,FIN-164424,20240215,111,74,Revenue,Utilities,4533.34
164425,FIN-164425,20210125,77,47,Revenue,Payroll,27922.64
164426,FIN-164426,20220903,671,36,Cost,Payroll,31450.64
164427,FIN-164427,20190820,834,17,Cost,Sales Revenue,3686.92
164428,FIN-164428,20201030,203,97,Cost,Maintenance,21173.32
164429,FIN-164429,20210912,530,61,Expense,Payroll,41055.07
164430,FIN-164430,20201126,70,45,Revenue,Maintenance,20715.71
164431,FIN-164431,20240428,755,83,Expense,Materials,31128.71
164432,FIN-164432,20211229,87,12,Expense,Maintenance,38991.66
164433,FIN-164433,20191110,967,66,Expense,Sales Revenue,21856.54
164434,FIN-164434,20250608,874,30,Expense,Sales Revenue,44281.03
164435,FIN-164435,20210919,991,96,Revenue,Materials,22921.12
164436,FIN-164436,20241204,306,88,Revenue,Materials,16090.89
164437,FIN-164437,20230807,912,71,Cost,Utilities,13163.31
164438,FIN-164438,20201225,599,55,Revenue,Materials,932.05
164439,FIN-164439,20190201,532,25,Revenue,Materials,20046.65
164440,FIN-164440,20190107,591,77,Revenue,Payroll,9629.47
164441,FIN-164441,20191127,605,28,Revenue,Payroll,6002.91
164442,FIN-164442,20201103,224,55,Expense,Materials,34287.42
164443,FIN-164443,20200808,347,86,Expense,Materials,24916.34
164444,FIN-164444,20220310,875,4,Revenue,Utilities,26751.72
164445,FIN-164445,20190223,387,35,Revenue,Utilities,10060.54
164446,FIN-164446,20210404,192,19,Expense,Maintenance,26394.47
164447,FIN-164447,20230123,86,64,Revenue,Operating Expense,7271.65
164448,FIN-164448,20201017,46,6,Expense,Sales Revenue,43448.98
164449,FIN-164449,20190525,348,74,Expense,Sales Revenue,44318.81
164450,FIN-164450,20190406,242,8,Cost,Utilities,33539.14
164451,FIN-164451,20251026,790,6,Revenue,Materials,21731.76
164452,FIN-164452,20240504,685,90,Revenue,Materials,5025.73
164453,FIN-164453,20191213,87,46,Revenue,Materials,43622.11
164454,FIN-164454,20210817,743,12,Expense,Maintenance,1265.59
164455,FIN-164455,20210131,999,65,Revenue,Utilities,26737.28
164456,FIN-164456,20251213,828,19,Expense,Utilities,25447.81
164457,FIN-164457,20231012,937,84,Revenue,Utilities,9083.71
164458,FIN-164458,20191228,65,18,Cost,Maintenance,23729.31
164459,FIN-164459,20240126,777,2,Expense,Operating Expense,40309.13
164460,FIN-164460,20191208,638,68,Revenue,Payroll,27868.48
164461,FIN-164461,20200309,872,62,Expense,Payroll,4543.79
164462,FIN-164462,20240302,462,45,Expense,Payroll,17721.63
164463,FIN-164463,20250918,661,70,Revenue,Maintenance,8891.66
164464,FIN-164464,20240909,381,33,Expense,Maintenance,29131.53
164465,FIN-164465,20210613,870,26,Revenue,Utilities,10819.44
164466,FIN-164466,20240504,112,99,Cost,Operating Expense,35735.29
164467,FIN-164467,20190115,301,33,Revenue,Payroll,21728.8
164468,FIN-164468,20250610,100,78,Expense,Maintenance,36315.97
164469,FIN-164469,20250101,945,64,Cost,Maintenance,6575.17
164470,FIN-164470,20250606,361,13,Cost,Utilities,11714.73
164471,FIN-164471,20221125,539,51,Cost,Materials,43246.92
164472,FIN-164472,20210102,399,17,Cost,Materials,26628.58
164473,FIN-164473,20250906,191,39,Expense,Maintenance,46445.43
164474,FIN-164474,20200812,921,96,Cost,Materials,18314.33
164475,FIN-164475,20220505,274,31,Expense,Utilities,16878.88
164476,FIN-164476,20211008,158,39,Cost,Operating Expense,15375.17
164477,FIN-164477,20230604,672,54,Revenue,Operating Expense,36449.56
164478,FIN-164478,20200501,160,51,Cost,Sales Revenue,18624.51
164479,FIN-164479,20230915,237,49,Cost,Maintenance,40210.48
164480,FIN-164480,20221223,900,7,Revenue,Utilities,13659.76
164481,FIN-164481,20220510,67,76,Cost,Operating Expense,15169.25
164482,FIN-164482,20240625,312,7,Expense,Utilities,44146.41
164483,FIN-164483,20211108,914,85,Cost,Utilities,15212.2
164484,FIN-164484,20210127,46,82,Expense,Utilities,8537.44
164485,FIN-164485,20230526,180,94,Cost,Maintenance,25325.73
164486,FIN-164486,20201105,607,95,Revenue,Sales Revenue,27004.33
164487,FIN-164487,20190909,694,62,Revenue,Payroll,32413.69
164488,FIN-164488,20201028,537,14,Revenue,Utilities,13506.9
164489,FIN-164489,20240922,803,59,Expense,Sales Revenue,10393.79
164490,FIN-164490,20190102,341,30,Revenue,Maintenance,14977.85
164491,FIN-164491,20201004,644,30,Cost,Payroll,23465.74
164492,FIN-164492,20240803,884,69,Expense,Payroll,11413.39
164493,FIN-164493,20231123,101,78,Cost,Maintenance,3626.8
164494,FIN-164494,20210507,991,58,Expense,Sales Revenue,5579.41
164495,FIN-164495,20241205,619,85,Expense,Utilities,22333.41
164496,FIN-164496,20240307,332,73,Revenue,Operating Expense,12184.22
164497,FIN-164497,20231228,552,88,Cost,Utilities,23312.44
164498,FIN-164498,20221225,206,42,Revenue,Maintenance,27142.4
164499,FIN-164499,20191208,201,27,Cost,Materials,9485.54
164500,FIN-164500,20250524,189,29,Expense,Operating Expense,45437.68
164501,FIN-164501,20240305,235,68,Expense,Payroll,36724.53
164502,FIN-164502,20220123,841,26,Expense,Operating Expense,39077.76
164503,FIN-164503,20240726,868,95,Cost,Payroll,13798.65
164504,FIN-164504,20250721,125,15,Expense,Materials,45915.3
164505,FIN-164505,20200701,350,69,Cost,Utilities,40617.88
164506,FIN-164506,20220516,681,35,Expense,Sales Revenue,17125.48
164507,FIN-164507,20250823,15,33,Revenue,Utilities,515.82
164508,FIN-164508,20200825,31,45,Revenue,Operating Expense,48400.8
164509,FIN-164509,20240222,468,86,Revenue,Operating Expense,16064.42
164510,FIN-164510,20230614,679,37,Revenue,Materials,24151.39
164511,FIN-164511,20251105,114,9,Revenue,Payroll,48567.92
164512,FIN-164512,20221220,136,19,Cost,Materials,49070.03
164513,FIN-164513,20250331,574,38,Expense,Maintenance,25721.8
164514,FIN-164514,20220521,751,20,Cost,Materials,30473.31
164515,FIN-164515,20250704,833,89,Expense,Maintenance,38698.39
164516,FIN-164516,20251218,332,45,Cost,Maintenance,6641.91
164517,FIN-164517,20250711,982,21,Cost,Maintenance,15109.01
164518,FIN-164518,20220617,711,63,Cost,Payroll,29162.23
164519,FIN-164519,20210314,21,79,Revenue,Sales Revenue,27964.28
164520,FIN-164520,20210730,614,58,Expense,Payroll,3097.79
164521,FIN-164521,20190929,57,60,Expense,Maintenance,3624.68
164522,FIN-164522,20250907,288,27,Revenue,Operating Expense,20264.74
164523,FIN-164523,20200725,195,28,Revenue,Operating Expense,28954.82
164524,FIN-164524,20230329,869,69,Cost,Sales Revenue,39165.94
164525,FIN-164525,20251201,438,60,Cost,Maintenance,33426.95
164526,FIN-164526,20200614,157,20,Expense,Utilities,16321.4
164527,FIN-164527,20240127,907,95,Expense,Operating Expense,31543.43
164528,FIN-164528,20210625,228,77,Cost,Payroll,2763.24
164529,FIN-164529,20240805,221,13,Revenue,Utilities,16765.31
164530,FIN-164530,20250407,289,49,Cost,Utilities,6581.53
164531,FIN-164531,20240724,482,49,Expense,Materials,34024.25
164532,FIN-164532,20241207,505,100,Revenue,Operating Expense,4137.24
164533,FIN-164533,20230221,615,60,Cost,Sales Revenue,29579.13
164534,FIN-164534,20211020,584,12,Revenue,Materials,39392.41
164535,FIN-164535,20201129,533,61,Cost,Sales Revenue,45190.65
164536,FIN-164536,20200615,424,44,Expense,Maintenance,29054.02
164537,FIN-164537,20190221,10,4,Revenue,Sales Revenue,41062.53
164538,FIN-164538,20230917,764,3,Expense,Sales Revenue,29681.59
164539,FIN-164539,20190808,691,31,Expense,Payroll,44413.09
164540,FIN-164540,20250903,830,30,Cost,Utilities,40486.4
164541,FIN-164541,20210923,498,74,Revenue,Operating Expense,24642.05
164542,FIN-164542,20210103,79,57,Expense,Operating Expense,36120.7
164543,FIN-164543,20190319,467,79,Expense,Materials,13707.32
164544,FIN-164544,20250930,91,72,Revenue,Operating Expense,44053.92
164545,FIN-164545,20250903,676,53,Revenue,Maintenance,13717.91
164546,FIN-164546,20210127,111,27,Cost,Sales Revenue,42442.1
164547,FIN-164547,20230604,480,72,Revenue,Utilities,34095.0
164548,FIN-164548,20210226,852,17,Cost,Materials,30868.99
164549,FIN-164549,20250621,209,15,Cost,Materials,47644.86
164550,FIN-164550,20241227,741,12,Revenue,Maintenance,4047.04
164551,FIN-164551,20240724,342,51,Cost,Sales Revenue,41378.09
164552,FIN-164552,20230902,923,65,Revenue,Sales Revenue,49419.58
164553,FIN-164553,20250718,942,97,Revenue,Payroll,3083.03
164554,FIN-164554,20191206,312,99,Expense,Payroll,6347.38
164555,FIN-164555,20200510,804,73,Revenue,Utilities,10067.46
164556,FIN-164556,20250109,88,80,Revenue,Maintenance,1801.48
164557,FIN-164557,20251002,429,55,Cost,Payroll,11995.59
164558,FIN-164558,20201114,949,56,Expense,Operating Expense,13056.08
164559,FIN-164559,20210828,456,32,Expense,Utilities,39724.26
164560,FIN-164560,20210119,214,38,Cost,Utilities,40970.68
164561,FIN-164561,20230913,255,94,Revenue,Utilities,4764.11
164562,FIN-164562,20190910,404,90,Cost,Sales Revenue,15499.88
164563,FIN-164563,20221104,358,65,Revenue,Materials,36527.61
164564,FIN-164564,20191227,728,4,Cost,Sales Revenue,17511.38
164565,FIN-164565,20200403,938,40,Revenue,Sales Revenue,12601.68
164566,FIN-164566,20240211,537,39,Revenue,Payroll,8458.81
164567,FIN-164567,20201201,592,87,Cost,Operating Expense,31891.78
164568,FIN-164568,20190906,854,27,Cost,Maintenance,41223.99
164569,FIN-164569,20190126,105,86,Cost,Materials,22106.1
164570,FIN-164570,20230606,586,63,Cost,Sales Revenue,42664.86
164571,FIN-164571,20220202,649,18,Revenue,Sales Revenue,14709.78
164572,FIN-164572,20250528,923,58,Expense,Utilities,6134.11
164573,FIN-164573,20200504,511,9,Cost,Payroll,47307.39
164574,FIN-164574,20241112,680,30,Cost,Operating Expense,4679.33
164575,FIN-164575,20200605,297,97,Expense,Operating Expense,37212.54
164576,FIN-164576,20190127,761,84,Expense,Operating Expense,11330.85
164577,FIN-164577,20240802,440,83,Cost,Operating Expense,6002.42
164578,FIN-164578,20220717,529,97,Expense,Sales Revenue,43539.04
164579,FIN-164579,20201026,622,20,Expense,Maintenance,1585.5
164580,FIN-164580,20241204,116,7,Cost,Utilities,12263.75
164581,FIN-164581,20200625,559,8,Revenue,Sales Revenue,46826.19
164582,FIN-164582,20250110,599,76,Expense,Materials,23128.87
164583,FIN-164583,20191012,503,28,Expense,Materials,49867.59
164584,FIN-164584,20220417,389,32,Expense,Utilities,31524.9
164585,FIN-164585,20210315,861,56,Cost,Sales Revenue,15162.12
164586,FIN-164586,20200814,747,99,Revenue,Sales Revenue,8284.69
164587,FIN-164587,20231101,80,51,Expense,Maintenance,31094.34
164588,FIN-164588,20231111,138,68,Expense,Sales Revenue,26355.52
164589,FIN-164589,20230130,979,29,Expense,Sales Revenue,41607.12
164590,FIN-164590,20210605,976,27,Cost,Maintenance,17761.43
164591,FIN-164591,20240607,846,84,Cost,Materials,16648.36
164592,FIN-164592,20240325,403,10,Cost,Utilities,1957.8
164593,FIN-164593,20250711,618,28,Cost,Operating Expense,5669.69
164594,FIN-164594,20200506,762,72,Expense,Operating Expense,27349.25
164595,FIN-164595,20210831,651,30,Cost,Payroll,23786.37
164596,FIN-164596,20191130,874,36,Expense,Operating Expense,3985.69
164597,FIN-164597,20241026,553,22,Cost,Materials,17180.02
164598,FIN-164598,20200910,563,51,Expense,Payroll,37930.74
164599,FIN-164599,20250103,4,42,Expense,Maintenance,46644.07
164600,FIN-164600,20230729,374,59,Cost,Maintenance,46734.98
164601,FIN-164601,20250424,937,89,Revenue,Payroll,5389.27
164602,FIN-164602,20190808,486,94,Expense,Payroll,17556.98
164603,FIN-164603,20231105,378,18,Expense,Materials,3643.57
164604,FIN-164604,20220903,710,53,Revenue,Materials,39038.0
164605,FIN-164605,20250209,826,80,Expense,Operating Expense,31840.32
164606,FIN-164606,20220409,341,27,Expense,Materials,13075.14
164607,FIN-164607,20250717,105,58,Cost,Sales Revenue,27239.0
164608,FIN-164608,20211123,259,53,Revenue,Maintenance,49120.2
164609,FIN-164609,20210325,757,34,Cost,Payroll,4455.25
164610,FIN-164610,20211014,239,66,Cost,Operating Expense,34136.25
164611,FIN-164611,20220715,759,28,Revenue,Sales Revenue,44172.62
164612,FIN-164612,20231015,996,9,Cost,Operating Expense,14866.32
164613,FIN-164613,20220324,770,71,Expense,Sales Revenue,33707.3
164614,FIN-164614,20200320,962,18,Expense,Operating Expense,17177.31
164615,FIN-164615,20221107,807,86,Expense,Payroll,34363.35
164616,FIN-164616,20230705,850,10,Expense,Operating Expense,29610.84
164617,FIN-164617,20220731,916,19,Revenue,Payroll,31383.76
164618,FIN-164618,20220714,448,51,Cost,Payroll,15534.5
164619,FIN-164619,20201130,81,42,Cost,Operating Expense,31018.25
164620,FIN-164620,20210919,636,97,Revenue,Operating Expense,16774.09
164621,FIN-164621,20230305,707,71,Cost,Maintenance,27856.21
164622,FIN-164622,20210620,132,54,Expense,Utilities,16398.37
164623,FIN-164623,20200827,476,94,Cost,Materials,11338.68
164624,FIN-164624,20211216,859,25,Revenue,Sales Revenue,2862.29
164625,FIN-164625,20211109,722,59,Expense,Maintenance,8638.66
164626,FIN-164626,20220209,263,78,Cost,Operating Expense,40744.06
164627,FIN-164627,20250916,285,84,Expense,Sales Revenue,14359.11
164628,FIN-164628,20201213,753,30,Revenue,Utilities,6218.53
164629,FIN-164629,20231117,948,58,Expense,Payroll,36646.2
164630,FIN-164630,20210329,153,3,Cost,Maintenance,18522.7
164631,FIN-164631,20190413,130,58,Revenue,Payroll,32226.03
164632,FIN-164632,20220928,740,97,Expense,Utilities,38390.19
164633,FIN-164633,20240221,165,23,Cost,Operating Expense,25731.71
164634,FIN-164634,20210614,644,98,Revenue,Sales Revenue,39525.81
164635,FIN-164635,20210815,164,52,Revenue,Sales Revenue,49397.92
164636,FIN-164636,20231114,549,51,Cost,Payroll,28656.03
164637,FIN-164637,20240427,396,37,Expense,Maintenance,22667.18
164638,FIN-164638,20250429,31,99,Cost,Utilities,32612.37
164639,FIN-164639,20230323,105,86,Cost,Operating Expense,41036.84
164640,FIN-164640,20240717,137,27,Expense,Maintenance,10157.86
164641,FIN-164641,20211126,840,28,Revenue,Payroll,43806.3
164642,FIN-164642,20230624,214,30,Cost,Operating Expense,8734.95
164643,FIN-164643,20210904,201,21,Revenue,Maintenance,19127.51
164644,FIN-164644,20210925,594,19,Revenue,Maintenance,36979.6
164645,FIN-164645,20240727,272,38,Expense,Sales Revenue,38975.91
164646,FIN-164646,20250805,747,89,Cost,Operating Expense,21182.39
164647,FIN-164647,20200622,494,29,Revenue,Payroll,787.88
164648,FIN-164648,20200719,429,23,Revenue,Maintenance,40851.18
164649,FIN-164649,20240829,665,33,Expense,Payroll,6850.88
164650,FIN-164650,20200630,859,30,Cost,Utilities,11137.62
164651,FIN-164651,20221205,743,98,Cost,Utilities,43933.7
164652,FIN-164652,20220703,546,78,Revenue,Utilities,21908.8
164653,FIN-164653,20191026,955,2,Revenue,Utilities,12253.91
164654,FIN-164654,20250416,672,32,Expense,Maintenance,29135.25
164655,FIN-164655,20230308,498,13,Expense,Payroll,15659.05
164656,FIN-164656,20221018,703,59,Cost,Payroll,47855.18
164657,FIN-164657,20221229,732,89,Expense,Sales Revenue,46531.77
164658,FIN-164658,20250730,595,89,Expense,Materials,21443.24
164659,FIN-164659,20190719,752,16,Revenue,Materials,33735.58
164660,FIN-164660,20250210,321,87,Cost,Payroll,11388.72
164661,FIN-164661,20210425,668,73,Cost,Sales Revenue,11571.66
164662,FIN-164662,20221022,897,91,Expense,Utilities,26659.87
164663,FIN-164663,20221209,378,47,Expense,Utilities,29161.35
164664,FIN-164664,20230521,757,49,Expense,Operating Expense,49361.56
164665,FIN-164665,20250912,219,40,Cost,Operating Expense,44450.94
164666,FIN-164666,20230424,268,23,Expense,Operating Expense,37602.43
164667,FIN-164667,20200127,10,81,Expense,Maintenance,22393.8
164668,FIN-164668,20250702,243,51,Expense,Utilities,9938.56
164669,FIN-164669,20220517,205,1,Expense,Sales Revenue,29706.81
164670,FIN-164670,20241112,937,97,Expense,Utilities,3538.64
164671,FIN-164671,20251107,139,6,Cost,Maintenance,30544.39
164672,FIN-164672,20231103,254,10,Expense,Maintenance,9033.14
164673,FIN-164673,20211205,207,11,Expense,Operating Expense,24976.37
164674,FIN-164674,20231009,12,58,Expense,Sales Revenue,45983.5
164675,FIN-164675,20221124,898,9,Revenue,Sales Revenue,35323.81
164676,FIN-164676,20240418,238,83,Expense,Maintenance,2545.29
164677,FIN-164677,20240220,461,99,Expense,Sales Revenue,12074.21
164678,FIN-164678,20210924,845,44,Cost,Sales Revenue,42557.01
164679,FIN-164679,20220720,301,9,Cost,Payroll,6391.58
164680,FIN-164680,20200730,320,25,Cost,Materials,23173.73
164681,FIN-164681,20240823,384,16,Expense,Sales Revenue,16604.82
164682,FIN-164682,20250303,858,36,Cost,Operating Expense,24679.8
164683,FIN-164683,20220319,235,39,Revenue,Utilities,12596.19
164684,FIN-164684,20231008,376,85,Expense,Operating Expense,30690.25
164685,FIN-164685,20210929,511,73,Revenue,Materials,4153.49
164686,FIN-164686,20250404,284,78,Cost,Operating Expense,35237.74
164687,FIN-164687,20220623,45,46,Expense,Payroll,32761.08
164688,FIN-164688,20221005,551,77,Cost,Maintenance,20124.59
164689,FIN-164689,20190908,65,46,Expense,Payroll,24821.12
164690,FIN-164690,20250704,581,50,Revenue,Utilities,11605.36
164691,FIN-164691,20241223,551,13,Revenue,Utilities,19410.23
164692,FIN-164692,20190120,770,75,Cost,Sales Revenue,46191.9
164693,FIN-164693,20251014,548,89,Cost,Payroll,47570.57
164694,FIN-164694,20250507,104,32,Expense,Materials,31187.23
164695,FIN-164695,20200506,476,24,Cost,Materials,9806.3
164696,FIN-164696,20231125,150,69,Revenue,Sales Revenue,18927.8
164697,FIN-164697,20221213,403,17,Revenue,Maintenance,22151.16
164698,FIN-164698,20230201,994,100,Cost,Sales Revenue,13435.35
164699,FIN-164699,20251107,138,84,Revenue,Maintenance,29494.29
164700,FIN-164700,20230220,323,16,Revenue,Operating Expense,9261.57
164701,FIN-164701,20190820,105,21,Revenue,Utilities,7024.41
164702,FIN-164702,20191223,978,12,Revenue,Payroll,16728.4
164703,FIN-164703,20231213,508,29,Revenue,Operating Expense,31271.9
164704,FIN-164704,20211216,233,85,Cost,Materials,32054.45
164705,FIN-164705,20250615,107,77,Expense,Maintenance,49451.75
164706,FIN-164706,20241103,309,41,Revenue,Sales Revenue,30266.76
164707,FIN-164707,20190430,92,19,Expense,Sales Revenue,25056.16
164708,FIN-164708,20251004,525,79,Cost,Utilities,38678.01
164709,FIN-164709,20220222,65,23,Expense,Sales Revenue,36015.81
164710,FIN-164710,20250609,82,77,Cost,Materials,29995.98
164711,FIN-164711,20210704,9,98,Expense,Operating Expense,28002.29
164712,FIN-164712,20191207,591,2,Revenue,Materials,13684.7
164713,FIN-164713,20220921,114,67,Cost,Sales Revenue,35849.98
164714,FIN-164714,20231226,104,39,Cost,Sales Revenue,10661.05
164715,FIN-164715,20231127,95,93,Cost,Operating Expense,759.23
164716,FIN-164716,20240201,981,69,Cost,Maintenance,21456.2
164717,FIN-164717,20190921,12,3,Expense,Utilities,48719.18
164718,FIN-164718,20200412,839,10,Cost,Materials,24106.05
164719,FIN-164719,20210911,185,13,Revenue,Sales Revenue,9579.87
164720,FIN-164720,20250106,911,13,Expense,Materials,44662.73
164721,FIN-164721,20220127,31,100,Expense,Operating Expense,49518.75
164722,FIN-164722,20191027,802,98,Cost,Operating Expense,10548.24
164723,FIN-164723,20200110,801,52,Cost,Materials,27986.37
164724,FIN-164724,20190217,480,76,Cost,Materials,32539.6
164725,FIN-164725,20190617,733,60,Cost,Payroll,19198.66
164726,FIN-164726,20210725,61,16,Expense,Utilities,39271.72
164727,FIN-164727,20210130,546,94,Cost,Materials,27562.87
164728,FIN-164728,20251030,532,16,Cost,Utilities,36198.63
164729,FIN-164729,20220124,648,17,Expense,Utilities,32083.04
164730,FIN-164730,20240819,793,47,Cost,Sales Revenue,30347.76
164731,FIN-164731,20240228,636,41,Expense,Utilities,25466.25
164732,FIN-164732,20221220,597,71,Expense,Sales Revenue,36215.51
164733,FIN-164733,20251202,750,92,Expense,Maintenance,3191.3
164734,FIN-164734,20230325,145,55,Revenue,Utilities,10433.59
164735,FIN-164735,20250906,840,74,Expense,Operating Expense,13812.86
164736,FIN-164736,20250624,668,3,Cost,Utilities,41925.77
164737,FIN-164737,20210927,355,58,Revenue,Materials,18709.64
164738,FIN-164738,20240828,158,7,Revenue,Maintenance,48211.24
164739,FIN-164739,20240516,177,82,Expense,Maintenance,32845.4
164740,FIN-164740,20250506,836,79,Cost,Maintenance,27616.96
164741,FIN-164741,20220911,177,50,Expense,Materials,26341.43
164742,FIN-164742,20201014,606,58,Revenue,Operating Expense,29108.89
164743,FIN-164743,20231204,821,54,Cost,Operating Expense,2964.31
164744,FIN-164744,20250611,862,89,Revenue,Payroll,7356.77
164745,FIN-164745,20220826,729,11,Revenue,Materials,471.08
164746,FIN-164746,20200910,1000,25,Revenue,Sales Revenue,520.07
164747,FIN-164747,20220803,941,64,Revenue,Operating Expense,21331.5
164748,FIN-164748,20201204,252,13,Revenue,Sales Revenue,38819.51
164749,FIN-164749,20190124,603,38,Revenue,Operating Expense,7051.75
164750,FIN-164750,20251110,807,48,Expense,Utilities,39130.98
164751,FIN-164751,20240511,378,84,Revenue,Operating Expense,8050.23
164752,FIN-164752,20241227,727,80,Expense,Payroll,31148.82
164753,FIN-164753,20240818,789,32,Revenue,Payroll,34057.9
164754,FIN-164754,20221129,148,85,Cost,Materials,39694.31
164755,FIN-164755,20191220,466,31,Revenue,Maintenance,31298.74
164756,FIN-164756,20220309,782,28,Revenue,Maintenance,4247.06
164757,FIN-164757,20231024,775,60,Revenue,Payroll,48895.12
164758,FIN-164758,20190418,711,71,Cost,Operating Expense,20483.29
164759,FIN-164759,20190516,771,9,Expense,Sales Revenue,35802.64
164760,FIN-164760,20241112,212,100,Cost,Sales Revenue,22888.38
164761,FIN-164761,20190928,873,100,Cost,Materials,23670.01
164762,FIN-164762,20191218,578,35,Revenue,Materials,17266.84
164763,FIN-164763,20201223,568,94,Revenue,Sales Revenue,32160.69
164764,FIN-164764,20240816,127,52,Expense,Payroll,13765.93
164765,FIN-164765,20220329,558,42,Revenue,Sales Revenue,28108.31
164766,FIN-164766,20220108,952,22,Revenue,Maintenance,30936.78
164767,FIN-164767,20210118,824,18,Cost,Operating Expense,9110.42
164768,FIN-164768,20240217,681,47,Expense,Materials,10705.2
164769,FIN-164769,20230714,968,84,Expense,Utilities,4892.92
164770,FIN-164770,20230831,613,81,Revenue,Operating Expense,22434.51
164771,FIN-164771,20230314,103,99,Expense,Sales Revenue,24395.39
164772,FIN-164772,20220118,455,82,Expense,Utilities,43304.46
164773,FIN-164773,20210715,572,76,Expense,Materials,3162.71
164774,FIN-164774,20231214,403,89,Cost,Materials,9419.78
164775,FIN-164775,20201104,933,31,Cost,Payroll,26872.7
