maintenance_key,maintenance_id,date_key,location_key,machine_key,employee_key,maintenance_type,maintenance_hours,downtime_hours,maintenance_cost
19034,MNT-019034,20230409,52,1167,3901,Inspection,0.63,19.15,1414.61
19035,MNT-019035,20191017,39,300,4606,Inspection,3.3,11.18,3935.67
19036,MNT-019036,20221228,56,206,1146,Preventive,3.05,19.41,4635.27
19037,MNT-019037,20250204,47,109,1365,Preventive,6.96,9.51,4631.33
19038,MNT-019038,20230318,58,172,2923,Corrective,4.51,1.05,7629.27
19039,MNT-019039,20240227,99,813,2477,Preventive,6.8,15.8,4674.86
19040,MNT-019040,20251002,66,1675,2656,Corrective,5.84,6.09,8094.4
19041,MNT-019041,20210901,39,1802,1813,Inspection,3.07,7.8,5111.51
19042,MNT-019042,20210826,26,712,4512,Inspection,2.55,3.11,8059.0
19043,MNT-019043,20251102,8,982,814,Inspection,4.33,15.68,7654.84
19044,MNT-019044,20231121,81,1679,1274,Inspection,0.63,18.18,9908.38
19045,MNT-019045,20191117,48,66,605,Corrective,1.83,4.15,2255.48
19046,MNT-019046,20210523,64,6,4621,Preventive,2.15,20.08,2801.47
19047,MNT-019047,20220423,83,120,2437,Corrective,6.78,0.66,8750.26
19048,MNT-019048,20211229,72,309,272,Inspection,3.94,19.3,1944.62
19049,MNT-019049,20220412,42,647,458,Inspection,7.1,21.11,4019.15
19050,MNT-019050,20240118,84,493,426,Corrective,7.22,1.81,2253.29
19051,MNT-019051,20240423,58,77,4412,Preventive,5.68,21.07,4267.48
19052,MNT-019052,20210204,41,394,2628,Corrective,7.38,18.9,1453.43
19053,MNT-019053,20251224,28,1767,4467,Inspection,2.17,21.0,4977.97
19054,MNT-019054,20230406,46,760,2776,Preventive,6.85,21.19,9134.68
19055,MNT-019055,20230921,29,1410,2149,Preventive,7.06,9.07,374.98
19056,MNT-019056,20250802,23,1487,4562,Corrective,6.46,9.77,3137.91
19057,MNT-019057,20240106,29,405,1182,Preventive,0.51,2.55,1139.89
19058,MNT-019058,20250607,99,561,299,Preventive,7.8,16.87,194.11
19059,MNT-019059,20250829,37,1747,2950,Preventive,6.25,1.68,3542.59
19060,MNT-019060,20191220,61,16,2769,Preventive,0.58,16.85,4154.2
19061,MNT-019061,20251102,67,1631,4671,Preventive,1.22,12.36,8849.79
19062,MNT-019062,20240823,10,429,3022,Preventive,7.62,17.56,9915.03
19063,MNT-019063,20220819,4,1256,2705,Corrective,2.38,23.9,2500.27
19064,MNT-019064,20210120,45,150,4477,Preventive,5.76,19.18,2507.47
19065,MNT-019065,20210309,40,1554,3231,Preventive,6.99,20.17,3863.43
19066,MNT-019066,20250227,89,549,4471,Preventive,6.33,10.37,6736.49
19067,MNT-019067,20210501,73,395,2221,Inspection,4.2,4.07,7890.46
19068,MNT-019068,20250416,77,1659,602,Preventive,7.67,8.21,9837.75
19069,MNT-019069,20200411,18,1868,2504,Inspection,5.99,11.13,3514.23
19070,MNT-019070,20230531,97,1541,4231,Corrective,6.58,19.1,2786.57
19071,MNT-019071,20240603,66,1801,4492,Preventive,5.27,12.04,9612.4
19072,MNT-019072,20190411,72,1304,3249,Preventive,4.91,9.59,5823.35
19073,MNT-019073,20211229,86,1611,2131,Inspection,6.98,1.24,6592.75
19074,MNT-019074,20220227,33,1044,3875,Preventive,1.92,0.74,1303.64
19075,MNT-019075,20221112,69,1160,3859,Preventive,0.99,3.26,4528.09
19076,MNT-019076,20250704,46,1950,2580,Preventive,0.78,18.8,3838.95
19077,MNT-019077,20200805,12,1521,1986,Preventive,1.09,18.58,9304.9
19078,MNT-019078,20200221,49,632,365,Inspection,5.27,14.65,5643.63
19079,MNT-019079,20251224,52,1217,2161,Corrective,1.18,17.83,2649.9
19080,MNT-019080,20190819,3,251,2221,Preventive,3.36,12.4,2744.11
19081,MNT-019081,20241123,37,78,4226,Preventive,5.62,17.81,2115.04
19082,MNT-019082,20210707,86,1546,374,Preventive,6.11,20.31,9615.76
19083,MNT-019083,20230729,57,290,697,Inspection,3.42,16.04,5268.49
19084,MNT-019084,20210720,32,374,604,Preventive,1.49,11.49,6581.9
19085,MNT-019085,20240410,96,1306,1273,Corrective,4.82,6.81,7558.9
19086,MNT-019086,20201221,24,919,4727,Preventive,0.73,14.1,8090.37
19087,MNT-019087,20211126,99,561,2799,Preventive,2.56,5.18,2574.99
19088,MNT-019088,20230409,65,1838,3806,Corrective,4.48,3.01,5737.31
19089,MNT-019089,20231202,72,950,1174,Inspection,1.31,23.63,4018.58
19090,MNT-019090,20190817,8,743,1272,Preventive,7.73,9.96,1956.7
19091,MNT-019091,20191107,9,1905,408,Inspection,6.03,2.61,6096.15
19092,MNT-019092,20221211,41,82,630,Preventive,0.8,6.72,5402.35
19093,MNT-019093,20250401,61,1431,3096,Preventive,5.05,21.68,9814.11
19094,MNT-019094,20251219,32,1043,1776,Preventive,5.28,9.89,1517.1
19095,MNT-019095,20220929,5,1980,2063,Corrective,1.49,14.0,6145.38
19096,MNT-019096,20200623,86,160,2399,Corrective,5.66,22.0,5801.75
19097,MNT-019097,20220404,29,1383,3749,Inspection,2.06,3.25,2970.71
19098,MNT-019098,20250421,51,1039,1184,Preventive,3.11,7.73,1548.61
19099,MNT-019099,20250317,48,105,3371,Inspection,0.88,23.57,5743.38
19100,MNT-019100,20250406,15,619,689,Corrective,6.01,3.51,4715.78
19101,MNT-019101,20250405,89,549,3127,Inspection,3.33,6.73,688.36
19102,MNT-019102,20211213,59,736,4267,Inspection,7.65,14.2,1257.71
19103,MNT-019103,20241018,59,337,689,Corrective,2.88,20.18,8607.86
19104,MNT-019104,20200423,67,884,4328,Corrective,1.06,7.61,5851.92
19105,MNT-019105,20230709,87,693,2909,Preventive,0.65,23.92,1168.79
19106,MNT-019106,20201031,44,932,783,Corrective,4.07,5.26,6484.2
19107,MNT-019107,20210822,74,193,4712,Corrective,7.63,2.27,1601.31
19108,MNT-019108,20230930,84,493,3053,Inspection,2.74,10.62,4940.48
19109,MNT-019109,20211107,17,1883,2086,Preventive,3.71,22.26,7596.55
19110,MNT-019110,20200523,6,1325,4561,Inspection,3.11,18.27,4335.62
19111,MNT-019111,20251117,9,259,648,Corrective,4.09,10.47,3532.06
19112,MNT-019112,20240818,43,21,2149,Preventive,2.27,21.38,458.72
19113,MNT-019113,20230304,83,1654,3117,Corrective,6.96,1.28,4949.98
19114,MNT-019114,20230213,50,1959,1646,Corrective,6.09,11.44,9228.66
19115,MNT-019115,20220520,23,1919,1066,Inspection,6.29,20.66,7057.13
19116,MNT-019116,20210807,92,1467,1617,Inspection,1.13,13.86,5789.49
19117,MNT-019117,20241229,73,1019,1315,Preventive,6.05,8.17,6312.62
19118,MNT-019118,20240610,68,1823,2606,Inspection,2.09,18.27,218.76
19119,MNT-019119,20221120,64,1374,3257,Corrective,1.47,17.65,7008.06
19120,MNT-019120,20220812,86,911,975,Preventive,6.95,9.29,8370.91
19121,MNT-019121,20200622,58,1964,2010,Corrective,3.27,4.15,1073.83
19122,MNT-019122,20190312,18,1209,3829,Inspection,5.94,17.39,8936.68
19123,MNT-019123,20230626,60,56,1538,Inspection,6.64,3.49,8554.14
19124,MNT-019124,20220122,45,1294,3379,Inspection,5.52,8.26,2985.67
19125,MNT-019125,20190118,39,487,2251,Inspection,6.91,18.27,1145.8
19126,MNT-019126,20231226,45,58,1485,Inspection,2.26,1.12,8095.61
19127,MNT-019127,20220912,81,1720,4723,Corrective,3.49,6.07,5744.45
19128,MNT-019128,20190122,37,967,92,Preventive,4.44,22.2,7737.89
19129,MNT-019129,20210826,57,655,1708,Corrective,5.82,18.93,6208.65
19130,MNT-019130,20250112,14,575,180,Inspection,4.67,11.93,602.9
19131,MNT-019131,20200326,56,1339,2201,Preventive,4.23,4.56,9899.6
19132,MNT-019132,20240911,20,1642,4826,Corrective,3.87,16.75,3731.41
19133,MNT-019133,20190131,75,262,3328,Preventive,6.26,11.32,9281.04
19134,MNT-019134,20200720,74,1836,2609,Inspection,4.2,1.67,6960.79
19135,MNT-019135,20210217,58,1605,3532,Preventive,2.54,23.45,7835.93
19136,MNT-019136,20190628,59,1258,3286,Inspection,7.43,5.2,9631.18
19137,MNT-019137,20240223,67,597,3220,Preventive,6.38,2.26,7698.32
19138,MNT-019138,20211211,2,764,4810,Corrective,5.8,9.94,8247.15
19139,MNT-019139,20200502,22,432,4324,Corrective,1.78,0.85,4081.79
19140,MNT-019140,20221029,5,1980,2653,Preventive,0.74,11.09,9388.15
19141,MNT-019141,20211012,60,249,1873,Inspection,0.64,0.61,7492.37
19142,MNT-019142,20241012,81,156,350,Corrective,1.16,18.8,5332.58
19143,MNT-019143,20190403,43,1909,4654,Corrective,6.68,6.96,545.79
19144,MNT-019144,20230804,52,1057,1470,Corrective,2.87,10.69,5042.39
19145,MNT-019145,20251020,80,781,2307,Inspection,5.36,17.46,3854.82
19146,MNT-019146,20250808,22,1069,2878,Corrective,4.67,9.11,4641.63
19147,MNT-019147,20211207,2,55,3856,Corrective,6.93,2.52,2220.27
19148,MNT-019148,20221110,34,427,2347,Preventive,7.12,6.61,6721.99
19149,MNT-019149,20210625,36,1681,2001,Corrective,5.12,18.08,4519.0
19150,MNT-019150,20190514,99,1985,2713,Inspection,1.75,16.42,6652.52
19151,MNT-019151,20201106,44,106,300,Inspection,3.19,1.04,8307.07
19152,MNT-019152,20231228,26,303,1736,Inspection,5.0,18.21,3713.68
19153,MNT-019153,20210701,62,1440,1599,Preventive,7.38,8.54,5285.11
19154,MNT-019154,20221223,15,723,1619,Corrective,2.09,10.73,3529.09
19155,MNT-019155,20251211,94,301,3705,Preventive,2.17,4.79,8258.39
19156,MNT-019156,20241220,73,1593,2661,Inspection,2.6,4.59,8997.68
19157,MNT-019157,20250228,36,1169,932,Preventive,7.22,0.99,7295.4
19158,MNT-019158,20250723,86,604,3525,Preventive,0.5,16.71,5227.13
19159,MNT-019159,20221107,86,1611,3931,Inspection,3.87,16.55,2882.91
19160,MNT-019160,20230923,27,466,3015,Inspection,4.14,17.05,8049.63
19161,MNT-019161,20201028,61,929,2281,Inspection,4.53,10.1,376.95
19162,MNT-019162,20220729,3,538,1163,Corrective,5.4,13.59,4687.01
19163,MNT-019163,20190607,30,1982,4209,Inspection,2.31,3.59,9002.68
19164,MNT-019164,20190814,68,1192,2007,Inspection,0.57,5.79,6524.69
19165,MNT-019165,20220909,92,29,3377,Preventive,0.63,14.39,5066.36
19166,MNT-019166,20210402,12,1275,2152,Inspection,4.36,10.12,4893.79
19167,MNT-019167,20200228,86,25,4744,Inspection,6.08,11.49,2356.58
19168,MNT-019168,20220830,36,10,4736,Corrective,4.1,2.72,2364.07
19169,MNT-019169,20230128,77,1750,1406,Corrective,6.23,13.09,3991.74
19170,MNT-019170,20211009,24,737,1905,Corrective,7.81,12.16,9058.67
19171,MNT-019171,20230317,96,520,4833,Inspection,7.88,9.95,4884.04
19172,MNT-019172,20220614,22,1733,1080,Preventive,1.81,11.49,4092.88
19173,MNT-019173,20250823,68,1973,4795,Corrective,0.83,5.77,2799.01
19174,MNT-019174,20200917,62,342,4967,Inspection,5.15,4.35,2765.95
19175,MNT-019175,20230525,7,1109,482,Corrective,6.96,18.99,9656.47
19176,MNT-019176,20190620,13,1207,3169,Inspection,6.35,12.0,852.2
19177,MNT-019177,20201122,29,772,3187,Preventive,2.48,18.17,4574.84
19178,MNT-019178,20191229,36,1641,3364,Preventive,2.37,0.78,1765.51
19179,MNT-019179,20190127,56,311,1983,Corrective,6.19,2.28,4549.99
19180,MNT-019180,20231003,11,1873,1908,Preventive,5.4,7.01,6376.87
19181,MNT-019181,20210108,56,1715,2350,Corrective,6.3,22.49,6831.05
19182,MNT-019182,20190122,35,128,4572,Inspection,2.07,14.94,5707.76
19183,MNT-019183,20210904,79,530,4622,Corrective,7.44,7.55,2169.9
19184,MNT-019184,20250202,61,1498,1897,Inspection,1.75,3.0,7425.36
19185,MNT-019185,20190316,100,710,2462,Inspection,3.46,0.69,4761.56
19186,MNT-019186,20250801,85,125,897,Corrective,4.49,6.87,8680.43
19187,MNT-019187,20240226,38,1083,1938,Inspection,3.59,18.27,2954.43
19188,MNT-019188,20230604,100,110,450,Inspection,7.3,7.85,2079.98
19189,MNT-019189,20200112,57,544,1408,Corrective,0.55,19.82,6124.45
19190,MNT-019190,20230217,16,1595,970,Corrective,4.14,2.22,3658.33
19191,MNT-019191,20250626,84,1204,3353,Corrective,5.52,22.67,9266.22
19192,MNT-019192,20210807,29,704,1546,Corrective,4.23,4.03,5180.66
19193,MNT-019193,20240309,94,1842,2859,Corrective,2.62,6.09,2614.08
19194,MNT-019194,20200313,10,634,3938,Corrective,7.91,20.4,4854.82
19195,MNT-019195,20191115,80,1578,3406,Corrective,2.32,4.25,6504.9
19196,MNT-019196,20231122,96,38,2230,Preventive,7.11,2.12,3938.45
19197,MNT-019197,20240818,26,1370,4023,Corrective,7.71,4.34,6696.1
19198,MNT-019198,20220128,65,872,728,Preventive,3.01,1.59,5043.76
19199,MNT-019199,20240420,36,470,4679,Corrective,3.84,4.66,661.6
19200,MNT-019200,20190830,67,1369,323,Preventive,4.63,1.61,2737.02
19201,MNT-019201,20230202,16,1028,658,Preventive,3.79,11.67,2807.45
19202,MNT-019202,20230414,76,256,3923,Corrective,1.58,1.62,6023.44
19203,MNT-019203,20220418,5,1382,3284,Corrective,0.76,13.78,6640.8
19204,MNT-019204,20210831,52,1918,2953,Preventive,2.72,17.69,2486.76
19205,MNT-019205,20191110,24,52,3014,Preventive,2.89,6.05,4399.65
19206,MNT-019206,20211128,95,899,4789,Inspection,0.88,14.29,1878.55
19207,MNT-019207,20200814,42,97,3727,Corrective,4.96,1.19,7719.68
19208,MNT-019208,20240821,67,697,4457,Inspection,4.41,23.09,911.67
19209,MNT-019209,20220501,95,462,4502,Inspection,1.85,17.31,5807.72
19210,MNT-019210,20210928,66,384,2885,Corrective,7.41,18.87,6415.6
19211,MNT-019211,20200419,65,1584,459,Preventive,3.05,15.79,6633.99
19212,MNT-019212,20190227,50,320,3240,Preventive,4.02,10.03,2384.26
19213,MNT-019213,20211103,36,627,2769,Corrective,3.07,16.98,3505.6
19214,MNT-019214,20230515,14,1162,645,Corrective,6.93,1.21,4485.22
19215,MNT-019215,20230904,26,170,4941,Preventive,6.22,16.45,9462.89
19216,MNT-019216,20211208,16,1600,2459,Preventive,4.82,23.82,8309.37
19217,MNT-019217,20250811,3,1556,3789,Inspection,4.56,10.11,5895.76
19218,MNT-019218,20241103,62,1143,3170,Inspection,3.2,20.44,7396.2
19219,MNT-019219,20240617,43,21,3744,Inspection,2.31,14.42,8718.37
19220,MNT-019220,20241230,8,413,60,Inspection,3.1,2.26,3426.65
19221,MNT-019221,20190220,20,1963,2812,Inspection,3.82,10.02,258.63
19222,MNT-019222,20190509,10,429,1130,Inspection,5.6,14.16,6379.01
19223,MNT-019223,20200505,43,1737,2465,Preventive,1.47,7.19,5990.1
19224,MNT-019224,20190811,22,1609,2738,Inspection,7.93,5.12,4193.54
19225,MNT-019225,20200522,87,1112,1510,Preventive,3.21,6.15,6105.84
19226,MNT-019226,20201016,30,1761,3502,Inspection,2.04,2.89,7419.46
19227,MNT-019227,20190115,21,1668,2449,Preventive,0.53,7.97,9631.24
19228,MNT-019228,20230530,6,121,1458,Corrective,7.23,15.93,5461.23
19229,MNT-019229,20190624,39,487,4452,Inspection,4.86,11.29,6235.54
19230,MNT-019230,20240729,56,69,3874,Preventive,2.14,23.79,2998.45
19231,MNT-019231,20190206,57,830,993,Preventive,4.65,6.4,6649.63
19232,MNT-019232,20220110,92,424,3216,Corrective,1.96,22.59,7245.72
19233,MNT-019233,20240901,40,1155,3263,Inspection,6.03,18.43,426.16
19234,MNT-019234,20250913,7,1350,4797,Preventive,2.65,18.67,481.64
19235,MNT-019235,20211231,27,1743,4061,Preventive,4.83,5.82,9588.59
19236,MNT-019236,20220914,14,646,476,Corrective,4.67,4.63,5245.6
19237,MNT-019237,20190121,56,1266,3398,Corrective,2.7,8.8,9876.62
19238,MNT-019238,20230907,51,1101,2119,Inspection,5.01,8.7,9852.96
19239,MNT-019239,20200818,81,156,1590,Corrective,5.8,3.16,3564.03
19240,MNT-019240,20251103,79,124,2258,Inspection,4.21,22.1,8372.65
19241,MNT-019241,20210303,50,190,3617,Corrective,2.84,12.67,6251.57
19242,MNT-019242,20220602,23,1589,6,Preventive,6.68,10.72,7526.48
19243,MNT-019243,20191123,9,1846,2040,Inspection,3.75,0.99,9961.38
19244,MNT-019244,20230102,7,418,1232,Corrective,6.79,8.93,7661.74
19245,MNT-019245,20200204,24,1482,4645,Preventive,3.96,14.41,1788.51
19246,MNT-019246,20250906,61,16,770,Preventive,7.51,12.72,5582.99
19247,MNT-019247,20241111,90,1323,1350,Corrective,5.85,0.77,2387.89
19248,MNT-019248,20210818,76,1005,3174,Corrective,4.55,10.62,6820.99
19249,MNT-019249,20200324,80,243,3789,Preventive,7.51,2.59,546.78
19250,MNT-019250,20230307,13,1207,3292,Inspection,1.33,1.6,1619.46
19251,MNT-019251,20240716,17,672,551,Inspection,2.07,13.07,3135.22
19252,MNT-019252,20220225,60,1926,3723,Inspection,2.87,17.69,304.59
19253,MNT-019253,20200211,18,676,837,Preventive,1.57,15.41,1046.93
19254,MNT-019254,20241106,33,1476,575,Inspection,4.44,13.2,1938.94
19255,MNT-019255,20240229,79,1628,83,Preventive,2.73,12.73,8014.96
19256,MNT-019256,20240319,60,871,2881,Preventive,0.8,19.52,6143.31
19257,MNT-019257,20250921,100,710,518,Preventive,2.4,22.55,2360.4
19258,MNT-019258,20240523,46,143,2900,Inspection,5.18,1.97,6159.91
19259,MNT-019259,20230816,94,1613,750,Inspection,4.63,21.09,4333.28
19260,MNT-019260,20200325,23,360,3369,Corrective,7.18,0.74,6874.89
19261,MNT-019261,20220301,26,454,2929,Inspection,5.37,4.88,3353.52
19262,MNT-019262,20221110,49,402,387,Inspection,5.31,22.75,7168.71
19263,MNT-019263,20240710,100,110,4006,Inspection,2.14,16.14,7420.05
19264,MNT-019264,20211221,49,1808,3894,Preventive,7.58,22.78,8309.42
19265,MNT-019265,20221008,60,157,411,Inspection,2.12,20.94,2867.18
19266,MNT-019266,20250306,68,71,4709,Inspection,1.91,13.79,7940.12
19267,MNT-019267,20200713,59,1136,84,Preventive,2.26,23.94,8109.46
19268,MNT-019268,20230923,6,1672,3814,Inspection,1.79,3.89,5612.39
19269,MNT-019269,20230128,43,1171,601,Inspection,4.6,12.15,466.36
19270,MNT-019270,20210414,77,1303,23,Preventive,6.63,15.72,4499.5
19271,MNT-019271,20191210,90,524,1739,Corrective,2.4,1.91,3756.23
19272,MNT-019272,20241021,75,1023,1817,Inspection,2.9,16.05,9471.0
19273,MNT-019273,20190917,77,1974,2285,Corrective,2.4,17.27,7428.75
19274,MNT-019274,20230624,9,979,2735,Inspection,6.19,17.31,3531.59
19275,MNT-019275,20191206,61,213,130,Inspection,5.16,22.73,7828.26
19276,MNT-019276,20201030,26,1197,767,Corrective,0.56,21.92,1575.27
19277,MNT-019277,20220322,56,1076,614,Inspection,0.51,19.26,5252.42
19278,MNT-019278,20220306,71,1755,330,Corrective,7.88,7.68,3746.55
19279,MNT-019279,20230813,4,877,1703,Preventive,2.99,11.92,5152.96
19280,MNT-019280,20190616,77,758,2864,Inspection,6.6,12.77,2112.68
19281,MNT-019281,20220728,69,1724,4203,Inspection,5.3,21.26,6222.94
19282,MNT-019282,20220625,6,861,580,Preventive,3.42,9.31,9284.56
19283,MNT-019283,20231004,41,1283,4332,Preventive,7.35,0.88,5478.68
19284,MNT-019284,20190325,67,804,2096,Corrective,1.48,4.03,9912.66
19285,MNT-019285,20221029,9,747,4754,Inspection,7.32,1.38,6639.18
19286,MNT-019286,20240412,24,1632,2746,Preventive,0.57,8.44,1467.83
19287,MNT-019287,20191109,93,955,851,Preventive,7.34,19.79,7839.25
19288,MNT-019288,20250726,41,1262,2549,Preventive,1.84,18.45,9728.65
19289,MNT-019289,20190709,57,529,1543,Corrective,3.73,16.8,9199.59
19290,MNT-019290,20231224,86,1611,4295,Inspection,7.25,19.25,7863.19
19291,MNT-019291,20240822,1,997,2957,Corrective,2.29,8.11,1640.69
19292,MNT-019292,20191001,73,1090,1047,Corrective,4.86,13.62,2446.63
19293,MNT-019293,20190110,52,662,3072,Corrective,4.13,18.69,7269.02
19294,MNT-019294,20231023,40,1155,3107,Inspection,3.52,22.15,466.37
19295,MNT-019295,20250612,20,958,495,Preventive,1.07,18.75,5388.74
19296,MNT-019296,20210814,98,1866,3263,Inspection,4.31,17.26,896.51
19297,MNT-019297,20230401,12,446,118,Corrective,4.28,17.94,371.27
19298,MNT-019298,20220607,12,299,3654,Preventive,6.58,11.32,2417.87
19299,MNT-019299,20200518,35,1935,1915,Inspection,4.17,1.68,3061.34
19300,MNT-019300,20230305,42,1403,2115,Preventive,0.5,1.6,7566.71
19301,MNT-019301,20201108,50,1810,4371,Inspection,3.93,7.52,5512.95
19302,MNT-019302,20190818,26,1477,671,Corrective,7.58,18.99,6029.66
19303,MNT-019303,20210322,45,898,1494,Preventive,7.32,22.7,3019.02
19304,MNT-019304,20200716,41,1255,454,Inspection,6.32,4.65,6587.81
19305,MNT-019305,20250320,29,704,4413,Preventive,3.83,18.02,888.46
19306,MNT-019306,20210129,36,401,4793,Preventive,4.43,14.14,5921.87
19307,MNT-019307,20190325,19,1166,546,Inspection,3.92,4.24,2026.69
19308,MNT-019308,20211214,67,883,1909,Inspection,7.42,21.6,9212.71
19309,MNT-019309,20250408,56,1148,1666,Corrective,6.99,8.93,1819.18
19310,MNT-019310,20230317,12,1932,4282,Corrective,2.21,4.4,2049.78
19311,MNT-019311,20230316,57,873,3953,Corrective,3.71,20.09,6200.79
19312,MNT-019312,20201222,59,642,3423,Corrective,3.6,10.78,6502.14
19313,MNT-019313,20220319,66,1235,414,Inspection,7.97,19.51,3842.53
19314,MNT-019314,20220410,73,536,4954,Inspection,6.28,18.42,574.53
19315,MNT-019315,20231226,3,777,2089,Preventive,1.83,22.09,6168.42
19316,MNT-019316,20200306,51,315,700,Inspection,6.74,23.39,4239.27
19317,MNT-019317,20190415,100,515,1561,Preventive,0.57,4.95,2305.28
19318,MNT-019318,20240114,54,1597,4844,Corrective,0.84,13.74,8318.1
19319,MNT-019319,20231116,64,680,4538,Corrective,7.75,23.77,3682.19
19320,MNT-019320,20240404,29,405,163,Corrective,2.11,23.63,1722.67
19321,MNT-019321,20191112,27,1056,3786,Inspection,4.31,3.95,8821.59
19322,MNT-019322,20230917,22,432,4803,Preventive,2.45,5.76,5565.36
19323,MNT-019323,20240228,59,1210,2704,Corrective,6.34,6.84,4236.7
19324,MNT-019324,20240923,33,963,4489,Corrective,5.91,6.33,4634.35
19325,MNT-019325,20251022,1,1803,2595,Corrective,5.3,19.14,1037.89
19326,MNT-019326,20250520,44,1830,1872,Inspection,2.63,18.97,2288.6
19327,MNT-019327,20220924,33,146,3783,Inspection,3.27,22.83,165.15
19328,MNT-019328,20200928,9,447,2727,Preventive,6.47,8.08,9986.81
19329,MNT-019329,20190131,54,1277,1034,Corrective,4.77,1.06,6957.38
19330,MNT-019330,20190406,82,167,3261,Preventive,5.42,22.9,9503.8
19331,MNT-019331,20250203,78,1749,3474,Corrective,5.49,3.21,3901.47
19332,MNT-019332,20200614,20,371,3369,Inspection,3.36,21.82,7740.07
19333,MNT-019333,20210405,74,1666,1904,Corrective,4.02,16.93,2925.9
19334,MNT-019334,20211201,51,1745,284,Inspection,4.65,8.55,8906.99
19335,MNT-019335,20221117,94,1365,1384,Preventive,6.86,2.72,7012.79
19336,MNT-019336,20250627,31,1263,4323,Preventive,0.6,9.69,7678.82
19337,MNT-019337,20190913,82,681,2421,Inspection,4.78,14.89,9097.36
19338,MNT-019338,20190430,96,1306,2025,Preventive,5.04,12.04,9519.13
19339,MNT-019339,20250509,76,1459,988,Corrective,4.12,13.35,8208.93
19340,MNT-019340,20190321,81,227,96,Corrective,4.58,20.1,7035.49
19341,MNT-019341,20241123,54,1277,4611,Corrective,6.76,3.63,4298.93
19342,MNT-019342,20200502,94,1867,4515,Inspection,4.03,7.65,6089.24
19343,MNT-019343,20240114,31,1025,3397,Corrective,2.73,18.84,1551.82
19344,MNT-019344,20250330,29,1975,3901,Preventive,6.44,16.1,3838.22
19345,MNT-019345,20190113,58,1532,2776,Corrective,0.69,14.91,576.82
19346,MNT-019346,20190512,46,92,1359,Corrective,5.9,13.37,1195.16
19347,MNT-019347,20250908,21,1443,3908,Preventive,1.71,3.1,5304.19
19348,MNT-019348,20220327,56,1228,3373,Inspection,6.04,14.1,8916.86
19349,MNT-019349,20211116,74,155,1643,Corrective,7.58,21.1,8827.24
19350,MNT-019350,20200215,4,1731,3556,Inspection,5.87,3.04,7028.19
19351,MNT-019351,20221206,89,73,1087,Inspection,6.0,7.26,7697.07
19352,MNT-019352,20220318,37,753,4014,Inspection,5.1,6.02,8985.6
19353,MNT-019353,20230125,15,1888,622,Inspection,2.04,2.94,5363.83
19354,MNT-019354,20240112,1,805,4406,Corrective,2.68,2.3,6382.36
19355,MNT-019355,20230327,58,172,4008,Preventive,7.85,1.15,3847.27
19356,MNT-019356,20250820,95,169,1574,Corrective,4.57,3.98,5244.61
19357,MNT-019357,20201120,69,1160,510,Preventive,6.28,16.91,3497.67
19358,MNT-019358,20220206,2,431,1282,Corrective,3.03,9.92,9898.61
19359,MNT-019359,20220524,61,1663,4415,Preventive,3.3,22.71,1424.87
19360,MNT-019360,20250319,24,127,157,Inspection,6.98,16.83,4548.91
19361,MNT-019361,20240317,89,1775,3725,Preventive,5.97,12.18,8687.62
19362,MNT-019362,20250809,88,1844,1831,Inspection,1.91,7.45,7310.36
19363,MNT-019363,20220802,100,1242,3559,Inspection,3.22,20.8,4351.38
19364,MNT-019364,20220402,2,787,191,Inspection,1.62,6.2,8601.27
19365,MNT-019365,20220708,5,751,4971,Inspection,7.9,21.03,8539.8
19366,MNT-019366,20190707,95,977,249,Inspection,4.15,10.74,2695.52
19367,MNT-019367,20251016,43,116,3855,Preventive,6.67,19.63,8047.13
19368,MNT-019368,20250124,48,66,3567,Inspection,1.97,10.53,4469.23
19369,MNT-019369,20190712,9,979,3636,Corrective,2.58,6.88,3272.8
19370,MNT-019370,20200101,55,1560,3368,Preventive,1.25,17.1,9290.68
19371,MNT-019371,20190307,90,1773,4261,Preventive,2.03,2.26,8625.19
19372,MNT-019372,20190711,84,1418,999,Preventive,2.7,17.82,9964.3
19373,MNT-019373,20241014,9,1978,1228,Preventive,6.82,5.06,5768.74
19374,MNT-019374,20231222,2,1343,3940,Preventive,2.27,13.45,2921.96
19375,MNT-019375,20240423,47,112,259,Inspection,3.89,7.5,7054.5
19376,MNT-019376,20190807,65,511,1930,Corrective,6.31,4.92,647.95
19377,MNT-019377,20221219,45,953,3972,Inspection,7.1,13.21,3516.74
19378,MNT-019378,20220728,75,181,4067,Corrective,1.41,14.88,2742.75
19379,MNT-019379,20240819,4,831,124,Preventive,4.45,19.29,2838.44
19380,MNT-019380,20210124,63,433,428,Preventive,5.16,16.22,1312.86
19381,MNT-019381,20220224,29,562,1807,Corrective,5.02,4.33,4147.97
19382,MNT-019382,20210104,74,307,555,Inspection,3.93,23.49,9399.84
19383,MNT-019383,20201005,72,309,1173,Preventive,4.92,1.21,2268.82
19384,MNT-019384,20220912,28,980,877,Corrective,7.54,7.35,2402.49
19385,MNT-019385,20241223,61,1238,4264,Inspection,1.77,22.16,9491.55
19386,MNT-019386,20190810,93,1815,2139,Inspection,6.56,15.28,6105.82
19387,MNT-019387,20231014,25,1582,1645,Preventive,5.92,17.02,4117.29
19388,MNT-019388,20230831,68,927,3224,Preventive,5.39,2.83,5853.76
