budget_id,date,location_id,category,budget_amount
BUD-0011553,2023-04-06,LOC-0076,Production,39477.61
BUD-0011554,2022-03-02,LOC-0037,Administration,4718.96
BUD-0011555,2024-01-23,LOC-0021,Production,3915.26
BUD-0011556,2022-10-20,LOC-0085,Production,51883.31
BUD-0011557,2024-05-16,LOC-0014,Maintenance,3790.11
BUD-0011558,2025-04-07,LOC-0019,Energy,9450.17
BUD-0011559,2022-06-28,LOC-0015,Administration,19994.48
BUD-0011560,2021-01-27,LOC-0067,Production,8892.46
BUD-0011561,2023-02-18,LOC-0020,Maintenance,5558.88
BUD-0011562,2024-06-23,LOC-0077,Administration,10221.36
BUD-0011563,2023-03-13,LOC-0027,Production,95843.65
BUD-0011564,2020-12-04,LOC-0085,Supply Chain,48286.33
BUD-0011565,2025-12-26,LOC-0042,Production,60340.88
BUD-0011566,2023-04-09,LOC-0005,Energy,15934.32
BUD-0011567,2019-03-18,LOC-0023,Energy,23538.71
BUD-0011568,2025-09-10,LOC-0089,Operations,16944.96
BUD-0011569,2023-01-13,LOC-0050,Maintenance,29035.68
BUD-0011570,2023-08-28,LOC-0090,Supply Chain,17762.52
BUD-0011571,2023-12-05,LOC-0095,Administration,8467.41
BUD-0011572,2021-11-23,LOC-0005,Operations,19869.49
BUD-0011573,2022-02-16,LOC-0012,Operations,33108.5
BUD-0011574,2021-09-27,LOC-0069,Maintenance,31593.36
BUD-0011575,2020-04-30,LOC-0083,Production,88091.9
BUD-0011576,2022-01-14,LOC-0022,Supply Chain,32491.65
BUD-0011577,2025-03-20,LOC-0043,Production,10257.64
BUD-0011578,2019-06-11,LOC-0044,Supply Chain,10909.53
BUD-0011579,2020-10-26,LOC-0048,Operations,34978.04
BUD-0011580,2024-02-27,LOC-0050,Supply Chain,42932.32
BUD-0011581,2025-08-27,LOC-0077,Energy,44327.35
BUD-0011582,2025-06-28,LOC-0039,Production,6910.4
BUD-0011583,2025-03-30,LOC-0088,Administration,3318.7
BUD-0011584,2025-04-13,LOC-0074,Production,5839.0
BUD-0011585,2021-12-30,LOC-0077,Production,17123.46
BUD-0011586,2023-07-24,LOC-0034,Energy,15342.99
BUD-0011587,2023-01-15,LOC-0016,Maintenance,6409.46
BUD-0011588,2022-04-11,LOC-0017,Administration,20801.13
BUD-0011589,2025-06-08,LOC-0055,Administration,14016.03
BUD-0011590,2019-07-07,LOC-0006,Energy,16944.09
BUD-0011591,2020-11-08,LOC-0026,Production,22929.37
BUD-0011592,2021-08-13,LOC-0068,Operations,42188.21
BUD-0011593,2019-03-04,LOC-0041,Energy,23513.14
BUD-0011594,2021-06-17,LOC-0074,Operations,14903.8
BUD-0011595,2023-12-15,LOC-0040,Maintenance,78758.54
BUD-0011596,2024-09-07,LOC-0002,Energy,93859.98
BUD-0011597,2019-05-20,LOC-0064,Operations,8657.66
BUD-0011598,2024-05-13,LOC-0053,Supply Chain,19743.64
BUD-0011599,2025-05-15,LOC-0094,Maintenance,58552.49
BUD-0011600,2019-12-25,LOC-0003,Production,68753.78
BUD-0011601,2021-11-06,LOC-0074,Production,5454.25
BUD-0011602,2022-07-27,LOC-0041,Administration,228397.21
BUD-0011603,2021-07-07,LOC-0003,Energy,50670.44
BUD-0011604,2025-06-07,LOC-0100,Supply Chain,16988.84
BUD-0011605,2019-11-08,LOC-0073,Administration,16535.82
BUD-0011606,2020-02-18,LOC-0076,Energy,37200.65
BUD-0011607,2022-11-28,LOC-0071,Operations,30219.92
BUD-0011608,2024-03-13,LOC-0020,Operations,28903.94
BUD-0011609,2022-01-13,LOC-0013,Energy,12603.0
BUD-0011610,2019-06-26,LOC-0027,Maintenance,10623.86
BUD-0011611,2023-07-11,LOC-0023,Maintenance,140514.77
BUD-0011612,2019-08-20,LOC-0013,Administration,90714.51
BUD-0011613,2020-02-20,LOC-0005,Energy,13197.21
BUD-0011614,2024-10-10,LOC-0002,Operations,39453.24
BUD-0011615,2021-12-16,LOC-0037,Production,32986.27
BUD-0011616,2025-04-20,LOC-0059,Operations,33583.43
BUD-0011617,2020-06-15,LOC-0049,Maintenance,37092.31
BUD-0011618,2024-08-31,LOC-0048,Operations,13359.41
BUD-0011619,2025-10-12,LOC-0031,Supply Chain,21131.56
BUD-0011620,2020-07-20,LOC-0075,Production,120569.34
BUD-0011621,2024-06-03,LOC-0022,Supply Chain,5065.63
BUD-0011622,2021-04-16,LOC-0008,Maintenance,13148.12
BUD-0011623,2019-12-31,LOC-0100,Administration,7678.57
BUD-0011624,2019-07-16,LOC-0073,Administration,12776.75
BUD-0011625,2022-09-27,LOC-0025,Operations,5937.5
BUD-0011626,2020-03-11,LOC-0045,Production,15050.46
BUD-0011627,2023-02-02,LOC-0034,Operations,19580.69
BUD-0011628,2024-06-07,LOC-0078,Operations,29926.86
BUD-0011629,2024-10-01,LOC-0066,Supply Chain,5557.84
BUD-0011630,2021-10-07,LOC-0099,Production,14701.77
BUD-0011631,2020-04-08,LOC-0084,Energy,11422.84
BUD-0011632,2025-11-05,LOC-0097,Energy,22782.57
BUD-0011633,2023-01-08,LOC-0082,Supply Chain,17141.02
BUD-0011634,2019-09-03,LOC-0079,Supply Chain,19019.22
BUD-0011635,2023-12-30,LOC-0072,Operations,21112.5
BUD-0011636,2020-02-23,LOC-0012,Administration,11868.19
BUD-0011637,2024-07-30,LOC-0052,Operations,22397.47
BUD-0011638,2021-02-28,LOC-0022,Energy,58589.81
BUD-0011639,2021-05-09,LOC-0053,Maintenance,20776.61
BUD-0011640,2025-04-06,LOC-0079,Energy,19277.74
BUD-0011641,2021-12-23,LOC-0072,Production,11397.1
BUD-0011642,2025-01-22,LOC-0075,Supply Chain,6249.33
BUD-0011643,2025-11-21,LOC-0086,Energy,15296.55
BUD-0011644,2025-11-17,LOC-0031,Operations,10695.73
BUD-0011645,2022-09-08,LOC-0095,Energy,7261.56
BUD-0011646,2024-09-22,LOC-0015,Energy,21509.34
BUD-0011647,2020-01-10,LOC-0056,Maintenance,55503.38
BUD-0011648,2019-06-14,LOC-0100,Maintenance,57265.95
BUD-0011649,2021-08-31,LOC-0015,Administration,4134.05
BUD-0011650,2022-12-07,LOC-0029,Operations,16716.32
BUD-0011651,2023-01-23,LOC-0051,Administration,26004.24
BUD-0011652,2024-01-23,LOC-0097,Energy,146268.64
BUD-0011653,2020-01-12,LOC-0068,Production,38802.45
BUD-0011654,2019-02-19,LOC-0089,Maintenance,31886.6
BUD-0011655,2023-09-26,LOC-0037,Energy,12892.09
BUD-0011656,2021-07-22,LOC-0024,Energy,9843.93
BUD-0011657,2025-12-29,LOC-0006,Supply Chain,76796.52
BUD-0011658,2024-12-16,LOC-0058,Production,6746.33
BUD-0011659,2025-08-06,LOC-0087,Operations,26215.81
BUD-0011660,2024-01-30,LOC-0004,Energy,19711.68
BUD-0011661,2023-07-31,LOC-0036,Supply Chain,21527.58
BUD-0011662,2024-03-22,LOC-0100,Supply Chain,58258.25
BUD-0011663,2020-03-02,LOC-0087,Administration,35435.29
BUD-0011664,2020-01-21,LOC-0090,Administration,6631.76
BUD-0011665,2025-02-16,LOC-0087,Administration,21402.94
BUD-0011666,2025-12-22,LOC-0018,Supply Chain,12955.0
BUD-0011667,2019-07-31,LOC-0075,Supply Chain,30733.48
BUD-0011668,2025-06-11,LOC-0060,Production,98573.63
BUD-0011669,2024-05-07,LOC-0059,Administration,138611.15
BUD-0011670,2024-07-09,LOC-0020,Operations,31843.69
BUD-0011671,2022-12-20,LOC-0077,Operations,30884.63
BUD-0011672,2019-06-16,LOC-0040,Administration,53473.9
BUD-0011673,2019-05-17,LOC-0073,Supply Chain,16765.4
BUD-0011674,2023-07-12,LOC-0098,Operations,17193.91
BUD-0011675,2025-02-25,LOC-0089,Maintenance,22598.41
BUD-0011676,2024-10-22,LOC-0016,Production,20686.35
BUD-0011677,2019-02-10,LOC-0066,Production,36594.31
BUD-0011678,2023-07-20,LOC-0025,Operations,40749.29
BUD-0011679,2021-01-24,LOC-0060,Production,12327.46
BUD-0011680,2020-02-10,LOC-0004,Supply Chain,36761.84
BUD-0011681,2020-09-12,LOC-0002,Production,28976.69
BUD-0011682,2019-07-06,LOC-0091,Operations,28445.4
BUD-0011683,2023-09-20,LOC-0037,Maintenance,71354.16
BUD-0011684,2020-11-08,LOC-0045,Maintenance,52689.24
BUD-0011685,2022-11-07,LOC-0064,Operations,32027.78
BUD-0011686,2019-12-24,LOC-0063,Supply Chain,11436.15
BUD-0011687,2025-12-27,LOC-0055,Production,17845.91
BUD-0011688,2021-08-21,LOC-0075,Energy,40017.75
BUD-0011689,2023-03-10,LOC-0001,Production,8722.44
BUD-0011690,2025-07-20,LOC-0092,Production,38799.84
BUD-0011691,2024-04-05,LOC-0037,Production,105926.29
BUD-0011692,2024-02-20,LOC-0090,Energy,12572.93
BUD-0011693,2022-07-20,LOC-0085,Maintenance,9206.27
BUD-0011694,2020-03-14,LOC-0080,Operations,12648.56
BUD-0011695,2022-05-05,LOC-0036,Production,19430.07
BUD-0011696,2021-11-02,LOC-0095,Supply Chain,11730.2
BUD-0011697,2025-12-22,LOC-0076,Production,3226.64
BUD-0011698,2025-11-15,LOC-0058,Production,70559.54
BUD-0011699,2024-10-18,LOC-0085,Supply Chain,63863.93
BUD-0011700,2024-10-02,LOC-0035,Energy,10441.3
BUD-0011701,2020-03-07,LOC-0018,Operations,24106.0
BUD-0011702,2023-07-14,LOC-0037,Energy,2624.74
BUD-0011703,2023-08-16,LOC-0030,Maintenance,18521.23
BUD-0011704,2019-07-24,LOC-0052,Maintenance,94653.32
BUD-0011705,2025-01-23,LOC-0041,Operations,34318.82
BUD-0011706,2019-08-10,LOC-0069,Maintenance,33428.05
BUD-0011707,2021-01-02,LOC-0002,Production,6051.27
BUD-0011708,2020-10-07,LOC-0004,Maintenance,9841.13
BUD-0011709,2023-04-09,LOC-0050,Production,47136.66
BUD-0011710,2022-05-11,LOC-0089,Supply Chain,44903.95
BUD-0011711,2022-10-28,LOC-0061,Energy,19766.05
BUD-0011712,2020-11-10,LOC-0023,Administration,32706.0
BUD-0011713,2022-08-05,LOC-0096,Administration,23528.01
BUD-0011714,2025-11-26,LOC-0005,Energy,163087.84
BUD-0011715,2021-03-24,LOC-0004,Operations,38164.2
BUD-0011716,2025-08-25,LOC-0033,Production,28893.23
BUD-0011717,2021-09-26,LOC-0043,Operations,55338.83
BUD-0011718,2019-11-30,LOC-0018,Administration,73929.83
BUD-0011719,2020-07-28,LOC-0098,Energy,55935.09
BUD-0011720,2019-10-04,LOC-0011,Operations,37833.89
BUD-0011721,2020-03-08,LOC-0045,Production,37959.92
BUD-0011722,2023-06-01,LOC-0006,Production,35712.19
BUD-0011723,2025-07-01,LOC-0069,Supply Chain,6992.14
BUD-0011724,2021-05-28,LOC-0007,Maintenance,56017.38
BUD-0011725,2019-12-10,LOC-0069,Energy,89781.68
BUD-0011726,2023-01-13,LOC-0010,Supply Chain,16323.25
BUD-0011727,2022-06-21,LOC-0037,Energy,93204.67
BUD-0011728,2023-10-23,LOC-0100,Production,22569.55
BUD-0011729,2022-10-01,LOC-0080,Supply Chain,20001.33
BUD-0011730,2024-02-16,LOC-0081,Production,16948.5
BUD-0011731,2025-07-08,LOC-0098,Maintenance,14084.93
BUD-0011732,2022-02-08,LOC-0090,Production,104713.97
BUD-0011733,2023-05-23,LOC-0042,Supply Chain,10122.79
BUD-0011734,2024-04-04,LOC-0055,Energy,11018.1
BUD-0011735,2020-09-01,LOC-0026,Maintenance,16252.42
BUD-0011736,2022-12-19,LOC-0082,Administration,15847.88
BUD-0011737,2023-10-26,LOC-0023,Maintenance,10211.51
BUD-0011738,2019-02-11,LOC-0033,Operations,49801.76
BUD-0011739,2024-08-08,LOC-0047,Operations,53049.43
BUD-0011740,2025-06-15,LOC-0048,Energy,6635.06
BUD-0011741,2019-01-16,LOC-0033,Operations,37659.72
BUD-0011742,2020-05-15,LOC-0009,Production,102387.26
BUD-0011743,2020-01-05,LOC-0076,Administration,4441.13
BUD-0011744,2019-10-31,LOC-0037,Production,10315.11
BUD-0011745,2024-05-10,LOC-0026,Supply Chain,10893.57
BUD-0011746,2019-09-03,LOC-0030,Administration,28435.67
BUD-0011747,2022-11-09,LOC-0044,Energy,79383.85
BUD-0011748,2023-08-21,LOC-0042,Energy,38451.92
BUD-0011749,2023-03-15,LOC-0054,Production,34113.3
BUD-0011750,2025-03-05,LOC-0062,Maintenance,49806.39
BUD-0011751,2020-07-24,LOC-0083,Maintenance,6361.08
BUD-0011752,2025-07-09,LOC-0064,Energy,19965.7
BUD-0011753,2019-06-03,LOC-0048,Administration,15720.69
BUD-0011754,2023-08-07,LOC-0003,Supply Chain,22199.03
BUD-0011755,2019-10-11,LOC-0062,Maintenance,8139.25
BUD-0011756,2020-10-24,LOC-0093,Maintenance,11051.62
BUD-0011757,2024-12-20,LOC-0024,Operations,49149.88
BUD-0011758,2019-06-02,LOC-0049,Maintenance,18502.73
BUD-0011759,2023-02-28,LOC-0039,Operations,10811.95
BUD-0011760,2024-02-12,LOC-0025,Production,80354.01
BUD-0011761,2021-09-01,LOC-0084,Operations,16386.76
BUD-0011762,2025-08-12,LOC-0023,Production,3934.74
BUD-0011763,2024-11-22,LOC-0042,Energy,16128.48
BUD-0011764,2019-07-15,LOC-0015,Energy,33121.37
BUD-0011765,2020-11-02,LOC-0029,Maintenance,39645.44
BUD-0011766,2022-02-25,LOC-0045,Operations,6546.35
BUD-0011767,2021-04-03,LOC-0092,Administration,42369.23
BUD-0011768,2024-07-21,LOC-0044,Energy,51130.49
BUD-0011769,2024-03-26,LOC-0035,Administration,6372.59
BUD-0011770,2025-09-21,LOC-0078,Maintenance,46013.84
BUD-0011771,2021-04-20,LOC-0069,Maintenance,6674.48
BUD-0011772,2021-09-13,LOC-0086,Energy,42974.1
BUD-0011773,2020-01-11,LOC-0019,Administration,29751.1
BUD-0011774,2020-01-16,LOC-0034,Administration,17595.36
BUD-0011775,2022-08-26,LOC-0007,Maintenance,32270.45
BUD-0011776,2025-12-16,LOC-0081,Production,21115.52
BUD-0011777,2021-05-04,LOC-0069,Maintenance,23223.59
BUD-0011778,2023-03-14,LOC-0031,Operations,10864.26
BUD-0011779,2022-04-18,LOC-0031,Administration,5859.37
BUD-0011780,2020-07-11,LOC-0037,Administration,23766.09
BUD-0011781,2020-09-07,LOC-0074,Production,38140.07
BUD-0011782,2025-10-26,LOC-0078,Production,65683.28
BUD-0011783,2019-03-29,LOC-0080,Operations,27766.85
BUD-0011784,2024-11-12,LOC-0071,Production,16280.51
BUD-0011785,2021-12-23,LOC-0085,Maintenance,9403.52
BUD-0011786,2023-12-29,LOC-0075,Maintenance,36556.0
BUD-0011787,2021-08-18,LOC-0033,Supply Chain,63635.2
BUD-0011788,2020-07-14,LOC-0073,Administration,26609.13
BUD-0011789,2025-06-14,LOC-0069,Supply Chain,9524.34
BUD-0011790,2025-02-11,LOC-0079,Operations,19381.45
BUD-0011791,2019-05-06,LOC-0087,Energy,42380.78
BUD-0011792,2024-06-21,LOC-0099,Maintenance,52394.96
BUD-0011793,2024-07-20,LOC-0068,Supply Chain,55310.26
BUD-0011794,2024-09-11,LOC-0040,Maintenance,7667.47
BUD-0011795,2022-04-18,LOC-0074,Production,8484.55
BUD-0011796,2022-08-11,LOC-0043,Supply Chain,49139.66
BUD-0011797,2021-05-29,LOC-0094,Energy,53872.03
BUD-0011798,2023-12-13,LOC-0057,Production,30069.85
BUD-0011799,2023-05-27,LOC-0081,Supply Chain,9933.41
BUD-0011800,2019-06-15,LOC-0013,Energy,14227.44
BUD-0011801,2020-10-11,LOC-0002,Supply Chain,32571.97
BUD-0011802,2025-05-17,LOC-0089,Administration,44260.66
BUD-0011803,2022-08-01,LOC-0087,Maintenance,8017.81
BUD-0011804,2019-03-17,LOC-0050,Energy,26661.82
BUD-0011805,2024-12-29,LOC-0089,Maintenance,77780.24
BUD-0011806,2020-03-31,LOC-0040,Operations,30423.68
BUD-0011807,2019-07-26,LOC-0042,Maintenance,37569.94
BUD-0011808,2020-01-19,LOC-0081,Operations,25855.59
BUD-0011809,2019-05-31,LOC-0016,Supply Chain,22471.57
BUD-0011810,2025-05-13,LOC-0093,Maintenance,17498.58
BUD-0011811,2024-07-24,LOC-0037,Maintenance,54968.88
BUD-0011812,2021-12-30,LOC-0071,Operations,19693.52
BUD-0011813,2024-06-06,LOC-0059,Administration,19785.95
BUD-0011814,2025-03-03,LOC-0054,Production,552380.51
BUD-0011815,2025-12-24,LOC-0017,Operations,3841.55
BUD-0011816,2020-05-04,LOC-0007,Production,15930.15
BUD-0011817,2021-03-19,LOC-0060,Production,23925.4
BUD-0011818,2021-02-16,LOC-0054,Operations,19192.92
BUD-0011819,2019-02-26,LOC-0094,Administration,16788.27
BUD-0011820,2023-08-11,LOC-0087,Administration,17859.49
BUD-0011821,2023-06-09,LOC-0024,Maintenance,22713.64
BUD-0011822,2022-05-27,LOC-0080,Production,41734.16
BUD-0011823,2021-12-11,LOC-0059,Supply Chain,15647.07
BUD-0011824,2019-06-21,LOC-0048,Administration,8794.61
BUD-0011825,2020-05-15,LOC-0061,Operations,82442.32
BUD-0011826,2023-04-11,LOC-0017,Maintenance,18888.3
BUD-0011827,2020-10-26,LOC-0096,Production,21449.11
BUD-0011828,2023-12-08,LOC-0097,Maintenance,8626.91
BUD-0011829,2025-12-08,LOC-0017,Energy,14895.39
BUD-0011830,2020-12-23,LOC-0050,Supply Chain,95931.59
BUD-0011831,2024-03-15,LOC-0039,Administration,35525.67
BUD-0011832,2021-03-10,LOC-0042,Energy,99141.36
BUD-0011833,2019-04-08,LOC-0073,Production,61504.0
BUD-0011834,2025-08-27,LOC-0021,Energy,14811.43
BUD-0011835,2024-08-12,LOC-0082,Supply Chain,4859.5
BUD-0011836,2024-11-03,LOC-0004,Energy,12568.01
BUD-0011837,2019-09-12,LOC-0011,Production,163177.15
BUD-0011838,2021-05-02,LOC-0028,Operations,18053.41
BUD-0011839,2022-08-22,LOC-0095,Supply Chain,33058.59
BUD-0011840,2024-10-31,LOC-0060,Operations,5735.41
BUD-0011841,2022-11-13,LOC-0017,Supply Chain,15778.9
BUD-0011842,2021-06-21,LOC-0099,Maintenance,3670.88
BUD-0011843,2019-05-12,LOC-0022,Supply Chain,25283.34
BUD-0011844,2019-12-26,LOC-0009,Production,22240.64
BUD-0011845,2024-05-13,LOC-0083,Maintenance,19777.52
BUD-0011846,2022-08-18,LOC-0044,Energy,4913.56
BUD-0011847,2019-12-02,LOC-0013,Energy,7875.24
BUD-0011848,2025-02-15,LOC-0022,Supply Chain,41227.92
BUD-0011849,2022-09-11,LOC-0055,Maintenance,32170.51
BUD-0011850,2025-11-30,LOC-0053,Operations,17457.85
BUD-0011851,2022-09-16,LOC-0013,Production,82600.23
BUD-0011852,2023-03-24,LOC-0044,Supply Chain,36718.73
BUD-0011853,2019-05-25,LOC-0073,Production,31069.87
BUD-0011854,2023-04-20,LOC-0037,Energy,28171.47
BUD-0011855,2020-08-04,LOC-0048,Supply Chain,48409.29
BUD-0011856,2022-07-25,LOC-0087,Maintenance,5545.61
BUD-0011857,2024-08-03,LOC-0077,Production,5598.89
BUD-0011858,2023-01-01,LOC-0057,Energy,30017.49
BUD-0011859,2019-11-21,LOC-0019,Operations,42433.86
BUD-0011860,2019-06-24,LOC-0025,Maintenance,29466.21
BUD-0011861,2021-02-03,LOC-0099,Production,99698.18
BUD-0011862,2020-11-23,LOC-0076,Energy,75952.29
BUD-0011863,2025-02-18,LOC-0015,Supply Chain,15072.47
BUD-0011864,2023-12-18,LOC-0064,Administration,12723.13
BUD-0011865,2023-06-07,LOC-0059,Energy,42776.4
BUD-0011866,2025-10-26,LOC-0006,Production,26454.1
BUD-0011867,2022-08-27,LOC-0027,Operations,27902.19
BUD-0011868,2025-08-16,LOC-0023,Supply Chain,27663.37
BUD-0011869,2022-05-20,LOC-0037,Production,14559.52
BUD-0011870,2023-06-13,LOC-0040,Energy,18215.41
BUD-0011871,2021-03-21,LOC-0038,Energy,13590.15
BUD-0011872,2025-03-27,LOC-0014,Energy,12130.81
BUD-0011873,2024-07-13,LOC-0054,Operations,13660.97
BUD-0011874,2019-09-01,LOC-0092,Administration,24227.48
BUD-0011875,2022-08-01,LOC-0024,Maintenance,15052.91
BUD-0011876,2022-01-17,LOC-0091,Maintenance,24691.76
BUD-0011877,2025-10-06,LOC-0049,Administration,21832.46
BUD-0011878,2020-09-18,LOC-0032,Operations,6836.9
BUD-0011879,2020-01-01,LOC-0041,Production,30619.61
BUD-0011880,2023-05-16,LOC-0054,Energy,15371.15
BUD-0011881,2022-05-15,LOC-0010,Energy,4733.39
BUD-0011882,2021-07-28,LOC-0005,Operations,53006.6
BUD-0011883,2025-06-08,LOC-0070,Energy,29809.23
BUD-0011884,2023-12-28,LOC-0096,Operations,5957.53
BUD-0011885,2025-10-30,LOC-0013,Energy,30896.76
BUD-0011886,2022-04-19,LOC-0052,Production,26324.5
BUD-0011887,2020-11-01,LOC-0052,Maintenance,18389.21
BUD-0011888,2020-12-19,LOC-0001,Production,14177.47
BUD-0011889,2019-02-19,LOC-0056,Maintenance,9570.24
BUD-0011890,2024-07-12,LOC-0076,Energy,49686.09
BUD-0011891,2024-11-24,LOC-0018,Maintenance,9707.53
BUD-0011892,2023-03-15,LOC-0057,Operations,39199.12
BUD-0011893,2021-01-29,LOC-0056,Energy,23856.04
BUD-0011894,2025-02-01,LOC-0004,Operations,10218.84
BUD-0011895,2019-05-22,LOC-0016,Operations,71957.81
BUD-0011896,2019-12-27,LOC-0005,Administration,14957.06
BUD-0011897,2023-02-28,LOC-0022,Production,194350.09
BUD-0011898,2023-03-15,LOC-0027,Administration,34272.23
BUD-0011899,2024-01-19,LOC-0084,Operations,23537.37
BUD-0011900,2025-02-25,LOC-0024,Supply Chain,3902.2
BUD-0011901,2023-01-06,LOC-0078,Production,14616.55
BUD-0011902,2022-10-24,LOC-0021,Production,28075.5
BUD-0011903,2025-08-03,LOC-0071,Supply Chain,20801.74
BUD-0011904,2020-08-23,LOC-0077,Production,14049.78
BUD-0011905,2020-08-19,LOC-0086,Energy,6536.47
BUD-0011906,2019-06-27,LOC-0036,Production,19555.63
BUD-0011907,2024-10-26,LOC-0002,Supply Chain,15807.45
BUD-0011908,2024-06-19,LOC-0051,Administration,8703.09
BUD-0011909,2025-11-04,LOC-0005,Production,4029.02
BUD-0011910,2021-01-14,LOC-0080,Production,12637.87
BUD-0011911,2025-12-25,LOC-0095,Production,42928.19
BUD-0011912,2019-12-07,LOC-0073,Energy,55502.74
BUD-0011913,2022-11-27,LOC-0087,Supply Chain,24882.96
BUD-0011914,2023-08-03,LOC-0019,Maintenance,2218.95
BUD-0011915,2024-12-03,LOC-0099,Administration,5273.82
BUD-0011916,2025-07-05,LOC-0034,Maintenance,27437.11
BUD-0011917,2024-12-24,LOC-0004,Maintenance,41668.29
BUD-0011918,2024-03-10,LOC-0074,Energy,23743.55
BUD-0011919,2019-08-18,LOC-0056,Supply Chain,51291.3
BUD-0011920,2021-12-11,LOC-0001,Administration,14024.91
BUD-0011921,2022-10-27,LOC-0079,Energy,33686.99
BUD-0011922,2020-02-24,LOC-0006,Energy,16805.84
BUD-0011923,2022-10-02,LOC-0098,Maintenance,74991.39
BUD-0011924,2023-03-19,LOC-0011,Administration,40808.53
BUD-0011925,2023-08-19,LOC-0080,Production,32858.76
BUD-0011926,2024-05-05,LOC-0097,Supply Chain,26563.02
BUD-0011927,2019-04-10,LOC-0052,Energy,38496.2
BUD-0011928,2020-04-27,LOC-0082,Maintenance,8273.19
BUD-0011929,2024-09-12,LOC-0081,Operations,8771.3
BUD-0011930,2022-04-24,LOC-0067,Production,73086.73
BUD-0011931,2019-05-16,LOC-0064,Administration,26890.8
BUD-0011932,2019-10-06,LOC-0018,Production,6726.88
BUD-0011933,2024-06-08,LOC-0083,Energy,3665.37
BUD-0011934,2021-01-07,LOC-0086,Production,18467.09
BUD-0011935,2022-12-01,LOC-0100,Energy,3327.51
BUD-0011936,2019-01-04,LOC-0074,Energy,109387.9
BUD-0011937,2025-02-03,LOC-0041,Energy,30970.41
BUD-0011938,2021-09-15,LOC-0013,Operations,37165.21
BUD-0011939,2023-10-30,LOC-0021,Energy,33729.92
BUD-0011940,2021-06-04,LOC-0094,Energy,5840.63
BUD-0011941,2019-12-12,LOC-0086,Administration,44971.85
BUD-0011942,2020-01-29,LOC-0049,Production,28331.73
BUD-0011943,2023-06-25,LOC-0050,Maintenance,57912.79
BUD-0011944,2025-03-15,LOC-0076,Supply Chain,5789.83
BUD-0011945,2021-05-10,LOC-0085,Production,31084.94
BUD-0011946,2023-10-05,LOC-0052,Production,14771.17
BUD-0011947,2019-12-07,LOC-0007,Production,9438.47
BUD-0011948,2021-04-13,LOC-0021,Supply Chain,28736.81
BUD-0011949,2024-07-06,LOC-0037,Supply Chain,20150.07
BUD-0011950,2024-03-05,LOC-0020,Maintenance,4889.04
BUD-0011951,2021-01-13,LOC-0016,Energy,8608.53
BUD-0011952,2022-06-19,LOC-0091,Administration,126451.57
BUD-0011953,2019-03-15,LOC-0050,Supply Chain,10674.24
BUD-0011954,2022-06-24,LOC-0059,Production,14068.45
BUD-0011955,2022-04-27,LOC-0082,Production,47597.96
BUD-0011956,2019-03-09,LOC-0001,Supply Chain,38929.73
BUD-0011957,2021-02-24,LOC-0054,Maintenance,57829.65
BUD-0011958,2025-06-14,LOC-0002,Operations,31466.88
BUD-0011959,2022-03-13,LOC-0065,Supply Chain,15430.46
BUD-0011960,2022-03-09,LOC-0049,Supply Chain,16224.72
BUD-0011961,2021-12-25,LOC-0023,Operations,21746.98
BUD-0011962,2019-11-22,LOC-0098,Maintenance,67180.49
BUD-0011963,2025-09-22,LOC-0065,Production,14846.62
BUD-0011964,2020-02-26,LOC-0061,Maintenance,63394.51
BUD-0011965,2022-09-23,LOC-0006,Operations,45709.63
BUD-0011966,2023-08-23,LOC-0053,Administration,8480.9
BUD-0011967,2022-11-20,LOC-0075,Energy,15171.23
BUD-0011968,2025-07-30,LOC-0082,Maintenance,25209.94
BUD-0011969,2020-01-28,LOC-0054,Supply Chain,8288.89
BUD-0011970,2019-03-18,LOC-0091,Operations,17983.49
BUD-0011971,2023-01-12,LOC-0036,Supply Chain,49518.89
BUD-0011972,2023-03-01,LOC-0031,Energy,56652.99
BUD-0011973,2020-07-28,LOC-0097,Supply Chain,50075.27
BUD-0011974,2021-06-06,LOC-0017,Energy,10129.95
BUD-0011975,2022-11-06,LOC-0087,Energy,20208.38
BUD-0011976,2025-09-12,LOC-0100,Energy,42378.29
BUD-0011977,2019-07-24,LOC-0085,Maintenance,46232.1
BUD-0011978,2020-12-24,LOC-0001,Energy,20977.21
BUD-0011979,2024-05-16,LOC-0041,Energy,31412.28
BUD-0011980,2021-08-17,LOC-0032,Administration,34892.8
BUD-0011981,2022-10-18,LOC-0083,Production,31681.54
BUD-0011982,2023-03-13,LOC-0073,Supply Chain,53333.7
BUD-0011983,2023-02-01,LOC-0029,Production,36457.99
BUD-0011984,2024-06-10,LOC-0014,Maintenance,5778.15
BUD-0011985,2021-09-22,LOC-0060,Production,29153.98
BUD-0011986,2024-10-06,LOC-0070,Production,33751.55
BUD-0011987,2022-01-27,LOC-0049,Administration,36386.31
BUD-0011988,2023-11-25,LOC-0033,Administration,50151.74
BUD-0011989,2019-08-03,LOC-0008,Production,14422.5
BUD-0011990,2023-01-10,LOC-0029,Operations,40598.6
BUD-0011991,2022-11-18,LOC-0040,Production,16808.39
BUD-0011992,2020-07-23,LOC-0066,Production,31641.44
BUD-0011993,2025-12-31,LOC-0075,Production,6505.47
BUD-0011994,2019-10-29,LOC-0050,Administration,6360.45
BUD-0011995,2024-10-17,LOC-0051,Production,6824.59
