waste_key,waste_id,date_key,location_key,waste_category,disposal_method,waste_quantity
45361,WST-045361,20190819,31,Metal,Treatment,928.622
45362,WST-045362,20200828,46,Chemical,Recycling,197.796
45363,WST-045363,20240409,5,Metal,Reuse,984.328
45364,WST-045364,20190211,50,Chemical,Landfill,581.227
45365,WST-045365,20250417,42,Plastic,Landfill,440.661
45366,WST-045366,20210818,7,Metal,Treatment,634.616
45367,WST-045367,20250809,61,General,Recycling,887.651
45368,WST-045368,20220308,92,Metal,Treatment,259.602
45369,WST-045369,20220315,30,Plastic,Treatment,462.057
45370,WST-045370,20191222,47,General,Reuse,219.556
45371,WST-045371,20220819,89,General,Landfill,787.45
45372,WST-045372,20230416,76,Paper,Treatment,589.998
45373,WST-045373,20240205,15,Plastic,Reuse,378.362
45374,WST-045374,20190628,95,General,Recycling,233.544
45375,WST-045375,20231127,72,Metal,Treatment,929.656
45376,WST-045376,20251226,87,Paper,Recycling,482.568
45377,WST-045377,20250316,80,Plastic,Reuse,595.016
45378,WST-045378,20240625,41,Chemical,Treatment,206.873
45379,WST-045379,20200726,9,General,Treatment,463.119
45380,WST-045380,20241130,39,Paper,Reuse,822.247
45381,WST-045381,20191012,24,General,Landfill,821.613
45382,WST-045382,20220902,12,Plastic,Reuse,117.689
45383,WST-045383,20190214,59,Metal,Recycling,152.231
45384,WST-045384,20230725,36,Chemical,Treatment,622.471
45385,WST-045385,20211124,31,Metal,Landfill,23.248
45386,WST-045386,20220910,9,Plastic,Reuse,426.217
45387,WST-045387,20190417,68,Plastic,Landfill,695.951
45388,WST-045388,20200909,88,Chemical,Treatment,677.319
45389,WST-045389,20211104,75,Plastic,Recycling,948.656
45390,WST-045390,20210506,69,Plastic,Reuse,542.364
45391,WST-045391,20211014,43,Metal,Recycling,88.431
45392,WST-045392,20200510,49,General,Recycling,609.962
45393,WST-045393,20191121,40,Paper,Treatment,523.275
45394,WST-045394,20231011,37,General,Reuse,196.733
45395,WST-045395,20191125,58,Metal,Reuse,142.354
45396,WST-045396,20210913,45,General,Recycling,956.637
45397,WST-045397,20220701,74,Chemical,Landfill,460.029
45398,WST-045398,20250803,26,Paper,Landfill,471.21
45399,WST-045399,20200116,33,Chemical,Treatment,241.12
45400,WST-045400,20200905,74,General,Reuse,141.943
45401,WST-045401,20250204,5,Metal,Reuse,463.703
45402,WST-045402,20211007,52,Metal,Treatment,392.037
45403,WST-045403,20230711,20,Paper,Recycling,839.373
45404,WST-045404,20210527,44,Chemical,Reuse,322.396
45405,WST-045405,20250623,79,Chemical,Recycling,883.153
45406,WST-045406,20210930,84,Paper,Reuse,484.991
45407,WST-045407,20190116,15,Plastic,Recycling,98.781
45408,WST-045408,20201103,25,General,Treatment,764.24
45409,WST-045409,20250427,97,General,Reuse,957.073
45410,WST-045410,20230728,60,Plastic,Reuse,116.109
45411,WST-045411,20241109,62,Metal,Reuse,108.988
45412,WST-045412,20220322,96,General,Recycling,478.149
45413,WST-045413,20220105,32,Metal,Landfill,897.055
45414,WST-045414,20200806,64,Chemical,Recycling,750.882
45415,WST-045415,20250108,18,Chemical,Landfill,838.763
45416,WST-045416,20201013,61,Paper,Landfill,807.592
45417,WST-045417,20241109,24,Plastic,Recycling,502.282
45418,WST-045418,20210604,77,Chemical,Landfill,12.279
45419,WST-045419,20230307,92,General,Landfill,186.177
45420,WST-045420,20240510,47,Plastic,Landfill,809.159
45421,WST-045421,20211122,28,Chemical,Landfill,798.43
45422,WST-045422,20241218,44,Chemical,Reuse,810.38
45423,WST-045423,20240103,37,Plastic,Landfill,374.804
45424,WST-045424,20210825,2,Chemical,Recycling,88.964
45425,WST-045425,20220821,16,Metal,Landfill,734.815
45426,WST-045426,20230203,99,Paper,Treatment,777.874
45427,WST-045427,20210724,24,Metal,Landfill,962.326
45428,WST-045428,20220819,49,Metal,Landfill,655.231
45429,WST-045429,20251023,15,Chemical,Treatment,499.56
45430,WST-045430,20211020,97,Metal,Reuse,731.359
45431,WST-045431,20190629,87,Paper,Treatment,80.125
45432,WST-045432,20191118,2,Metal,Reuse,850.463
45433,WST-045433,20250310,97,Chemical,Treatment,353.556
45434,WST-045434,20240627,47,Metal,Treatment,247.957
45435,WST-045435,20191227,80,General,Treatment,710.767
45436,WST-045436,20201120,38,General,Landfill,270.316
45437,WST-045437,20220328,60,Paper,Landfill,209.506
45438,WST-045438,20230329,29,Paper,Treatment,858.895
45439,WST-045439,20210526,19,Chemical,Reuse,150.113
45440,WST-045440,20250913,72,Paper,Recycling,314.843
45441,WST-045441,20240404,53,General,Recycling,881.629
45442,WST-045442,20220315,81,Paper,Landfill,879.869
45443,WST-045443,20250228,6,Paper,Reuse,984.364
45444,WST-045444,20251230,51,Paper,Landfill,557.214
45445,WST-045445,20231108,76,Plastic,Treatment,383.253
45446,WST-045446,20240803,21,General,Recycling,761.291
45447,WST-045447,20220621,92,General,Treatment,708.487
45448,WST-045448,20190529,13,Chemical,Landfill,927.302
45449,WST-045449,20190702,44,General,Landfill,168.852
45450,WST-045450,20240216,98,Plastic,Landfill,919.332
45451,WST-045451,20251206,29,Chemical,Treatment,155.074
45452,WST-045452,20220806,77,Plastic,Treatment,308.393
45453,WST-045453,20240521,92,Metal,Landfill,298.84
45454,WST-045454,20240203,67,Paper,Landfill,693.476
45455,WST-045455,20240821,51,General,Recycling,963.332
45456,WST-045456,20210522,18,Metal,Landfill,257.23
45457,WST-045457,20201210,48,Chemical,Recycling,397.985
45458,WST-045458,20230816,10,Plastic,Recycling,603.515
45459,WST-045459,20241102,85,General,Recycling,422.615
45460,WST-045460,20190820,34,Plastic,Landfill,794.818
45461,WST-045461,20230609,95,Chemical,Landfill,809.692
45462,WST-045462,20200601,44,Paper,Recycling,447.461
45463,WST-045463,20250704,93,Chemical,Treatment,767.749
45464,WST-045464,20240927,2,Plastic,Reuse,541.901
45465,WST-045465,20200107,35,Chemical,Treatment,658.662
45466,WST-045466,20220122,20,Metal,Recycling,73.147
45467,WST-045467,20190115,47,Metal,Treatment,299.98
45468,WST-045468,20230910,40,Chemical,Treatment,765.664
45469,WST-045469,20231217,100,Paper,Treatment,854.808
45470,WST-045470,20240908,92,Paper,Recycling,79.58
45471,WST-045471,20241130,38,Paper,Treatment,381.881
45472,WST-045472,20191010,86,Chemical,Recycling,750.269
45473,WST-045473,20191108,12,General,Treatment,661.543
45474,WST-045474,20231127,25,Metal,Treatment,352.351
45475,WST-045475,20191018,55,Metal,Reuse,277.285
45476,WST-045476,20250904,24,Paper,Recycling,122.406
45477,WST-045477,20250808,70,Chemical,Treatment,900.076
45478,WST-045478,20250228,53,Paper,Recycling,418.035
45479,WST-045479,20230214,85,Paper,Recycling,858.109
45480,WST-045480,20190310,53,Plastic,Reuse,129.485
45481,WST-045481,20201101,30,Paper,Treatment,414.244
45482,WST-045482,20220914,6,Paper,Landfill,598.867
45483,WST-045483,20190418,17,General,Recycling,992.332
45484,WST-045484,20240324,71,Paper,Landfill,541.937
45485,WST-045485,20230425,88,Paper,Landfill,696.03
45486,WST-045486,20191217,58,General,Reuse,580.299
45487,WST-045487,20250929,61,Metal,Treatment,932.801
45488,WST-045488,20190314,16,Paper,Landfill,124.962
45489,WST-045489,20190612,4,Plastic,Recycling,257.548
45490,WST-045490,20220404,38,Paper,Recycling,265.7
45491,WST-045491,20220506,86,General,Treatment,131.814
45492,WST-045492,20211125,47,Plastic,Treatment,698.712
45493,WST-045493,20190530,18,Chemical,Treatment,139.888
45494,WST-045494,20211110,63,Paper,Reuse,651.131
45495,WST-045495,20230916,91,General,Recycling,271.67
45496,WST-045496,20191001,37,Chemical,Treatment,23.515
45497,WST-045497,20201216,81,Metal,Landfill,527.135
45498,WST-045498,20200309,97,Plastic,Reuse,144.072
45499,WST-045499,20240815,40,General,Landfill,778.242
45500,WST-045500,20230329,100,Chemical,Reuse,507.922
45501,WST-045501,20220508,5,Metal,Reuse,29.124
45502,WST-045502,20221111,36,Metal,Landfill,902.046
45503,WST-045503,20251113,23,General,Recycling,852.011
45504,WST-045504,20250422,37,Chemical,Reuse,873.294
45505,WST-045505,20201030,41,General,Recycling,430.817
45506,WST-045506,20241004,52,Metal,Landfill,948.141
45507,WST-045507,20220214,11,General,Reuse,254.036
45508,WST-045508,20240820,18,Paper,Recycling,810.363
45509,WST-045509,20230522,44,Paper,Treatment,537.291
45510,WST-045510,20221117,60,Metal,Reuse,483.944
45511,WST-045511,20210507,78,Chemical,Reuse,589.476
45512,WST-045512,20211120,37,Chemical,Reuse,629.817
45513,WST-045513,20191004,18,Paper,Treatment,80.764
45514,WST-045514,20230905,65,Plastic,Landfill,625.485
45515,WST-045515,20240428,79,Chemical,Recycling,649.672
45516,WST-045516,20211222,73,General,Landfill,181.13
45517,WST-045517,20250323,44,Paper,Recycling,362.66
45518,WST-045518,20251208,63,Paper,Landfill,575.061
45519,WST-045519,20220504,37,Metal,Treatment,32.904
45520,WST-045520,20211015,47,General,Landfill,26.322
45521,WST-045521,20250307,12,Chemical,Treatment,977.907
45522,WST-045522,20190809,40,Plastic,Treatment,654.485
45523,WST-045523,20250223,99,General,Reuse,256.788
45524,WST-045524,20251211,50,Metal,Landfill,196.14
45525,WST-045525,20210326,76,Plastic,Recycling,807.603
45526,WST-045526,20200828,62,Chemical,Recycling,379.314
45527,WST-045527,20230513,24,Chemical,Landfill,38.558
45528,WST-045528,20250204,6,Chemical,Reuse,584.83
45529,WST-045529,20190131,36,Paper,Treatment,958.488
45530,WST-045530,20230724,68,Metal,Landfill,234.478
45531,WST-045531,20220215,92,General,Landfill,973.599
45532,WST-045532,20210127,79,General,Reuse,932.838
45533,WST-045533,20250606,55,Chemical,Reuse,962.021
45534,WST-045534,20191108,57,Paper,Recycling,33.601
45535,WST-045535,20201007,28,Chemical,Reuse,60.228
45536,WST-045536,20190421,43,Paper,Landfill,446.599
45537,WST-045537,20200218,7,Chemical,Recycling,920.165
45538,WST-045538,20230102,99,Plastic,Reuse,306.546
45539,WST-045539,20231115,2,General,Treatment,829.032
45540,WST-045540,20201112,97,Paper,Landfill,952.639
45541,WST-045541,20240104,67,Chemical,Treatment,673.456
45542,WST-045542,20230220,1,General,Recycling,129.065
45543,WST-045543,20250519,67,Chemical,Treatment,403.955
45544,WST-045544,20240217,65,Plastic,Recycling,689.823
45545,WST-045545,20191220,18,Metal,Recycling,130.678
45546,WST-045546,20230928,89,Chemical,Recycling,468.072
45547,WST-045547,20221017,29,Chemical,Treatment,968.448
45548,WST-045548,20230902,32,General,Treatment,607.968
45549,WST-045549,20200729,83,Chemical,Recycling,529.408
45550,WST-045550,20201208,23,General,Recycling,342.144
45551,WST-045551,20220304,81,Plastic,Reuse,826.807
45552,WST-045552,20250410,62,Plastic,Reuse,832.777
45553,WST-045553,20240520,32,Plastic,Recycling,753.819
45554,WST-045554,20210830,45,Chemical,Reuse,185.484
45555,WST-045555,20221001,74,General,Treatment,891.413
45556,WST-045556,20200714,73,Plastic,Landfill,782.166
45557,WST-045557,20200615,8,Paper,Recycling,789.318
45558,WST-045558,20240704,48,General,Recycling,586.463
45559,WST-045559,20201006,67,Metal,Recycling,497.903
45560,WST-045560,20251027,52,Plastic,Treatment,689.053
45561,WST-045561,20251223,73,Metal,Reuse,39.975
45562,WST-045562,20240913,10,Metal,Reuse,36.128
45563,WST-045563,20201208,67,Metal,Recycling,367.569
45564,WST-045564,20251104,67,Metal,Landfill,776.635
45565,WST-045565,20250531,61,Chemical,Treatment,884.548
45566,WST-045566,20240313,74,Metal,Recycling,810.743
45567,WST-045567,20210122,72,Paper,Recycling,55.095
45568,WST-045568,20200113,41,Chemical,Recycling,41.117
45569,WST-045569,20210813,64,Paper,Reuse,909.89
45570,WST-045570,20230429,15,Paper,Treatment,597.167
45571,WST-045571,20250307,82,Chemical,Treatment,804.575
45572,WST-045572,20241016,97,Paper,Recycling,4.689
45573,WST-045573,20190112,47,Paper,Treatment,553.599
45574,WST-045574,20210105,3,Metal,Landfill,295.164
45575,WST-045575,20240819,81,Paper,Recycling,451.151
45576,WST-045576,20250315,23,Plastic,Recycling,343.587
45577,WST-045577,20240710,21,Plastic,Reuse,5.833
45578,WST-045578,20240612,3,Metal,Reuse,401.882
45579,WST-045579,20220603,91,Metal,Reuse,587.544
45580,WST-045580,20220823,58,Paper,Landfill,604.691
45581,WST-045581,20230301,58,General,Recycling,609.849
45582,WST-045582,20230330,11,Metal,Landfill,971.001
45583,WST-045583,20251014,50,Chemical,Treatment,582.014
45584,WST-045584,20200104,21,General,Landfill,476.348
45585,WST-045585,20220717,30,Chemical,Landfill,685.193
45586,WST-045586,20230716,63,General,Reuse,81.548
45587,WST-045587,20200929,66,Metal,Landfill,551.83
45588,WST-045588,20251205,82,Metal,Recycling,101.246
45589,WST-045589,20240105,93,Chemical,Landfill,631.3
45590,WST-045590,20221114,91,Metal,Recycling,578.805
45591,WST-045591,20230410,95,Paper,Treatment,435.833
45592,WST-045592,20230319,98,Chemical,Treatment,534.086
45593,WST-045593,20190218,13,Paper,Landfill,518.604
45594,WST-045594,20210226,87,Plastic,Reuse,383.416
45595,WST-045595,20231101,24,Paper,Treatment,907.849
45596,WST-045596,20191231,80,Plastic,Reuse,756.194
45597,WST-045597,20250721,91,Chemical,Treatment,230.6
45598,WST-045598,20230710,16,Plastic,Recycling,965.447
45599,WST-045599,20220913,13,Chemical,Landfill,425.488
45600,WST-045600,20220302,6,General,Recycling,855.308
45601,WST-045601,20190714,85,Paper,Landfill,504.221
45602,WST-045602,20230123,89,Paper,Recycling,666.64
45603,WST-045603,20250109,62,Plastic,Reuse,795.826
45604,WST-045604,20200517,84,Chemical,Treatment,931.63
45605,WST-045605,20190428,62,General,Recycling,834.284
45606,WST-045606,20190331,89,Metal,Treatment,804.053
45607,WST-045607,20210724,43,Plastic,Reuse,632.38
45608,WST-045608,20231116,56,Plastic,Landfill,699.503
45609,WST-045609,20200510,4,Plastic,Landfill,941.502
45610,WST-045610,20191020,20,General,Reuse,44.378
45611,WST-045611,20250323,24,Chemical,Reuse,730.473
45612,WST-045612,20230213,97,Plastic,Recycling,132.065
45613,WST-045613,20230715,98,Plastic,Treatment,797.635
45614,WST-045614,20240113,50,Metal,Recycling,338.539
45615,WST-045615,20220812,62,General,Treatment,787.994
45616,WST-045616,20220303,26,General,Reuse,727.294
45617,WST-045617,20190618,63,Plastic,Landfill,488.278
45618,WST-045618,20230710,75,Plastic,Landfill,31.185
45619,WST-045619,20190213,73,Paper,Recycling,454.959
45620,WST-045620,20200802,6,Metal,Treatment,4.048
45621,WST-045621,20200611,67,Plastic,Reuse,205.94
45622,WST-045622,20210520,92,Metal,Landfill,754.214
45623,WST-045623,20221007,44,Chemical,Reuse,568.998
45624,WST-045624,20220726,67,Metal,Landfill,751.526
45625,WST-045625,20201119,13,Metal,Treatment,871.947
45626,WST-045626,20220121,68,Plastic,Recycling,492.388
45627,WST-045627,20200715,67,Metal,Landfill,259.052
45628,WST-045628,20200118,45,Plastic,Recycling,432.604
45629,WST-045629,20230806,98,Chemical,Reuse,168.084
45630,WST-045630,20250807,51,Chemical,Reuse,179.992
45631,WST-045631,20200216,47,Plastic,Treatment,770.941
45632,WST-045632,20191108,59,Chemical,Treatment,234.745
45633,WST-045633,20240603,69,Metal,Landfill,402.988
45634,WST-045634,20250513,25,General,Recycling,135.801
45635,WST-045635,20210109,47,Plastic,Reuse,765.505
45636,WST-045636,20250529,29,Plastic,Reuse,424.448
45637,WST-045637,20201221,72,General,Treatment,550.755
45638,WST-045638,20240814,3,Chemical,Treatment,368.597
45639,WST-045639,20220519,31,Metal,Recycling,406.543
45640,WST-045640,20251112,98,General,Reuse,203.735
45641,WST-045641,20240102,18,General,Landfill,866.95
45642,WST-045642,20200910,77,Metal,Reuse,674.304
45643,WST-045643,20210508,75,Plastic,Landfill,775.299
45644,WST-045644,20191028,26,Chemical,Reuse,240.576
45645,WST-045645,20210102,4,Paper,Reuse,945.223
45646,WST-045646,20210409,96,General,Recycling,972.368
45647,WST-045647,20190812,79,Metal,Landfill,572.714
45648,WST-045648,20191213,47,Paper,Reuse,650.83
45649,WST-045649,20240810,13,Paper,Landfill,552.259
45650,WST-045650,20230414,14,Paper,Recycling,253.292
45651,WST-045651,20220717,40,Metal,Landfill,274.215
45652,WST-045652,20240727,39,General,Treatment,853.147
45653,WST-045653,20201104,2,Metal,Landfill,321.282
45654,WST-045654,20241125,40,General,Landfill,873.938
45655,WST-045655,20220307,68,Chemical,Treatment,259.613
45656,WST-045656,20220423,36,Paper,Recycling,658.309
45657,WST-045657,20231016,90,Chemical,Reuse,858.109
45658,WST-045658,20230929,2,Paper,Treatment,958.744
45659,WST-045659,20200521,27,General,Recycling,439.519
45660,WST-045660,20230903,69,General,Reuse,969.811
45661,WST-045661,20230925,4,Paper,Landfill,215.466
45662,WST-045662,20190926,31,Chemical,Reuse,493.662
45663,WST-045663,20250318,7,General,Recycling,163.316
45664,WST-045664,20250227,58,Metal,Recycling,631.279
45665,WST-045665,20210128,68,Chemical,Landfill,49.342
45666,WST-045666,20210221,34,Metal,Recycling,698.67
45667,WST-045667,20220419,53,Paper,Reuse,891.479
45668,WST-045668,20200425,57,Plastic,Landfill,416.879
45669,WST-045669,20211023,98,Metal,Reuse,757.699
45670,WST-045670,20251126,71,General,Recycling,948.395
45671,WST-045671,20250714,4,Paper,Treatment,697.003
45672,WST-045672,20240304,43,Plastic,Landfill,897.401
45673,WST-045673,20220220,16,General,Reuse,40.012
45674,WST-045674,20240206,10,Paper,Recycling,254.057
45675,WST-045675,20250905,4,Chemical,Reuse,675.485
45676,WST-045676,20230624,65,Metal,Recycling,412.823
45677,WST-045677,20221021,79,Plastic,Landfill,759.277
45678,WST-045678,20240612,61,Paper,Reuse,637.246
45679,WST-045679,20240605,79,Metal,Treatment,317.39
45680,WST-045680,20230110,45,Plastic,Reuse,961.805
45681,WST-045681,20240302,73,Paper,Reuse,523.005
45682,WST-045682,20230713,31,Paper,Recycling,555.745
45683,WST-045683,20210707,85,Paper,Recycling,138.644
45684,WST-045684,20240203,10,Plastic,Reuse,469.085
45685,WST-045685,20220425,13,Plastic,Recycling,779.388
45686,WST-045686,20190905,77,Paper,Recycling,796.281
45687,WST-045687,20210530,6,Paper,Reuse,720.394
45688,WST-045688,20231031,88,Metal,Treatment,189.834
45689,WST-045689,20221125,23,Plastic,Treatment,118.002
45690,WST-045690,20251006,92,Chemical,Treatment,327.371
45691,WST-045691,20251112,21,General,Treatment,135.339
45692,WST-045692,20220705,9,Chemical,Treatment,839.355
45693,WST-045693,20190212,20,Plastic,Reuse,154.667
45694,WST-045694,20211119,99,Paper,Reuse,122.154
45695,WST-045695,20191102,17,Chemical,Landfill,669.976
45696,WST-045696,20220217,32,Paper,Landfill,515.666
45697,WST-045697,20220208,13,Metal,Treatment,539.147
45698,WST-045698,20190901,60,General,Reuse,989.387
45699,WST-045699,20250717,5,Chemical,Recycling,560.357
45700,WST-045700,20190210,56,General,Treatment,804.398
45701,WST-045701,20200214,44,Chemical,Landfill,287.518
45702,WST-045702,20251216,53,Metal,Reuse,357.484
45703,WST-045703,20220714,17,Metal,Treatment,156.103
45704,WST-045704,20190516,1,General,Treatment,694.7
45705,WST-045705,20190409,51,General,Landfill,18.307
45706,WST-045706,20250409,73,General,Treatment,16.623
45707,WST-045707,20251217,37,General,Landfill,104.158
45708,WST-045708,20220110,100,Metal,Reuse,825.436
45709,WST-045709,20210111,63,Chemical,Treatment,730.305
45710,WST-045710,20240318,30,Paper,Landfill,230.824
45711,WST-045711,20221212,91,Chemical,Treatment,593.14
45712,WST-045712,20190618,89,Chemical,Reuse,171.733
45713,WST-045713,20230710,50,Plastic,Treatment,561.189
45714,WST-045714,20190831,63,Chemical,Landfill,313.269
45715,WST-045715,20250926,18,Metal,Landfill,389.0
45716,WST-045716,20210325,20,Metal,Landfill,117.789
45717,WST-045717,20200712,39,Plastic,Landfill,194.32
45718,WST-045718,20210215,68,General,Landfill,449.467
45719,WST-045719,20220920,87,Metal,Landfill,392.104
45720,WST-045720,20190818,96,Plastic,Treatment,807.163
45721,WST-045721,20211207,38,General,Reuse,665.98
45722,WST-045722,20230205,75,Plastic,Reuse,440.931
45723,WST-045723,20241205,86,Metal,Treatment,942.028
45724,WST-045724,20210817,44,General,Reuse,124.314
45725,WST-045725,20200819,25,Plastic,Treatment,310.803
45726,WST-045726,20240908,85,Plastic,Reuse,488.45
45727,WST-045727,20230309,18,Chemical,Reuse,598.081
45728,WST-045728,20190604,91,Chemical,Treatment,219.092
45729,WST-045729,20201023,85,Chemical,Treatment,852.143
45730,WST-045730,20231202,9,Chemical,Landfill,970.486
45731,WST-045731,20230811,27,Chemical,Recycling,180.558
45732,WST-045732,20250911,85,Chemical,Treatment,107.41
45733,WST-045733,20230114,15,General,Treatment,89.798
45734,WST-045734,20201013,15,Metal,Landfill,745.32
45735,WST-045735,20231124,47,Paper,Treatment,262.995
45736,WST-045736,20210514,53,Paper,Treatment,876.647
45737,WST-045737,20250814,43,General,Treatment,851.062
45738,WST-045738,20250810,92,Chemical,Reuse,481.262
45739,WST-045739,20200922,100,Paper,Recycling,985.472
45740,WST-045740,20190825,15,Chemical,Landfill,898.241
45741,WST-045741,20250825,85,General,Recycling,259.487
45742,WST-045742,20190904,17,Chemical,Landfill,890.784
45743,WST-045743,20190105,43,Metal,Recycling,618.567
45744,WST-045744,20220722,28,Chemical,Treatment,506.388
45745,WST-045745,20221124,60,Metal,Recycling,183.947
45746,WST-045746,20200820,37,Paper,Reuse,175.631
45747,WST-045747,20250404,29,General,Treatment,251.958
45748,WST-045748,20200507,100,Metal,Recycling,34.323
45749,WST-045749,20251214,65,Chemical,Treatment,850.916
45750,WST-045750,20191009,76,Metal,Recycling,402.903
45751,WST-045751,20190610,90,Metal,Treatment,449.383
45752,WST-045752,20220329,49,Plastic,Treatment,381.502
45753,WST-045753,20191204,90,General,Recycling,987.853
45754,WST-045754,20220405,94,Plastic,Reuse,460.061
45755,WST-045755,20231030,70,General,Landfill,4.416
45756,WST-045756,20230101,99,Chemical,Treatment,641.593
45757,WST-045757,20230313,3,Plastic,Treatment,81.288
45758,WST-045758,20200313,34,Metal,Treatment,905.709
45759,WST-045759,20230212,63,Plastic,Treatment,452.817
45760,WST-045760,20240807,58,Metal,Treatment,597.649
45761,WST-045761,20210719,44,Paper,Treatment,253.337
45762,WST-045762,20220707,72,Chemical,Recycling,844.33
45763,WST-045763,20230727,38,Chemical,Treatment,125.854
45764,WST-045764,20241129,92,General,Treatment,125.821
45765,WST-045765,20200121,85,General,Treatment,358.279
45766,WST-045766,20201205,10,Paper,Recycling,220.648
45767,WST-045767,20190504,51,Paper,Recycling,891.045
45768,WST-045768,20230306,91,Paper,Reuse,689.637
45769,WST-045769,20201120,76,Metal,Treatment,186.503
45770,WST-045770,20190710,33,Metal,Reuse,823.977
45771,WST-045771,20201016,23,Paper,Treatment,510.704
45772,WST-045772,20200110,92,Paper,Reuse,681.952
45773,WST-045773,20240322,92,Plastic,Recycling,104.189
45774,WST-045774,20220219,92,Paper,Landfill,117.711
45775,WST-045775,20220711,90,Metal,Landfill,814.895
45776,WST-045776,20230318,10,Plastic,Landfill,742.03
45777,WST-045777,20231224,17,General,Recycling,918.383
45778,WST-045778,20221009,2,General,Reuse,696.06
45779,WST-045779,20230227,66,Metal,Recycling,380.259
45780,WST-045780,20250924,63,Plastic,Treatment,851.592
45781,WST-045781,20250728,26,General,Treatment,373.053
45782,WST-045782,20230420,71,General,Landfill,707.549
45783,WST-045783,20220925,3,General,Treatment,207.791
45784,WST-045784,20210926,27,General,Reuse,230.257
45785,WST-045785,20220610,16,Chemical,Landfill,579.106
45786,WST-045786,20210807,29,Paper,Recycling,226.154
45787,WST-045787,20230218,36,Metal,Recycling,398.861
45788,WST-045788,20241022,24,Metal,Recycling,628.616
45789,WST-045789,20250516,5,Plastic,Treatment,319.165
45790,WST-045790,20200321,22,Plastic,Treatment,177.923
45791,WST-045791,20220916,76,Metal,Recycling,646.507
45792,WST-045792,20230203,41,General,Treatment,514.287
45793,WST-045793,20220423,75,General,Recycling,189.144
45794,WST-045794,20240607,30,Paper,Recycling,324.25
45795,WST-045795,20190202,71,Metal,Treatment,362.701
45796,WST-045796,20250214,60,Plastic,Recycling,727.292
45797,WST-045797,20210720,89,General,Landfill,949.62
45798,WST-045798,20240815,27,Plastic,Reuse,509.341
45799,WST-045799,20230610,27,Chemical,Treatment,982.439
45800,WST-045800,20210823,93,Metal,Landfill,6.462
45801,WST-045801,20240504,99,Metal,Reuse,153.205
45802,WST-045802,20220501,40,Metal,Reuse,730.601
45803,WST-045803,20190717,92,General,Treatment,483.083
45804,WST-045804,20190418,51,Paper,Treatment,707.649
45805,WST-045805,20191116,48,Metal,Treatment,36.009
45806,WST-045806,20210731,31,Metal,Recycling,700.546
45807,WST-045807,20251013,79,Plastic,Reuse,43.945
45808,WST-045808,20210714,28,Plastic,Landfill,317.951
45809,WST-045809,20231013,39,Chemical,Recycling,321.497
45810,WST-045810,20241008,90,Metal,Recycling,144.134
45811,WST-045811,20251120,92,Paper,Treatment,175.937
45812,WST-045812,20191130,76,Plastic,Reuse,37.609
45813,WST-045813,20221219,27,General,Reuse,521.086
45814,WST-045814,20200119,5,Metal,Treatment,860.265
45815,WST-045815,20201022,54,Metal,Recycling,508.611
45816,WST-045816,20250924,62,Metal,Treatment,709.242
45817,WST-045817,20230925,15,General,Reuse,892.58
45818,WST-045818,20220409,1,Chemical,Recycling,159.795
45819,WST-045819,20250112,98,Paper,Reuse,8.39
45820,WST-045820,20200930,39,Chemical,Recycling,345.187
45821,WST-045821,20230117,46,Metal,Reuse,165.449
45822,WST-045822,20210602,5,Plastic,Treatment,249.269
45823,WST-045823,20220314,53,Chemical,Treatment,67.996
45824,WST-045824,20190409,69,Chemical,Landfill,28.105
45825,WST-045825,20200506,40,General,Treatment,523.571
45826,WST-045826,20190817,56,Plastic,Reuse,727.22
45827,WST-045827,20210926,98,Paper,Reuse,391.285
45828,WST-045828,20211002,32,Chemical,Treatment,865.163
45829,WST-045829,20251203,88,Metal,Treatment,92.358
45830,WST-045830,20230916,88,Metal,Landfill,370.051
45831,WST-045831,20221123,89,Plastic,Reuse,107.127
45832,WST-045832,20231123,73,Metal,Landfill,924.898
45833,WST-045833,20240324,74,Plastic,Recycling,304.388
45834,WST-045834,20190604,81,Metal,Recycling,954.376
45835,WST-045835,20190407,74,General,Reuse,828.482
45836,WST-045836,20200204,31,Paper,Landfill,837.047
45837,WST-045837,20190219,9,Plastic,Landfill,715.561
45838,WST-045838,20210205,92,Paper,Recycling,709.695
45839,WST-045839,20210222,12,Metal,Landfill,737.236
45840,WST-045840,20210918,80,Paper,Treatment,430.832
45841,WST-045841,20231017,25,Chemical,Landfill,766.858
45842,WST-045842,20230818,8,Chemical,Reuse,494.164
45843,WST-045843,20190731,50,Plastic,Reuse,935.084
45844,WST-045844,20200913,91,Paper,Recycling,591.028
45845,WST-045845,20201230,92,Paper,Recycling,166.161
45846,WST-045846,20250531,93,Chemical,Landfill,308.884
45847,WST-045847,20230427,98,General,Reuse,822.497
45848,WST-045848,20220814,32,General,Reuse,975.733
45849,WST-045849,20210622,67,General,Landfill,901.336
45850,WST-045850,20210804,4,Chemical,Treatment,396.541
45851,WST-045851,20251206,50,Paper,Recycling,842.777
45852,WST-045852,20230424,21,Paper,Treatment,40.671
45853,WST-045853,20200616,21,Plastic,Landfill,892.668
45854,WST-045854,20190503,22,Paper,Reuse,509.421
45855,WST-045855,20190706,57,Metal,Landfill,644.222
45856,WST-045856,20190319,32,Plastic,Recycling,834.599
45857,WST-045857,20230506,39,Metal,Recycling,237.447
45858,WST-045858,20191130,55,Paper,Treatment,566.657
