supplier_key,supplier_id,supplier_name,supplier_category,country,status
820,SUP-000820,"Alvarez, Rivera and Pearson",Service Provider,Germany,Active
821,SUP-000821,Green LLC,Manufacturer,Mexico,Active
822,SUP-000822,Sparks-Harris,Raw Material Supplier,Canada,Active
823,SUP-000823,Thomas Inc,Raw Material Supplier,Sweden,Active
824,SUP-000824,"Sullivan, Woods and Sanders",Manufacturer,Sweden,Active
825,SUP-000825,Savage LLC,Raw Material Supplier,Canada,Active
826,SUP-000826,"Wright, Moore and Allen",Service Provider,Mexico,Active
827,SUP-000827,Hanna-Romero,Service Provider,United States,Active
828,SUP-000828,"Jackson, Smith and Johnson",Manufacturer,Mexico,Active
829,SUP-000829,Hernandez-Thomas,Raw Material Supplier,Canada,Active
830,SUP-000830,Johnson PLC,Manufacturer,Mexico,Active
831,SUP-000831,Osborn-Moreno,Service Provider,Sweden,Active
832,SUP-000832,"Gutierrez, Gonzales and Shea",Manufacturer,United States,Active
833,SUP-000833,Hawkins and Sons,Service Provider,Canada,Active
834,SUP-000834,Sanford Group,Manufacturer,Germany,Active
835,SUP-000835,"Jones, Garcia and Acosta",Distributor,United States,Active
836,SUP-000836,Knapp Inc,Service Provider,Mexico,Active
837,SUP-000837,Murray LLC,Raw Material Supplier,United States,Active
838,SUP-000838,"Gomez, Taylor and Estes",Service Provider,Germany,Active
839,SUP-000839,Wood-Sims,Distributor,Canada,Active
840,SUP-000840,"Clark, Whitney and Obrien",Distributor,United States,Active
841,SUP-000841,Rodriguez LLC,Service Provider,Sweden,Active
842,SUP-000842,Kirby Inc,Raw Material Supplier,Canada,Active
843,SUP-000843,Ruiz PLC,Service Provider,Mexico,Active
844,SUP-000844,Rowe-Moore,Service Provider,Germany,Active
845,SUP-000845,"Gutierrez, Jones and Rodriguez",Service Provider,Sweden,Active
846,SUP-000846,Barnes Ltd,Service Provider,Canada,Inactive
847,SUP-000847,"Cohen, Warner and Parker",Manufacturer,Canada,Active
848,SUP-000848,Bennett LLC,Service Provider,Sweden,Active
849,SUP-000849,Rodriguez Ltd,Raw Material Supplier,Sweden,Active
850,SUP-000850,Turner-Sheppard,Raw Material Supplier,Canada,Active
851,SUP-000851,"Randall, Wolf and Holder",Service Provider,United States,Active
852,SUP-000852,"Campbell, Hammond and Tucker",Service Provider,Mexico,Active
853,SUP-000853,Kelley-Watkins,Manufacturer,United States,Inactive
854,SUP-000854,"Torres, Quinn and Diaz",Manufacturer,Canada,Active
855,SUP-000855,Wall Group,Distributor,Mexico,Active
856,SUP-000856,Ramos Inc,Raw Material Supplier,United States,Inactive
857,SUP-000857,Dawson-Ross,Distributor,Canada,Active
858,SUP-000858,Hensley Inc,Manufacturer,Canada,Active
859,SUP-000859,Woodward-Harding,Raw Material Supplier,Sweden,Active
860,SUP-000860,Francis-Johnson,Distributor,Germany,Active
861,SUP-000861,"Davis, Clark and Kent",Manufacturer,Canada,Active
862,SUP-000862,Sanders-Clark,Distributor,Sweden,Active
863,SUP-000863,Fuller Ltd,Distributor,Germany,Active
864,SUP-000864,Ward Ltd,Distributor,Sweden,Active
865,SUP-000865,Henderson-Cervantes,Distributor,Germany,Active
866,SUP-000866,Adams-Taylor,Raw Material Supplier,United States,Active
867,SUP-000867,Garcia-Chen,Raw Material Supplier,Germany,Active
868,SUP-000868,Garcia Group,Service Provider,Germany,Active
869,SUP-000869,Miller-Lee,Distributor,Canada,Active
870,SUP-000870,"Howard, Roach and Garcia",Manufacturer,Germany,Active
871,SUP-000871,"Johnson, Sanchez and Miller",Distributor,Germany,Active
872,SUP-000872,Cook Ltd,Manufacturer,Mexico,Active
873,SUP-000873,Brown Ltd,Distributor,Sweden,Active
874,SUP-000874,"Williams, James and Garcia",Raw Material Supplier,Sweden,Active
875,SUP-000875,Bailey-Robertson,Distributor,Sweden,Active
876,SUP-000876,Brock PLC,Raw Material Supplier,Germany,Active
877,SUP-000877,"Best, Smith and Morse",Manufacturer,United States,Active
878,SUP-000878,Morgan-Davis,Distributor,United States,Active
879,SUP-000879,Dudley-Johnson,Raw Material Supplier,Germany,Active
880,SUP-000880,Simon Inc,Distributor,Sweden,Active
881,SUP-000881,"Foster, Hernandez and Powell",Manufacturer,Sweden,Active
882,SUP-000882,"Duncan, Martinez and Barnes",Distributor,Canada,Active
883,SUP-000883,"Waters, Miller and Russo",Service Provider,Sweden,Active
884,SUP-000884,Miller-Jones,Service Provider,United States,Active
885,SUP-000885,"Miranda, Baker and Holloway",Service Provider,Germany,Active
886,SUP-000886,Moore-Cochran,Manufacturer,United States,Active
887,SUP-000887,Davis-Tucker,Service Provider,Canada,Active
888,SUP-000888,"Gray, Bradford and Adams",Manufacturer,Germany,Active
889,SUP-000889,"Perry, Hayden and Coleman",Service Provider,Sweden,Active
890,SUP-000890,Watts Inc,Manufacturer,Sweden,Active
891,SUP-000891,Love-Benson,Distributor,Germany,Active
892,SUP-000892,Lopez Inc,Manufacturer,Mexico,Active
893,SUP-000893,Wilson-Wiley,Raw Material Supplier,United States,Active
894,SUP-000894,Bailey Group,Distributor,United States,Active
895,SUP-000895,Harris Ltd,Service Provider,United States,Active
896,SUP-000896,Davis-Watkins,Distributor,Germany,Active
897,SUP-000897,Morgan Ltd,Manufacturer,Mexico,Active
898,SUP-000898,Taylor PLC,Distributor,Sweden,Active
899,SUP-000899,"Aguirre, Craig and Williams",Distributor,Mexico,Active
900,SUP-000900,Snyder-Park,Distributor,Canada,Active
901,SUP-000901,Hampton-Mcdonald,Manufacturer,Sweden,Active
902,SUP-000902,"Merritt, Vasquez and Jones",Raw Material Supplier,Sweden,Active
903,SUP-000903,Long-Caldwell,Manufacturer,United States,Active
904,SUP-000904,Richardson-Brown,Distributor,United States,Active
905,SUP-000905,"Clark, White and Johns",Service Provider,Mexico,Active
906,SUP-000906,Reyes Inc,Raw Material Supplier,Sweden,Active
907,SUP-000907,Delgado-Nicholson,Raw Material Supplier,United States,Active
908,SUP-000908,Moyer-Tran,Service Provider,Sweden,Inactive
909,SUP-000909,Reed PLC,Distributor,Germany,Active
910,SUP-000910,Delacruz Group,Service Provider,United States,Active
911,SUP-000911,Lee-Johnson,Distributor,Sweden,Active
912,SUP-000912,Lucero-Sanders,Raw Material Supplier,Canada,Active
913,SUP-000913,Moore PLC,Manufacturer,United States,Active
914,SUP-000914,"Brown, Roberts and Hill",Service Provider,Sweden,Inactive
915,SUP-000915,"Sims, Martinez and Alvarez",Manufacturer,Canada,Inactive
916,SUP-000916,Miller-King,Manufacturer,Germany,Inactive
917,SUP-000917,Nelson-Wu,Distributor,Mexico,Active
918,SUP-000918,Russo Group,Manufacturer,Canada,Active
919,SUP-000919,Reynolds Group,Distributor,Sweden,Active
920,SUP-000920,Smith-Smith,Manufacturer,Canada,Inactive
921,SUP-000921,Johnson-Roman,Distributor,Sweden,Active
922,SUP-000922,"Meyer, Underwood and Williams",Service Provider,Germany,Active
923,SUP-000923,Jones LLC,Distributor,United States,Inactive
924,SUP-000924,Ross Ltd,Manufacturer,Canada,Active
925,SUP-000925,Vazquez-Jordan,Manufacturer,Canada,Active
926,SUP-000926,Garrett LLC,Raw Material Supplier,Canada,Active
927,SUP-000927,Tran Inc,Distributor,Canada,Active
928,SUP-000928,Hines Inc,Distributor,United States,Active
929,SUP-000929,"Rhodes, Duran and Spencer",Service Provider,United States,Inactive
930,SUP-000930,Murphy LLC,Manufacturer,Germany,Active
931,SUP-000931,Salazar-Hansen,Raw Material Supplier,Canada,Active
932,SUP-000932,"Smith, Barker and Gonzalez",Manufacturer,Canada,Inactive
933,SUP-000933,"Rodriguez, Wright and Coleman",Service Provider,Sweden,Active
934,SUP-000934,"Ford, Thomas and Chavez",Service Provider,Mexico,Active
935,SUP-000935,Garcia Group,Manufacturer,United States,Active
936,SUP-000936,Ayala-Gonzalez,Distributor,Germany,Active
937,SUP-000937,Hayes-Robertson,Manufacturer,United States,Active
938,SUP-000938,Hernandez Inc,Service Provider,Canada,Active
939,SUP-000939,Kelly Ltd,Service Provider,Canada,Active
940,SUP-000940,Cook LLC,Manufacturer,Canada,Active
941,SUP-000941,Wagner-Villanueva,Manufacturer,Mexico,Active
942,SUP-000942,Mueller-Young,Manufacturer,United States,Active
943,SUP-000943,"Wilson, Scott and Walls",Manufacturer,Sweden,Active
944,SUP-000944,Kim and Sons,Distributor,Canada,Active
945,SUP-000945,Sanchez Ltd,Manufacturer,Canada,Active
946,SUP-000946,Ramirez-Mata,Raw Material Supplier,United States,Active
947,SUP-000947,Manning Ltd,Raw Material Supplier,Sweden,Active
948,SUP-000948,"Simpson, Wagner and Cohen",Distributor,Sweden,Active
949,SUP-000949,Pacheco Inc,Manufacturer,United States,Active
950,SUP-000950,"Smith, Baker and Pineda",Manufacturer,Germany,Active
951,SUP-000951,Peterson Inc,Manufacturer,Canada,Active
952,SUP-000952,"Daniels, Carr and Jackson",Manufacturer,United States,Inactive
953,SUP-000953,Meadows-Rivera,Manufacturer,Canada,Active
954,SUP-000954,Gonzalez-Rodriguez,Service Provider,Germany,Active
955,SUP-000955,Burton Inc,Distributor,Mexico,Active
956,SUP-000956,Key Inc,Manufacturer,Sweden,Active
957,SUP-000957,"Stevens, Lopez and Perez",Manufacturer,Canada,Inactive
958,SUP-000958,Combs-Mcdowell,Service Provider,Mexico,Active
959,SUP-000959,Campbell PLC,Distributor,Sweden,Active
960,SUP-000960,Frye-Flores,Raw Material Supplier,Canada,Active
961,SUP-000961,Chase PLC,Distributor,Sweden,Active
962,SUP-000962,Ramirez Group,Raw Material Supplier,Canada,Active
963,SUP-000963,Estrada-Young,Distributor,Germany,Active
964,SUP-000964,Pruitt Inc,Raw Material Supplier,Germany,Active
965,SUP-000965,Lewis Inc,Service Provider,Sweden,Active
966,SUP-000966,"Mcdaniel, Gonzales and Doyle",Service Provider,Germany,Active
967,SUP-000967,"Sweeney, Williams and Ryan",Service Provider,Sweden,Active
968,SUP-000968,"Morris, Obrien and Ferrell",Raw Material Supplier,Canada,Inactive
969,SUP-000969,Coleman-Hughes,Manufacturer,Mexico,Active
970,SUP-000970,Keller Group,Service Provider,Sweden,Active
971,SUP-000971,Garcia and Sons,Raw Material Supplier,United States,Active
972,SUP-000972,"Pearson, Evans and Ware",Raw Material Supplier,Sweden,Active
973,SUP-000973,Douglas Group,Manufacturer,Mexico,Active
974,SUP-000974,Pope-Gonzales,Raw Material Supplier,United States,Active
975,SUP-000975,"Odonnell, Delgado and Allison",Raw Material Supplier,Canada,Active
976,SUP-000976,"Elliott, Rose and Brennan",Manufacturer,Mexico,Active
977,SUP-000977,James-Johnson,Raw Material Supplier,Sweden,Active
978,SUP-000978,Williams Group,Distributor,Canada,Active
979,SUP-000979,Alexander Group,Manufacturer,Germany,Active
980,SUP-000980,"Butler, Sanchez and Adams",Service Provider,Sweden,Active
981,SUP-000981,"Carroll, Reynolds and Lamb",Service Provider,Mexico,Active
982,SUP-000982,Krueger and Sons,Raw Material Supplier,Germany,Active
983,SUP-000983,"Jones, Watson and White",Distributor,Mexico,Active
984,SUP-000984,"Perry, Robinson and Weaver",Distributor,Germany,Active
985,SUP-000985,Bender-Nicholson,Manufacturer,Canada,Active
986,SUP-000986,"Green, Hanson and Vance",Service Provider,Canada,Inactive
987,SUP-000987,King and Sons,Service Provider,Sweden,Active
988,SUP-000988,"Gomez, Shields and Atkins",Raw Material Supplier,United States,Active
989,SUP-000989,Hunter-Morales,Distributor,Germany,Active
990,SUP-000990,Pratt-Warren,Raw Material Supplier,Mexico,Active
991,SUP-000991,"Horton, Hall and Barr",Manufacturer,Canada,Active
992,SUP-000992,"Harris, Pierce and Cooper",Raw Material Supplier,Sweden,Active
993,SUP-000993,"Craig, Moore and Lin",Raw Material Supplier,Germany,Active
994,SUP-000994,Warren-Salazar,Distributor,United States,Active
995,SUP-000995,Vazquez Ltd,Raw Material Supplier,Mexico,Active
996,SUP-000996,"Hicks, Harris and Gill",Service Provider,Mexico,Active
997,SUP-000997,Reeves-Morrison,Raw Material Supplier,Sweden,Active
998,SUP-000998,"Abbott, Alvarez and Robbins",Raw Material Supplier,Sweden,Active
999,SUP-000999,Bennett-Clay,Distributor,Germany,Active
1000,SUP-001000,King Group,Distributor,Canada,Active
