customer_id,account_id,customer_name,customer_segment,industry,country,status
CUST-0026613,ACC-000296,Anderson-Deleon,Commercial,Technology,United States,Active
CUST-0026614,ACC-000625,Wallace-Smith,Commercial,Electronics,United States,Active
CUST-0026615,ACC-000587,Pierce LLC,Commercial,Healthcare,United States,Active
CUST-0026616,ACC-000049,"Klein, Jones and Matthews",Enterprise,Technology,United States,Active
CUST-0026617,ACC-000526,Fernandez Group,Commercial,Construction,United States,Active
CUST-0026618,ACC-000659,Chen and Sons,Commercial,Automotive,United States,Active
CUST-0026619,ACC-000206,"Cooper, Wells and Jacobs",SMB,Electronics,Sweden,Active
CUST-0026620,ACC-000362,Martin-White,SMB,Technology,Sweden,Active
CUST-0026621,ACC-000586,"Cannon, Perry and Anderson",Enterprise,Construction,United States,Active
CUST-0026622,ACC-000930,Mason-Donovan,Commercial,Healthcare,Germany,Active
CUST-0026623,ACC-000061,"Obrien, Davis and Taylor",SMB,Industrial Equipment,Sweden,Active
CUST-0026624,ACC-000937,Morris-Clements,Commercial,Healthcare,Canada,Active
CUST-0026625,ACC-000817,Perez-Clayton,SMB,Electronics,United States,Active
CUST-0026626,ACC-000846,Jackson-Mejia,Strategic,Electronics,United States,Active
CUST-0026627,ACC-000048,Duffy PLC,Commercial,Consumer Goods,Germany,Active
CUST-0026628,ACC-000568,Rubio Ltd,Enterprise,Automotive,Sweden,Active
CUST-0026629,ACC-000369,"George, Gutierrez and Newman",Enterprise,Technology,United States,Active
CUST-0026630,ACC-000920,"Cooper, Medina and Porter",Enterprise,Retail,Sweden,Active
CUST-0026631,ACC-000741,Olson Ltd,SMB,Retail,United States,Active
CUST-0026632,ACC-000650,Jones-Mills,Enterprise,Healthcare,United States,Active
CUST-0026633,ACC-000028,Moreno-Daniels,Strategic,Electronics,United States,Active
CUST-0026634,ACC-000876,"Mckinney, Hernandez and Stevens",SMB,Automotive,United States,Active
CUST-0026635,ACC-000490,"Harris, Sanders and Coffey",Strategic,Manufacturing,United States,Active
CUST-0026636,ACC-000161,Garza-Fisher,Commercial,Manufacturing,United States,Active
CUST-0026637,ACC-000875,Lee-Salazar,Commercial,Retail,United States,Active
CUST-0026638,ACC-000905,Ford-Brown,Commercial,Food & Beverage,Germany,Active
CUST-0026639,ACC-000497,"Henry, Hunter and Harris",SMB,Industrial Equipment,United States,Active
CUST-0026640,ACC-000662,"Davis, Davis and Bentley",Enterprise,Electronics,United States,Active
CUST-0026641,ACC-000611,Trujillo Inc,SMB,Technology,United States,Active
CUST-0026642,ACC-000304,Smith PLC,Enterprise,Automotive,Mexico,Active
CUST-0026643,ACC-000749,Burnett and Sons,SMB,Healthcare,United States,Active
CUST-0026644,ACC-000998,"Hunt, Wong and Cox",Commercial,Industrial Equipment,United States,Active
CUST-0026645,ACC-000935,Smith and Sons,SMB,Automotive,Mexico,Inactive
CUST-0026646,ACC-000687,Simpson-Keller,SMB,Industrial Equipment,United Kingdom,Active
CUST-0026647,ACC-000361,Wright-Adams,Enterprise,Technology,Canada,Active
CUST-0026648,ACC-000909,Foley-Riggs,Strategic,Technology,United States,Active
CUST-0026649,ACC-000928,"Johnson, Barry and Cole",Commercial,Automotive,Mexico,Active
CUST-0026650,ACC-000006,Thompson-Bryant,Commercial,Construction,United States,Active
CUST-0026651,ACC-000339,Olson-Chase,Strategic,Food & Beverage,Germany,Active
CUST-0026652,ACC-000553,"Horne, Wells and Rios",SMB,Technology,United States,Inactive
CUST-0026653,ACC-000578,Armstrong Inc,Commercial,Food & Beverage,United States,Active
CUST-0026654,ACC-000713,White-Hoffman,Enterprise,Food & Beverage,United Kingdom,Inactive
CUST-0026655,ACC-000514,"Summers, Nguyen and Riley",Strategic,Manufacturing,United States,Active
CUST-0026656,ACC-000014,"Hale, Miles and Wilcox",Commercial,Automotive,Germany,Active
CUST-0026657,ACC-000166,"Mcmillan, Dixon and Cole",Commercial,Retail,United Kingdom,Active
CUST-0026658,ACC-000763,Rice-Harper,Enterprise,Manufacturing,United States,Active
CUST-0026659,ACC-000694,"Gonzalez, Elliott and Arnold",Commercial,Technology,United States,Active
CUST-0026660,ACC-000652,Hernandez-Pugh,Commercial,Food & Beverage,United States,Active
CUST-0026661,ACC-000441,Garcia-Atkinson,Commercial,Manufacturing,United States,Active
CUST-0026662,ACC-000275,Escobar-Frost,Commercial,Automotive,Mexico,Active
CUST-0026663,ACC-000309,"Hatfield, Cortez and Rice",Enterprise,Consumer Goods,United States,Active
CUST-0026664,ACC-000689,Park-Mcdowell,Commercial,Construction,United States,Active
CUST-0026665,ACC-000505,Clements-Hood,SMB,Industrial Equipment,United States,Active
CUST-0026666,ACC-000131,"Wilson, Black and Adkins",SMB,Technology,United States,Active
CUST-0026667,ACC-000400,Sanders-Watkins,Enterprise,Manufacturing,United States,Active
CUST-0026668,ACC-000825,"Green, Monroe and Weber",Commercial,Industrial Equipment,United States,Active
CUST-0026669,ACC-000600,"Bishop, Sullivan and Wilson",SMB,Manufacturing,United States,Active
CUST-0026670,ACC-000867,Ingram Inc,Commercial,Technology,United States,Active
CUST-0026671,ACC-000509,Graves Group,Enterprise,Industrial Equipment,United States,Active
CUST-0026672,ACC-000486,Donaldson-Shepard,SMB,Manufacturing,Sweden,Active
CUST-0026673,ACC-000950,Mckee Inc,Commercial,Consumer Goods,Canada,Active
CUST-0026674,ACC-000508,"Morton, Rodriguez and Chan",Commercial,Industrial Equipment,United States,Active
CUST-0026675,ACC-000136,"Waters, Freeman and Cross",SMB,Industrial Equipment,United States,Active
CUST-0026676,ACC-000403,Howard-Lopez,Commercial,Construction,United Kingdom,Active
CUST-0026677,ACC-000648,Chapman and Sons,Commercial,Manufacturing,Sweden,Active
CUST-0026678,ACC-000346,Bates-Luna,SMB,Food & Beverage,Canada,Active
CUST-0026679,ACC-000411,Roth-Hodge,Enterprise,Technology,United States,Inactive
CUST-0026680,ACC-000873,Ortiz-Henry,Commercial,Consumer Goods,United States,Active
CUST-0026681,ACC-000436,Gray-Cantu,Enterprise,Food & Beverage,United States,Active
CUST-0026682,ACC-000305,Thomas-Tanner,Strategic,Construction,Mexico,Active
CUST-0026683,ACC-000108,"Ross, Myers and Mitchell",Commercial,Automotive,United States,Active
CUST-0026684,ACC-000403,Gonzales Group,Strategic,Food & Beverage,United Kingdom,Active
CUST-0026685,ACC-000767,Wilson PLC,Commercial,Technology,Germany,Active
CUST-0026686,ACC-000300,Parker Ltd,SMB,Electronics,Canada,Active
CUST-0026687,ACC-000471,Jones and Sons,SMB,Retail,United States,Active
CUST-0026688,ACC-000657,"Smith, Navarro and Dudley",Commercial,Technology,United States,Active
CUST-0026689,ACC-000928,"Davis, Kennedy and Hess",SMB,Retail,Mexico,Active
CUST-0026690,ACC-000815,Clark-Lyons,Commercial,Automotive,United States,Active
CUST-0026691,ACC-000287,"Perez, Gonzalez and Morris",Enterprise,Manufacturing,United States,Active
CUST-0026692,ACC-000165,Phillips Group,Commercial,Automotive,Sweden,Active
CUST-0026693,ACC-000671,"Peterson, Beltran and Lane",SMB,Consumer Goods,United States,Active
CUST-0026694,ACC-000255,Holt PLC,Commercial,Industrial Equipment,United States,Active
CUST-0026695,ACC-000393,"Davis, Harris and Weeks",SMB,Technology,Canada,Inactive
CUST-0026696,ACC-000105,Pacheco LLC,SMB,Automotive,United States,Inactive
CUST-0026697,ACC-000775,White-Nelson,Commercial,Technology,United Kingdom,Active
CUST-0026698,ACC-000161,Lopez Ltd,Enterprise,Healthcare,United States,Active
CUST-0026699,ACC-000381,Weiss-West,Commercial,Manufacturing,United States,Active
CUST-0026700,ACC-000407,Rivera and Sons,Enterprise,Retail,United States,Active
CUST-0026701,ACC-000043,"Osborn, Graves and Frazier",Enterprise,Healthcare,United States,Active
CUST-0026702,ACC-000776,"Mcintosh, Carpenter and Schroeder",Enterprise,Construction,United States,Inactive
CUST-0026703,ACC-000619,"Garcia, Arellano and Harper",Commercial,Manufacturing,United States,Active
CUST-0026704,ACC-000542,Stanley and Sons,SMB,Automotive,Germany,Active
CUST-0026705,ACC-000178,Hoffman Group,Commercial,Construction,United States,Active
CUST-0026706,ACC-000054,"Diaz, Bauer and Martin",Strategic,Technology,United States,Active
CUST-0026707,ACC-000056,"Cox, Ruiz and Campbell",SMB,Technology,Germany,Active
CUST-0026708,ACC-000626,Adams LLC,Strategic,Retail,United States,Active
CUST-0026709,ACC-000748,"Kramer, Jackson and Lee",SMB,Technology,Canada,Active
CUST-0026710,ACC-000796,Butler-Cook,Enterprise,Consumer Goods,United States,Active
CUST-0026711,ACC-000801,"Chung, Stanley and Davis",Enterprise,Technology,Sweden,Active
CUST-0026712,ACC-000394,"Edwards, Walker and Jenkins",Commercial,Food & Beverage,United States,Active
CUST-0026713,ACC-000002,Henry Group,SMB,Automotive,Sweden,Active
CUST-0026714,ACC-000246,Allen-White,SMB,Construction,Mexico,Active
CUST-0026715,ACC-000788,Bass-Saunders,Commercial,Manufacturing,Germany,Active
CUST-0026716,ACC-000764,Humphrey and Sons,SMB,Retail,United States,Active
CUST-0026717,ACC-000508,"Gray, Cooper and Benitez",Commercial,Electronics,United States,Active
CUST-0026718,ACC-000024,Cohen-Lamb,SMB,Construction,Germany,Active
CUST-0026719,ACC-000777,Lee Inc,Commercial,Consumer Goods,Canada,Active
CUST-0026720,ACC-000816,Briggs-Moody,Commercial,Retail,United States,Active
CUST-0026721,ACC-000227,"Mcmillan, Ray and Thomas",Commercial,Retail,United States,Active
CUST-0026722,ACC-000805,"Brown, Mata and Delacruz",Strategic,Consumer Goods,United States,Active
CUST-0026723,ACC-000640,Brown-Hogan,SMB,Automotive,United Kingdom,Active
CUST-0026724,ACC-000888,"Diaz, Douglas and Smith",Commercial,Construction,United States,Active
CUST-0026725,ACC-000627,Morris Group,Commercial,Food & Beverage,United States,Active
CUST-0026726,ACC-000090,Dean LLC,Commercial,Consumer Goods,United States,Active
CUST-0026727,ACC-000647,"Davis, Cardenas and Riddle",Enterprise,Food & Beverage,United States,Active
CUST-0026728,ACC-000108,"King, Grant and Williams",SMB,Healthcare,United States,Active
CUST-0026729,ACC-000259,Fernandez Inc,Commercial,Automotive,Sweden,Active
CUST-0026730,ACC-000873,"Henderson, Park and Miller",Commercial,Retail,United States,Active
CUST-0026731,ACC-000969,"Wilson, Jones and Hays",Enterprise,Manufacturing,Canada,Active
CUST-0026732,ACC-000476,Brown-Price,SMB,Automotive,United States,Active
CUST-0026733,ACC-000292,Wright-Lowery,Enterprise,Food & Beverage,United States,Active
CUST-0026734,ACC-000393,Carter Inc,Commercial,Construction,Canada,Active
CUST-0026735,ACC-000243,Kelley-Mclean,Commercial,Retail,United States,Active
CUST-0026736,ACC-000574,Robinson-Morales,SMB,Healthcare,United Kingdom,Active
CUST-0026737,ACC-000422,Durham Inc,Strategic,Construction,United States,Active
CUST-0026738,ACC-000059,"Coleman, Paul and Gonzalez",Commercial,Automotive,Mexico,Active
CUST-0026739,ACC-000611,Ward and Sons,Enterprise,Electronics,United States,Active
CUST-0026740,ACC-000644,Hancock-Robbins,SMB,Electronics,Germany,Active
CUST-0026741,ACC-000668,Gibbs-Huynh,Commercial,Electronics,United States,Active
CUST-0026742,ACC-000946,Chambers Inc,Enterprise,Electronics,Canada,Active
CUST-0026743,ACC-000705,Hahn-Humphrey,Commercial,Construction,United States,Active
CUST-0026744,ACC-000676,"Holmes, Hall and Mitchell",Commercial,Food & Beverage,Canada,Active
CUST-0026745,ACC-000212,Oconnell-Jones,Commercial,Consumer Goods,United States,Active
CUST-0026746,ACC-000465,Mitchell-Hanson,Commercial,Manufacturing,Germany,Inactive
CUST-0026747,ACC-000435,Perez-Velez,Commercial,Manufacturing,Germany,Active
CUST-0026748,ACC-000961,Murray-Mills,Commercial,Consumer Goods,United Kingdom,Active
CUST-0026749,ACC-000475,"Hayes, Jenkins and Campbell",Commercial,Construction,United States,Active
CUST-0026750,ACC-000689,Davis and Sons,SMB,Electronics,United States,Active
CUST-0026751,ACC-000541,Hill-Craig,Commercial,Construction,United States,Active
CUST-0026752,ACC-000057,Smith-Johnson,SMB,Food & Beverage,Sweden,Active
CUST-0026753,ACC-000936,Williamson-Becker,Strategic,Technology,Sweden,Inactive
CUST-0026754,ACC-000671,Jackson-Campbell,Commercial,Electronics,United States,Active
CUST-0026755,ACC-000231,Gaines-Jones,Strategic,Retail,Sweden,Active
CUST-0026756,ACC-000060,"Robbins, Simon and Rowe",Commercial,Manufacturing,United Kingdom,Active
CUST-0026757,ACC-000937,Edwards Group,Commercial,Retail,Canada,Active
CUST-0026758,ACC-000308,"Glover, Lopez and Lewis",SMB,Automotive,United States,Active
CUST-0026759,ACC-000018,"Allen, Smith and Trujillo",Commercial,Manufacturing,Sweden,Active
CUST-0026760,ACC-000616,Tate Group,Commercial,Construction,Sweden,Active
CUST-0026761,ACC-000017,Sharp-Becker,SMB,Industrial Equipment,United States,Active
CUST-0026762,ACC-000216,Santiago and Sons,Strategic,Construction,Germany,Active
CUST-0026763,ACC-000894,Rice-Scott,Commercial,Retail,United States,Active
CUST-0026764,ACC-000039,"Hughes, Burns and Harrison",SMB,Healthcare,United Kingdom,Active
CUST-0026765,ACC-000753,Bradley-Sanchez,SMB,Healthcare,United States,Active
CUST-0026766,ACC-000618,Parker-Arnold,Commercial,Automotive,United States,Active
CUST-0026767,ACC-000306,Meyer-Morrow,Commercial,Electronics,Mexico,Active
CUST-0026768,ACC-000286,"Becker, Olson and Avila",SMB,Automotive,United Kingdom,Active
CUST-0026769,ACC-000475,Hunter and Sons,Commercial,Retail,United States,Active
CUST-0026770,ACC-000533,"Adams, Richardson and Hurst",SMB,Manufacturing,United States,Active
CUST-0026771,ACC-000891,Pennington-Johnson,Enterprise,Industrial Equipment,Canada,Active
CUST-0026772,ACC-000262,Nelson Inc,SMB,Technology,United States,Active
CUST-0026773,ACC-000591,Huang Group,Commercial,Retail,United States,Active
CUST-0026774,ACC-000687,"Brandt, Martin and Burke",Enterprise,Automotive,United Kingdom,Active
CUST-0026775,ACC-000013,Wang-Miller,SMB,Retail,Canada,Active
CUST-0026776,ACC-000896,Turner-Smith,Commercial,Construction,Sweden,Active
CUST-0026777,ACC-000992,Adams-Willis,SMB,Construction,United States,Active
CUST-0026778,ACC-000087,"Lyons, Wilson and Robinson",Enterprise,Healthcare,United States,Inactive
CUST-0026779,ACC-000262,"Lopez, Hansen and Norris",Commercial,Industrial Equipment,United States,Active
CUST-0026780,ACC-000787,"Mccullough, Morse and Martin",SMB,Technology,United Kingdom,Active
CUST-0026781,ACC-000810,Lloyd Ltd,Commercial,Healthcare,United Kingdom,Active
CUST-0026782,ACC-000157,"Gonzales, Sexton and Parker",Commercial,Healthcare,United States,Active
CUST-0026783,ACC-000918,"Castillo, Mathis and Woodward",Commercial,Automotive,United States,Active
CUST-0026784,ACC-000330,Anderson Group,Commercial,Electronics,United States,Active
CUST-0026785,ACC-000294,"Pham, Mcdaniel and Francis",Strategic,Consumer Goods,Mexico,Active
CUST-0026786,ACC-000358,Ramirez Group,Commercial,Retail,United States,Active
CUST-0026787,ACC-000672,"Peterson, Martin and Reed",Commercial,Electronics,United States,Active
CUST-0026788,ACC-000207,"Hunt, Melton and Moran",Commercial,Manufacturing,United States,Active
CUST-0026789,ACC-000543,Lee-Roberson,Commercial,Automotive,Mexico,Inactive
CUST-0026790,ACC-000076,Odonnell Inc,SMB,Retail,United States,Active
CUST-0026791,ACC-000147,Spence-Caldwell,Enterprise,Industrial Equipment,United States,Active
CUST-0026792,ACC-000769,Ramos LLC,Commercial,Consumer Goods,Germany,Active
CUST-0026793,ACC-000384,Cross-Smith,Commercial,Manufacturing,Germany,Active
CUST-0026794,ACC-000794,Morrow-Schneider,Commercial,Industrial Equipment,United States,Active
CUST-0026795,ACC-000738,"Nelson, Moore and Bennett",Strategic,Industrial Equipment,United States,Active
CUST-0026796,ACC-000997,Hawkins PLC,SMB,Construction,Canada,Active
CUST-0026797,ACC-000138,Bradley-Williams,Enterprise,Food & Beverage,Sweden,Active
CUST-0026798,ACC-000935,"Fitzpatrick, Thomas and Rowe",Enterprise,Food & Beverage,Mexico,Active
CUST-0026799,ACC-000892,Perry-Harper,Commercial,Consumer Goods,Germany,Active
CUST-0026800,ACC-000435,Perry Ltd,Commercial,Retail,Germany,Active
CUST-0026801,ACC-000136,Vazquez-Stephens,Commercial,Industrial Equipment,United States,Active
CUST-0026802,ACC-000134,"Adams, Orozco and Kirby",Strategic,Manufacturing,Mexico,Active
CUST-0026803,ACC-000511,Jackson LLC,SMB,Technology,United States,Active
CUST-0026804,ACC-000011,Nunez-Garcia,Commercial,Healthcare,United States,Active
CUST-0026805,ACC-000096,"Howard, Ortiz and Sanders",Enterprise,Electronics,Mexico,Active
CUST-0026806,ACC-000532,Harris Group,SMB,Manufacturing,United States,Active
CUST-0026807,ACC-000564,Lin-Wise,Commercial,Healthcare,United States,Active
CUST-0026808,ACC-000861,"Baxter, Morris and Mitchell",Commercial,Automotive,United Kingdom,Active
CUST-0026809,ACC-000975,Garner-Kelly,Commercial,Electronics,United States,Active
CUST-0026810,ACC-000268,Black-Taylor,SMB,Retail,United States,Active
CUST-0026811,ACC-000331,York-Green,Enterprise,Healthcare,United States,Active
CUST-0026812,ACC-000199,Lambert-Washington,SMB,Manufacturing,Sweden,Active
CUST-0026813,ACC-000225,Beard PLC,SMB,Technology,United States,Active
CUST-0026814,ACC-000439,Curtis-Miller,Commercial,Manufacturing,United States,Active
CUST-0026815,ACC-000994,"Lambert, Cooke and Williams",Strategic,Electronics,Sweden,Active
CUST-0026816,ACC-000894,Aguirre LLC,Commercial,Construction,United States,Active
CUST-0026817,ACC-000914,"Ramirez, Jordan and Mcmillan",SMB,Consumer Goods,United States,Active
CUST-0026818,ACC-000452,"Steele, Walker and Powell",Commercial,Consumer Goods,United States,Active
CUST-0026819,ACC-000658,"Coleman, Jones and Butler",Commercial,Food & Beverage,United States,Active
CUST-0026820,ACC-000723,Stewart Group,SMB,Consumer Goods,United States,Active
CUST-0026821,ACC-000244,Collins and Sons,SMB,Manufacturing,Sweden,Active
CUST-0026822,ACC-000463,"White, Mcconnell and Haney",Commercial,Industrial Equipment,Canada,Active
CUST-0026823,ACC-000551,Bradshaw-Wilson,Commercial,Construction,Sweden,Active
CUST-0026824,ACC-000373,"Moreno, Brandt and Mack",Commercial,Consumer Goods,Sweden,Active
CUST-0026825,ACC-000474,King and Sons,Strategic,Automotive,United States,Active
CUST-0026826,ACC-000441,Harvey Inc,SMB,Construction,United States,Active
CUST-0026827,ACC-000062,"Thompson, Villegas and Dixon",Commercial,Industrial Equipment,Canada,Active
CUST-0026828,ACC-000769,"Robinson, Morrison and Anderson",Commercial,Healthcare,Germany,Active
CUST-0026829,ACC-000901,"Hanson, Stevens and Garcia",SMB,Consumer Goods,Canada,Active
CUST-0026830,ACC-000755,Hines and Sons,SMB,Electronics,Sweden,Active
CUST-0026831,ACC-000934,"Daniels, Burns and Hernandez",SMB,Technology,United States,Active
CUST-0026832,ACC-000432,"Williams, Benson and Johnson",SMB,Food & Beverage,Canada,Active
CUST-0026833,ACC-000056,Evans and Sons,Enterprise,Retail,Germany,Active
CUST-0026834,ACC-000268,Scott LLC,Enterprise,Manufacturing,United States,Active
CUST-0026835,ACC-000854,Barker LLC,Commercial,Electronics,United States,Active
CUST-0026836,ACC-000140,"Miller, Wright and Patel",Commercial,Consumer Goods,Germany,Active
CUST-0026837,ACC-000548,"Small, Benton and May",SMB,Technology,United States,Active
CUST-0026838,ACC-000002,Hall Group,SMB,Technology,Sweden,Active
CUST-0026839,ACC-000324,"Cherry, Maldonado and May",SMB,Construction,Canada,Active
CUST-0026840,ACC-000114,Case Ltd,Commercial,Manufacturing,United States,Active
CUST-0026841,ACC-000114,Nolan LLC,SMB,Construction,United States,Active
CUST-0026842,ACC-000165,Case Ltd,Strategic,Retail,Sweden,Active
CUST-0026843,ACC-000539,Friedman-Koch,Commercial,Automotive,Canada,Active
CUST-0026844,ACC-000690,Castro-Cooper,Enterprise,Food & Beverage,Sweden,Active
CUST-0026845,ACC-000289,Rodriguez and Sons,SMB,Electronics,United Kingdom,Active
CUST-0026846,ACC-000818,Walton Inc,Enterprise,Healthcare,Germany,Active
CUST-0026847,ACC-000392,Barnett LLC,SMB,Manufacturing,Germany,Active
CUST-0026848,ACC-000737,Cole Inc,Commercial,Manufacturing,United States,Active
CUST-0026849,ACC-000530,Mcmahon-Jordan,Commercial,Electronics,Canada,Active
CUST-0026850,ACC-000724,Wright-Mclean,Strategic,Automotive,United States,Active
CUST-0026851,ACC-000979,Knight-Zamora,Commercial,Technology,United States,Active
CUST-0026852,ACC-000995,Palmer-Flores,Commercial,Electronics,United Kingdom,Active
CUST-0026853,ACC-000588,"Allen, Nguyen and Cooper",Enterprise,Technology,United States,Active
CUST-0026854,ACC-000963,"English, Ryan and West",Commercial,Construction,United States,Active
CUST-0026855,ACC-000702,"Blair, Richards and Sanchez",Commercial,Manufacturing,Sweden,Active
CUST-0026856,ACC-000269,Boyd Group,SMB,Retail,United States,Active
CUST-0026857,ACC-000936,Trevino-Jackson,Enterprise,Construction,Sweden,Active
CUST-0026858,ACC-000146,Bates-Green,Commercial,Technology,United States,Active
CUST-0026859,ACC-000469,Duffy LLC,Commercial,Automotive,United States,Inactive
CUST-0026860,ACC-000154,Davis-Khan,SMB,Technology,United States,Inactive
CUST-0026861,ACC-000785,Mcpherson-Clark,Commercial,Consumer Goods,United States,Inactive
CUST-0026862,ACC-000896,"Mckay, Manning and Horton",SMB,Technology,Sweden,Active
CUST-0026863,ACC-000819,Castaneda-Owens,Strategic,Electronics,United States,Active
CUST-0026864,ACC-000103,Gutierrez and Sons,Commercial,Electronics,Mexico,Active
CUST-0026865,ACC-000271,Walton and Sons,Commercial,Healthcare,Canada,Active
CUST-0026866,ACC-000341,Perez-Rogers,SMB,Healthcare,United States,Active
CUST-0026867,ACC-000116,"Brown, Alexander and Steele",Commercial,Retail,United States,Active
CUST-0026868,ACC-000531,Hernandez Group,SMB,Electronics,United States,Active
CUST-0026869,ACC-000035,Ortiz-Singleton,Strategic,Electronics,United States,Inactive
CUST-0026870,ACC-000614,"Mueller, Gillespie and Harrison",SMB,Electronics,Canada,Active
CUST-0026871,ACC-000575,"Webb, Lopez and Jones",Commercial,Healthcare,United States,Active
CUST-0026872,ACC-000596,Velez-Green,Enterprise,Automotive,United States,Active
CUST-0026873,ACC-000913,Jefferson-Cameron,Commercial,Healthcare,United States,Active
CUST-0026874,ACC-000787,Banks Ltd,Commercial,Healthcare,United Kingdom,Active
CUST-0026875,ACC-000260,"Walters, Taylor and Owen",SMB,Electronics,Sweden,Active
CUST-0026876,ACC-000572,"Griffin, Lawson and Walker",Commercial,Retail,United States,Active
CUST-0026877,ACC-000803,"Adams, Cook and Neal",SMB,Automotive,United States,Active
CUST-0026878,ACC-000852,Campbell-Miller,SMB,Electronics,United Kingdom,Active
CUST-0026879,ACC-000644,Arroyo Group,Enterprise,Electronics,Germany,Active
CUST-0026880,ACC-000085,"Gonzalez, Hughes and Horn",SMB,Retail,Canada,Active
CUST-0026881,ACC-000435,Ibarra-Becker,SMB,Manufacturing,Germany,Active
CUST-0026882,ACC-000859,"Patterson, Kemp and Fitzgerald",Commercial,Food & Beverage,Sweden,Active
CUST-0026883,ACC-000074,Andrews-Cortez,Commercial,Electronics,United Kingdom,Active
CUST-0026884,ACC-000591,Deleon Group,Enterprise,Industrial Equipment,United States,Active
CUST-0026885,ACC-000541,Marquez PLC,SMB,Manufacturing,United States,Inactive
CUST-0026886,ACC-000223,Morris and Sons,Strategic,Automotive,Germany,Active
CUST-0026887,ACC-000345,"Oliver, Cameron and Smith",SMB,Technology,United States,Active
CUST-0026888,ACC-000978,Walker-Gray,Enterprise,Industrial Equipment,United States,Active
CUST-0026889,ACC-000596,"Wallace, Knapp and Adams",Commercial,Food & Beverage,United States,Active
CUST-0026890,ACC-000940,Garrison-Thomas,Strategic,Consumer Goods,Germany,Active
CUST-0026891,ACC-000472,King Ltd,SMB,Industrial Equipment,Sweden,Active
CUST-0026892,ACC-000846,Kirk-Graham,Commercial,Retail,United States,Active
CUST-0026893,ACC-000620,Smith-Golden,SMB,Retail,United States,Active
CUST-0026894,ACC-000912,King-Crane,Commercial,Automotive,Sweden,Active
CUST-0026895,ACC-000327,Reyes-Owens,Strategic,Industrial Equipment,United States,Active
CUST-0026896,ACC-000383,"Kirk, Page and Russell",Commercial,Construction,United States,Active
CUST-0026897,ACC-000041,"Smith, Harris and Garcia",Commercial,Consumer Goods,United Kingdom,Active
CUST-0026898,ACC-000228,Richardson-Barker,Enterprise,Retail,United Kingdom,Active
CUST-0026899,ACC-000139,"Williams, Chavez and Wallace",Enterprise,Construction,United States,Active
CUST-0026900,ACC-000183,"Bell, Allen and Rodriguez",SMB,Food & Beverage,Germany,Active
CUST-0026901,ACC-000309,"Vega, Davis and Chapman",SMB,Automotive,United States,Active
CUST-0026902,ACC-000874,"Ward, Rogers and Lane",SMB,Consumer Goods,United States,Active
CUST-0026903,ACC-000379,Warren-Jensen,Commercial,Healthcare,United States,Active
CUST-0026904,ACC-000827,Chapman PLC,SMB,Automotive,United States,Active
CUST-0026905,ACC-000815,"Terry, Brennan and Mayo",SMB,Technology,United States,Inactive
CUST-0026906,ACC-000981,"Wilson, Harris and Howard",SMB,Electronics,United States,Active
CUST-0026907,ACC-000509,Hall-Brown,SMB,Automotive,United States,Active
CUST-0026908,ACC-000849,Khan-Nunez,Commercial,Manufacturing,United States,Active
CUST-0026909,ACC-000420,Mckenzie-Keller,SMB,Automotive,Sweden,Active
CUST-0026910,ACC-000633,Duffy-Barajas,Enterprise,Healthcare,Sweden,Active
CUST-0026911,ACC-000811,"Tran, French and Hunt",SMB,Electronics,Sweden,Active
CUST-0026912,ACC-000143,Benitez Group,Commercial,Construction,United States,Active
CUST-0026913,ACC-000058,"Wagner, Harper and Woods",Enterprise,Electronics,United States,Active
CUST-0026914,ACC-000165,"Hernandez, Kelley and Mata",Enterprise,Electronics,Sweden,Active
CUST-0026915,ACC-000722,Wang-Reynolds,Strategic,Electronics,United States,Active
CUST-0026916,ACC-000474,Garcia-Jones,Commercial,Electronics,United States,Active
CUST-0026917,ACC-000281,"Gonzalez, Haas and Kelly",Commercial,Construction,United States,Active
CUST-0026918,ACC-000768,Shah PLC,Strategic,Construction,United States,Active
CUST-0026919,ACC-000016,"Murphy, Morris and Brown",Commercial,Technology,United States,Active
CUST-0026920,ACC-000174,Moon PLC,SMB,Electronics,United States,Active
CUST-0026921,ACC-000470,Lee-Fox,SMB,Technology,United States,Active
CUST-0026922,ACC-000916,Armstrong Ltd,SMB,Construction,United States,Active
CUST-0026923,ACC-000749,"Powell, Gonzalez and Jones",Enterprise,Manufacturing,United States,Inactive
CUST-0026924,ACC-000684,Price-Church,Strategic,Manufacturing,United States,Active
CUST-0026925,ACC-000711,"Walker, Chavez and Lloyd",SMB,Healthcare,Sweden,Active
CUST-0026926,ACC-000313,Williams-Johnson,Commercial,Consumer Goods,Germany,Active
CUST-0026927,ACC-000448,Stone Inc,SMB,Consumer Goods,Sweden,Active
CUST-0026928,ACC-000886,Davis-Harper,Enterprise,Consumer Goods,Germany,Active
CUST-0026929,ACC-000730,"Hodges, Wells and Smith",Commercial,Industrial Equipment,Mexico,Active
CUST-0026930,ACC-000599,"White, Evans and Ramirez",SMB,Construction,United States,Active
CUST-0026931,ACC-000083,Maynard PLC,SMB,Construction,United States,Inactive
CUST-0026932,ACC-000734,"Moore, Ramirez and Jackson",Commercial,Manufacturing,Sweden,Active
CUST-0026933,ACC-000366,Kidd Group,SMB,Automotive,United Kingdom,Active
CUST-0026934,ACC-000386,Bailey LLC,Strategic,Technology,United States,Active
