account_key,account_id,account_name,account_type,industry,country,status
727,ACC-000727,"Durham, Hopkins and Smith",Small Business,Technology,United States,Active
728,ACC-000728,"Arnold, Smith and Moreno",Enterprise,Retail,United States,Active
729,ACC-000729,Nichols-Mitchell,Mid-Market,Retail,Germany,Active
730,ACC-000730,"Li, Craig and Drake",Mid-Market,Manufacturing,Germany,Active
731,ACC-000731,Rodriguez Inc,Small Business,Healthcare,Mexico,Active
732,ACC-000732,"Hernandez, Lee and Fox",Mid-Market,Technology,Germany,Active
733,ACC-000733,Adams-Sanders,Small Business,Healthcare,Mexico,Active
734,ACC-000734,Chung-Stevens,Small Business,Technology,Canada,Inactive
735,ACC-000735,Branch and Sons,Enterprise,Technology,Germany,Active
736,ACC-000736,Sutton-Abbott,Small Business,Healthcare,United States,Active
737,ACC-000737,"Frey, Santos and Johnson",Small Business,Retail,Germany,Active
738,ACC-000738,Gray-Tran,Mid-Market,Manufacturing,United States,Active
739,ACC-000739,Walsh Ltd,Small Business,Manufacturing,Germany,Active
740,ACC-000740,Miller Group,Small Business,Automotive,Canada,Active
741,ACC-000741,"Mueller, Knight and Hodge",Small Business,Retail,United States,Active
742,ACC-000742,Jacobson Inc,Small Business,Healthcare,United States,Active
743,ACC-000743,Lewis Ltd,Mid-Market,Retail,Germany,Active
744,ACC-000744,"Alvarez, Williams and Jones",Enterprise,Manufacturing,Mexico,Active
745,ACC-000745,Lam-Elliott,Small Business,Automotive,United States,Active
746,ACC-000746,White LLC,Mid-Market,Technology,Germany,Active
747,ACC-000747,Ali PLC,Mid-Market,Technology,Canada,Active
748,ACC-000748,Goodwin Ltd,Enterprise,Automotive,Mexico,Active
749,ACC-000749,Hickman-Evans,Enterprise,Technology,Germany,Active
750,ACC-000750,"Allen, Davenport and Price",Enterprise,Healthcare,Mexico,Active
751,ACC-000751,"Rivera, Campos and Taylor",Small Business,Technology,Canada,Active
752,ACC-000752,"Ramsey, Mason and Mccann",Enterprise,Technology,United States,Active
753,ACC-000753,Davis and Sons,Enterprise,Healthcare,Germany,Active
754,ACC-000754,Peterson PLC,Small Business,Automotive,Sweden,Active
755,ACC-000755," Sanders, Ayala and Johnson ",Mid-Market,Healthcare,Mexico,Inactive
756,ACC-000756,Bowers-Hayes,Mid-Market,Automotive,Mexico,Active
757,ACC-000757,Kelly Group,Small Business,Automotive,Mexico,Inactive
758,ACC-000758,Lopez-Willis,Mid-Market,Healthcare,Sweden,Active
759,ACC-000759,Miller-Montgomery,Enterprise,Retail,Canada,Active
760,ACC-000760,Marquez Inc,Small Business,Retail,Germany,Active
761,ACC-000761,Moore-Dawson,Enterprise,Automotive,United States,Active
762,ACC-000762,"Moore, Price and Ward",Mid-Market,Retail,Germany,Inactive
763,ACC-000763,Smith LLC,Small Business,Manufacturing,Canada,Active
764,ACC-000764,Ward-Nelson,Small Business,Healthcare,United States,Active
765,ACC-000765,Miller Group,Mid-Market,Retail,Canada,Active
766,ACC-000766,Hawkins-Hunt,Small Business,Technology,Germany,Active
767,ACC-000767,Johnson LLC,Mid-Market,Retail,Canada,Active
768,ACC-000768,"Davis, George and Nguyen",Mid-Market,Retail,Mexico,Active
769,ACC-000769,Smith-Gutierrez,Enterprise,Manufacturing,Germany,Active
770,ACC-000770,Hardy PLC,Mid-Market,Manufacturing,Mexico,Active
771,ACC-000771,Armstrong and Sons,Mid-Market,Automotive,Sweden,Active
772,ACC-000772,"James, Taylor and Turner",Small Business,Automotive,United States,Active
773,ACC-000773,Thomas-Jackson,Enterprise,Automotive,Canada,Active
774,ACC-000774,Fisher-Washington,Small Business,Automotive,Sweden,Active
775,ACC-000775,Ward and Sons,Small Business,Healthcare,Germany,Active
776,ACC-000776," Weber, Wheeler and Gonzalez ",Small Business,Manufacturing,Canada,Active
777,ACC-000777,Taylor Inc,Mid-Market,Automotive,Germany,Active
778,ACC-000778,Cook-Oliver,Enterprise,Manufacturing,Mexico,Active
779,ACC-000779,Alexander-Jordan,Enterprise,Automotive,Canada,Active
780,ACC-000780," Mccann, Taylor and Flores ",Small Business,Healthcare,United States,Active
781,ACC-000781,"Harris, Edwards and Oconnell",Small Business,Manufacturing,Canada,Active
782,ACC-000782,Carter-Neal,Mid-Market,Automotive,Mexico,Active
783,ACC-000783,Faulkner-Casey,Enterprise,Manufacturing,Sweden,Active
784,ACC-000784,Bennett-Velasquez,Enterprise,Technology,Mexico,Active
785,ACC-000785,Diaz-Frederick,Mid-Market,Healthcare,Mexico,Active
786,ACC-000786,Vargas PLC,Mid-Market,Automotive,United States,Active
787,ACC-000787,Maldonado PLC,Enterprise,Manufacturing,Canada,Active
788,ACC-000788,Benton Group,Small Business,Manufacturing,United States,Active
789,ACC-000789,"Clark, Salinas and Guerra",Mid-Market,Retail,United States,Active
790,ACC-000790,Fuentes Group,Enterprise,Healthcare,Mexico,Active
791,ACC-000791,"Porter, Schultz and Allen",Enterprise,Retail,Mexico,Inactive
792,ACC-000792,"Moore, Henderson and Bennett",Mid-Market,Technology,United States,Active
793,ACC-000793,Ewing-Mendoza,Small Business,Automotive,Sweden,Active
794,ACC-000794,Ferguson-Mclean,Small Business,Automotive,Germany,Active
795,ACC-000795," Barnes, Johnson and Schmitt ",Mid-Market,Retail,United States,Active
796,ACC-000796,"Woodard, Herrera and Little",Enterprise,Automotive,Mexico,Active
797,ACC-000797,Rodriguez and Sons,Small Business,Technology,Mexico,Active
798,ACC-000798," Ortega, Jackson and Salazar ",Mid-Market,Manufacturing,Germany,Active
799,ACC-000799,"Terrell, Byrd and Ross",Enterprise,Retail,Sweden,Active
800,ACC-000800,Sheppard-Jordan,Mid-Market,Retail,Canada,Active
801,ACC-000801,Garcia and Sons,Enterprise,Manufacturing,Sweden,Inactive
802,ACC-000802,"Burgess, Grant and Watts",Enterprise,Retail,Germany,Active
803,ACC-000803,Griffin Group,Mid-Market,Retail,Mexico,Active
804,ACC-000804,Barton-Chapman,Small Business,Automotive,United States,Active
805,ACC-000805,"Hernandez, Cuevas and Webb",Small Business,Manufacturing,United States,Active
806,ACC-000806,Perry-Nixon,Small Business,Manufacturing,Mexico,Active
807,ACC-000807,Guerra Ltd,Mid-Market,Manufacturing,Canada,Active
808,ACC-000808,Bailey LLC,Enterprise,Retail,Canada,Active
809,ACC-000809,Mueller-Boyd,Mid-Market,Manufacturing,Sweden,Active
810,ACC-000810,Alvarez-Kim,Small Business,Technology,United States,Active
811,ACC-000811,"Chavez, Jones and Williams",Enterprise,Automotive,Germany,Inactive
812,ACC-000812,"Wilson, Sweeney and Wong",Small Business,Healthcare,Canada,Active
813,ACC-000813,"Marsh, Spears and Yang",Small Business,Healthcare,United States,Active
814,ACC-000814,"Thompson, Moore and Castro",Enterprise,Retail,Mexico,Active
815,ACC-000815,Hall-Sullivan,Small Business,Technology,United States,Active
816,ACC-000816,Lopez Ltd,Small Business,Manufacturing,United States,Active
817,ACC-000817,Foster-Mclaughlin,Enterprise,Automotive,Sweden,Active
818,ACC-000818,Cole Group,Enterprise,Automotive,Mexico,Active
819,ACC-000819,Smith-Lewis,Mid-Market,Manufacturing,United States,Active
820,ACC-000820,Goodwin-Stokes,Small Business,Automotive,Sweden,Inactive
821,ACC-000821,Ray PLC,Enterprise,Automotive,Germany,Active
822,ACC-000822,Diaz and Sons,Mid-Market,Healthcare,Mexico,Active
823,ACC-000823,Wilson-Lambert,Enterprise,Automotive,United States,Active
824,ACC-000824,Rose-Fowler,Mid-Market,Technology,Mexico,Active
825,ACC-000825,"Price, Long and Wilson",Mid-Market,Healthcare,Sweden,Active
826,ACC-000826,Bruce-Williamson,Enterprise,Technology,Mexico,Inactive
827,ACC-000827,"Mccarthy, Evans and Mendez",Small Business,Manufacturing,Canada,Active
828,ACC-000828,Powers LLC,Small Business,Technology,Mexico,Active
829,ACC-000829,Allen Inc,Small Business,Healthcare,Sweden,Active
830,ACC-000830,Brooks and Sons,Enterprise,Technology,United States,Active
831,ACC-000831,"Price, Carlson and Andrews",Enterprise,Automotive,Mexico,Active
832,ACC-000832, Lopez-Reid ,Enterprise,Technology,Sweden,Active
833,ACC-000833,"Ellison, Arias and Thompson",Mid-Market,Retail,Canada,Active
834,ACC-000834,Burns and Sons,Enterprise,Manufacturing,Germany,Active
835,ACC-000835,Edwards Group,Small Business,Retail,Canada,Active
836,ACC-000836,"Brown, Howard and Smith",Small Business,,Germany,Active
837,ACC-000837,Lee Group,Small Business,Technology,Mexico,Active
838,ACC-000838,"Wagner, Simpson and Cohen",Enterprise,Automotive,Mexico,Active
839,ACC-000839,Mckinney-Wallace,Enterprise,Automotive,Canada,Active
840,ACC-000840,Miller Inc,Small Business,Retail,Mexico,Active
841,ACC-000841,Carter LLC,Enterprise,Retail,Germany,Active
842,ACC-000842,Medina and Sons,Mid-Market,Manufacturing,Sweden,Active
843,ACC-000843,Cunningham-Barton,Small Business,Technology,Sweden,Active
844,ACC-000844,Dunn-Wilson,Enterprise,Technology,Germany,Active
845,ACC-000845, Adams PLC ,Enterprise,Healthcare,Germany,Active
846,ACC-000846,Weaver-Sherman,Enterprise,Healthcare,Germany,Active
847,ACC-000847,"Alexander, Robinson and Coleman",Enterprise,Retail,Mexico,Active
848,ACC-000848,"Greer, Potter and Evans",Enterprise,Retail,Canada,Active
849,ACC-000849,Cole LLC,Small Business,Retail,Canada,Active
850,ACC-000850,Gonzales Inc,Mid-Market,Manufacturing,Canada,Active
851,ACC-000851,Clark Ltd,Small Business,Manufacturing,United States,Active
852,ACC-000852,"Norris, Callahan and Bishop",Small Business,Automotive,Canada,Active
853,ACC-000853,Martin-Taylor,Small Business,Retail,United States,Active
854,ACC-000854,Li Inc,Enterprise,Manufacturing,United States,Active
855,ACC-000855,"Bell, Campbell and Ryan",Enterprise,Manufacturing,Sweden,Active
856,ACC-000856,Werner-Carter,Small Business,Technology,United States,Active
857,ACC-000857,"Adams, Hodge and Duke",Enterprise,Automotive,Germany,Active
858,ACC-000858,"Ochoa, Taylor and Brady",Enterprise,Retail,Sweden,Active
859,ACC-000859,Sellers-Riddle,Small Business,Retail,Sweden,Inactive
860,ACC-000860,"Martinez, Cline and Wright",Small Business,Healthcare,Germany,Active
861,ACC-000861,"Morris, Wright and Bridges",Small Business,Healthcare,United States,Active
862,ACC-000862,Burns-Ray,Small Business,Automotive,Mexico,Active
863,ACC-000863,Burton-Brooks,Enterprise,Technology,Mexico,Active
864,ACC-000864,Schultz Inc,Small Business,Automotive,Sweden,Active
865,ACC-000865,Robertson-Ramirez,Small Business,Technology,United States,Active
866,ACC-000866,Gibson-Freeman,Small Business,Retail,United States,Active
867,ACC-000867,"Smith, Schroeder and Oconnor",Small Business,Manufacturing,Canada,Active
868,ACC-000868,"Stanton, Reid and Terry",Small Business,Healthcare,United States,Active
869,ACC-000869,Flynn Group,Mid-Market,Manufacturing,Mexico,Active
870,ACC-000870,Donaldson and Sons,Enterprise,Healthcare,Canada,Active
871,ACC-000871,Adams-Clayton,Mid-Market,Manufacturing,Canada,Active
872,ACC-000872,Kelley-Anderson,Enterprise,Automotive,Mexico,Active
873,ACC-000873,Kramer-Shannon,Enterprise,Healthcare,Mexico,Active
874,ACC-000874,Williams Ltd,Enterprise,Technology,Canada,Active
875,ACC-000875,Smith-Noble,Small Business,Retail,Canada,Active
876,ACC-000876,Alexander Inc,Mid-Market,Manufacturing,Germany,Active
877,ACC-000877,Harris-Barker,Mid-Market,Automotive,Sweden,Active
878,ACC-000878,Khan LLC,Small Business,Technology,Mexico,Active
879,ACC-000879,Baxter LLC,Mid-Market,Healthcare,Mexico,Active
880,ACC-000880,Pena LLC,Mid-Market,Manufacturing,Mexico,Active
881,ACC-000881,Watson Ltd,Enterprise,Automotive,United States,Active
882,ACC-000882,Williams Ltd,Small Business,Automotive,Canada,Active
883,ACC-000883,Barber-Fischer,Mid-Market,Manufacturing,Germany,Active
884,ACC-000884,Rios-Padilla,Enterprise,Technology,United States,Active
885,ACC-000885,Lewis Inc,Small Business,Healthcare,Canada,Active
886,ACC-000886,Wheeler PLC,Small Business,,United States,Active
887,ACC-000887,"Wallace, Smith and Cooper",Enterprise,Healthcare,Mexico,Inactive
888,ACC-000888,Mcneil Group,Enterprise,Retail,United States,Active
889,ACC-000889,"Anderson, Jones and Reyes",Enterprise,Manufacturing,United States,Active
890,ACC-000890,"Shaffer, Garcia and Richardson",Enterprise,Retail,United States,Active
891,ACC-000891,Taylor-Ayala,Enterprise,Manufacturing,United States,Active
892,ACC-000892,May Ltd,Small Business,Automotive,Germany,Active
893,ACC-000893,Jones PLC,Mid-Market,Technology,Canada,Active
894,ACC-000894,Bishop and Sons,Small Business,Healthcare,Mexico,Active
895,ACC-000895,Bell-Lewis,Small Business,Manufacturing,Canada,Active
896,ACC-000896,"Hernandez, Jenkins and Parks",Mid-Market,Technology,Germany,Inactive
897,ACC-000897,Miller Inc,Mid-Market,Retail,Sweden,Active
898,ACC-000898,Goodwin PLC,Enterprise,Technology,Sweden,Active
899,ACC-000899,"Cruz, Richmond and Edwards",Enterprise,Healthcare,Sweden,Active
900,ACC-000900,Wright Ltd,Mid-Market,Automotive,Canada,Active
901,ACC-000901,Wright PLC,Enterprise,Retail,Germany,Active
902,ACC-000902,"Griffith, Mitchell and Pugh",Enterprise,Retail,Mexico,Active
903,ACC-000903,Abbott Ltd,Enterprise,Healthcare,Mexico,Active
904,ACC-000904,Harris-Lawson,Small Business,Automotive,Sweden,Active
905,ACC-000905,Adkins LLC,Mid-Market,Automotive,Sweden,Active
906,ACC-000906,"Brown, Hurst and Blevins",Small Business,Automotive,Mexico,Active
907,ACC-000907,Cruz-Allen,Mid-Market,Automotive,Sweden,Active
908,ACC-000908,"Wheeler, Rice and Levine",Enterprise,Manufacturing,Mexico,Active
909,ACC-000909,Peck-Anderson,Mid-Market,Manufacturing,United States,Active
910,ACC-000910,"Fisher, Payne and Thompson",Enterprise,Technology,Canada,Inactive
911,ACC-000911,Best-Townsend,Small Business,Manufacturing,United States,Active
912,ACC-000912,Matthews Inc,Enterprise,Technology,United States,Inactive
913,ACC-000913,Lewis-Livingston,Mid-Market,Manufacturing,Germany,Active
914,ACC-000914,Hunter-Fuller,Small Business,Healthcare,Canada,Active
915,ACC-000915,"Wang, Henderson and Morales",Mid-Market,Automotive,Germany,Active
916,ACC-000916,"Herrera, Jensen and Ramirez",Mid-Market,Retail,Germany,Active
917,ACC-000917,Miller-Mccall,Mid-Market,Automotive,Sweden,Active
918,ACC-000918,Herrera Group,Small Business,Retail,Mexico,Active
919,ACC-000919,"Walters, Davenport and Becker",Enterprise,Retail,Mexico,Active
920,ACC-000920,Collins Group,Mid-Market,Retail,Canada,Inactive
921,ACC-000921,"Ashley, Allen and Sanchez",Small Business,Automotive,Canada,Active
922,ACC-000922,Wilson-Salazar,Mid-Market,Retail,Sweden,Active
923,ACC-000923,Parker Ltd,Mid-Market,Technology,United States,Active
924,ACC-000924,"Yang, Wilson and Zimmerman",Enterprise,Retail,Germany,Active
925,ACC-000925,"Smith, Crawford and Reed",Enterprise,Automotive,Germany,Inactive
926,ACC-000926,"Logan, Le and Jackson",Small Business,Manufacturing,United States,Active
927,ACC-000927,Brady LLC,Mid-Market,Automotive,Sweden,Active
928,ACC-000928,"Tanner, Wise and Johnson",Enterprise,Manufacturing,Canada,Active
929,ACC-000929,Nelson-Brown,Mid-Market,Manufacturing,United States,Active
930,ACC-000930,"Proctor, Burton and Crawford",Mid-Market,Technology,Sweden,Active
931,ACC-000931,"Ward, Porter and Bradley",Mid-Market,Manufacturing,United States,Active
932,ACC-000932,Moore-Ayala,Small Business,Retail,Sweden,Active
933,ACC-000933,"Craig, Wilson and Yang",Enterprise,Technology,United States,Active
934,ACC-000934,Williams Inc,Mid-Market,Technology,Germany,Active
935,ACC-000935,Williams LLC,Mid-Market,Manufacturing,Mexico,Active
936,ACC-000936,Mora-White,Small Business,Manufacturing,Canada,Inactive
937,ACC-000937,Tran Ltd,Enterprise,Automotive,Sweden,Active
938,ACC-000938,"Rios, Walker and Wright",Enterprise,Retail,Sweden,Active
939,ACC-000939,"Flores, Mckenzie and Duncan",Mid-Market,Technology,Mexico,Active
940,ACC-000940,Shaw Inc,Mid-Market,Automotive,United States,Active
941,ACC-000941,Walker PLC,Small Business,Manufacturing,Sweden,Inactive
942,ACC-000942,Finley Inc,Mid-Market,Automotive,Mexico,Active
943,ACC-000943,Cline-Ayala,Small Business,Technology,Sweden,Active
944,ACC-000944,Murphy-Tran,Mid-Market,Manufacturing,United States,Active
945,ACC-000945,Wood LLC,Enterprise,Automotive,Mexico,Active
946,ACC-000946,"Mueller, Stevenson and Sanchez",Enterprise,Manufacturing,United States,Active
947,ACC-000947,Vargas-Snyder,Small Business,Manufacturing,Germany,Active
948,ACC-000948,Oconnor PLC,Enterprise,Technology,Germany,Active
949,ACC-000949,Hernandez Group,Small Business,Manufacturing,Germany,Active
950,ACC-000950,Hall LLC,Enterprise,Automotive,Germany,Active
951,ACC-000951,"Franco, Wiley and Tapia",Enterprise,Technology,United States,Active
952,ACC-000952,Blake Group,Enterprise,Healthcare,Germany,Active
953,ACC-000953,"Acosta, Garcia and Moreno",Mid-Market,Manufacturing,Mexico,Active
954,ACC-000954,Barnes Inc,Mid-Market,Retail,Germany,Active
955,ACC-000955,Dawson Inc,Small Business,Technology,Canada,Active
956,ACC-000956,Morse PLC,Mid-Market,Retail,Mexico,Active
957,ACC-000957,Haynes-Watson,Mid-Market,Retail,United States,Active
958,ACC-000958,"Miller, Davis and Anderson",Mid-Market,Retail,Germany,Active
959,ACC-000959,Jones-Bradley,Small Business,Healthcare,Germany,Active
960,ACC-000960,Bates-Anderson,Mid-Market,Manufacturing,Germany,Active
961,ACC-000961,Green-Edwards,Enterprise,Technology,Mexico,Active
962,ACC-000962,Haynes-Moss,Mid-Market,Technology,Germany,Active
963,ACC-000963,Chavez-Hall,Small Business,Manufacturing,Mexico,Active
964,ACC-000964,Taylor PLC,Enterprise,Technology,United States,Active
965,ACC-000965,Moore and Sons,Small Business,Technology,Sweden,Active
966,ACC-000966,Owens-Russell,Mid-Market,Healthcare,Germany,Active
967,ACC-000967,"Howard, Townsend and Hayes",Mid-Market,Automotive,Canada,Active
968,ACC-000968,Baker-Wilson,Enterprise,Retail,Canada,Active
969,ACC-000969,Aguirre LLC,Small Business,Technology,Sweden,Active
970,ACC-000970,"Terry, Williams and Huff",Enterprise,Manufacturing,Sweden,Active
971,ACC-000971,Hernandez-Dawson,Enterprise,Technology,Sweden,Active
972,ACC-000972,Foster-Williams,Mid-Market,Technology,United States,Active
973,ACC-000973,Green-Ewing,Mid-Market,Healthcare,Germany,Active
974,ACC-000974,Crane Group,Mid-Market,Automotive,Mexico,Active
975,ACC-000975,"Adkins, Wright and Murray",Enterprise,Retail,United States,Active
976,ACC-000976,Martinez Inc,Enterprise,Manufacturing,Germany,Active
977,ACC-000977,Anderson Group,Enterprise,Technology,Germany,Active
978,ACC-000978,Parks-Pace,Mid-Market,Automotive,Mexico,Active
979,ACC-000979,Aguilar LLC,Mid-Market,Manufacturing,Canada,Active
980,ACC-000980,Johnson Inc,Mid-Market,Healthcare,Germany,Inactive
981,ACC-000981,Orr Group,Mid-Market,Healthcare,Sweden,Active
982,ACC-000982,Davis LLC,Small Business,Healthcare,United States,Active
983,ACC-000983,Williams Group,Mid-Market,Manufacturing,Mexico,Active
984,ACC-000984,Jackson PLC,Mid-Market,Healthcare,Mexico,Active
985,ACC-000985,Underwood-Foster,Mid-Market,Healthcare,Sweden,Active
986,ACC-000986,Reyes Group,Mid-Market,Healthcare,Sweden,Active
987,ACC-000987,Gomez and Sons,Mid-Market,Technology,Sweden,Active
988,ACC-000988,Ramirez-Stephenson,Enterprise,Automotive,Sweden,Active
989,ACC-000989,Mendez PLC,Enterprise,Automotive,Mexico,Active
990,ACC-000990,Holland Group,Small Business,Technology,Germany,Active
991,ACC-000991,Andrade-Mendoza,Mid-Market,Retail,Germany,Inactive
992,ACC-000992,Ramirez and Sons,Mid-Market,Retail,Sweden,Active
993,ACC-000993,Gonzalez-Wilkerson,Enterprise,Automotive,United States,Active
994,ACC-000994,"Wright, Mcknight and Stephens",Mid-Market,Healthcare,Mexico,Inactive
995,ACC-000995,Mayo Ltd,Mid-Market,Healthcare,Sweden,Active
996,ACC-000996,Castillo-Harrington,Mid-Market,Manufacturing,Sweden,Active
997,ACC-000997,Durham-Shaw,Mid-Market,Retail,Canada,Active
998,ACC-000998,Nelson-Johnson,Mid-Market,Technology,Canada,Active
999,ACC-000999,"Robinson, Huang and Osborne",Small Business,Automotive,Germany,Active
1000,ACC-001000,Stokes Group,Mid-Market,Automotive,Sweden,Active
