machine_id,location_id,machine_name,machine_type,installation_date,status
MCH-000694,LOC-0071,Assembly Line 00694,Assembly Line,2025-07-18,Active
MCH-000695,LOC-0005,Assembly Line 00695,Assembly Line,2024-08-01,Active
MCH-000696,LOC-0002,CNC Machine 00696,CNC Machine,2019-08-10,Active
MCH-000697,LOC-0092,Robotic Cell 00697,robotic cell,2020-09-18,Maintenance
MCH-000698,LOC-0063,Robotic Cell 00698,Robotic Cell,2025-04-01,Maintenance
MCH-000699,LOC-0090, Conveyor 00699 ,Conveyor,2020-03-11,Active
MCH-000700,LOC-0022,Assembly Line 00700,Assembly Line,2025-03-15,unknown
MCH-000701,LOC-0087,Conveyor 00701,Conveyor,2024-12-15,Active
MCH-000702,LOC-0071,Robotic Cell 00702,Robotic Cell,2021-12-20,Active
MCH-000703,LOC-0043,Assembly Line 00703,Assembly Line,2022-03-05,Active
MCH-000704,LOC-0085,Assembly Line 00704,Assembly Line,2022-04-09,Active
MCH-000705,LOC-0076,Conveyor 00705,Conveyor,2022-04-09,Active
MCH-000706,LOC-0029,Furnace 00706,Furnace,2021-07-27,Inactive
MCH-000707,LOC-0057,Furnace 00707,Furnace,2021-03-23,Active
MCH-000708,LOC-0001,Press 00708,Press,2023-03-11,Active
MCH-000709,LOC-0058,Assembly Line 00709,Assembly Line,2024-12-07,Active
MCH-000710,LOC-0082,Conveyor 00710,Conveyor,2022-10-31,Active
MCH-000711,LOC-0048,Assembly Line 00711,Assembly Line,2025-12-03,Maintenance
MCH-000712,LOC-0018,CNC Machine 00712,,2025-08-06,Active
MCH-000713,LOC-0027,Conveyor 00713,Conveyor,2024-12-08,Active
MCH-000714,LOC-0034,CNC Machine 00714,CNC Machine,2021-01-19,Active
MCH-000715,LOC-0047,Conveyor 00715,,2021-10-31,Active
MCH-000716,LOC-0042,Conveyor 00716,,2024-12-30,Active
MCH-000717,LOC-0045,Robotic Cell 00717,Robotic Cell,2019-02-03,Active
MCH-000718,LOC-0065,Robotic Cell 00718,Robotic Cell,2024-02-01,Active
MCH-000719,LOC-0060,Cutting Machine 00719,Cutting Machine,2023-07-25,Active
MCH-000720,LOC-0036,Robotic Cell 00720,Robotic Cell,2023-01-19,Active
MCH-000721,LOC-0065,Assembly Line 00721,Assembly Line,2019-03-19,Active
MCH-000722,LOC-0092,Assembly Line 00722,Assembly Line,2024-08-02,Active
MCH-000723,LOC-0024,Assembly Line 00723,Assembly Line,2023-04-12,Active
MCH-000724,LOC-0094,Press 00724,Press,2019-11-11,Active
MCH-000725,LOC-0019,Cutting Machine 00725,Cutting Machine,2020-03-16,Inactive
MCH-000726,LOC-0026,Conveyor 00726,Conveyor,2019-07-19,Active
MCH-000727,LOC-0038,Assembly Line 00727,Assembly Line,2020-12-17,Active
MCH-000728,LOC-0042,Robotic Cell 00728,Robotic Cell,2022-04-28,Active
MCH-000729,LOC-0031,Conveyor 00729,Conveyor,2022-05-20,Active
MCH-000730,LOC-0058,Robotic Cell 00730,Robotic Cell,2020-02-29,Active
MCH-000731,LOC-0084,CNC Machine 00731,CNC Machine,2021-04-17,Active
MCH-000732,LOC-0009,Robotic Cell 00732,Robotic Cell,2019-10-23,Active
MCH-000733,LOC-0015,CNC Machine 00733,,2022-01-21,Active
MCH-000734,LOC-0081,Press 00734,Press,2020-07-02,Active
MCH-000735,LOC-0073,Press 00735,Press,2021-07-16,Maintenance
MCH-000736,LOC-0059,Robotic Cell 00736,Robotic Cell,2025-05-29,Active
MCH-000737,LOC-0097,Press 00737,Press,2021-10-31,unknown
MCH-000738,LOC-0035,Press 00738,Press,2025-05-08,Active
MCH-000739,LOC-0060,Assembly Line 00739,Assembly Line,2024-05-24,Active
MCH-000740,LOC-0078,Robotic Cell 00740,Robotic Cell,2023-10-31,Maintenance
MCH-000741,LOC-0076,Cutting Machine 00741,Cutting Machine,2024-04-24,Active
MCH-000742,LOC-0072,Assembly Line 00742,Assembly Line,2021-09-23,Active
MCH-000743,LOC-0034,Cutting Machine 00743,,2019-10-30,unknown
MCH-000744,LOC-0052,Press 00744,Press,2024-06-21,Active
MCH-000745,LOC-0005,Assembly Line 00745,Assembly Line,2021-03-13,Active
MCH-000746,LOC-0001,CNC Machine 00746,CNC Machine,2025-11-08,Active
MCH-000747,LOC-0066,Conveyor 00747,Conveyor,2019-04-23,Active
MCH-000748,LOC-0047,Robotic Cell 00748,Robotic Cell,2024-06-18,Active
MCH-000749,LOC-0097,Press 00749,Press,2022-09-03,unknown
MCH-000750,LOC-0072,Assembly Line 00750,Assembly Line,2025-06-17,Active
MCH-000751,LOC-0045,CNC Machine 00751,CNC Machine,2022-11-02,Active
MCH-000752,LOC-0046,CNC Machine 00752,CNC Machine,2024-10-05,Active
MCH-000753,LOC-0061,Conveyor 00753,Conveyor,2020-04-17,Active
MCH-000754,LOC-0030,Furnace 00754,Furnace,2019-06-30,Active
MCH-000755,LOC-0099,Conveyor 00755,,2021-06-21,Active
MCH-000756,LOC-0035,Packaging Machine 00756,Packaging Machine,28-04-2024,Active
MCH-000757,LOC-0019,Cutting Machine 00757,Cutting Machine,2022-05-01,Active
MCH-000758,LOC-0044,Conveyor 00758,Conveyor,2025-11-14,Active
MCH-000759,LOC-0018,Cutting Machine 00759,Cutting Machine,2024-09-25,Active
MCH-000760,LOC-0027,Assembly Line 00760,Assembly Line,2019-09-03,Active
MCH-000761,LOC-0070,Cutting Machine 00761,Cutting Machine,2023-02-09,Active
MCH-000762,LOC-0082,Conveyor 00762,Conveyor,2023-08-04,Active
MCH-000763,LOC-0055,Press 00763,Press,2024-09-17,Active
MCH-000764,LOC-0086,Cutting Machine 00764,Cutting Machine,2024-11-04,Maintenance
MCH-000765,LOC-0054,Press 00765,Press,2025-01-19,unknown
MCH-000766,LOC-0001,Press 00766,Press,2020-07-14,Inactive
MCH-000767,LOC-0067,Robotic Cell 00767,Robotic Cell,2023-10-12,Active
MCH-000768,LOC-0008,Press 00768,Press,2022-07-10,Active
MCH-000769,LOC-0037,Assembly Line 00769,Assembly Line,2021-02-11,Maintenance
MCH-000770,LOC-0078,Conveyor 00770,Conveyor,2022-04-02,Active
MCH-000771,LOC-0048,Press 00771,Press,2025-07-23,Inactive
MCH-000772,LOC-0064,CNC Machine 00772,CNC Machine,2019-07-23,Active
MCH-000773,LOC-0028,Robotic Cell 00773,Robotic Cell,2021-01-04,Active
MCH-000774,LOC-0100,Assembly Line 00774,Assembly Line,2020-04-17,Active
MCH-000775,LOC-0026,Furnace 00775,Furnace,2022-12-18,Active
MCH-000776,LOC-0046,Furnace 00776,Furnace,2022-01-17,Active
MCH-000777,LOC-0084,CNC Machine 00777,CNC Machine,2023-08-14,Active
MCH-000778,LOC-0039,Conveyor 00778,Conveyor,2019-01-23,Active
MCH-000779,LOC-0044,Cutting Machine 00779,Cutting Machine,2024-01-16,Active
MCH-000780,LOC-0063,CNC Machine 00780,CNC Machine,2025-10-12,Active
MCH-000781,LOC-0093,Robotic Cell 00781,robotic cell,2024-06-26,Active
MCH-000782,LOC-0070,Assembly Line 00782,Assembly Line,2019-12-18,Active
MCH-000783,LOC-0063,Packaging Machine 00783,Packaging Machine,2021-06-11,Active
MCH-000784,LOC-0004,Press 00784,Press,2025-10-03,Active
MCH-000785,LOC-0020,Cutting Machine 00785,Cutting Machine,2025-04-23,Active
MCH-000786,LOC-0011,Press 00786,Press,2023-07-19,Active
MCH-000787,LOC-0087,Press 00787,Press,2022-03-22,Active
MCH-000788,LOC-0062,Assembly Line 00788,Assembly Line,2021-05-23,Active
MCH-000789,LOC-0060,CNC Machine 00789,CNC Machine,2022-07-04,Active
MCH-000790,LOC-0019,Packaging Machine 00790,Packaging Machine,2019-07-08,Active
MCH-000791,LOC-0097,Press 00791,Press,2025-04-30,Active
MCH-000792,LOC-0088,Cutting Machine 00792,Cutting Machine,2024-02-16,Inactive
MCH-000793,LOC-0052,Conveyor 00793,Conveyor,2023-01-30,Active
MCH-000794,LOC-0098,Robotic Cell 00794,Robotic Cell,2022-04-17,unknown
MCH-000795,LOC-0015,Furnace 00795,Furnace,2021-12-10,unknown
MCH-000796,LOC-0073,Furnace 00796,Furnace,2023-07-07,Active
MCH-000797,LOC-0059,CNC Machine 00797,CNC Machine,2025-02-15,Active
MCH-000798,LOC-0089,CNC Machine 00798,CNC Machine,2023-09-23,Active
MCH-000799,LOC-0085,Robotic Cell 00799,Robotic Cell,2025-10-09,Active
MCH-000800,LOC-0027,CNC Machine 00800,CNC Machine,2020-09-22,Inactive
MCH-000801,LOC-0042,Assembly Line 00801,Assembly Line,2024-04-02,Active
MCH-000802,LOC-0099,Press 00802,,2022-01-09,Inactive
MCH-000803,LOC-0090,CNC Machine 00803,CNC Machine,2025-02-27,Active
MCH-000804,LOC-0002,Press 00804,Press,2023-08-04,Active
MCH-000805,LOC-0007,Robotic Cell 00805,Robotic Cell,2019-11-30,Active
MCH-000806,LOC-0088,Press 00806,Press,2019-07-22,Active
MCH-000807,LOC-0020,Furnace 00807,Furnace,2020-11-03,Active
MCH-000808,LOC-0030,Robotic Cell 00808,Robotic Cell,2025-12-16,Active
MCH-000809,LOC-0095,CNC Machine 00809,CNC Machine,2020-06-27,Active
MCH-000810,LOC-0003,CNC Machine 00810,CNC Machine,2023-01-13,Active
MCH-000811,LOC-0049,Cutting Machine 00811,Cutting Machine,2022-03-20,unknown
MCH-000812,LOC-0091,Packaging Machine 00812,Packaging Machine,2025-02-05,Active
MCH-000813,LOC-0078,Assembly Line 00813,Assembly Line,2021-02-21,Active
MCH-000814,LOC-0052,Conveyor 00814,Conveyor,2023-08-26,Maintenance
MCH-000815,LOC-0064,Packaging Machine 00815,Packaging Machine,2021-10-08,Active
MCH-000816,LOC-0008,Assembly Line 00816,Assembly Line,2024-04-22,Active
MCH-000817,LOC-0050,Assembly Line 00817,Assembly Line,2019-12-03,Active
MCH-000818,LOC-0072,Furnace 00818,Furnace,2025-11-17,Active
MCH-000819,LOC-0011,Press 00819,,2021-12-01,Active
MCH-000820,LOC-0062,Conveyor 00820,Conveyor,2020-11-24,Active
MCH-000821,LOC-0023,Cutting Machine 00821,Cutting Machine,2023-12-10,Maintenance
MCH-000822,LOC-0088,Assembly Line 00822,Assembly Line,2022-06-28,Active
MCH-000823,LOC-0037,Conveyor 00823,Conveyor,2019-11-07,Active
MCH-000824,LOC-0057,Conveyor 00824,Conveyor,2020-06-05,Active
MCH-000825,LOC-0053,Press 00825,Press,2021-04-24,Active
MCH-000826,LOC-0087,Packaging Machine 00826,Packaging Machine,2021-03-29,Active
MCH-000827,LOC-0043,Assembly Line 00827,Assembly Line,2024-10-01,Active
MCH-000828,LOC-0073,CNC Machine 00828,,2021-03-15,Maintenance
MCH-000829,LOC-0049,Cutting Machine 00829,Cutting Machine,2019-04-01,Active
MCH-000830,LOC-0067,Press 00830,Press,2020-04-28,Active
MCH-000831,LOC-0030,Cutting Machine 00831,Cutting Machine,2021-02-07,Active
MCH-000832,LOC-0038,Cutting Machine 00832,Cutting Machine,2019-09-02,Active
MCH-000833,LOC-0025,Robotic Cell 00833,Robotic Cell,2025-10-27,Active
MCH-000834,LOC-0042,Furnace 00834,Furnace,2025-05-29,Inactive
MCH-000835,LOC-0062,Press 00835,Press,2025-07-02,Active
MCH-000836,LOC-0060,CNC Machine 00836,CNC Machine,2022-10-01,Active
MCH-000837,LOC-0078,Robotic Cell 00837,Robotic Cell,2025-12-23,Active
MCH-000838,LOC-0089,Press 00838,Press,2020-06-27,Active
MCH-000839,LOC-0098,Press 00839,Press,2019-02-18,unknown
MCH-000840,LOC-0018,Press 00840,Press,2020-01-08,Active
MCH-000841,LOC-0023,Assembly Line 00841,assembly line,2024-01-07,Active
MCH-000842,LOC-0058,Conveyor 00842,Conveyor,2023-09-03,Active
MCH-000843,LOC-0073,Conveyor 00843,Conveyor,2025-05-05,Active
MCH-000844,LOC-0030,Assembly Line 00844,Assembly Line,2023-06-21,Active
MCH-000845,LOC-0100,Packaging Machine 00845,Packaging Machine,2021-11-09,Active
MCH-000846,LOC-0034,Robotic Cell 00846,Robotic Cell,2023-03-25,Active
MCH-000847,LOC-0049,Press 00847,Press,2022-06-25,Active
MCH-000848,LOC-0011,Packaging Machine 00848,Packaging Machine,2023-02-02,Active
MCH-000849,LOC-0071,Packaging Machine 00849,Packaging Machine,2022-08-22,Active
MCH-000850,LOC-0077,Cutting Machine 00850,Cutting Machine,2021-01-16,Active
MCH-000851,LOC-0059,CNC Machine 00851,CNC Machine,2020-06-19,Inactive
MCH-000852,LOC-0037,Cutting Machine 00852,Cutting Machine,2019-05-21,Inactive
MCH-000853,LOC-0016,Furnace 00853,Furnace,15-08-2023,Maintenance
MCH-000854,LOC-0054,CNC Machine 00854,CNC Machine,2023-12-16,Active
MCH-000855,LOC-0020,Furnace 00855,Furnace,2021-03-26,unknown
MCH-000856,LOC-0035,CNC Machine 00856,CNC Machine,2022-05-16,Active
MCH-000857,LOC-0078,Conveyor 00857,Conveyor,2021-11-25,Active
MCH-000858,LOC-0096,Packaging Machine 00858,Packaging Machine,2022-02-14,unknown
MCH-000859,LOC-0076,CNC Machine 00859,CNC Machine,2022-10-09,Maintenance
MCH-000860,LOC-0090,CNC Machine 00860,CNC Machine,2022-07-10,Active
MCH-000861,LOC-0088,Conveyor 00861,Conveyor,2022-12-27,Maintenance
MCH-000862,LOC-0028,Cutting Machine 00862,Cutting Machine,2022-02-04,Active
MCH-000863,LOC-0060,Conveyor 00863,conveyor,2024-07-02,Active
MCH-000864,LOC-0092,Robotic Cell 00864,Robotic Cell,2019-05-15,Maintenance
MCH-000865,LOC-0048,CNC Machine 00865,CNC Machine,2020-10-20,Maintenance
MCH-000866,LOC-0048,Cutting Machine 00866,Cutting Machine,2020-12-27,Active
MCH-000867,LOC-0025,Robotic Cell 00867,Robotic Cell,04-10-2020,Active
MCH-000868,LOC-0018,Furnace 00868,Furnace,2022-04-09,Active
MCH-000869,LOC-INVALID-00018,Packaging Machine 00869,Packaging Machine,2023-06-19,Active
MCH-000870,LOC-0040,Assembly Line 00870,Assembly Line,2022-02-13,Active
MCH-000871,LOC-0065,Cutting Machine 00871,Cutting Machine,2021-08-31,Active
MCH-000872,LOC-0008,Assembly Line 00872,Assembly Line,2025-06-05,unknown
MCH-000873,LOC-0028,Robotic Cell 00873,Robotic Cell,2020-11-06,Active
MCH-000874,LOC-0052,Conveyor 00874,Conveyor,2020-06-23,Maintenance
MCH-000875,LOC-0038,Assembly Line 00875,Assembly Line,2024-08-26,Active
MCH-000876,LOC-0100,Robotic Cell 00876,Robotic Cell,2020-02-23,Active
MCH-000877,LOC-0034,Cutting Machine 00877,Cutting Machine,2025-02-13,Active
MCH-000878,LOC-0066,Assembly Line 00878,Assembly Line,2020-08-16,Active
MCH-000879,LOC-0090,Conveyor 00879,Conveyor,2024-08-27,Active
MCH-000880,LOC-0012,CNC Machine 00880,CNC Machine,2021-01-06,Active
MCH-000881,LOC-0001,Assembly Line 00881,Assembly Line,2024-11-03,Active
MCH-000882,LOC-0048,Assembly Line 00882,Assembly Line,2025-12-29,unknown
MCH-000883,LOC-0045,Robotic Cell 00883,Robotic Cell,2024-09-08,Active
MCH-000884,LOC-0038,Robotic Cell 00884,Robotic Cell,2023-11-22,Active
MCH-000885,LOC-0086,Press 00885,Press,2023-08-17,Active
MCH-000886,LOC-0006,Assembly Line 00886,Assembly Line,2024-08-04,Active
MCH-000887,LOC-0091,Assembly Line 00887,Assembly Line,2023-10-26,Active
MCH-000888,LOC-0086,Furnace 00888,Furnace,2022-11-20,Inactive
MCH-000889,LOC-0080,Cutting Machine 00889,,2020-07-14,Active
MCH-000890,LOC-0080,Furnace 00890,Furnace,2020-12-22,Active
MCH-000891,LOC-0086,Robotic Cell 00891,Robotic Cell,2025-08-26,Active
MCH-000892,LOC-0074,Robotic Cell 00892,Robotic Cell,2019-08-22,Active
MCH-000893,LOC-0075,CNC Machine 00893,CNC Machine,11/17/2023,Active
MCH-000894,LOC-0085,Press 00894,Press,2019-01-09,unknown
MCH-000895,LOC-0091,Cutting Machine 00895,Cutting Machine,2021-11-30,Active
MCH-000896,LOC-0019,Packaging Machine 00896,Packaging Machine,2025-12-06,Active
MCH-000897,LOC-0082,Conveyor 00897,Conveyor,2021-01-26,Active
MCH-000898,LOC-0022,Assembly Line 00898,Assembly Line,2025-07-13,Active
MCH-000899,LOC-0004,Furnace 00899,Furnace,2019-10-31,Active
MCH-000900,LOC-0039,Robotic Cell 00900,Robotic Cell,2019-04-06,Active
MCH-000901,LOC-0036,CNC Machine 00901,CNC Machine,2019-10-10,Active
MCH-000902,LOC-0059,Furnace 00902,Furnace,2025-12-05,Active
MCH-000903,LOC-0061,Conveyor 00903,Conveyor,2023-08-26,Active
MCH-000904,LOC-0033,CNC Machine 00904,CNC Machine,2019-08-28,Active
MCH-000905,LOC-0062,Assembly Line 00905,Assembly Line,2019-01-29,unknown
MCH-000906,LOC-0025,Robotic Cell 00906,Robotic Cell,2025-03-10,Active
MCH-000907,LOC-0063,Conveyor 00907,Conveyor,2024-02-27,Active
MCH-000908,LOC-0087,Furnace 00908,,2020-06-29,Active
MCH-000909,LOC-0046,Assembly Line 00909,Assembly Line,2023-08-07,Active
MCH-000910,LOC-0090,Packaging Machine 00910,Packaging Machine,2024-09-05,Active
MCH-000911,LOC-0084,Press 00911,Press,2024-03-09,Maintenance
MCH-000912,LOC-0026,Assembly Line 00912,Assembly Line,2020-08-23,Active
MCH-000913,LOC-0013,Assembly Line 00913,Assembly Line,2024-08-19,unknown
MCH-000914,LOC-0013,Cutting Machine 00914,Cutting Machine,2024-01-19,Active
MCH-000915,LOC-0075,Assembly Line 00915,Assembly Line,2025-03-27,Active
MCH-000916,LOC-0003,Assembly Line 00916,Assembly Line,2023-09-23,Maintenance
MCH-000917,LOC-0003,Assembly Line 00917,Assembly Line,2025-07-08,Active
MCH-000918,LOC-0083,Robotic Cell 00918,Robotic Cell,2020-12-11,Active
MCH-000919,LOC-0068,CNC Machine 00919,CNC Machine,2025-11-09,Active
MCH-000920,LOC-0098,Furnace 00920,Furnace,03/30/2024,Maintenance
MCH-000921,LOC-0079,Press 00921,Press,2019-05-02,Active
MCH-000922,LOC-0003,CNC Machine 00922,,2023-07-27,Active
MCH-000923,LOC-0085,Assembly Line 00923,Assembly Line,2020-12-12,Active
MCH-000924,LOC-0013,Conveyor 00924,Conveyor,2025-11-07,Active
MCH-000925,LOC-0066,Robotic Cell 00925,Robotic Cell,07/10/2025,Active
MCH-000926,LOC-0001,Conveyor 00926,Conveyor,2024-12-01,Active
MCH-000927,LOC-0039,Press 00927,Press,2023-12-20,unknown
MCH-000928,LOC-0051,Cutting Machine 00928,Cutting Machine,2021-08-29,unknown
MCH-000929,LOC-0087,Press 00929,Press,2021-09-05,Active
MCH-000930,LOC-0060,CNC Machine 00930,CNC Machine,2023-08-03,Active
MCH-000931,LOC-0072,Furnace 00931,Furnace,2024-04-21,Active
MCH-000932,LOC-0034,Conveyor 00932,,2019-11-04,Active
MCH-000933,LOC-0061,Conveyor 00933,Conveyor,2019-01-18,Active
MCH-000934,LOC-0066,CNC Machine 00934,CNC Machine,10-07-2022,Active
MCH-000935,LOC-0089,Conveyor 00935,Conveyor,2024-09-08,Active
MCH-000936,LOC-0002,Assembly Line 00936,Assembly Line,2020-10-09,Active
MCH-000937,LOC-0052,Packaging Machine 00937,Packaging Machine,2019-01-25,Active
MCH-000938,LOC-0032,Packaging Machine 00938,Packaging Machine,2024-07-15,Active
MCH-000939,LOC-0068,CNC Machine 00939,CNC Machine,2023-04-21,Active
MCH-000940,LOC-0024,Conveyor 00940,Conveyor,2021-09-03,Active
MCH-000941,LOC-0011,Packaging Machine 00941,Packaging Machine,2023-12-16,Active
MCH-000942,LOC-0082,Cutting Machine 00942,Cutting Machine,2019-05-08,Active
MCH-000943,LOC-0026,Packaging Machine 00943,Packaging Machine,2025-08-05,Active
MCH-000944,LOC-0050,Cutting Machine 00944,Cutting Machine,2023-05-21,Inactive
MCH-000945,LOC-0039,Press 00945,Press,2024-04-15,Active
MCH-000946,LOC-0030,Assembly Line 00946,Assembly Line,2020-12-30,Active
MCH-000947,LOC-0069,Cutting Machine 00947,Cutting Machine,2019-09-01,Active
MCH-000948,LOC-0022,Furnace 00948,Furnace,2021-08-06,unknown
MCH-000949,LOC-0018,Press 00949,Press,2024-02-14,Active
MCH-000950,LOC-0049,Robotic Cell 00950,Robotic Cell,2023-12-28,Active
MCH-000951,LOC-0019,Packaging Machine 00951,Packaging Machine,2020-11-11,unknown
MCH-000952,LOC-0013,Conveyor 00952,Conveyor,2020-03-10,Active
MCH-000953,LOC-0001,Conveyor 00953,Conveyor,2024-08-12,Active
MCH-000954,LOC-0049,Packaging Machine 00954,Packaging Machine,2022-11-12,Active
MCH-000955,LOC-0065,Conveyor 00955,Conveyor,2021-03-15,Active
MCH-000956,LOC-0071,Robotic Cell 00956,Robotic Cell,2022-05-14,Active
MCH-000957,LOC-0071,Cutting Machine 00957,Cutting Machine,2023-04-06,Active
MCH-000958,LOC-0089,Robotic Cell 00958,Robotic Cell,2019-05-30,unknown
MCH-000959,LOC-0011,Packaging Machine 00959,Packaging Machine,2024-05-30,Active
MCH-000960,LOC-0054,Packaging Machine 00960,Packaging Machine,2025-02-28,Active
MCH-000961,LOC-0053,Assembly Line 00961,Assembly Line,2025-12-25,Active
MCH-000962,LOC-0001,Cutting Machine 00962,Cutting Machine,2021-09-27,Active
MCH-000963,LOC-0087,Packaging Machine 00963,Packaging Machine,2025-03-25,Active
MCH-000964,LOC-0031,Press 00964,Press,2020-08-18,Active
MCH-000965,LOC-0080,Furnace 00965,Furnace,2022-09-17,Active
MCH-000966,LOC-0045,CNC Machine 00966,CNC Machine,2020-01-07,Active
MCH-000967,LOC-0040,Packaging Machine 00967,Packaging Machine,2021-06-05,Active
MCH-000968,LOC-0027,Conveyor 00968,Conveyor,2019-09-14,Active
MCH-000969,LOC-0026,Press 00969,Press,2025-07-29,Active
MCH-000970,LOC-0032,Assembly Line 00970,Assembly Line,2019-09-08,Active
MCH-000971,LOC-0072,CNC Machine 00971,CNC Machine,2023-11-10,Active
MCH-000972,LOC-0074,Cutting Machine 00972,Cutting Machine,2023-12-03,unknown
MCH-000973,LOC-0095,Robotic Cell 00973,Robotic Cell,2024-01-23,Inactive
MCH-000974,LOC-0023,Furnace 00974,Furnace,2020-07-25,Maintenance
MCH-000975,LOC-0018,Assembly Line 00975,Assembly Line,2022-01-21,Active
MCH-000976,LOC-0086,Packaging Machine 00976,Packaging Machine,2021-06-19,Maintenance
MCH-000977,LOC-0064, Press 00977 ,Press,2019-05-05,Active
MCH-000978,LOC-0099,Robotic Cell 00978,Robotic Cell,2020-05-30,Active
MCH-000979,LOC-0087,Conveyor 00979,Conveyor,2024-04-28,Active
MCH-000980,LOC-0087,Furnace 00980,Furnace,2023-05-08,Active
MCH-000981,LOC-0037,Conveyor 00981,,2023-04-13,Active
MCH-000982,LOC-0080,Conveyor 00982,Conveyor,2019-12-14,Active
MCH-000983,LOC-0024,Furnace 00983,Furnace,2025-06-19,Active
MCH-000984,LOC-0006,Cutting Machine 00984,Cutting Machine,2025-04-10,Active
MCH-000985,LOC-0003,Cutting Machine 00985,Cutting Machine,2020-05-13,Active
MCH-000986,LOC-0089,Assembly Line 00986,Assembly Line,2023-04-28,Active
MCH-000987,LOC-0062,Cutting Machine 00987,Cutting Machine,2022-02-22,Active
MCH-000988,LOC-0056,CNC Machine 00988,CNC Machine,2021-12-17,Active
MCH-000989,LOC-0062,Packaging Machine 00989,Packaging Machine,2025-06-07,Maintenance
MCH-000990,LOC-0016,Cutting Machine 00990,Cutting Machine,2023-01-19,Active
MCH-000991,LOC-0001,Robotic Cell 00991,Robotic Cell,2023-11-09,unknown
MCH-000992,LOC-0069,Conveyor 00992,Conveyor,2023-09-11,Active
MCH-000993,LOC-0050,Robotic Cell 00993,Robotic Cell,2025-01-27,Active
MCH-000994,LOC-0006,Robotic Cell 00994,Robotic Cell,2020-08-02,Active
MCH-000995,LOC-0092,CNC Machine 00995,CNC Machine,2022-02-03,Active
MCH-000996,LOC-0049,Robotic Cell 00996,Robotic Cell,2025-11-27,Active
MCH-000997,LOC-0040,Cutting Machine 00997,cutting machine,2022-12-07,Active
MCH-000998,LOC-0082,CNC Machine 00998,CNC Machine,2020-03-15,Active
MCH-000999,LOC-0052,Furnace 00999,Furnace,2025-12-07,Active
MCH-001000,LOC-0089,CNC Machine 01000,CNC Machine,2020-06-23,Active
MCH-001001,LOC-0064,Assembly Line 01001,Assembly Line,2024-08-02,Active
MCH-001002,LOC-0020,CNC Machine 01002,,2022-12-02,Maintenance
MCH-001003,LOC-0061,Furnace 01003,,2020-11-06,Inactive
MCH-001004,LOC-0044,Furnace 01004,Furnace,2025-01-26,unknown
MCH-001005,LOC-0081,Furnace 01005,Furnace,2019-11-15,Active
MCH-001006,LOC-0028,Press 01006,Press,2024-02-01,Active
MCH-001007,LOC-0054,Cutting Machine 01007,Cutting Machine,2023-03-29,Active
MCH-001008,LOC-0041, Assembly Line 01008 ,Assembly Line,2020-07-29,Active
MCH-001009,LOC-0028,Press 01009,Press,2019-06-27,unknown
MCH-001010,LOC-0084,Cutting Machine 01010,Cutting Machine,2024-06-01,Active
MCH-001011,LOC-0085,Furnace 01011,Furnace,2019-10-05,Active
MCH-001012,LOC-0027,Robotic Cell 01012,Robotic Cell,01/14/2020,Maintenance
MCH-001013,LOC-0017,CNC Machine 01013,CNC Machine,2022-06-06,Active
MCH-001014,LOC-0039,Conveyor 01014,Conveyor,2023-04-12,Active
MCH-001015,LOC-0053,Press 01015,Press,2025-02-28,Active
MCH-001016,LOC-0098,Conveyor 01016,conveyor,2025-01-30,Active
MCH-001017,LOC-0028,CNC Machine 01017,CNC Machine,2025-01-27,Active
MCH-001018,LOC-0088,Conveyor 01018,Conveyor,2021-12-02,Active
MCH-001019,LOC-0023,Packaging Machine 01019,Packaging Machine,2021-05-16,Active
MCH-001020,LOC-0040,Packaging Machine 01020,Packaging Machine,2021-05-03,Maintenance
MCH-001021,LOC-0020,Conveyor 01021,Conveyor,2025-12-22,Active
MCH-001022,LOC-0073,Cutting Machine 01022,Cutting Machine,2025-01-14,unknown
MCH-001023,LOC-0100,Conveyor 01023,Conveyor,2020-05-21,Active
MCH-001024,LOC-0044,Robotic Cell 01024,Robotic Cell,2019-04-30,Active
MCH-001025,LOC-0061,CNC Machine 01025,CNC Machine,2023-10-19,Active
MCH-001026,LOC-0012,Assembly Line 01026,Assembly Line,2025-09-12,Active
MCH-001027,LOC-0035,Conveyor 01027,Conveyor,2025-11-26,Maintenance
MCH-001028,LOC-0086,CNC Machine 01028,,2020-07-02,Active
MCH-001029,LOC-0061,Assembly Line 01029,,2019-07-25,Inactive
MCH-001030,LOC-0043,Furnace 01030,Furnace,2025-06-28,Active
MCH-001031,LOC-0043,Packaging Machine 01031,Packaging Machine,2022-07-08,Active
MCH-001032,LOC-0001,Conveyor 01032,Conveyor,2019-08-23,Maintenance
MCH-001033,LOC-0041,Robotic Cell 01033,Robotic Cell,2021-11-14,Active
MCH-001034,LOC-0047,Conveyor 01034,Conveyor,2025-10-09,Active
MCH-001035,LOC-0066,Furnace 01035,Furnace,2022-04-13,Active
MCH-001036,LOC-0069,Press 01036,Press,2022-05-29,Active
MCH-001037,LOC-0084,Packaging Machine 01037,Packaging Machine,2021-09-11,Active
MCH-001038,LOC-0024,CNC Machine 01038,CNC Machine,2025-04-04,Active
MCH-001039,LOC-0080,Conveyor 01039,Conveyor,2020-03-06,Active
MCH-001040,LOC-0036,Furnace 01040,Furnace,2022-07-08,Active
MCH-001041,LOC-0089,Furnace 01041,Furnace,2021-03-18,Inactive
