emissions_key,emissions_id,date_key,location_key,emissions_category,unit_of_measure,co2_emissions
61010,EMS-061010,20241208,70,Purchased Energy,kg,639.406
61011,EMS-061011,20230902,55,Purchased Energy,kg,385.252
61012,EMS-061012,20250828,36,Purchased Energy,kg,628.7
61013,EMS-061013,20220128,67,Direct Emissions,kg,955.354
61014,EMS-061014,20250819,55,Purchased Energy,kg,1010.638
61015,EMS-061015,20220403,82,Direct Emissions,kg,493.248
61016,EMS-061016,20190608,85,Direct Emissions,kg,1607.48
61017,EMS-061017,20211127,17,Purchased Energy,kg,1199.457
61018,EMS-061018,20190114,27,Direct Emissions,kg,195.274
61019,EMS-061019,20200318,77,Purchased Energy,kg,610.706
61020,EMS-061020,20230617,69,Transportation,kg,1728.661
61021,EMS-061021,20190123,87,Transportation,kg,1113.709
61022,EMS-061022,20190612,99,Direct Emissions,kg,649.009
61023,EMS-061023,20230901,63,Direct Emissions,kg,504.619
61024,EMS-061024,20220706,62,Direct Emissions,kg,568.804
61025,EMS-061025,20200109,1,Direct Emissions,kg,415.2
61026,EMS-061026,20240123,34,Purchased Energy,kg,920.864
61027,EMS-061027,20221102,54,Direct Emissions,kg,2560.031
61028,EMS-061028,20230906,29,Direct Emissions,kg,1235.564
61029,EMS-061029,20200527,100,Transportation,kg,2762.325
61030,EMS-061030,20230512,67,Purchased Energy,kg,819.97
61031,EMS-061031,20230426,48,Direct Emissions,kg,592.952
61032,EMS-061032,20220526,62,Purchased Energy,kg,401.799
61033,EMS-061033,20190306,76,Transportation,kg,472.299
61034,EMS-061034,20190705,71,Direct Emissions,kg,262.743
61035,EMS-061035,20250620,41,Purchased Energy,kg,394.643
61036,EMS-061036,20190306,72,Direct Emissions,kg,367.074
61037,EMS-061037,20211208,72,Purchased Energy,kg,571.779
61038,EMS-061038,20210602,4,Purchased Energy,kg,571.858
61039,EMS-061039,20230326,41,Purchased Energy,kg,699.969
61040,EMS-061040,20200503,18,Transportation,kg,926.835
61041,EMS-061041,20250214,30,Direct Emissions,kg,550.362
61042,EMS-061042,20211026,63,Purchased Energy,kg,824.743
61043,EMS-061043,20190131,26,Purchased Energy,kg,723.833
61044,EMS-061044,20190410,72,Direct Emissions,kg,661.009
61045,EMS-061045,20200806,77,Purchased Energy,kg,369.93
61046,EMS-061046,20240329,78,Direct Emissions,kg,555.284
61047,EMS-061047,20240823,26,Direct Emissions,kg,503.038
61048,EMS-061048,20230807,64,Transportation,kg,1422.679
61049,EMS-061049,20200401,51,Direct Emissions,kg,616.289
61050,EMS-061050,20201103,4,Purchased Energy,kg,855.399
61051,EMS-061051,20210717,70,Direct Emissions,kg,689.081
61052,EMS-061052,20200403,53,Direct Emissions,kg,1316.254
61053,EMS-061053,20201011,17,Purchased Energy,kg,306.572
61054,EMS-061054,20210916,51,Purchased Energy,kg,349.427
61055,EMS-061055,20191212,39,Purchased Energy,kg,594.888
61056,EMS-061056,20250302,28,Purchased Energy,kg,886.279
61057,EMS-061057,20201102,80,Direct Emissions,kg,884.164
61058,EMS-061058,20240101,11,Direct Emissions,kg,1018.578
61059,EMS-061059,20240616,58,Purchased Energy,kg,1068.046
61060,EMS-061060,20190716,13,Direct Emissions,kg,1252.346
61061,EMS-061061,20210612,63,Direct Emissions,kg,395.866
61062,EMS-061062,20250417,2,Transportation,kg,686.241
61063,EMS-061063,20190710,95,Direct Emissions,kg,587.344
61064,EMS-061064,20211208,69,Direct Emissions,kg,629.376
61065,EMS-061065,20190819,25,Direct Emissions,kg,694.292
61066,EMS-061066,20190417,73,Purchased Energy,kg,498.371
61067,EMS-061067,20220413,57,Purchased Energy,kg,513.505
61068,EMS-061068,20200120,53,Direct Emissions,kg,378.693
61069,EMS-061069,20231111,44,Transportation,kg,1353.182
61070,EMS-061070,20230907,88,Direct Emissions,kg,2354.232
61071,EMS-061071,20231004,5,Purchased Energy,kg,613.122
61072,EMS-061072,20210716,53,Direct Emissions,kg,3060.785
61073,EMS-061073,20191115,5,Direct Emissions,kg,2156.654
61074,EMS-061074,20220810,84,Direct Emissions,kg,730.516
61075,EMS-061075,20251014,34,Direct Emissions,kg,3612.353
61076,EMS-061076,20190830,84,Transportation,kg,510.37
61077,EMS-061077,20200810,82,Transportation,kg,1127.375
61078,EMS-061078,20200127,87,Direct Emissions,kg,288.172
61079,EMS-061079,20200227,79,Transportation,kg,2445.826
61080,EMS-061080,20220524,32,Purchased Energy,kg,893.238
61081,EMS-061081,20251211,41,Direct Emissions,kg,396.579
61082,EMS-061082,20220509,44,Transportation,kg,933.687
61083,EMS-061083,20250807,91,Direct Emissions,kg,191.619
61084,EMS-061084,20250506,32,Purchased Energy,kg,807.175
61085,EMS-061085,20240722,26,Transportation,kg,671.539
61086,EMS-061086,20210226,61,Purchased Energy,kg,796.836
61087,EMS-061087,20211105,27,Transportation,kg,1113.777
61088,EMS-061088,20250619,96,Direct Emissions,kg,929.659
61089,EMS-061089,20191219,74,Direct Emissions,kg,338.566
61090,EMS-061090,20240807,34,Transportation,kg,747.875
61091,EMS-061091,20230118,38,Direct Emissions,kg,1239.723
61092,EMS-061092,20220427,25,Transportation,kg,823.334
61093,EMS-061093,20220513,90,Direct Emissions,kg,2112.121
61094,EMS-061094,20230911,22,Direct Emissions,kg,780.128
61095,EMS-061095,20190803,29,Purchased Energy,kg,255.816
61096,EMS-061096,20230601,23,Direct Emissions,kg,740.436
61097,EMS-061097,20230619,19,Transportation,kg,2301.831
61098,EMS-061098,20190911,37,Direct Emissions,kg,992.743
61099,EMS-061099,20250313,6,Direct Emissions,kg,531.944
61100,EMS-061100,20240727,58,Direct Emissions,kg,2408.553
61101,EMS-061101,20220911,92,Direct Emissions,kg,461.373
61102,EMS-061102,20210708,84,Direct Emissions,kg,428.501
61103,EMS-061103,20240109,76,Purchased Energy,kg,1040.189
61104,EMS-061104,20200726,69,Transportation,kg,492.983
61105,EMS-061105,20241012,62,Purchased Energy,kg,1283.469
61106,EMS-061106,20190322,36,Direct Emissions,kg,1347.281
61107,EMS-061107,20250518,37,Direct Emissions,kg,780.959
61108,EMS-061108,20230218,95,Purchased Energy,kg,5134.506
61109,EMS-061109,20211116,30,Purchased Energy,kg,229.009
61110,EMS-061110,20250526,37,Purchased Energy,kg,395.833
61111,EMS-061111,20200921,44,Direct Emissions,kg,1035.604
61112,EMS-061112,20240518,47,Purchased Energy,kg,292.046
61113,EMS-061113,20220702,54,Purchased Energy,kg,634.505
61114,EMS-061114,20201120,61,Transportation,kg,1143.509
61115,EMS-061115,20240121,5,Direct Emissions,kg,2313.626
61116,EMS-061116,20190315,18,Direct Emissions,kg,257.856
61117,EMS-061117,20231101,23,Direct Emissions,kg,474.824
61118,EMS-061118,20220321,87,Direct Emissions,kg,293.034
61119,EMS-061119,20241208,91,Transportation,kg,314.412
61120,EMS-061120,20220108,8,Purchased Energy,kg,1601.868
61121,EMS-061121,20210428,30,Purchased Energy,kg,356.944
61122,EMS-061122,20231224,25,Direct Emissions,kg,1600.786
61123,EMS-061123,20191003,85,Purchased Energy,kg,1036.007
61124,EMS-061124,20210809,73,Direct Emissions,kg,570.956
61125,EMS-061125,20210127,74,Purchased Energy,kg,901.045
61126,EMS-061126,20210108,78,Purchased Energy,kg,423.478
61127,EMS-061127,20200502,66,Purchased Energy,kg,1818.636
61128,EMS-061128,20250609,92,Purchased Energy,kg,1047.593
61129,EMS-061129,20220909,36,Direct Emissions,kg,1000.18
61130,EMS-061130,20230415,64,Transportation,kg,1813.259
61131,EMS-061131,20200730,91,Purchased Energy,kg,358.862
61132,EMS-061132,20221214,100,Direct Emissions,kg,547.721
61133,EMS-061133,20251220,86,Direct Emissions,kg,1478.738
61134,EMS-061134,20251018,52,Direct Emissions,kg,2546.588
61135,EMS-061135,20190718,84,Direct Emissions,kg,943.406
61136,EMS-061136,20211230,60,Purchased Energy,kg,966.235
61137,EMS-061137,20241015,23,Purchased Energy,kg,167.41
61138,EMS-061138,20191201,81,Direct Emissions,kg,1005.324
61139,EMS-061139,20250228,26,Direct Emissions,kg,292.231
61140,EMS-061140,20210603,20,Transportation,kg,1058.008
61141,EMS-061141,20190130,18,Purchased Energy,kg,206.635
61142,EMS-061142,20221008,93,Direct Emissions,kg,752.008
61143,EMS-061143,20240724,21,Direct Emissions,kg,417.036
61144,EMS-061144,20240329,26,Direct Emissions,kg,576.641
61145,EMS-061145,20220620,16,Direct Emissions,kg,4669.148
61146,EMS-061146,20250307,20,Direct Emissions,kg,1837.636
61147,EMS-061147,20230823,35,Purchased Energy,kg,357.889
61148,EMS-061148,20200423,93,Direct Emissions,kg,572.92
61149,EMS-061149,20210805,36,Direct Emissions,kg,508.733
61150,EMS-061150,20191226,72,Direct Emissions,kg,353.491
61151,EMS-061151,20241019,11,Direct Emissions,kg,133.493
61152,EMS-061152,20250228,62,Direct Emissions,kg,1002.625
61153,EMS-061153,20220523,37,Direct Emissions,kg,1576.852
61154,EMS-061154,20230701,85,Purchased Energy,kg,1131.006
61155,EMS-061155,20230313,73,Purchased Energy,kg,1502.605
61156,EMS-061156,20230720,40,Purchased Energy,kg,402.812
61157,EMS-061157,20201031,4,Direct Emissions,kg,886.084
61158,EMS-061158,20240731,27,Purchased Energy,kg,310.176
61159,EMS-061159,20251027,4,Direct Emissions,kg,449.499
61160,EMS-061160,20200331,76,Purchased Energy,kg,353.256
61161,EMS-061161,20241214,73,Purchased Energy,kg,628.426
61162,EMS-061162,20240113,34,Transportation,kg,3489.879
61163,EMS-061163,20190826,25,Transportation,kg,3223.255
61164,EMS-061164,20250406,21,Purchased Energy,kg,209.757
61165,EMS-061165,20250809,85,Purchased Energy,kg,275.991
61166,EMS-061166,20200720,51,Direct Emissions,kg,1256.706
61167,EMS-061167,20190104,34,Purchased Energy,kg,533.746
61168,EMS-061168,20241219,57,Direct Emissions,kg,554.493
61169,EMS-061169,20230922,81,Purchased Energy,kg,752.869
61170,EMS-061170,20190814,72,Direct Emissions,kg,323.766
61171,EMS-061171,20191123,29,Purchased Energy,kg,193.024
61172,EMS-061172,20200516,77,Direct Emissions,kg,433.467
61173,EMS-061173,20230422,94,Transportation,kg,474.081
61174,EMS-061174,20240826,56,Direct Emissions,kg,2118.476
61175,EMS-061175,20231017,81,Direct Emissions,kg,644.321
61176,EMS-061176,20250526,53,Direct Emissions,kg,970.002
61177,EMS-061177,20250901,62,Purchased Energy,kg,933.693
61178,EMS-061178,20250310,73,Direct Emissions,kg,1886.224
61179,EMS-061179,20200621,77,Direct Emissions,kg,1103.827
61180,EMS-061180,20190514,94,Purchased Energy,kg,364.107
61181,EMS-061181,20230609,68,Direct Emissions,kg,1999.947
61182,EMS-061182,20221115,10,Direct Emissions,kg,346.67
61183,EMS-061183,20210121,45,Direct Emissions,kg,614.676
61184,EMS-061184,20200806,43,Direct Emissions,kg,1644.057
61185,EMS-061185,20211010,22,Transportation,kg,867.76
61186,EMS-061186,20231201,57,Direct Emissions,kg,788.863
61187,EMS-061187,20240623,92,Direct Emissions,kg,700.447
61188,EMS-061188,20200809,13,Direct Emissions,kg,470.99
61189,EMS-061189,20221021,4,Direct Emissions,kg,725.538
61190,EMS-061190,20251022,91,Direct Emissions,kg,1144.989
61191,EMS-061191,20240106,17,Direct Emissions,kg,1159.462
61192,EMS-061192,20200903,40,Direct Emissions,kg,819.924
61193,EMS-061193,20200203,27,Purchased Energy,kg,901.828
61194,EMS-061194,20240904,74,Direct Emissions,kg,825.654
61195,EMS-061195,20220922,9,Transportation,kg,1042.34
61196,EMS-061196,20220312,4,Purchased Energy,kg,353.163
61197,EMS-061197,20210605,7,Direct Emissions,kg,1146.367
61198,EMS-061198,20201121,56,Purchased Energy,kg,227.283
61199,EMS-061199,20251029,77,Direct Emissions,kg,1625.206
61200,EMS-061200,20221117,42,Direct Emissions,kg,727.168
61201,EMS-061201,20250911,46,Direct Emissions,kg,1936.496
61202,EMS-061202,20201205,62,Transportation,kg,2195.698
61203,EMS-061203,20250619,45,Purchased Energy,kg,260.175
61204,EMS-061204,20191009,98,Purchased Energy,kg,212.128
61205,EMS-061205,20191101,23,Transportation,kg,1003.418
61206,EMS-061206,20221204,51,Purchased Energy,kg,448.381
61207,EMS-061207,20250403,84,Direct Emissions,kg,470.528
61208,EMS-061208,20201028,25,Direct Emissions,kg,1601.325
61209,EMS-061209,20210422,40,Direct Emissions,kg,313.28
61210,EMS-061210,20220930,22,Direct Emissions,kg,936.745
61211,EMS-061211,20251025,89,Purchased Energy,kg,615.783
61212,EMS-061212,20210212,25,Direct Emissions,kg,491.275
61213,EMS-061213,20251101,52,Purchased Energy,kg,369.144
61214,EMS-061214,20200815,30,Transportation,kg,464.77
61215,EMS-061215,20220426,54,Purchased Energy,kg,1244.605
61216,EMS-061216,20241201,58,Purchased Energy,kg,953.421
61217,EMS-061217,20220831,69,Direct Emissions,kg,3745.997
61218,EMS-061218,20190319,52,Purchased Energy,kg,363.095
61219,EMS-061219,20190312,91,Direct Emissions,kg,671.981
61220,EMS-061220,20210116,99,Direct Emissions,kg,601.329
61221,EMS-061221,20220409,15,Purchased Energy,kg,846.209
61222,EMS-061222,20241217,82,Purchased Energy,kg,453.092
61223,EMS-061223,20200929,50,Direct Emissions,kg,270.162
61224,EMS-061224,20240915,80,Transportation,kg,3315.9
61225,EMS-061225,20200410,23,Purchased Energy,kg,1136.362
61226,EMS-061226,20240820,6,Purchased Energy,kg,770.705
61227,EMS-061227,20191120,51,Transportation,kg,505.649
61228,EMS-061228,20220901,13,Transportation,kg,868.106
61229,EMS-061229,20250214,6,Purchased Energy,kg,1036.345
61230,EMS-061230,20220823,93,Purchased Energy,kg,322.569
61231,EMS-061231,20231106,48,Purchased Energy,kg,587.685
61232,EMS-061232,20241212,19,Purchased Energy,kg,462.311
61233,EMS-061233,20250529,21,Purchased Energy,kg,350.198
61234,EMS-061234,20200125,7,Purchased Energy,kg,445.716
61235,EMS-061235,20251010,87,Direct Emissions,kg,332.522
61236,EMS-061236,20230204,10,Direct Emissions,kg,1239.135
61237,EMS-061237,20211128,76,Purchased Energy,kg,367.599
61238,EMS-061238,20230911,8,Direct Emissions,kg,454.344
61239,EMS-061239,20240909,3,Purchased Energy,kg,809.99
61240,EMS-061240,20240711,19,Direct Emissions,kg,524.98
61241,EMS-061241,20250715,72,Direct Emissions,kg,773.665
61242,EMS-061242,20210113,7,Transportation,kg,1195.339
61243,EMS-061243,20220408,96,Direct Emissions,kg,642.001
61244,EMS-061244,20200525,100,Transportation,kg,917.189
61245,EMS-061245,20190924,4,Purchased Energy,kg,1362.882
61246,EMS-061246,20190427,11,Transportation,kg,3103.402
61247,EMS-061247,20201102,96,Direct Emissions,kg,1289.335
61248,EMS-061248,20220626,89,Purchased Energy,kg,170.274
61249,EMS-061249,20230201,44,Direct Emissions,kg,473.972
61250,EMS-061250,20211201,6,Purchased Energy,kg,1196.548
61251,EMS-061251,20210415,40,Direct Emissions,kg,283.305
61252,EMS-061252,20230816,32,Direct Emissions,kg,959.895
61253,EMS-061253,20240101,67,Direct Emissions,kg,3864.168
61254,EMS-061254,20230806,84,Purchased Energy,kg,251.612
61255,EMS-061255,20191119,59,Direct Emissions,kg,1810.819
61256,EMS-061256,20190225,66,Direct Emissions,kg,249.413
61257,EMS-061257,20190904,14,Purchased Energy,kg,444.192
61258,EMS-061258,20190222,96,Purchased Energy,kg,526.61
61259,EMS-061259,20200309,47,Direct Emissions,kg,1376.148
61260,EMS-061260,20191203,26,Purchased Energy,kg,1656.9
61261,EMS-061261,20221025,76,Purchased Energy,kg,628.697
61262,EMS-061262,20220723,38,Purchased Energy,kg,1794.39
61263,EMS-061263,20200204,83,Direct Emissions,kg,994.022
61264,EMS-061264,20230110,77,Direct Emissions,kg,233.804
61265,EMS-061265,20230520,5,Purchased Energy,kg,546.374
61266,EMS-061266,20200517,38,Direct Emissions,kg,4435.668
61267,EMS-061267,20240209,5,Purchased Energy,kg,703.499
61268,EMS-061268,20210402,56,Transportation,kg,586.129
61269,EMS-061269,20251212,72,Direct Emissions,kg,1462.984
61270,EMS-061270,20211110,47,Transportation,kg,755.445
61271,EMS-061271,20240405,72,Direct Emissions,kg,847.379
61272,EMS-061272,20250803,88,Purchased Energy,kg,1072.297
61273,EMS-061273,20230910,99,Purchased Energy,kg,514.436
61274,EMS-061274,20210806,79,Direct Emissions,kg,1885.572
61275,EMS-061275,20190130,85,Direct Emissions,kg,354.925
61276,EMS-061276,20210409,35,Purchased Energy,kg,459.27
61277,EMS-061277,20220705,43,Direct Emissions,kg,1581.224
61278,EMS-061278,20220713,37,Purchased Energy,kg,491.668
61279,EMS-061279,20251101,23,Direct Emissions,kg,314.694
61280,EMS-061280,20200811,91,Direct Emissions,kg,692.185
61281,EMS-061281,20240106,8,Direct Emissions,kg,396.338
61282,EMS-061282,20240518,37,Purchased Energy,kg,1009.291
61283,EMS-061283,20220703,79,Purchased Energy,kg,455.252
61284,EMS-061284,20251129,55,Purchased Energy,kg,302.014
61285,EMS-061285,20190507,20,Transportation,kg,1813.659
61286,EMS-061286,20210526,11,Transportation,kg,2763.737
61287,EMS-061287,20230116,96,Purchased Energy,kg,1186.227
61288,EMS-061288,20201227,30,Direct Emissions,kg,355.944
61289,EMS-061289,20251124,76,Direct Emissions,kg,936.197
61290,EMS-061290,20190516,53,Direct Emissions,kg,374.191
61291,EMS-061291,20200128,7,Purchased Energy,kg,419.703
61292,EMS-061292,20190410,15,Direct Emissions,kg,1755.965
61293,EMS-061293,20220111,55,Purchased Energy,kg,184.966
61294,EMS-061294,20221225,66,Direct Emissions,kg,285.037
61295,EMS-061295,20240716,81,Transportation,kg,2628.559
61296,EMS-061296,20210329,37,Direct Emissions,kg,1118.412
61297,EMS-061297,20251125,73,Direct Emissions,kg,417.04
61298,EMS-061298,20251018,35,Direct Emissions,kg,3121.548
61299,EMS-061299,20201120,32,Direct Emissions,kg,1244.591
61300,EMS-061300,20230319,8,Purchased Energy,kg,302.352
61301,EMS-061301,20200101,24,Purchased Energy,kg,864.856
61302,EMS-061302,20240425,15,Direct Emissions,kg,726.312
61303,EMS-061303,20211029,19,Direct Emissions,kg,1209.719
61304,EMS-061304,20220205,49,Direct Emissions,kg,569.215
61305,EMS-061305,20250905,36,Direct Emissions,kg,1723.31
61306,EMS-061306,20240607,39,Purchased Energy,kg,508.617
61307,EMS-061307,20210723,21,Purchased Energy,kg,313.456
61308,EMS-061308,20241001,97,Direct Emissions,kg,1643.805
61309,EMS-061309,20240401,44,Purchased Energy,kg,961.919
61310,EMS-061310,20230703,59,Direct Emissions,kg,1168.738
61311,EMS-061311,20221223,23,Purchased Energy,kg,193.346
61312,EMS-061312,20221225,33,Purchased Energy,kg,449.59
61313,EMS-061313,20211226,75,Direct Emissions,kg,921.952
61314,EMS-061314,20240924,28,Direct Emissions,kg,745.162
61315,EMS-061315,20240408,62,Purchased Energy,kg,630.626
61316,EMS-061316,20241022,11,Transportation,kg,1383.915
61317,EMS-061317,20240321,7,Purchased Energy,kg,789.871
61318,EMS-061318,20220922,55,Direct Emissions,kg,844.835
61319,EMS-061319,20240316,34,Transportation,kg,805.115
61320,EMS-061320,20200628,29,Purchased Energy,kg,168.645
61321,EMS-061321,20220913,69,Purchased Energy,kg,1368.905
61322,EMS-061322,20200728,27,Direct Emissions,kg,657.809
61323,EMS-061323,20220615,37,Direct Emissions,kg,1124.128
61324,EMS-061324,20240225,77,Direct Emissions,kg,2511.912
61325,EMS-061325,20241213,34,Direct Emissions,kg,1831.812
61326,EMS-061326,20240520,32,Direct Emissions,kg,3373.168
61327,EMS-061327,20210603,37,Transportation,kg,1308.925
61328,EMS-061328,20220105,57,Transportation,kg,681.964
61329,EMS-061329,20190609,61,Transportation,kg,732.073
61330,EMS-061330,20220621,17,Purchased Energy,kg,511.986
61331,EMS-061331,20241102,10,Purchased Energy,kg,565.611
61332,EMS-061332,20231202,30,Direct Emissions,kg,251.813
61333,EMS-061333,20250417,22,Direct Emissions,kg,556.892
61334,EMS-061334,20240312,92,Purchased Energy,kg,209.487
61335,EMS-061335,20220719,78,Purchased Energy,kg,173.32
61336,EMS-061336,20201209,80,Direct Emissions,kg,983.078
61337,EMS-061337,20210311,2,Direct Emissions,kg,1893.804
61338,EMS-061338,20230321,91,Transportation,kg,980.454
61339,EMS-061339,20220201,33,Purchased Energy,kg,564.072
61340,EMS-061340,20200113,48,Purchased Energy,kg,242.171
61341,EMS-061341,20251222,87,Direct Emissions,kg,1876.639
61342,EMS-061342,20190921,92,Purchased Energy,kg,439.412
61343,EMS-061343,20201020,95,Direct Emissions,kg,871.773
61344,EMS-061344,20250208,89,Direct Emissions,kg,1299.358
61345,EMS-061345,20190115,43,Direct Emissions,kg,696.573
61346,EMS-061346,20210310,21,Transportation,kg,1444.12
61347,EMS-061347,20210823,46,Direct Emissions,kg,2019.635
61348,EMS-061348,20231214,93,Transportation,kg,1346.685
61349,EMS-061349,20191205,42,Direct Emissions,kg,647.782
61350,EMS-061350,20210929,51,Direct Emissions,kg,445.802
61351,EMS-061351,20220320,71,Purchased Energy,kg,429.268
61352,EMS-061352,20190619,37,Transportation,kg,300.632
61353,EMS-061353,20241110,30,Direct Emissions,kg,706.778
61354,EMS-061354,20231124,19,Direct Emissions,kg,359.171
61355,EMS-061355,20210131,20,Purchased Energy,kg,489.884
61356,EMS-061356,20191215,76,Transportation,kg,1003.087
61357,EMS-061357,20251004,75,Direct Emissions,kg,207.884
61358,EMS-061358,20240929,19,Direct Emissions,kg,2350.273
61359,EMS-061359,20230919,42,Transportation,kg,2057.574
61360,EMS-061360,20241220,2,Direct Emissions,kg,3615.1
61361,EMS-061361,20230123,3,Direct Emissions,kg,680.8
61362,EMS-061362,20240912,54,Purchased Energy,kg,1480.101
61363,EMS-061363,20220113,10,Direct Emissions,kg,550.391
61364,EMS-061364,20210204,86,Direct Emissions,kg,428.719
61365,EMS-061365,20211221,99,Transportation,kg,783.01
61366,EMS-061366,20230801,14,Transportation,kg,933.385
61367,EMS-061367,20210322,25,Purchased Energy,kg,334.163
61368,EMS-061368,20240802,92,Purchased Energy,kg,397.543
61369,EMS-061369,20200414,21,Direct Emissions,kg,1226.457
61370,EMS-061370,20201022,76,Direct Emissions,kg,507.353
61371,EMS-061371,20240521,19,Purchased Energy,kg,2197.224
61372,EMS-061372,20190311,100,Purchased Energy,kg,271.151
61373,EMS-061373,20251003,51,Transportation,kg,8550.086
61374,EMS-061374,20221103,67,Purchased Energy,kg,2700.374
61375,EMS-061375,20210428,71,Purchased Energy,kg,545.458
61376,EMS-061376,20240927,49,Direct Emissions,kg,119.113
61377,EMS-061377,20190921,23,Direct Emissions,kg,308.355
61378,EMS-061378,20190426,20,Purchased Energy,kg,359.058
61379,EMS-061379,20200805,69,Purchased Energy,kg,682.944
61380,EMS-061380,20210222,90,Direct Emissions,kg,1399.313
61381,EMS-061381,20220722,23,Direct Emissions,kg,915.491
61382,EMS-061382,20221213,92,Purchased Energy,kg,853.275
61383,EMS-061383,20250503,63,Direct Emissions,kg,2683.794
61384,EMS-061384,20251122,94,Direct Emissions,kg,2136.651
61385,EMS-061385,20210920,6,Purchased Energy,kg,1449.355
61386,EMS-061386,20200629,55,Purchased Energy,kg,470.33
61387,EMS-061387,20211201,47,Purchased Energy,kg,292.768
61388,EMS-061388,20210203,74,Purchased Energy,kg,716.888
61389,EMS-061389,20240424,46,Purchased Energy,kg,1502.378
61390,EMS-061390,20230723,72,Direct Emissions,kg,1885.274
61391,EMS-061391,20200701,92,Direct Emissions,kg,193.329
61392,EMS-061392,20191028,72,Direct Emissions,kg,755.776
61393,EMS-061393,20220520,50,Transportation,kg,565.797
61394,EMS-061394,20191026,64,Purchased Energy,kg,611.314
61395,EMS-061395,20190828,66,Direct Emissions,kg,750.438
61396,EMS-061396,20210409,40,Direct Emissions,kg,365.536
61397,EMS-061397,20210321,63,Transportation,kg,2118.791
61398,EMS-061398,20190821,69,Purchased Energy,kg,713.771
61399,EMS-061399,20210312,58,Purchased Energy,kg,1368.509
61400,EMS-061400,20200930,32,Direct Emissions,kg,647.405
61401,EMS-061401,20190120,90,Direct Emissions,kg,384.063
61402,EMS-061402,20221215,35,Purchased Energy,kg,299.591
61403,EMS-061403,20220904,27,Direct Emissions,kg,476.691
61404,EMS-061404,20190519,4,Purchased Energy,kg,456.527
61405,EMS-061405,20220404,16,Purchased Energy,kg,722.116
61406,EMS-061406,20230710,73,Purchased Energy,kg,261.698
61407,EMS-061407,20210702,1,Direct Emissions,kg,182.176
61408,EMS-061408,20231211,86,Purchased Energy,kg,1144.785
61409,EMS-061409,20210711,67,Purchased Energy,kg,350.416
61410,EMS-061410,20231210,69,Purchased Energy,kg,627.891
61411,EMS-061411,20200418,18,Purchased Energy,kg,306.337
61412,EMS-061412,20201111,73,Transportation,kg,1639.138
61413,EMS-061413,20190203,53,Direct Emissions,kg,917.596
61414,EMS-061414,20231026,89,Purchased Energy,kg,716.931
61415,EMS-061415,20220725,80,Transportation,kg,1212.752
61416,EMS-061416,20240810,52,Direct Emissions,kg,4070.091
61417,EMS-061417,20190410,42,Direct Emissions,kg,1025.207
61418,EMS-061418,20191226,99,Direct Emissions,kg,494.386
61419,EMS-061419,20210426,28,Purchased Energy,kg,484.286
61420,EMS-061420,20240816,53,Transportation,kg,1689.622
61421,EMS-061421,20210326,21,Purchased Energy,kg,566.91
61422,EMS-061422,20200415,45,Purchased Energy,kg,281.828
61423,EMS-061423,20200410,22,Direct Emissions,kg,582.192
61424,EMS-061424,20220413,76,Purchased Energy,kg,972.221
61425,EMS-061425,20240205,72,,kg,303.184
61426,EMS-061426,20191107,25,Direct Emissions,kg,962.044
61427,EMS-061427,20250629,24,Purchased Energy,kg,411.764
61428,EMS-061428,20220630,38,Direct Emissions,kg,734.145
61429,EMS-061429,20221111,5,Direct Emissions,kg,938.404
61430,EMS-061430,20220114,16,Transportation,kg,1590.933
61431,EMS-061431,20230826,45,Direct Emissions,kg,1716.004
61432,EMS-061432,20230120,10,Purchased Energy,kg,691.619
61433,EMS-061433,20250827,8,Direct Emissions,kg,998.708
61434,EMS-061434,20250204,38,Direct Emissions,kg,2602.036
61435,EMS-061435,20210817,86,Transportation,kg,1827.113
61436,EMS-061436,20230813,82,Purchased Energy,kg,331.756
61437,EMS-061437,20200908,36,Transportation,kg,1796.387
61438,EMS-061438,20200215,68,Direct Emissions,kg,756.617
61439,EMS-061439,20210311,32,Direct Emissions,kg,771.84
61440,EMS-061440,20190607,82,Purchased Energy,kg,369.377
61441,EMS-061441,20220613,62,Direct Emissions,kg,884.327
61442,EMS-061442,20250826,60,Direct Emissions,kg,185.644
61443,EMS-061443,20250914,5,Purchased Energy,kg,2903.2
61444,EMS-061444,20240710,37,Direct Emissions,kg,803.673
61445,EMS-061445,20190623,82,Direct Emissions,kg,565.813
61446,EMS-061446,20210131,39,Direct Emissions,kg,1097.66
61447,EMS-061447,20230928,48,Purchased Energy,kg,403.594
61448,EMS-061448,20220426,68,Purchased Energy,kg,207.434
61449,EMS-061449,20200307,64,Direct Emissions,kg,685.114
61450,EMS-061450,20210419,91,Direct Emissions,kg,2510.903
61451,EMS-061451,20241123,93,Purchased Energy,kg,513.106
61452,EMS-061452,20250704,96,Purchased Energy,kg,1122.233
61453,EMS-061453,20241124,95,Purchased Energy,kg,489.145
61454,EMS-061454,20250813,19,Purchased Energy,kg,559.326
61455,EMS-061455,20191028,41,Transportation,kg,641.098
61456,EMS-061456,20240907,12,Direct Emissions,kg,763.862
61457,EMS-061457,20250112,32,Direct Emissions,kg,962.489
61458,EMS-061458,20220328,42,Purchased Energy,kg,280.097
61459,EMS-061459,20211223,19,Purchased Energy,kg,361.323
61460,EMS-061460,20250213,63,Direct Emissions,kg,789.269
61461,EMS-061461,20200125,87,Transportation,kg,893.747
