customer_key,customer_id,account_key,customer_name,customer_segment,industry,country,status
30930,CUS-030930,432,Stokes and Sons,SMB,Healthcare,Mexico,Active
30931,CUS-030931,996,Maddox-Watts,SMB,Healthcare,Sweden,Active
30932,CUS-030932,757,"Ortiz, Adams and Stein",Enterprise,Manufacturing,Sweden,Active
30933,CUS-030933,847,"Becker, Conner and Thompson",SMB,Technology,Germany,Active
30934,CUS-030934,916,"Willis, Brewer and Christian",Enterprise,Technology,Mexico,Active
30935,CUS-030935,333,Chambers Inc,Enterprise,Healthcare,United States,Active
30936,CUS-030936,551,Bass-Robinson,Mid-Market,Healthcare,Germany,Active
30937,CUS-030937,286,Robertson-Olson,SMB,Retail,United States,Active
30938,CUS-030938,310,"Weber, Young and Oliver",SMB,Automotive,Mexico,Active
30939,CUS-030939,465,Brown-Reyes,Mid-Market,Technology,Germany,Active
30940,CUS-030940,51,Flores Inc,Enterprise,Automotive,Mexico,Active
30941,CUS-030941,216,Herring Ltd,Enterprise,Healthcare,United States,Active
30942,CUS-030942,810,"Michael, Warren and Fletcher",Enterprise,Manufacturing,Mexico,Active
30943,CUS-030943,166,"Barnes, Miller and Rodriguez",SMB,Manufacturing,Canada,Active
30944,CUS-030944,623,Barrera Ltd,Mid-Market,Retail,Sweden,Active
30945,CUS-030945,766,"Grimes, Johnson and Sanchez",Mid-Market,Manufacturing,Sweden,Active
30946,CUS-030946,264,"Garcia, Silva and Beasley",SMB,Retail,Canada,Inactive
30947,CUS-030947,459,Jacobson and Sons,Mid-Market,Retail,Germany,Active
30948,CUS-030948,878,Campos Inc,Enterprise,Manufacturing,United States,Active
30949,CUS-030949,836,Williams and Sons,SMB,Healthcare,Sweden,Active
30950,CUS-030950,921,"Hood, Ferguson and Gaines",Mid-Market,Healthcare,Sweden,Active
30951,CUS-030951,629,Thornton LLC,SMB,Manufacturing,United States,Active
30952,CUS-030952,888,Bradshaw-Watts,SMB,Automotive,Sweden,Active
30953,CUS-030953,399,Diaz Group,Enterprise,Technology,Canada,Active
30954,CUS-030954,602,Riley Ltd,Enterprise,Manufacturing,Sweden,Active
30955,CUS-030955,668,Serrano Ltd,Mid-Market,Healthcare,Mexico,Active
30956,CUS-030956,977,Lam PLC,Mid-Market,Automotive,Germany,Active
30957,CUS-030957,369,"Vincent, Dean and Banks",SMB,Healthcare,Sweden,Active
30958,CUS-030958,875,Haas-Silva,Enterprise,Manufacturing,United States,Active
30959,CUS-030959,510,"Payne, Mitchell and Brady",SMB,Technology,United States,Active
30960,CUS-030960,105,"Campbell, Harper and Jacobs",SMB,Technology,Germany,Active
30961,CUS-030961,656,Campos-Hutchinson,SMB,Retail,Sweden,Active
30962,CUS-030962,982,"Martin, Wright and Ellis",Mid-Market,Retail,Germany,Active
30963,CUS-030963,454,Valentine-Ayers,Enterprise,Healthcare,Sweden,Active
30964,CUS-030964,549,Davis PLC,SMB,Technology,Sweden,Inactive
30965,CUS-030965,928,Sanchez-Cisneros,Enterprise,Healthcare,Mexico,Active
30966,CUS-030966,921,Ingram Group,Mid-Market,Healthcare,United States,Active
30967,CUS-030967,401,"Stafford, Smith and Nichols",Enterprise,Retail,Germany,Active
30968,CUS-030968,761,West and Sons,Enterprise,Manufacturing,Germany,Active
30969,CUS-030969,631,"Tate, Bowen and Rodriguez",Mid-Market,Manufacturing,Germany,Active
30970,CUS-030970,648,Rangel PLC,Mid-Market,Manufacturing,Germany,Active
30971,CUS-030971,721,Grant-Edwards,SMB,Manufacturing,Sweden,Active
30972,CUS-030972,327,Cervantes Ltd,Mid-Market,Retail,Germany,Inactive
30973,CUS-030973,305,Russo-Montes,SMB,Automotive,Canada,Active
30974,CUS-030974,28,"Moore, Fisher and Turner",SMB,Manufacturing,United States,Active
30975,CUS-030975,857,Deleon and Sons,Mid-Market,Retail,Canada,Active
30976,CUS-030976,277,Padilla Group,SMB,Healthcare,Germany,Active
30977,CUS-030977,675,"Richards, Matthews and Murray",SMB,Automotive,Mexico,Active
30978,CUS-030978,686,Carpenter Group,Mid-Market,Technology,United States,Active
30979,CUS-030979,704,"Mata, Wiley and Johnson",Mid-Market,Automotive,Sweden,Active
30980,CUS-030980,864,Schwartz-Stephens,Mid-Market,Automotive,Mexico,Active
30981,CUS-030981,868,Kelley Inc,Enterprise,Technology,Germany,Active
30982,CUS-030982,3,Berg Group,Enterprise,Technology,Sweden,Active
30983,CUS-030983,841,Thompson-Ray,Enterprise,Automotive,United States,Inactive
30984,CUS-030984,208,White-Rodriguez,Mid-Market,Technology,Mexico,Active
30985,CUS-030985,646,"White, Leblanc and Valencia",SMB,Retail,Sweden,Active
30986,CUS-030986,674,Martin-Brown,SMB,Automotive,Germany,Active
30987,CUS-030987,54,Santos-Jenkins,Enterprise,Retail,Sweden,Inactive
30988,CUS-030988,284,Morgan-Ponce,SMB,Retail,Canada,Active
30989,CUS-030989,911,"Gregory, Lewis and Harris",Mid-Market,Manufacturing,United States,Active
30990,CUS-030990,142,Wright Inc,SMB,Automotive,Canada,Active
30991,CUS-030991,232,"Hale, Wright and Allen",Mid-Market,Healthcare,United States,Active
30992,CUS-030992,82,"Thompson, Hendricks and Frye",SMB,Automotive,Canada,Active
30993,CUS-030993,167,Cruz-Mcclure,SMB,Healthcare,Germany,Active
30994,CUS-030994,638,"Lee, Stein and Norman",Mid-Market,Manufacturing,Mexico,Active
30995,CUS-030995,842,Dalton PLC,SMB,Automotive,Germany,Inactive
30996,CUS-030996,595,Bonilla Inc,SMB,Automotive,Mexico,Active
30997,CUS-030997,285,"Orr, Wilson and Irwin",Enterprise,Healthcare,United States,Active
30998,CUS-030998,859,"Williams, Porter and Santos",SMB,Healthcare,Mexico,Active
30999,CUS-030999,368,Smith Inc,SMB,Retail,Germany,Active
31000,CUS-031000,315,"French, Butler and Allen",Mid-Market,Technology,Sweden,Active
31001,CUS-031001,506,Wilson LLC,Mid-Market,Technology,Canada,Active
31002,CUS-031002,137,"Morales, Scott and Obrien",Enterprise,Automotive,United States,Active
31003,CUS-031003,357,"Fletcher, Long and Johnson",SMB,Retail,Germany,Active
31004,CUS-031004,800,Peterson-Jackson,SMB,Manufacturing,Sweden,Inactive
31005,CUS-031005,609,Brown and Sons,Mid-Market,Automotive,Canada,Active
31006,CUS-031006,989,"Ortega, Jones and Carter",SMB,Healthcare,Canada,Active
31007,CUS-031007,776,Jones LLC,Enterprise,Technology,Germany,Active
31008,CUS-031008,361,Fisher-Roberts,Mid-Market,Healthcare,Germany,Active
31009,CUS-031009,767,"Cox, Santiago and Hernandez",SMB,Retail,Mexico,Active
31010,CUS-031010,866,Peters Inc,Mid-Market,Automotive,Germany,Active
31011,CUS-031011,631,Smith-Beck,SMB,Retail,Sweden,Inactive
31012,CUS-031012,763,Green PLC,Enterprise,Technology,Canada,Active
31013,CUS-031013,504,"Howard, Hernandez and Rogers",SMB,Technology,Sweden,Active
31014,CUS-031014,912,Davis PLC,Enterprise,Healthcare,Canada,Active
31015,CUS-031015,238,"Franklin, Lee and Anderson",Enterprise,Retail,Sweden,Active
31016,CUS-031016,425,Cline-Pierce,SMB,Manufacturing,United States,Inactive
31017,CUS-031017,254,"Alexander, Herrera and Barnes",SMB,Healthcare,Canada,Active
31018,CUS-031018,102,Perry Inc,Mid-Market,Retail,Germany,Active
31019,CUS-031019,616,Vincent Group,Enterprise,Manufacturing,Mexico,Active
31020,CUS-031020,119,"Collins, Swanson and Rosario",Mid-Market,Manufacturing,Germany,Active
31021,CUS-031021,227,"Holland, Houston and Green",Enterprise,Technology,United States,Active
31022,CUS-031022,764,"Willis, Ward and Ruiz",Enterprise,Manufacturing,Mexico,Inactive
31023,CUS-031023,242,"Howard, Salinas and Brown",Enterprise,Retail,Sweden,Active
31024,CUS-031024,864,"Cuevas, Morris and Herring",Mid-Market,Automotive,United States,Active
31025,CUS-031025,50,Rodriguez Ltd,Enterprise,Retail,United States,Active
31026,CUS-031026,458,Mathis-Hays,SMB,Manufacturing,United States,Active
31027,CUS-031027,68,"Adams, Peck and Schroeder",Enterprise,Automotive,Canada,Active
31028,CUS-031028,60,"Bennett, Ross and Strickland",SMB,Technology,Sweden,Active
31029,CUS-031029,791,Cohen-Edwards,SMB,Manufacturing,United States,Active
31030,CUS-031030,67,Warren LLC,Mid-Market,Retail,Sweden,Active
31031,CUS-031031,893,Nash Inc,Mid-Market,Technology,Germany,Active
31032,CUS-031032,599,Harris-Harris,Enterprise,Technology,United States,Active
31033,CUS-031033,483,Hernandez LLC,Enterprise,Technology,Germany,Active
31034,CUS-031034,919,"Horn, Spencer and Wells",Enterprise,Retail,Sweden,Active
31035,CUS-031035,388,"Ferguson, Pennington and Roth",Mid-Market,Manufacturing,Canada,Active
31036,CUS-031036,400,Parsons PLC,SMB,Healthcare,Germany,Active
31037,CUS-031037,410,"Cuevas, Williams and Williams",SMB,Technology,Mexico,Active
31038,CUS-031038,651,"Oliver, Montgomery and Zamora",SMB,Retail,Canada,Active
31039,CUS-031039,848,Butler-Gillespie,SMB,Healthcare,Canada,Active
31040,CUS-031040,543,Barr Inc,Mid-Market,Manufacturing,Sweden,Active
31041,CUS-031041,282,"Stevens, Thomas and Allen",SMB,Healthcare,Mexico,Active
31042,CUS-031042,890,"Reynolds, Evans and Black",Enterprise,Manufacturing,Canada,Active
31043,CUS-031043,599,Cortez LLC,Enterprise,Automotive,Canada,Active
31044,CUS-031044,833,"Fox, Bradley and Cook",SMB,Automotive,Germany,Active
31045,CUS-031045,433,Smith Inc,Enterprise,Manufacturing,United States,Active
31046,CUS-031046,200,"Young, Miller and Atkinson",SMB,Healthcare,Germany,Active
31047,CUS-031047,945,"Allen, Franklin and Williams",Enterprise,Manufacturing,Canada,Active
31048,CUS-031048,678,Burns and Sons,SMB,Technology,Canada,Active
31049,CUS-031049,308,"Henson, Gallegos and Glover",SMB,Technology,Canada,Inactive
31050,CUS-031050,848,"Watkins, Walker and Watts",Enterprise,Manufacturing,Canada,Active
31051,CUS-031051,10,"Mitchell, Wright and Davis",Enterprise,Retail,Canada,Active
31052,CUS-031052,931,Ford LLC,SMB,Manufacturing,Mexico,Active
31053,CUS-031053,579,"Wagner, Perkins and Rowe",SMB,Manufacturing,United States,Active
31054,CUS-031054,590,Crane and Sons,Mid-Market,Technology,Germany,Active
31055,CUS-031055,14,Summers PLC,Mid-Market,Automotive,Canada,Active
31056,CUS-031056,176,Miranda Ltd,Mid-Market,Automotive,Canada,Active
31057,CUS-031057,721,Rojas-Johnson,SMB,Technology,United States,Active
31058,CUS-031058,559,Lynn LLC,Enterprise,Automotive,Germany,Active
31059,CUS-031059,128,"Norris, Burnett and Williams",Enterprise,Automotive,Germany,Active
31060,CUS-031060,666,"Yang, Long and Skinner",Enterprise,Manufacturing,United States,Active
31061,CUS-031061,747,"Young, Olsen and Williams",Mid-Market,Technology,Mexico,Active
31062,CUS-031062,273,"Gonzalez, Lawson and Espinoza",Enterprise,Automotive,Germany,Active
31063,CUS-031063,690,Ramsey-Pineda,SMB,Retail,Sweden,Active
31064,CUS-031064,974,Mata-Thompson,Mid-Market,Manufacturing,Mexico,Active
31065,CUS-031065,483,Bryant PLC,SMB,Retail,Canada,Active
31066,CUS-031066,230,Herman Inc,SMB,Healthcare,Germany,Active
31067,CUS-031067,962,Walsh Group,Enterprise,Automotive,Mexico,Inactive
31068,CUS-031068,912,Johnson-May,SMB,Manufacturing,United States,Active
31069,CUS-031069,457,"Alvarez, Anderson and Henderson",Enterprise,Automotive,Canada,Active
31070,CUS-031070,426,Williams-Wilkerson,SMB,Healthcare,Mexico,Inactive
31071,CUS-031071,834,"Johnson, Jackson and Mills",SMB,Technology,Sweden,Active
31072,CUS-031072,1,Spencer-Miller,SMB,Healthcare,Sweden,Active
31073,CUS-031073,313,"Russo, Miller and Johnson",Mid-Market,Technology,Germany,Active
31074,CUS-031074,544,Gibbs-Silva,Enterprise,Manufacturing,Mexico,Active
31075,CUS-031075,655,Sparks Ltd,Enterprise,Healthcare,Sweden,Inactive
31076,CUS-031076,629,"Andrade, Tapia and Barnes",SMB,Technology,Mexico,Inactive
31077,CUS-031077,371,Williams-Hall,Enterprise,Technology,Germany,Active
31078,CUS-031078,870,"Elliott, Jones and James",Mid-Market,Technology,Mexico,Active
31079,CUS-031079,650,Valencia and Sons,SMB,Retail,Sweden,Active
31080,CUS-031080,541,Arias-Garcia,SMB,Technology,Mexico,Active
31081,CUS-031081,939,"Wilson, Edwards and Rodriguez",Enterprise,Retail,United States,Active
31082,CUS-031082,95,"Gomez, Padilla and Irwin",Mid-Market,Automotive,Canada,Active
31083,CUS-031083,710,Poole Ltd,Enterprise,Technology,Canada,Active
31084,CUS-031084,927,Reyes-Davis,Enterprise,Healthcare,Mexico,Active
31085,CUS-031085,662,Smith Group,SMB,Healthcare,Canada,Active
31086,CUS-031086,566,"Gordon, Delacruz and Yu",SMB,Retail,Canada,Active
31087,CUS-031087,365,Wallace Inc,SMB,Technology,Germany,Active
31088,CUS-031088,272,Olson-Davis,SMB,Automotive,Mexico,Active
31089,CUS-031089,546,Smith-Jacobs,Enterprise,Healthcare,Mexico,Active
31090,CUS-031090,899,Huff-Martinez,Mid-Market,Retail,Sweden,Active
31091,CUS-031091,463,Wright Inc,Enterprise,Automotive,Mexico,Active
31092,CUS-031092,121,Perez-Berry,Enterprise,Healthcare,Sweden,Active
31093,CUS-031093,484,Marsh-Collins,SMB,Manufacturing,Germany,Inactive
31094,CUS-031094,98,Todd-Crane,Mid-Market,Manufacturing,Canada,Active
31095,CUS-031095,937,Price-Snow,Enterprise,Healthcare,Sweden,Active
31096,CUS-031096,536,Bowen Inc,SMB,Retail,Canada,Active
31097,CUS-031097,214,Weaver Ltd,SMB,Manufacturing,Mexico,Active
31098,CUS-031098,625,Reynolds-Collins,Enterprise,Technology,United States,Active
31099,CUS-031099,538,"Richards, Snyder and Reed",SMB,Technology,Mexico,Active
31100,CUS-031100,511,"Wong, Turner and Cole",SMB,Healthcare,Canada,Active
31101,CUS-031101,592,Wood-Taylor,Enterprise,Automotive,Germany,Active
31102,CUS-031102,929,Simmons PLC,Enterprise,Technology,Mexico,Active
31103,CUS-031103,857,Nelson-Huynh,Enterprise,Automotive,Canada,Active
31104,CUS-031104,263,Patterson Inc,Enterprise,Manufacturing,Germany,Inactive
31105,CUS-031105,240,Kelley-Ali,Enterprise,Healthcare,Germany,Active
31106,CUS-031106,991,Lindsey-Gonzalez,Mid-Market,Retail,Mexico,Active
31107,CUS-031107,645,"May, Roberts and Neal",Enterprise,Automotive,United States,Active
31108,CUS-031108,20,"Brown, Mitchell and Wong",Enterprise,Healthcare,Germany,Active
31109,CUS-031109,530,Perez-Thornton,SMB,Automotive,Mexico,Inactive
31110,CUS-031110,119,Logan-Nguyen,Mid-Market,Automotive,United States,Active
31111,CUS-031111,30,Edwards Ltd,Enterprise,Manufacturing,Canada,Active
31112,CUS-031112,186,"Jordan, Krueger and Marshall",SMB,Manufacturing,Canada,Active
31113,CUS-031113,255,Robinson-Reese,Enterprise,Manufacturing,United States,Active
31114,CUS-031114,80,"Cameron, Espinoza and Coffey",Mid-Market,Manufacturing,Canada,Active
31115,CUS-031115,836,Lambert Group,SMB,Manufacturing,Germany,Active
31116,CUS-031116,439,"Coleman, Reed and Taylor",Enterprise,Retail,Germany,Active
31117,CUS-031117,552,Ayala-Perez,Enterprise,Automotive,Germany,Active
31118,CUS-031118,866,Cross Ltd,SMB,Manufacturing,Sweden,Active
31119,CUS-031119,838,Chapman-Pearson,Enterprise,Manufacturing,Germany,Active
31120,CUS-031120,821,Wade-Santos,Mid-Market,Manufacturing,Canada,Active
31121,CUS-031121,197,Freeman Inc,SMB,Healthcare,Mexico,Active
31122,CUS-031122,745,"Moore, Watts and Thompson",Mid-Market,Technology,Germany,Active
31123,CUS-031123,996,"Bradford, Bush and Alvarado",Enterprise,Automotive,Mexico,Active
31124,CUS-031124,8,Olsen and Sons,SMB,Technology,Mexico,Active
31125,CUS-031125,869,"Ward, Dougherty and Adams",SMB,Healthcare,Sweden,Active
31126,CUS-031126,866,Flores-Ortiz,Mid-Market,Healthcare,Canada,Inactive
31127,CUS-031127,842,"House, Petersen and Wright",Enterprise,Automotive,Mexico,Inactive
31128,CUS-031128,397,Davis-Sanders,Mid-Market,Retail,Germany,Active
31129,CUS-031129,199,Mendoza-Boyd,SMB,Retail,Canada,Active
31130,CUS-031130,732,Yoder-Gibson,Enterprise,Retail,Germany,Active
31131,CUS-031131,624,Hunt-Hendricks,Mid-Market,Healthcare,Sweden,Inactive
31132,CUS-031132,727,Moran-Stephens,Mid-Market,Retail,United States,Inactive
31133,CUS-031133,256,Hayes-Morrison,Mid-Market,Retail,United States,Active
31134,CUS-031134,178,"Bryant, Garcia and Lee",Enterprise,Healthcare,Germany,Active
31135,CUS-031135,902,Lawson and Sons,Mid-Market,Automotive,Sweden,Active
31136,CUS-031136,516,Barton and Sons,SMB,Healthcare,Canada,Active
31137,CUS-031137,852,"Jenkins, Davenport and Lowery",Enterprise,Healthcare,United States,Inactive
31138,CUS-031138,927,Martin Ltd,Enterprise,Manufacturing,United States,Active
31139,CUS-031139,460,Dillon-Hernandez,Mid-Market,Healthcare,United States,Active
31140,CUS-031140,264,Lewis and Sons,SMB,Automotive,Mexico,Active
31141,CUS-031141,896,"Sweeney, Dyer and Murray",Enterprise,Healthcare,Sweden,Active
31142,CUS-031142,716,"Quinn, Rice and Peters",SMB,Healthcare,Sweden,Inactive
31143,CUS-031143,666,"Duran, Carroll and Morris",SMB,Automotive,Germany,Active
31144,CUS-031144,959,Griffin-Harrell,Enterprise,Retail,Canada,Active
31145,CUS-031145,247,Cruz-Munoz,Enterprise,Retail,Germany,Active
31146,CUS-031146,361,Newton Inc,Enterprise,Technology,United States,Active
31147,CUS-031147,40,Butler and Sons,SMB,Manufacturing,Canada,Active
31148,CUS-031148,388,Johnson Ltd,Enterprise,Automotive,Mexico,Active
31149,CUS-031149,447,"Allen, Shepard and Brown",Mid-Market,Retail,Mexico,Active
31150,CUS-031150,453,Roberts LLC,Enterprise,Healthcare,Mexico,Active
31151,CUS-031151,151,Weeks LLC,Mid-Market,Automotive,Sweden,Active
31152,CUS-031152,810,"Morales, Washington and Wilkerson",SMB,Healthcare,Canada,Inactive
31153,CUS-031153,490,"Williams, Berry and Graham",Enterprise,Manufacturing,Sweden,Active
31154,CUS-031154,440,Long and Sons,Enterprise,Healthcare,Sweden,Active
31155,CUS-031155,864,Martin Ltd,Mid-Market,Healthcare,Sweden,Inactive
31156,CUS-031156,487,Williams and Sons,Mid-Market,Healthcare,Canada,Active
31157,CUS-031157,893,Davis-Kim,SMB,Technology,Mexico,Active
31158,CUS-031158,223,Lewis-Phillips,Enterprise,Technology,Canada,Active
31159,CUS-031159,851,Dean Inc,Mid-Market,Healthcare,Sweden,Inactive
31160,CUS-031160,989,"Price, Green and Johnson",SMB,Healthcare,Germany,Active
31161,CUS-031161,751,Wiggins LLC,SMB,Healthcare,Canada,Active
31162,CUS-031162,893,Ross Inc,Mid-Market,Technology,Canada,Active
31163,CUS-031163,741,White-Mcintyre,SMB,Technology,Germany,Inactive
31164,CUS-031164,601,"Herrera, Lucas and Nguyen",Mid-Market,Retail,United States,Active
31165,CUS-031165,764,Williams PLC,Mid-Market,Manufacturing,United States,Inactive
31166,CUS-031166,961,"Ware, Pennington and Fisher",Enterprise,Manufacturing,Sweden,Active
31167,CUS-031167,606,Ware-Rojas,SMB,Automotive,Mexico,Active
31168,CUS-031168,687,Brooks-Roman,SMB,Retail,United States,Active
31169,CUS-031169,80,"Pineda, Diaz and Castillo",Enterprise,Automotive,United States,Active
31170,CUS-031170,960,Medina LLC,Mid-Market,Retail,Canada,Active
31171,CUS-031171,778,Richardson-Sexton,SMB,Automotive,Sweden,Active
31172,CUS-031172,162,Rasmussen LLC,Enterprise,Technology,Mexico,Active
31173,CUS-031173,290,Jackson Inc,SMB,Retail,Canada,Active
31174,CUS-031174,226,Adkins-Lawrence,SMB,Healthcare,Sweden,Active
31175,CUS-031175,320,"Griffith, Kerr and Floyd",Mid-Market,Retail,Mexico,Active
31176,CUS-031176,886,"Morris, Lewis and Clayton",SMB,Healthcare,Canada,Active
31177,CUS-031177,465,Williams-Roach,Enterprise,Retail,United States,Active
31178,CUS-031178,420,"Roberts, Garcia and Spencer",Mid-Market,Healthcare,Canada,Active
31179,CUS-031179,779,Henderson-Elliott,Mid-Market,Technology,Sweden,Active
31180,CUS-031180,372,Brown-Hammond,SMB,Healthcare,Canada,Inactive
31181,CUS-031181,886,"Ruiz, Walters and Williams",Enterprise,Healthcare,United States,Inactive
31182,CUS-031182,755,Edwards-Henderson,Enterprise,Technology,Mexico,Active
31183,CUS-031183,258,"Frazier, Greer and White",Enterprise,Healthcare,Sweden,Active
31184,CUS-031184,631,"Carson, Brennan and Perez",SMB,Manufacturing,Mexico,Active
31185,CUS-031185,483,Munoz-Smith,SMB,Technology,Sweden,Active
31186,CUS-031186,345,Medina Group,SMB,Technology,Germany,Active
31187,CUS-031187,907,Richards-Weber,Mid-Market,Retail,Canada,Active
31188,CUS-031188,398,Moore-Johnson,Mid-Market,Technology,United States,Inactive
31189,CUS-031189,117,Brooks and Sons,Mid-Market,Manufacturing,Sweden,Active
31190,CUS-031190,409,"Fowler, Castro and Wade",Mid-Market,Technology,Sweden,Active
31191,CUS-031191,517,Moore-Hernandez,Enterprise,Technology,Mexico,Active
31192,CUS-031192,127,"Solis, Hall and Martinez",Enterprise,Manufacturing,Mexico,Active
31193,CUS-031193,743,"Andrade, Beasley and Weaver",Enterprise,Healthcare,Sweden,Active
31194,CUS-031194,230,"Christian, Gordon and Palmer",Enterprise,Technology,Germany,Active
31195,CUS-031195,93,Flores Group,Enterprise,Healthcare,Germany,Active
31196,CUS-031196,538,Shaw-Chavez,Mid-Market,Automotive,Canada,Active
31197,CUS-031197,161,"Sanchez, Rivera and Mckenzie",SMB,Automotive,Canada,Active
31198,CUS-031198,782,"Trujillo, Powell and York",SMB,Manufacturing,Sweden,Active
31199,CUS-031199,69,Campbell and Sons,SMB,Retail,Sweden,Active
31200,CUS-031200,420,Norton-Murphy,Enterprise,Automotive,Canada,Active
31201,CUS-031201,52,Nguyen LLC,Mid-Market,Retail,Canada,Active
31202,CUS-031202,384,Rhodes-Richards,Mid-Market,Manufacturing,Mexico,Active
31203,CUS-031203,934,"Greer, Meyer and Mahoney",Mid-Market,Retail,Germany,Active
31204,CUS-031204,651,Bray-Young,Enterprise,Automotive,Mexico,Active
31205,CUS-031205,536,"Grant, Crawford and Morris",Enterprise,Manufacturing,Germany,Active
31206,CUS-031206,158,Brooks-Thomas,Enterprise,Technology,Germany,Active
31207,CUS-031207,313,Spencer LLC,Enterprise,Manufacturing,Germany,Active
31208,CUS-031208,381,Kelly Ltd,Mid-Market,Healthcare,United States,Active
31209,CUS-031209,579,Hart-Richards,Mid-Market,Retail,Canada,Active
31210,CUS-031210,209,Morales-Rivera,SMB,Retail,Mexico,Active
31211,CUS-031211,1000,Beck-Lee,SMB,Automotive,Mexico,Inactive
31212,CUS-031212,652,"Hunt, Hendricks and Pollard",Enterprise,Technology,Mexico,Active
31213,CUS-031213,312,Barrera PLC,Mid-Market,Automotive,Mexico,Active
31214,CUS-031214,113,Smith-Marshall,Enterprise,Technology,Germany,Active
31215,CUS-031215,596,Coleman Group,SMB,Automotive,Mexico,Active
31216,CUS-031216,448,"Chan, Watson and Tucker",Enterprise,Technology,United States,Active
31217,CUS-031217,674,Duncan LLC,Enterprise,Healthcare,Canada,Inactive
31218,CUS-031218,597,Forbes-Barr,Mid-Market,Technology,Sweden,Active
31219,CUS-031219,641,"Carpenter, Santos and Moon",SMB,Manufacturing,United States,Active
31220,CUS-031220,834,"Meyers, Moore and Chang",Mid-Market,Technology,Canada,Active
31221,CUS-031221,526,Velez-Campbell,SMB,Healthcare,Canada,Active
31222,CUS-031222,725,Stokes-Martin,Enterprise,Manufacturing,Sweden,Active
31223,CUS-031223,360,"Reyes, George and Garcia",SMB,Manufacturing,Sweden,Active
31224,CUS-031224,943,Lee PLC,Enterprise,Retail,United States,Active
31225,CUS-031225,408,Cook PLC,SMB,Healthcare,Canada,Active
31226,CUS-031226,680,"Knapp, Bush and Walker",Enterprise,Automotive,Sweden,Active
31227,CUS-031227,999,Collins LLC,SMB,Technology,Mexico,Active
31228,CUS-031228,350,"Hubbard, French and Wolfe",Enterprise,Manufacturing,Mexico,Active
31229,CUS-031229,102,Fuller Ltd,SMB,Automotive,Mexico,Active
31230,CUS-031230,232,"Daniel, Gordon and Bird",SMB,Manufacturing,Germany,Active
31231,CUS-031231,244,Jones Inc,Mid-Market,Technology,United States,Active
31232,CUS-031232,57,"Harris, Rios and Morton",SMB,Retail,Mexico,Active
31233,CUS-031233,544,"Gonzalez, Owen and Warner",Mid-Market,Manufacturing,Sweden,Active
31234,CUS-031234,278,Morales-Palmer,Enterprise,Technology,Sweden,Active
31235,CUS-031235,98,Rush-Fernandez,Mid-Market,Healthcare,Mexico,Active
31236,CUS-031236,137,Allen-Miller,Mid-Market,Retail,Germany,Active
31237,CUS-031237,274,"Munoz, Hurley and Shaffer",Mid-Market,Retail,Sweden,Active
31238,CUS-031238,370,Curtis-Pena,Enterprise,Healthcare,Mexico,Active
31239,CUS-031239,975,"Cain, Harvey and Kennedy",Mid-Market,Automotive,Mexico,Active
31240,CUS-031240,703,"Chavez, White and Estes",Enterprise,Automotive,Mexico,Active
31241,CUS-031241,715,Spencer-Hurst,Mid-Market,Technology,United States,Active
31242,CUS-031242,693,Lara LLC,Mid-Market,Automotive,Mexico,Active
31243,CUS-031243,804,Collins Inc,Mid-Market,Healthcare,Germany,Active
31244,CUS-031244,319,Jackson-Collins,SMB,Technology,Mexico,Active
31245,CUS-031245,100,Zhang PLC,Mid-Market,Manufacturing,Mexico,Active
31246,CUS-031246,509,Villarreal-Mcpherson,Mid-Market,Automotive,United States,Active
31247,CUS-031247,2,"Green, Santiago and Keller",SMB,Manufacturing,Mexico,Active
31248,CUS-031248,217,"King, Johnson and Suarez",Enterprise,Healthcare,Canada,Active
31249,CUS-031249,754,Bennett Inc,Enterprise,Manufacturing,Mexico,Inactive
31250,CUS-031250,503,"Bradford, Hernandez and Lopez",Enterprise,Manufacturing,Canada,Active
31251,CUS-031251,691,Carpenter-Mendez,SMB,Technology,Sweden,Active
31252,CUS-031252,511,Schwartz Ltd,Mid-Market,Manufacturing,Mexico,Active
31253,CUS-031253,543,Nguyen-Terry,Enterprise,Retail,United States,Active
31254,CUS-031254,302,Morris PLC,Mid-Market,Retail,Mexico,Active
31255,CUS-031255,219,Schultz LLC,Enterprise,Automotive,Mexico,Active
31256,CUS-031256,260,Chen LLC,SMB,Retail,Mexico,Active
31257,CUS-031257,799,"James, Castaneda and Morrow",Enterprise,Healthcare,Mexico,Active
31258,CUS-031258,980,Walker-Smith,Enterprise,Manufacturing,Sweden,Active
31259,CUS-031259,82,"Sexton, Ryan and Evans",SMB,Manufacturing,Canada,Active
31260,CUS-031260,538,Johnson-Spears,SMB,Healthcare,Germany,Active
31261,CUS-031261,471,Fletcher-Cummings,Enterprise,Manufacturing,Germany,Active
31262,CUS-031262,563,"Mercer, Kelly and Ward",SMB,Manufacturing,United States,Active
31263,CUS-031263,233,"Edwards, Gutierrez and White",Enterprise,Manufacturing,Mexico,Active
31264,CUS-031264,8,"Edwards, Hernandez and Braun",Enterprise,Healthcare,Sweden,Active
31265,CUS-031265,204,Thompson Inc,Enterprise,Manufacturing,Mexico,Active
31266,CUS-031266,182,Olson-Ritter,Mid-Market,Healthcare,Germany,Active
31267,CUS-031267,53,Torres Group,Mid-Market,Technology,United States,Active
31268,CUS-031268,357,Chavez-Rojas,Mid-Market,Retail,Germany,Active
