waste_key,waste_id,date_key,location_key,waste_category,disposal_method,unit_of_measure,waste_quantity
51632,WST-051632,20200318,68,Paper,Recycling,kg,542.696
51633,WST-051633,20211125,37,Plastic,Recycling,kg,519.453
51634,WST-051634,20210602,77,General,Treatment,kg,184.655
51635,WST-051635,20230908,47,Metal,Treatment,kg,205.085
51636,WST-051636,20230808,69,Plastic,Treatment,kg,421.439
51637,WST-051637,20200222,45,Paper,Treatment,kg,242.647
51638,WST-051638,20221209,1,Plastic,Reuse,kg,80.885
51639,WST-051639,20250111,83,Paper,Treatment,kg,114.204
51640,WST-051640,20220115,99,Paper,Treatment,kg,764.729
51641,WST-051641,20231215,67,Chemical,Landfill,kg,735.372
51642,WST-051642,20201220,88,Plastic,Reuse,kg,84.349
51643,WST-051643,20210119,15,General,Landfill,kg,291.549
51644,WST-051644,20240912,33,General,Landfill,kg,400.608
51645,WST-051645,20191231,98,Plastic,Reuse,kg,623.322
51646,WST-051646,20250306,4,Paper,Recycling,kg,69.939
51647,WST-051647,20190408,7,Plastic,Recycling,kg,180.984
51648,WST-051648,20230304,30,Chemical,Treatment,kg,415.588
51649,WST-051649,20220420,47,Metal,Landfill,kg,160.985
51650,WST-051650,20250730,4,Paper,Reuse,kg,81.607
51651,WST-051651,20250825,3,Chemical,Treatment,kg,698.568
51652,WST-051652,20220505,39,Paper,Reuse,kg,920.266
51653,WST-051653,20210427,66,Plastic,Treatment,kg,673.146
51654,WST-051654,20230329,41,Chemical,Landfill,kg,262.221
51655,WST-051655,20250225,60,General,Treatment,kg,707.613
51656,WST-051656,20190620,16,Plastic,Recycling,kg,795.124
51657,WST-051657,20240615,61,Paper,Landfill,kg,59.355
51658,WST-051658,20250926,38,Metal,Recycling,kg,428.453
51659,WST-051659,20211027,74,Plastic,Treatment,kg,766.964
51660,WST-051660,20240810,78,Plastic,Reuse,kg,152.741
51661,WST-051661,20190420,45,Metal,Reuse,kg,863.809
51662,WST-051662,20240718,11,Plastic,Landfill,kg,825.214
51663,WST-051663,20240228,24,Chemical,Landfill,kg,872.231
51664,WST-051664,20241209,25,General,Treatment,kg,677.968
51665,WST-051665,20220921,76,Plastic,Recycling,kg,609.38
51666,WST-051666,20250803,21,Plastic,Landfill,kg,658.034
51667,WST-051667,20241222,28,Plastic,Recycling,kg,216.639
51668,WST-051668,20210807,60,Paper,Landfill,kg,922.441
51669,WST-051669,20250626,83,Chemical,Treatment,kg,76.656
51670,WST-051670,20190118,59,Plastic,Reuse,kg,679.915
51671,WST-051671,20221228,35,General,Landfill,kg,932.401
51672,WST-051672,20230430,37,Metal,Landfill,kg,807.562
51673,WST-051673,20200809,58,General,Landfill,kg,223.903
51674,WST-051674,20191106,80,Chemical,Landfill,kg,11.845
51675,WST-051675,20200213,54,General,Recycling,kg,249.99
51676,WST-051676,20231102,1,General,Reuse,kg,597.906
51677,WST-051677,20211217,96,Plastic,Treatment,kg,167.559
51678,WST-051678,20200129,14,Chemical,Treatment,kg,858.114
51679,WST-051679,20250202,35,Chemical,Landfill,kg,895.212
51680,WST-051680,20231027,52,General,Landfill,kg,837.056
51681,WST-051681,20211207,76,General,Landfill,kg,673.091
51682,WST-051682,20190315,13,Paper,Treatment,kg,340.095
51683,WST-051683,20250818,64,Metal,Landfill,kg,43.427
51684,WST-051684,20220226,52,Metal,Treatment,kg,570.038
51685,WST-051685,20250426,62,Paper,Landfill,kg,764.557
51686,WST-051686,20200925,43,General,Treatment,kg,279.755
51687,WST-051687,20220515,34,Plastic,Landfill,kg,165.097
51688,WST-051688,20220719,4,Metal,Recycling,kg,866.762
51689,WST-051689,20230127,34,Chemical,Recycling,kg,888.815
51690,WST-051690,20190125,21,Plastic,Treatment,kg,520.201
51691,WST-051691,20210417,84,Chemical,Recycling,kg,190.022
51692,WST-051692,20231001,30,Metal,Treatment,kg,947.211
51693,WST-051693,20211005,77,General,Treatment,kg,404.205
51694,WST-051694,20220619,68,Chemical,Treatment,kg,449.369
51695,WST-051695,20190620,78,Paper,Landfill,kg,63.547
51696,WST-051696,20250614,5,Paper,Reuse,kg,297.038
51697,WST-051697,20191009,53,Paper,Treatment,kg,448.725
51698,WST-051698,20210921,92,Paper,Recycling,kg,561.417
51699,WST-051699,20240513,69,Metal,Treatment,kg,154.507
51700,WST-051700,20220304,38,General,Reuse,kg,996.754
51701,WST-051701,20220714,40,General,Reuse,kg,314.729
51702,WST-051702,20200421,17,General,Treatment,kg,399.117
51703,WST-051703,20230519,3,Paper,Reuse,kg,118.377
51704,WST-051704,20200420,12,Metal,Reuse,kg,490.047
51705,WST-051705,20240115,65,General,Recycling,kg,343.781
51706,WST-051706,20230917,22,Metal,Recycling,kg,505.226
51707,WST-051707,20240312,78,Paper,Reuse,kg,886.971
51708,WST-051708,20190116,99,Paper,Landfill,kg,991.392
51709,WST-051709,20250710,77,Chemical,Recycling,kg,673.889
51710,WST-051710,20220519,62,General,Reuse,kg,128.093
51711,WST-051711,20230521,89,Chemical,Treatment,kg,891.892
51712,WST-051712,20220418,39,Paper,Treatment,kg,843.095
51713,WST-051713,20230704,12,Chemical,Reuse,kg,445.023
51714,WST-051714,20231225,31,Chemical,Reuse,kg,276.799
51715,WST-051715,20250827,98,Metal,Recycling,kg,95.648
51716,WST-051716,20230723,83,Metal,Treatment,kg,521.114
51717,WST-051717,20210517,87,General,Treatment,kg,539.684
51718,WST-051718,20240709,76,Metal,Reuse,kg,777.018
51719,WST-051719,20250530,84,Chemical,Treatment,kg,493.698
51720,WST-051720,20230305,80,General,Reuse,kg,227.67
51721,WST-051721,20251120,36,Chemical,Reuse,kg,624.091
51722,WST-051722,20220831,64,Paper,Treatment,kg,561.714
51723,WST-051723,20190322,75,Chemical,Landfill,kg,887.915
51724,WST-051724,20230706,94,Plastic,Treatment,kg,698.375
51725,WST-051725,20240508,73,Metal,Landfill,kg,412.995
51726,WST-051726,20220919,73,Chemical,Treatment,kg,797.241
51727,WST-051727,20230217,64,Paper,Reuse,kg,693.744
51728,WST-051728,20241207,28,Plastic,Treatment,kg,196.005
51729,WST-051729,20240905,37,Plastic,Reuse,kg,545.346
51730,WST-051730,20221029,54,Paper,Reuse,kg,361.657
51731,WST-051731,20220921,60,Chemical,Landfill,kg,489.123
51732,WST-051732,20200823,6,Metal,Reuse,kg,525.357
51733,WST-051733,20200519,63,Plastic,Reuse,kg,769.794
51734,WST-051734,20200109,13,Chemical,Recycling,kg,8.446
51735,WST-051735,20210615,89,Paper,Reuse,kg,514.092
51736,WST-051736,20190720,92,General,Recycling,kg,772.289
51737,WST-051737,20231224,11,Chemical,Reuse,kg,729.506
51738,WST-051738,20250617,50,Metal,Recycling,kg,827.024
51739,WST-051739,20190803,79,Paper,Treatment,kg,733.415
51740,WST-051740,20190420,66,Paper,Reuse,kg,599.854
51741,WST-051741,20210413,79,Chemical,Treatment,kg,910.892
51742,WST-051742,20230410,19,General,Landfill,kg,639.387
51743,WST-051743,20230208,61,Paper,Treatment,kg,32.903
51744,WST-051744,20250816,54,Metal,Reuse,kg,643.734
51745,WST-051745,20220421,54,Metal,Reuse,kg,778.597
51746,WST-051746,20240612,92,Plastic,Landfill,kg,41.825
51747,WST-051747,20231124,7,Chemical,Recycling,kg,49.378
51748,WST-051748,20211225,56,Plastic,Recycling,kg,750.359
51749,WST-051749,20200120,37,General,Landfill,kg,124.828
51750,WST-051750,20250116,81,Chemical,Recycling,kg,897.999
51751,WST-051751,20251005,59,General,Reuse,kg,279.043
51752,WST-051752,20210215,79,Metal,Reuse,kg,255.214
51753,WST-051753,20190101,27,Chemical,Recycling,kg,935.27
51754,WST-051754,20191217,88,Chemical,Treatment,kg,930.557
51755,WST-051755,20190117,2,Plastic,Treatment,kg,572.377
51756,WST-051756,20250517,86,Plastic,Reuse,kg,823.11
51757,WST-051757,20210625,4,Paper,Landfill,kg,231.915
51758,WST-051758,20210304,47,Chemical,Reuse,kg,724.406
51759,WST-051759,20240804,18,Plastic,Recycling,kg,6.529
51760,WST-051760,20251030,63,Paper,Reuse,kg,230.497
51761,WST-051761,20210518,39,Paper,Recycling,kg,439.859
51762,WST-051762,20201224,100,Paper,Treatment,kg,66.385
51763,WST-051763,20230203,26,General,Landfill,kg,626.354
51764,WST-051764,20190627,85,Plastic,Reuse,kg,260.726
51765,WST-051765,20221116,83,Chemical,Treatment,kg,425.517
51766,WST-051766,20240125,28,General,Reuse,kg,892.567
51767,WST-051767,20251211,79,General,Recycling,kg,812.42
51768,WST-051768,20230820,65,Metal,Recycling,kg,529.455
51769,WST-051769,20210806,82,Chemical,Reuse,kg,729.992
51770,WST-051770,20241231,3,Chemical,Landfill,kg,953.478
51771,WST-051771,20251105,5,General,Reuse,kg,331.388
51772,WST-051772,20211126,17,General,Recycling,kg,765.819
51773,WST-051773,20220122,94,Plastic,Reuse,kg,747.742
51774,WST-051774,20220214,22,Plastic,Landfill,kg,380.719
51775,WST-051775,20200515,66,Metal,Treatment,kg,128.521
51776,WST-051776,20190604,83,Paper,Recycling,kg,721.473
51777,WST-051777,20211008,81,Chemical,Recycling,kg,478.706
51778,WST-051778,20210924,12,Metal,Reuse,kg,359.009
51779,WST-051779,20211019,53,Chemical,Reuse,kg,43.453
51780,WST-051780,20220316,74,Plastic,Recycling,kg,769.991
51781,WST-051781,20240628,66,Paper,Reuse,kg,103.043
51782,WST-051782,20220313,78,Metal,Treatment,kg,740.427
51783,WST-051783,20210626,52,Metal,Treatment,kg,56.216
51784,WST-051784,20230131,55,Chemical,Recycling,kg,920.324
51785,WST-051785,20220830,3,Paper,Treatment,kg,911.202
51786,WST-051786,20211224,5,Metal,Treatment,kg,100.87
51787,WST-051787,20201222,93,Metal,Recycling,kg,986.153
51788,WST-051788,20241110,53,Metal,Reuse,kg,159.581
51789,WST-051789,20251028,71,Plastic,Treatment,kg,665.105
51790,WST-051790,20190406,44,Chemical,Recycling,kg,588.601
51791,WST-051791,20190131,36,Paper,Reuse,kg,741.496
51792,WST-051792,20190224,3,General,Reuse,kg,454.184
51793,WST-051793,20240514,9,General,Recycling,kg,26.945
51794,WST-051794,20200423,2,Plastic,Reuse,kg,73.854
51795,WST-051795,20251104,85,Metal,Treatment,kg,277.591
51796,WST-051796,20200329,91,Plastic,Recycling,kg,970.4
51797,WST-051797,20251019,43,Paper,Treatment,kg,560.731
51798,WST-051798,20240630,23,Chemical,Reuse,kg,541.208
51799,WST-051799,20230220,24,Metal,Treatment,kg,384.129
51800,WST-051800,20241031,23,Plastic,Recycling,kg,174.222
51801,WST-051801,20251128,67,General,Recycling,kg,655.17
51802,WST-051802,20210314,57,General,Reuse,kg,22.744
51803,WST-051803,20221220,7,Paper,Treatment,kg,23.455
51804,WST-051804,20240225,6,Plastic,Recycling,kg,751.713
51805,WST-051805,20240817,24,Paper,Recycling,kg,335.718
51806,WST-051806,20190111,15,Paper,Reuse,kg,100.472
51807,WST-051807,20220117,89,Paper,Recycling,kg,186.201
51808,WST-051808,20250212,58,Metal,Landfill,kg,945.901
51809,WST-051809,20200929,24,Paper,Treatment,kg,614.898
51810,WST-051810,20231019,35,Chemical,Recycling,kg,598.051
51811,WST-051811,20210919,97,Plastic,Reuse,kg,890.353
51812,WST-051812,20210608,2,Plastic,Recycling,kg,824.341
51813,WST-051813,20190124,66,Plastic,Landfill,kg,364.024
51814,WST-051814,20240214,32,Plastic,Landfill,kg,26.999
51815,WST-051815,20250828,65,General,Treatment,kg,188.583
51816,WST-051816,20230522,32,General,Treatment,kg,781.895
51817,WST-051817,20221219,81,Plastic,Treatment,kg,696.399
51818,WST-051818,20221104,7,Metal,Recycling,kg,991.851
51819,WST-051819,20240506,41,Paper,Reuse,kg,763.66
51820,WST-051820,20200306,60,General,Reuse,kg,724.114
51821,WST-051821,20250125,25,Paper,Landfill,kg,707.064
51822,WST-051822,20190707,31,Plastic,Treatment,kg,543.758
51823,WST-051823,20201203,79,Paper,Reuse,kg,157.27
51824,WST-051824,20240315,97,Chemical,Reuse,kg,936.265
51825,WST-051825,20240416,95,Paper,Treatment,kg,837.797
51826,WST-051826,20231201,7,Paper,Landfill,kg,548.649
51827,WST-051827,20220305,49,Plastic,Reuse,kg,657.669
51828,WST-051828,20231006,3,Chemical,Reuse,kg,721.236
51829,WST-051829,20190626,86,General,Treatment,kg,535.164
51830,WST-051830,20240410,50,Chemical,Landfill,kg,208.43
51831,WST-051831,20220126,47,Paper,Reuse,kg,275.775
51832,WST-051832,20240824,85,Paper,Recycling,kg,451.513
51833,WST-051833,20220310,44,Metal,Treatment,kg,615.574
51834,WST-051834,20190909,16,Plastic,Treatment,kg,435.019
51835,WST-051835,20250720,61,Chemical,Landfill,kg,483.778
51836,WST-051836,20240523,10,Chemical,Reuse,kg,794.597
51837,WST-051837,20210512,97,General,Recycling,kg,170.586
51838,WST-051838,20190708,25,Plastic,Reuse,kg,49.372
51839,WST-051839,20210616,86,General,Landfill,kg,107.286
51840,WST-051840,20210227,36,Metal,Reuse,kg,536.722
51841,WST-051841,20200321,26,General,Treatment,kg,455.326
51842,WST-051842,20230216,32,Paper,Reuse,kg,475.754
51843,WST-051843,20220718,1,Chemical,Recycling,kg,655.16
51844,WST-051844,20240226,48,Chemical,Landfill,kg,347.744
51845,WST-051845,20190402,45,Plastic,Landfill,kg,844.461
51846,WST-051846,20250324,94,Paper,Recycling,kg,795.87
51847,WST-051847,20200505,91,Paper,Treatment,kg,902.707
51848,WST-051848,20200519,76,Metal,Landfill,kg,828.93
51849,WST-051849,20200211,62,General,Recycling,kg,554.179
51850,WST-051850,20190816,37,General,Recycling,kg,231.756
51851,WST-051851,20220419,10,General,Recycling,kg,388.025
51852,WST-051852,20250718,39,Plastic,Recycling,kg,766.244
51853,WST-051853,20221104,49,Paper,Reuse,kg,233.784
51854,WST-051854,20200805,69,General,Landfill,kg,389.936
51855,WST-051855,20240603,76,Metal,Treatment,kg,794.202
51856,WST-051856,20220103,50,Metal,Treatment,kg,613.06
51857,WST-051857,20230303,12,Metal,Treatment,kg,111.669
51858,WST-051858,20200719,99,Plastic,Reuse,kg,285.112
51859,WST-051859,20240914,82,Metal,Recycling,kg,82.726
51860,WST-051860,20240530,40,Chemical,Recycling,kg,691.108
51861,WST-051861,20191123,100,Paper,Recycling,kg,319.966
51862,WST-051862,20190216,65,Chemical,Recycling,kg,537.618
51863,WST-051863,20190921,15,Chemical,Landfill,kg,683.815
51864,WST-051864,20250113,75,Plastic,Recycling,kg,873.67
51865,WST-051865,20200308,60,Paper,Reuse,kg,573.006
51866,WST-051866,20231103,34,Paper,Reuse,kg,985.983
51867,WST-051867,20201202,30,Chemical,Reuse,kg,395.466
51868,WST-051868,20200502,30,Metal,Landfill,kg,545.283
51869,WST-051869,20210530,12,Chemical,Recycling,kg,739.158
51870,WST-051870,20220606,65,Plastic,Treatment,kg,126.646
51871,WST-051871,20250419,72,General,Treatment,kg,899.798
51872,WST-051872,20200510,12,Chemical,Recycling,kg,78.217
51873,WST-051873,20221029,75,Metal,Treatment,kg,82.388
51874,WST-051874,20240209,6,Plastic,Treatment,kg,563.752
51875,WST-051875,20240808,48,Paper,Recycling,kg,821.587
51876,WST-051876,20250627,89,Plastic,Reuse,kg,259.109
51877,WST-051877,20200713,71,General,Reuse,kg,287.998
51878,WST-051878,20251209,60,Paper,Treatment,kg,146.97
51879,WST-051879,20200216,61,Metal,Reuse,kg,341.409
51880,WST-051880,20191016,89,Chemical,Reuse,kg,902.268
51881,WST-051881,20220909,54,Chemical,Landfill,kg,89.538
51882,WST-051882,20200219,9,Metal,Reuse,kg,347.957
51883,WST-051883,20231003,4,Chemical,Reuse,kg,135.159
51884,WST-051884,20190210,69,Plastic,Landfill,kg,660.743
51885,WST-051885,20200628,46,Chemical,Recycling,kg,285.864
51886,WST-051886,20241122,42,Paper,Recycling,kg,365.351
51887,WST-051887,20250723,56,Paper,Treatment,kg,535.418
51888,WST-051888,20250221,14,Plastic,Landfill,kg,76.127
51889,WST-051889,20250319,79,Paper,Reuse,kg,563.487
51890,WST-051890,20240924,74,Paper,Landfill,kg,925.744
51891,WST-051891,20211209,44,Chemical,Treatment,kg,628.288
51892,WST-051892,20250706,31,Plastic,Landfill,kg,214.564
51893,WST-051893,20230614,36,General,Reuse,kg,809.98
51894,WST-051894,20211225,9,Metal,Treatment,kg,610.994
51895,WST-051895,20230304,16,Chemical,Treatment,kg,957.183
51896,WST-051896,20231025,76,Chemical,Reuse,kg,213.658
51897,WST-051897,20250318,79,Plastic,Recycling,kg,93.345
51898,WST-051898,20200624,47,General,Recycling,kg,384.27
51899,WST-051899,20201210,47,Plastic,Landfill,kg,569.021
51900,WST-051900,20190614,99,Paper,Recycling,kg,846.957
51901,WST-051901,20230928,14,Paper,Landfill,kg,212.01
51902,WST-051902,20210728,62,Chemical,Treatment,kg,705.398
51903,WST-051903,20210612,92,General,Reuse,kg,223.804
51904,WST-051904,20241225,18,Paper,Treatment,kg,2.429
51905,WST-051905,20230731,12,General,Reuse,kg,477.513
51906,WST-051906,20240711,66,General,Recycling,kg,382.132
51907,WST-051907,20220605,42,Chemical,Landfill,kg,961.438
51908,WST-051908,20240319,33,Metal,Landfill,kg,774.438
51909,WST-051909,20220611,17,Paper,Recycling,kg,111.116
51910,WST-051910,20190625,2,General,Reuse,kg,765.268
51911,WST-051911,20200611,79,Plastic,Landfill,kg,524.311
51912,WST-051912,20200908,54,Metal,Recycling,kg,497.438
51913,WST-051913,20230426,70,Metal,Landfill,kg,347.3
51914,WST-051914,20191121,32,Metal,Recycling,kg,116.166
51915,WST-051915,20251018,24,Chemical,Reuse,kg,301.309
51916,WST-051916,20200521,85,Metal,Reuse,kg,84.604
51917,WST-051917,20240416,8,Chemical,Recycling,kg,227.48
51918,WST-051918,20230421,19,Metal,Reuse,kg,91.198
51919,WST-051919,20240826,39,Plastic,Landfill,kg,568.782
51920,WST-051920,20220603,34,Chemical,Recycling,kg,896.428
51921,WST-051921,20210829,94,Paper,Recycling,kg,798.919
51922,WST-051922,20190826,25,Metal,Landfill,kg,738.914
51923,WST-051923,20240202,39,Plastic,Recycling,kg,118.482
51924,WST-051924,20240502,43,Metal,Recycling,kg,254.946
51925,WST-051925,20240106,30,Chemical,Landfill,kg,610.202
51926,WST-051926,20210911,44,General,Reuse,kg,354.659
51927,WST-051927,20210110,23,Metal,Recycling,kg,675.407
51928,WST-051928,20210306,29,Paper,Landfill,kg,392.838
51929,WST-051929,20191110,98,Chemical,Treatment,kg,663.527
51930,WST-051930,20210822,95,Metal,Landfill,kg,451.393
51931,WST-051931,20251224,19,Plastic,Reuse,kg,657.074
51932,WST-051932,20231225,64,General,Reuse,kg,656.495
51933,WST-051933,20241022,69,Plastic,Treatment,kg,545.007
51934,WST-051934,20241230,75,Paper,Recycling,kg,137.987
51935,WST-051935,20221214,28,General,Landfill,kg,179.285
51936,WST-051936,20250720,55,Chemical,Recycling,kg,613.261
51937,WST-051937,20240427,93,Chemical,Reuse,kg,290.909
51938,WST-051938,20231017,15,General,Reuse,kg,482.908
51939,WST-051939,20250922,5,Plastic,Treatment,kg,324.125
51940,WST-051940,20230223,92,Plastic,Recycling,kg,602.658
51941,WST-051941,20200926,21,Metal,Recycling,kg,272.825
51942,WST-051942,20240622,90,Paper,Reuse,kg,818.543
51943,WST-051943,20210429,65,Paper,Recycling,kg,144.436
51944,WST-051944,20200303,75,Paper,Reuse,kg,379.839
51945,WST-051945,20250812,30,Metal,Treatment,kg,245.758
51946,WST-051946,20201023,3,Plastic,Reuse,kg,2.66
51947,WST-051947,20240812,10,Metal,Treatment,kg,851.966
51948,WST-051948,20211208,54,Paper,Landfill,kg,881.056
51949,WST-051949,20220507,32,General,Landfill,kg,788.916
51950,WST-051950,20210716,69,Plastic,Recycling,kg,71.056
51951,WST-051951,20250704,70,Chemical,Treatment,kg,23.056
51952,WST-051952,20220502,11,Paper,Recycling,kg,578.758
51953,WST-051953,20250705,7,Metal,Reuse,kg,163.316
51954,WST-051954,20190716,77,Plastic,Recycling,kg,887.363
51955,WST-051955,20211014,19,Metal,Recycling,kg,857.276
51956,WST-051956,20220208,99,General,Treatment,kg,194.577
51957,WST-051957,20250628,8,Paper,Treatment,kg,530.049
51958,WST-051958,20190331,92,Metal,Reuse,kg,935.343
51959,WST-051959,20230715,91,Metal,Reuse,kg,450.363
51960,WST-051960,20190227,76,Metal,Landfill,kg,482.038
51961,WST-051961,20220423,75,Paper,Reuse,kg,734.316
51962,WST-051962,20200312,55,Paper,Landfill,kg,958.851
51963,WST-051963,20240316,46,Metal,Landfill,kg,976.497
51964,WST-051964,20210327,19,Plastic,Recycling,kg,154.743
51965,WST-051965,20211104,41,Plastic,Treatment,kg,539.09
51966,WST-051966,20190417,70,Metal,Landfill,kg,220.011
51967,WST-051967,20210803,98,Plastic,Reuse,kg,619.727
51968,WST-051968,20240202,70,Plastic,Reuse,kg,862.072
51969,WST-051969,20250420,69,Metal,Treatment,kg,541.204
51970,WST-051970,20240926,40,Chemical,Reuse,kg,169.579
51971,WST-051971,20221012,46,Paper,Reuse,kg,912.317
51972,WST-051972,20201215,63,Chemical,Landfill,kg,962.077
51973,WST-051973,20240808,98,Plastic,Landfill,kg,217.869
51974,WST-051974,20190920,44,General,Landfill,kg,997.708
51975,WST-051975,20250812,36,General,Treatment,kg,206.688
51976,WST-051976,20230721,13,General,Landfill,kg,571.484
51977,WST-051977,20250525,45,Metal,Treatment,kg,497.893
51978,WST-051978,20240220,20,Chemical,Reuse,kg,290.23
51979,WST-051979,20240103,46,Metal,Landfill,kg,484.723
51980,WST-051980,20190112,58,Plastic,Treatment,kg,736.225
51981,WST-051981,20241219,34,Plastic,Recycling,kg,205.662
51982,WST-051982,20201108,9,General,Landfill,kg,713.562
51983,WST-051983,20200820,88,Paper,Landfill,kg,520.385
51984,WST-051984,20241026,12,Metal,Landfill,kg,401.848
51985,WST-051985,20220315,34,Plastic,Landfill,kg,19.585
51986,WST-051986,20251218,2,Metal,Landfill,kg,55.011
51987,WST-051987,20250426,4,General,Reuse,kg,327.641
51988,WST-051988,20210504,53,Chemical,Recycling,kg,597.484
51989,WST-051989,20200923,87,Paper,Landfill,kg,657.498
51990,WST-051990,20240111,12,General,Reuse,kg,216.061
51991,WST-051991,20240426,98,Paper,Landfill,kg,581.171
51992,WST-051992,20250328,92,Paper,Treatment,kg,184.619
51993,WST-051993,20210625,46,Plastic,Treatment,kg,751.595
51994,WST-051994,20201017,26,Plastic,Landfill,kg,385.148
51995,WST-051995,20200314,21,Paper,Treatment,kg,331.567
51996,WST-051996,20240219,66,Chemical,Recycling,kg,332.066
51997,WST-051997,20191224,27,General,Treatment,kg,893.7
51998,WST-051998,20230717,20,Metal,Treatment,kg,942.878
51999,WST-051999,20190704,78,Metal,Reuse,kg,555.162
52000,WST-052000,20210905,18,General,Recycling,kg,779.355
52001,WST-052001,20220909,20,Paper,Recycling,kg,209.107
52002,WST-052002,20200319,91,Metal,Treatment,kg,394.949
52003,WST-052003,20220313,14,Paper,Treatment,kg,854.427
52004,WST-052004,20220125,79,Chemical,Landfill,kg,352.447
52005,WST-052005,20250428,15,General,Recycling,kg,38.772
52006,WST-052006,20201226,66,General,Treatment,kg,372.651
52007,WST-052007,20210204,62,Metal,Treatment,kg,203.78
52008,WST-052008,20251129,29,General,Treatment,kg,310.548
52009,WST-052009,20210620,99,General,Treatment,kg,514.088
52010,WST-052010,20240904,1,Paper,Treatment,kg,231.128
52011,WST-052011,20250915,41,Chemical,Landfill,kg,349.57
52012,WST-052012,20240106,2,Plastic,Recycling,kg,402.554
52013,WST-052013,20240824,94,Chemical,Treatment,kg,498.192
52014,WST-052014,20210513,55,Paper,Landfill,kg,192.489
52015,WST-052015,20250403,22,Chemical,Recycling,kg,282.001
52016,WST-052016,20250520,8,Plastic,Reuse,kg,907.869
52017,WST-052017,20201201,66,Paper,Landfill,kg,358.649
52018,WST-052018,20250101,64,General,Reuse,kg,54.425
52019,WST-052019,20240717,6,Chemical,Recycling,kg,568.642
52020,WST-052020,20240514,25,Metal,Treatment,kg,204.118
52021,WST-052021,20190305,43,Paper,Reuse,kg,115.026
52022,WST-052022,20190322,73,Metal,Recycling,kg,984.008
52023,WST-052023,20210124,93,Paper,Recycling,kg,709.445
52024,WST-052024,20191214,55,General,Treatment,kg,126.853
52025,WST-052025,20230401,1,Metal,Landfill,kg,354.928
52026,WST-052026,20250422,91,Paper,Recycling,kg,326.807
52027,WST-052027,20250605,13,Paper,Reuse,kg,767.263
52028,WST-052028,20191022,44,Metal,Treatment,kg,72.269
52029,WST-052029,20210519,83,Metal,Recycling,kg,504.362
52030,WST-052030,20240325,39,Chemical,Recycling,kg,284.347
52031,WST-052031,20241115,26,Paper,Landfill,kg,539.06
52032,WST-052032,20211025,95,Metal,Landfill,kg,579.038
52033,WST-052033,20210419,57,Metal,Landfill,kg,881.845
52034,WST-052034,20240128,24,Paper,Landfill,kg,673.626
52035,WST-052035,20201004,100,General,Recycling,kg,542.223
52036,WST-052036,20200510,9,Chemical,Reuse,kg,394.472
52037,WST-052037,20190203,19,Metal,Reuse,kg,709.357
52038,WST-052038,20230405,70,Plastic,Recycling,kg,775.779
52039,WST-052039,20220509,77,Chemical,Recycling,kg,319.08
52040,WST-052040,20210928,38,Plastic,Treatment,kg,528.813
52041,WST-052041,20241022,38,Plastic,Treatment,kg,128.485
52042,WST-052042,20240402,50,Metal,Recycling,kg,21.894
52043,WST-052043,20240914,77,Metal,Treatment,kg,508.924
52044,WST-052044,20220616,13,Chemical,Landfill,kg,152.951
52045,WST-052045,20210830,7,Chemical,Landfill,kg,880.966
52046,WST-052046,20240715,67,Plastic,Treatment,kg,670.507
52047,WST-052047,20191126,37,Plastic,Landfill,kg,875.003
52048,WST-052048,20220802,70,General,Reuse,kg,266.19
52049,WST-052049,20230404,46,General,Treatment,kg,736.639
52050,WST-052050,20210910,85,General,Landfill,kg,455.774
52051,WST-052051,20200323,41,Plastic,Landfill,kg,709.153
52052,WST-052052,20191004,10,Metal,Treatment,kg,521.251
52053,WST-052053,20220912,83,General,Landfill,kg,192.844
52054,WST-052054,20211026,21,General,Reuse,kg,930.929
52055,WST-052055,20240211,100,General,Landfill,kg,567.61
52056,WST-052056,20230313,89,General,Treatment,kg,764.369
52057,WST-052057,20200730,77,Paper,Recycling,kg,712.613
52058,WST-052058,20210627,17,General,Recycling,kg,198.053
52059,WST-052059,20200923,81,General,Treatment,kg,442.24
52060,WST-052060,20250628,5,Chemical,Recycling,kg,463.259
52061,WST-052061,20210616,17,Plastic,Landfill,kg,561.457
52062,WST-052062,20230218,42,Chemical,Recycling,kg,777.193
52063,WST-052063,20241004,31,Paper,Treatment,kg,457.844
52064,WST-052064,20200907,15,Plastic,Recycling,kg,189.447
52065,WST-052065,20240726,82,Chemical,Landfill,kg,769.761
52066,WST-052066,20251029,25,Paper,Landfill,kg,836.574
52067,WST-052067,20201217,92,Plastic,Recycling,kg,574.856
52068,WST-052068,20191102,25,Paper,Treatment,kg,702.368
52069,WST-052069,20210220,96,General,Landfill,kg,48.103
52070,WST-052070,20241125,37,Plastic,Reuse,kg,792.848
52071,WST-052071,20230427,70,General,Treatment,kg,649.518
52072,WST-052072,20251009,89,Plastic,Reuse,kg,290.079
52073,WST-052073,20221010,2,Chemical,Treatment,kg,808.545
52074,WST-052074,20200117,38,Plastic,Landfill,kg,707.494
52075,WST-052075,20210803,86,General,Recycling,kg,446.633
52076,WST-052076,20210809,44,Metal,Treatment,kg,615.605
52077,WST-052077,20200918,81,General,Treatment,kg,716.386
52078,WST-052078,20250823,94,Chemical,Landfill,kg,703.925
52079,WST-052079,20190314,86,Paper,Recycling,kg,803.746
52080,WST-052080,20241015,62,Metal,Landfill,kg,976.94
