maintenance_key,maintenance_id,date_key,location_key,machine_key,employee_key,maintenance_type,maintenance_hours,downtime_hours,maintenance_cost
25290,MNT-025290,20220125,19,975,3739,Corrective,4.89,12.71,8098.75
25291,MNT-025291,20240123,95,1832,885,Inspection,6.61,5.06,9054.89
25292,MNT-025292,20221202,15,580,150,Inspection,4.24,19.19,9256.44
25293,MNT-025293,20190705,50,1264,2426,Corrective,6.62,19.84,8322.8
25294,MNT-025294,20220404,53,805,4020,Inspection,7.99,5.37,7869.4
25295,MNT-025295,20190221,41,636,3146,Preventive,1.59,11.26,7926.13
25296,MNT-025296,20250331,2,271,1170,Corrective,3.9,3.85,9178.75
25297,MNT-025297,20231116,15,1884,3615,Preventive,7.87,1.29,2618.72
25298,MNT-025298,20211226,2,89,2407,Preventive,7.64,20.08,6169.1
25299,MNT-025299,20231217,67,1217,1031,Inspection,3.63,19.23,7860.51
25300,MNT-025300,20230306,17,125,1767,Inspection,3.99,13.37,1169.96
25301,MNT-025301,20250520,68,770,1191,Preventive,0.61,11.17,6936.51
25302,MNT-025302,20220205,26,1774,3625,Preventive,7.53,4.24,8368.13
25303,MNT-025303,20251205,17,751,1794,Corrective,4.22,19.46,5649.61
25304,MNT-025304,20211118,67,1847,4357,Preventive,3.7,22.11,179.04
25305,MNT-025305,20190629,36,46,1627,Corrective,1.11,8.96,6835.6
25306,MNT-025306,20190928,36,1650,1238,Inspection,3.25,13.81,1068.93
25307,MNT-025307,20200321,34,152,2775,Inspection,1.42,4.98,9165.66
25308,MNT-025308,20240709,72,1545,3529,Preventive,4.96,11.38,4173.12
25309,MNT-025309,20240212,42,1994,2690,Preventive,5.29,13.1,4456.52
25310,MNT-025310,20190204,51,1969,573,Preventive,7.29,22.71,2278.97
25311,MNT-025311,20240802,35,1999,747,Corrective,3.21,14.91,8104.14
25312,MNT-025312,20201218,60,1121,4228,Inspection,1.16,20.33,7318.02
25313,MNT-025313,20250628,53,1379,3095,Preventive,2.85,6.76,2303.01
25314,MNT-025314,20190220,13,658,2007,Preventive,5.26,2.07,3933.04
25315,MNT-025315,20210309,93,1955,1555,Inspection,1.38,8.15,9862.31
25316,MNT-025316,20230922,34,558,3769,Inspection,1.27,20.17,5431.05
25317,MNT-025317,20191106,16,369,4271,Inspection,6.0,5.78,5395.34
25318,MNT-025318,20241103,19,1758,3250,Corrective,3.78,23.91,4791.45
25319,MNT-025319,20220404,92,1907,4782,Corrective,6.08,5.36,774.56
25320,MNT-025320,20251016,54,261,3765,Corrective,2.79,6.53,7359.26
25321,MNT-025321,20200909,31,974,1526,Preventive,1.13,2.68,547.93
25322,MNT-025322,20231208,44,1843,1975,Corrective,7.78,19.77,9740.62
25323,MNT-025323,20191009,33,1557,2861,Corrective,5.38,14.82,1738.82
25324,MNT-025324,20210523,5,594,796,Preventive,1.23,16.0,6618.56
25325,MNT-025325,20210313,39,784,1145,Corrective,2.17,10.3,2686.87
25326,MNT-025326,20251029,87,536,1749,Preventive,3.84,6.0,4717.78
25327,MNT-025327,20200713,85,1337,4429,Corrective,1.23,7.7,5549.82
25328,MNT-025328,20220808,91,549,799,Inspection,6.28,0.86,9541.6
25329,MNT-025329,20210406,44,707,4149,Preventive,4.76,4.07,2762.24
25330,MNT-025330,20190110,10,1689,107,Corrective,1.3,21.95,7862.93
25331,MNT-025331,20231008,25,578,581,Corrective,6.29,15.36,7855.71
25332,MNT-025332,20241117,30,409,431,Corrective,6.36,13.18,1403.86
25333,MNT-025333,20251017,56,736,4902,Corrective,0.9,5.11,9864.44
25334,MNT-025334,20251011,39,1629,1109,Corrective,7.56,5.8,227.3
25335,MNT-025335,20190512,6,732,4234,Unknown,5.04,23.35,2012.45
25336,MNT-025336,20190927,39,1568,1123,Corrective,1.36,22.33,2338.56
25337,MNT-025337,20241118,52,1655,3028,Inspection,5.32,16.1,1314.94
25338,MNT-025338,20230620,35,1975,4719,Preventive,6.38,12.1,8469.75
25339,MNT-025339,20200412,89,356,2040,Inspection,3.67,9.91,3297.92
25340,MNT-025340,20230526,79,1146,4162,Corrective,4.88,17.42,724.22
25341,MNT-025341,20210320,8,1730,4857,Preventive,7.08,21.47,5379.77
25342,MNT-025342,20220416,67,1617,4353,Preventive,4.42,22.36,6544.38
25343,MNT-025343,20240617,63,485,257,Inspection,5.87,2.92,3392.83
25344,MNT-025344,20221020,68,394,1779,Preventive,2.93,12.41,3901.51
25345,MNT-025345,20250831,12,1236,845,Preventive,3.33,22.63,1375.06
25346,MNT-025346,20241203,31,131,1524,Corrective,1.21,22.26,8406.97
25347,MNT-025347,20220903,67,1712,932,Corrective,7.38,7.08,6627.62
25348,MNT-025348,20231214,31,1735,3695,Corrective,1.52,13.02,4984.4
25349,MNT-025349,20190705,53,1600,4334,Inspection,5.84,5.25,3093.21
25350,MNT-025350,20220522,85,634,4633,Corrective,6.41,17.23,1242.08
25351,MNT-025351,20210905,75,1892,4808,Preventive,6.0,6.68,9973.19
25352,MNT-025352,20250525,91,845,1805,Inspection,4.39,23.04,5518.22
25353,MNT-025353,20200809,30,821,3285,Corrective,3.29,18.28,9636.58
25354,MNT-025354,20210116,83,775,1865,Preventive,7.21,11.54,557.0
25355,MNT-025355,20201216,76,1577,4101,Preventive,0.78,10.91,7711.22
25356,MNT-025356,20191021,2,361,3544,Corrective,4.49,8.74,2754.38
25357,MNT-025357,20190218,56,330,574,Inspection,6.48,14.29,2074.91
25358,MNT-025358,20200603,65,1045,2241,Inspection,4.25,17.34,3303.62
25359,MNT-025359,20230314,10,1219,4972,Preventive,7.45,9.47,3378.21
25360,MNT-025360,20220106,80,206,1613,Inspection,2.34,1.52,8697.27
25361,MNT-025361,20240109,73,1684,1912,Inspection,2.24,6.49,2527.73
25362,MNT-025362,20220726,33,672,3827,Preventive,6.66,4.1,5376.64
25363,MNT-025363,20190803,61,441,1015,Corrective,5.26,20.33,9961.81
25364,MNT-025364,20201024,22,641,2839,Preventive,6.26,21.08,9502.14
25365,MNT-025365,20220218,17,1750,1508,Inspection,7.83,20.36,2950.07
25366,MNT-025366,20190826,31,1965,918,Corrective,7.96,23.09,3381.61
25367,MNT-025367,20211118,96,1696,3505,Inspection,3.28,11.09,3175.83
25368,MNT-025368,20220301,54,1159,4260,Corrective,6.15,19.17,5972.42
25369,MNT-025369,20241115,69,1151,3054,Corrective,1.8,12.86,3329.77
25370,MNT-025370,20210608,31,1735,3281,Inspection,7.91,4.29,1312.45
25371,MNT-025371,20190815,71,1195,4088,Inspection,1.58,15.94,5700.44
25372,MNT-025372,20210104,13,738,1965,Inspection,5.93,11.77,1109.91
25373,MNT-025373,20241102,64,509,3469,Inspection,1.7,3.8,7720.61
25374,MNT-025374,20190806,87,1422,3785,Preventive,2.15,11.64,5148.79
25375,MNT-025375,20231228,67,1617,2924,Corrective,5.59,19.4,3186.51
25376,MNT-025376,20250715,67,1486,3249,Corrective,6.45,19.21,6896.22
25377,MNT-025377,20200416,65,1424,1085,Preventive,3.69,14.37,7169.24
25378,MNT-025378,20191101,31,198,1031,Corrective,2.47,11.86,425.51
25379,MNT-025379,20240319,62,1855,1838,Inspection,7.38,14.7,3612.63
25380,MNT-025380,20240430,67,1668,933,Corrective,4.9,4.03,2129.04
25381,MNT-025381,20220323,53,501,4001,Inspection,0.64,2.82,3823.72
25382,MNT-025382,20230122,31,357,4397,Preventive,7.64,21.93,3755.34
25383,MNT-025383,20250920,85,726,655,Inspection,3.95,16.5,4140.61
25384,MNT-025384,20240510,67,935,2117,Corrective,0.52,11.82,122.05
25385,MNT-025385,20200822,58,797,4024,Corrective,5.7,21.42,654.32
25386,MNT-025386,20191211,19,925,1369,Preventive,3.32,22.36,1259.54
25387,MNT-025387,20240428,98,1656,1572,Inspection,2.97,10.96,1389.72
25388,MNT-025388,20201202,76,1878,1036,Corrective,3.25,23.71,6900.54
25389,MNT-025389,20240506,72,747,3156,Preventive,4.53,4.34,583.0
25390,MNT-025390,20230316,13,235,3351,Preventive,2.86,13.4,2551.16
25391,MNT-025391,20240220,20,471,1496,Preventive,5.96,23.32,6640.87
25392,MNT-025392,20210910,29,483,3944,Inspection,0.74,8.04,2127.94
25393,MNT-025393,20241224,70,313,3044,Corrective,2.02,6.17,7720.97
25394,MNT-025394,20200306,97,1396,2653,Inspection,0.99,6.04,8490.56
25395,MNT-025395,20241226,19,104,3114,Inspection,0.74,5.49,6219.87
25396,MNT-025396,20231219,47,200,3498,Corrective,5.37,21.59,5341.19
25397,MNT-025397,20210806,22,1783,2428,Corrective,5.98,4.01,301.49
25398,MNT-025398,20220822,78,1008,4229,Corrective,6.26,0.85,2346.09
25399,MNT-025399,20200907,17,1248,1364,Corrective,4.82,4.81,1234.85
25400,MNT-025400,20250906,25,65,4173,Corrective,6.54,2.55,9185.25
25401,MNT-025401,20221125,9,1677,1910,Inspection,6.76,22.08,3155.94
25402,MNT-025402,20190507,19,1465,4064,Preventive,6.49,20.72,9257.83
25403,MNT-025403,20200504,98,247,1831,Preventive,3.03,14.19,2847.71
25404,MNT-025404,20200701,27,14,3538,Inspection,3.77,15.06,3876.62
25405,MNT-025405,20211106,20,888,3136,Corrective,6.97,5.3,9630.26
25406,MNT-025406,20190509,76,1914,4278,Preventive,4.26,9.36,1680.53
25407,MNT-025407,20240727,76,417,2271,Corrective,1.7,2.73,4150.64
25408,MNT-025408,20211127,79,1004,3129,Preventive,4.13,18.62,2456.87
25409,MNT-025409,20201116,82,762,3057,Inspection,5.63,0.54,2387.53
25410,MNT-025410,20240131,34,1904,3781,Inspection,7.81,19.95,3716.23
25411,MNT-025411,20231015,64,509,534,Preventive,5.98,1.45,700.52
25412,MNT-025412,20230420,47,1102,987,Inspection,5.7,13.38,434.52
25413,MNT-025413,20230930,72,1347,1642,Inspection,4.1,3.22,2216.86
25414,MNT-025414,20210115,4,1827,2487,Inspection,7.92,15.57,5810.7
25415,MNT-025415,20220901,25,578,3148,Preventive,7.13,23.99,5141.7
25416,MNT-025416,20210521,64,1201,1804,Corrective,7.41,15.16,8027.0
25417,MNT-025417,20240411,20,220,4773,Corrective,1.89,13.05,3450.25
25418,MNT-025418,20190123,60,505,4205,Preventive,1.1,19.57,2450.22
25419,MNT-025419,20240208,43,1614,4011,Inspection,1.48,11.91,6554.25
25420,MNT-025420,20231217,22,157,3901,Preventive,5.69,19.86,1346.61
25421,MNT-025421,20251222,58,1080,1290,Preventive,1.8,17.66,7450.35
25422,MNT-025422,20210315,47,1221,3134,Corrective,6.61,14.24,9949.3
25423,MNT-025423,20250313,17,751,2654,Inspection,5.58,9.65,3327.03
25424,MNT-025424,20221229,11,166,626,Inspection,7.23,5.32,2132.52
25425,MNT-025425,20250630,39,1196,575,Inspection,3.22,19.01,213.19
25426,MNT-025426,20230523,43,521,146,Preventive,4.95,17.91,6814.44
25427,MNT-025427,20210129,37,1225,1817,Inspection,1.91,23.54,6173.85
25428,MNT-025428,20250104,24,854,3294,Inspection,5.3,5.22,6218.5
25429,MNT-025429,20250821,12,1236,815,Inspection,2.22,9.91,2246.62
25430,MNT-025430,20190629,86,1345,2510,Preventive,4.42,0.75,3195.9
25431,MNT-025431,20231231,9,846,4193,Preventive,0.98,8.29,3250.74
25432,MNT-025432,20210408,71,665,4664,Corrective,6.83,15.83,7905.28
25433,MNT-025433,20200618,51,986,3445,Preventive,4.31,18.34,8822.65
25434,MNT-025434,20230917,21,1325,36,Corrective,7.91,9.81,4604.8
25435,MNT-025435,20250622,6,375,3440,Preventive,5.9,18.7,1552.45
25436,MNT-025436,20230620,44,959,269,Inspection,0.85,5.3,2899.39
25437,MNT-025437,20191222,66,270,1831,Preventive,6.91,4.91,9442.16
25438,MNT-025438,20241126,87,100,2490,Inspection,1.11,16.33,2765.41
25439,MNT-025439,20210219,39,64,1796,Preventive,4.67,16.43,5356.02
25440,MNT-025440,20241211,6,732,4409,Preventive,0.7,21.52,7212.0
25441,MNT-025441,20210428,84,1375,3086,Preventive,0.92,7.83,2711.46
25442,MNT-025442,20241018,31,562,2673,Inspection,1.93,15.49,7817.49
25443,MNT-025443,20251117,60,2,3362,Corrective,5.1,7.55,3536.18
25444,MNT-025444,20221117,2,294,2672,Corrective,7.76,20.23,2148.36
25445,MNT-025445,20250523,74,1924,1404,Corrective,1.91,12.07,1521.29
25446,MNT-025446,20250130,77,2000,1810,Inspection,4.13,2.08,7967.6
25447,MNT-025447,20220131,76,875,27,Corrective,3.75,15.55,1883.07
25448,MNT-025448,20241201,54,1993,1036,Preventive,5.92,12.98,705.88
25449,MNT-025449,20191021,35,92,779,Inspection,6.59,15.45,6249.37
25450,MNT-025450,20251223,17,31,782,Inspection,3.71,12.73,1586.0
25451,MNT-025451,20230321,100,1510,3989,Preventive,3.73,13.8,7156.66
25452,MNT-025452,20240925,86,1190,4430,Inspection,1.59,0.58,6989.41
25453,MNT-025453,20200315,11,1736,791,Inspection,5.11,15.87,6789.93
25454,MNT-025454,20220305,44,477,2210,Inspection,1.1,2.72,8834.98
25455,MNT-025455,20240518,43,1284,1071,Inspection,1.65,17.6,8091.76
25456,MNT-025456,20250319,97,1101,4250,Inspection,7.5,20.74,2625.42
25457,MNT-025457,20211111,94,182,1792,Preventive,7.29,0.94,3199.26
25458,MNT-025458,20250720,2,1980,1129,Preventive,7.57,6.43,2023.59
25459,MNT-025459,20200305,54,333,1729,Preventive,6.23,5.53,6747.06
25460,MNT-025460,20211209,11,937,1382,Corrective,2.76,20.73,8213.6
25461,MNT-025461,20250126,23,1784,2292,Preventive,0.89,23.13,8275.77
25462,MNT-025462,20230212,7,70,2176,Inspection,3.52,3.56,3462.93
25463,MNT-025463,20220208,6,1603,3964,Preventive,1.58,17.24,2380.94
25464,MNT-025464,20240224,93,383,791,Corrective,3.59,4.33,4462.32
25465,MNT-025465,20230531,45,520,3477,Preventive,3.44,20.43,3329.86
25466,MNT-025466,20201220,33,542,3115,Preventive,1.47,1.39,464.99
25467,MNT-025467,20241218,66,217,3575,Preventive,7.42,10.35,8152.71
25468,MNT-025468,20190518,77,1499,4192,Inspection,4.42,7.66,6189.52
25469,MNT-025469,20200514,36,1707,4140,Inspection,6.2,0.51,1851.25
25470,MNT-025470,20240710,84,1184,462,Corrective,2.27,19.74,6842.43
25471,MNT-025471,20210504,96,1412,4693,Inspection,2.89,17.51,7069.24
25472,MNT-025472,20240430,94,1495,3582,Inspection,7.15,18.95,3237.15
25473,MNT-025473,20190724,20,687,3774,Corrective,1.73,8.05,9512.7
25474,MNT-025474,20190622,93,383,918,Inspection,3.24,22.81,7064.82
25475,MNT-025475,20250208,82,1951,1523,Inspection,4.7,13.1,6063.6
25476,MNT-025476,20210713,81,887,1362,Preventive,1.59,11.47,1070.21
25477,MNT-025477,20210828,60,696,3432,Preventive,2.7,7.35,2533.61
25478,MNT-025478,20250222,92,1634,3066,Preventive,3.03,13.42,9541.52
25479,MNT-025479,20210802,94,642,474,Inspection,2.61,20.56,1347.71
25480,MNT-025480,20200330,87,1406,4804,Preventive,6.35,14.63,2151.03
25481,MNT-025481,20240617,70,1726,3614,Preventive,1.43,15.16,2036.57
25482,MNT-025482,20230621,36,46,3325,Corrective,4.87,15.12,3396.86
25483,MNT-025483,20240621,65,300,2061,Corrective,2.02,2.88,913.17
25484,MNT-025484,20190615,47,650,631,Inspection,6.59,10.29,6448.61
25485,MNT-025485,20220713,64,509,1618,Preventive,0.85,9.29,6110.84
25486,MNT-025486,20250831,16,11,2838,Inspection,7.74,8.48,4436.73
25487,MNT-025487,20251215,54,1996,2255,Corrective,4.74,15.83,2166.51
25488,MNT-025488,20191004,6,304,421,Inspection,0.86,3.85,3155.68
25489,MNT-025489,20190323,7,1633,2888,Inspection,6.76,15.01,7904.51
25490,MNT-025490,20190903,78,531,4649,Preventive,2.19,6.79,7605.81
25491,MNT-025491,20241124,58,1526,2117,Preventive,4.46,18.31,3016.74
25492,MNT-025492,20240108,59,1624,4476,Preventive,7.64,13.28,613.5
25493,MNT-025493,20210508,36,248,4406,Corrective,1.36,18.96,3568.18
25494,MNT-025494,20210213,65,798,2749,Preventive,6.51,12.64,7315.24
25495,MNT-025495,20200414,67,1803,3632,Preventive,4.03,22.92,6904.11
25496,MNT-025496,20220507,4,1827,3050,Preventive,7.24,20.12,5908.33
25497,MNT-025497,20221211,34,1770,1514,Inspection,7.63,15.62,2897.12
25498,MNT-025498,20210407,56,541,3517,Corrective,6.31,8.37,552.07
25499,MNT-025499,20191229,77,146,1936,Preventive,1.33,17.99,7957.32
25500,MNT-025500,20220329,94,832,2692,Corrective,2.27,0.97,3631.81
25501,MNT-025501,20210322,11,1636,2065,Corrective,3.07,21.19,1001.15
25502,MNT-025502,20231218,19,374,2752,Corrective,1.18,4.45,8022.48
25503,MNT-025503,20200204,28,765,1484,Preventive,2.8,20.7,2774.15
25504,MNT-025504,20191031,26,1676,1662,Inspection,6.21,13.13,4010.7
25505,MNT-025505,20220222,14,354,2092,Corrective,3.0,12.56,9732.57
25506,MNT-025506,20230218,67,1803,4402,Preventive,7.88,19.4,5008.98
25507,MNT-025507,20200206,58,61,1049,Preventive,3.13,16.63,5914.0
25508,MNT-025508,20240520,31,579,801,Inspection,5.4,12.38,5530.87
25509,MNT-025509,20250219,75,67,1861,Corrective,2.55,9.9,3618.4
25510,MNT-025510,20240818,89,859,2621,Corrective,5.59,11.31,2397.47
25511,MNT-025511,20201114,59,603,4649,Corrective,6.13,0.93,429.19
25512,MNT-025512,20210423,1,268,386,Corrective,4.7,7.79,8793.03
25513,MNT-025513,20190826,40,829,90,Preventive,6.79,19.66,5334.17
25514,MNT-025514,20240817,43,1693,1280,Corrective,4.58,12.92,9401.23
25515,MNT-025515,20220206,66,1842,2601,Corrective,6.88,8.94,6959.92
25516,MNT-025516,20250504,79,222,3651,Corrective,1.32,14.52,2524.0
25517,MNT-025517,20241031,36,933,437,Corrective,4.23,9.36,6394.38
25518,MNT-025518,20200921,43,506,2626,Preventive,4.9,4.15,273.77
25519,MNT-025519,20250827,9,1644,1539,Preventive,2.18,6.47,2845.58
25520,MNT-025520,20240201,97,1430,580,Preventive,6.35,15.49,9729.97
25521,MNT-025521,20251007,80,1737,179,Inspection,2.59,17.77,7414.01
25522,MNT-025522,20250831,28,334,2931,Inspection,3.88,14.17,2544.2
25523,MNT-025523,20240831,1,678,4033,Inspection,7.37,1.77,1269.68
25524,MNT-025524,20230513,1,1883,164,Preventive,7.62,11.26,7278.73
25525,MNT-025525,20231019,53,388,2883,Unknown,0.89,20.25,5939.53
25526,MNT-025526,20210104,72,1378,58,Inspection,4.37,22.2,8263.86
25527,MNT-025527,20251008,17,1153,2391,Corrective,7.12,5.75,9093.77
25528,MNT-025528,20200808,7,1055,4597,Corrective,4.15,9.08,1150.99
25529,MNT-025529,20221228,23,1216,2004,Inspection,5.2,3.67,5726.28
25530,MNT-025530,20200927,14,1539,3092,Preventive,1.89,20.41,4116.0
25531,MNT-025531,20190809,38,371,1486,Preventive,2.77,8.84,9405.35
25532,MNT-025532,20251107,25,65,844,Corrective,6.36,2.16,2673.61
25533,MNT-025533,20210422,80,206,4629,Preventive,5.65,19.42,4697.76
25534,MNT-025534,20220627,35,1299,4702,Preventive,5.39,11.32,4404.95
25535,MNT-025535,20190612,23,1554,2974,Corrective,6.4,16.91,1315.34
25536,MNT-025536,20240904,78,1550,4273,Corrective,4.78,6.65,1137.33
25537,MNT-025537,20221005,58,1061,2845,Corrective,7.05,18.56,8829.25
25538,MNT-025538,20210119,81,419,3903,Inspection,4.78,11.63,4935.54
25539,MNT-025539,20230826,81,1886,4202,Preventive,6.6,9.87,9397.21
25540,MNT-025540,20250619,93,606,63,Corrective,7.68,8.18,6515.51
25541,MNT-025541,20191220,31,974,4507,Preventive,7.23,22.47,3975.55
25542,MNT-025542,20220427,94,1035,348,Inspection,4.12,5.89,7583.05
25543,MNT-025543,20210113,2,271,4496,Inspection,1.48,22.28,5898.68
25544,MNT-025544,20250529,37,721,289,Preventive,7.31,3.05,3344.79
25545,MNT-025545,20191010,79,1146,2340,Corrective,5.39,21.3,8333.66
25546,MNT-025546,20210715,81,1930,1949,Inspection,5.22,20.13,8703.28
25547,MNT-025547,20240403,73,1665,4746,Preventive,2.58,6.83,4151.68
25548,MNT-025548,20191026,25,1593,2428,Preventive,0.74,1.5,3554.52
25549,MNT-025549,20231018,92,1907,3939,Inspection,5.42,2.61,5961.39
25550,MNT-025550,20250620,3,1281,381,Preventive,7.69,5.76,5170.45
25551,MNT-025551,20240915,34,66,618,Corrective,2.36,4.7,8714.38
25552,MNT-025552,20231112,81,419,4436,Inspection,5.12,1.18,6038.51
25553,MNT-025553,20210629,42,1214,4930,Inspection,5.97,21.61,1378.32
25554,MNT-025554,20230520,58,967,2204,Inspection,5.3,6.33,6316.21
25555,MNT-025555,20210830,83,1050,1507,Inspection,3.2,14.22,3504.88
25556,MNT-025556,20201130,13,812,260,Corrective,5.06,15.6,4403.52
25557,MNT-025557,20250912,100,1587,1106,Inspection,4.28,10.0,9757.74
25558,MNT-025558,20240820,67,720,2607,Corrective,5.45,17.96,5186.22
25559,MNT-025559,20211213,44,1793,1802,Inspection,4.86,14.0,8430.29
25560,MNT-025560,20251013,48,372,1648,Preventive,5.01,23.68,7044.06
25561,MNT-025561,20240906,6,1072,779,Preventive,1.95,4.72,6681.64
25562,MNT-025562,20211018,83,1763,3188,Corrective,7.99,12.66,1138.68
25563,MNT-025563,20191205,10,1311,4722,Corrective,7.81,3.61,9866.08
25564,MNT-025564,20250309,60,1496,4846,Inspection,5.79,6.46,8945.48
25565,MNT-025565,20220608,54,52,3689,Preventive,1.77,11.28,8284.95
25566,MNT-025566,20220523,81,891,1038,Preventive,5.6,5.27,3628.07
25567,MNT-025567,20190625,62,1977,1564,Preventive,7.46,17.12,760.06
25568,MNT-025568,20250504,4,335,2155,Preventive,5.83,6.78,821.97
25569,MNT-025569,20200420,7,664,2478,Inspection,6.9,6.41,3216.79
25570,MNT-025570,20190420,70,1817,4012,Preventive,5.65,21.51,1124.22
25571,MNT-025571,20240519,70,458,2885,Corrective,3.96,1.46,4484.99
25572,MNT-025572,20230622,6,304,3645,Inspection,3.06,15.33,8220.99
25573,MNT-025573,20251209,67,1717,3462,Inspection,6.38,1.15,2763.31
25574,MNT-025574,20230802,68,1160,2239,Preventive,4.55,4.81,9181.55
25575,MNT-025575,20200604,8,174,1868,Corrective,7.0,21.92,162.62
25576,MNT-025576,20200922,25,1175,2455,Corrective,2.43,18.76,2297.37
25577,MNT-025577,20240115,6,1713,1163,Corrective,0.84,20.32,3236.97
25578,MNT-025578,20230328,72,747,3089,Inspection,7.23,21.78,8076.12
25579,MNT-025579,20190507,63,1643,4563,Corrective,1.82,22.8,9357.81
25580,MNT-025580,20190302,39,990,1844,Corrective,3.47,8.29,6845.18
25581,MNT-025581,20201202,35,1215,4404,Preventive,6.91,14.75,7493.87
25582,MNT-025582,20190526,77,1086,4145,Corrective,7.07,12.18,9348.05
25583,MNT-025583,20241108,82,939,865,Preventive,0.55,8.7,9534.62
25584,MNT-025584,20250308,7,344,463,Inspection,5.38,5.05,459.82
25585,MNT-025585,20201007,94,1003,3928,Corrective,7.98,0.75,1776.39
25586,MNT-025586,20230524,42,1631,3508,Corrective,2.04,19.67,4288.47
25587,MNT-025587,20221201,54,1159,4113,Inspection,4.21,11.87,5844.76
25588,MNT-025588,20200222,1,954,2337,Corrective,5.29,8.17,2179.72
25589,MNT-025589,20230412,23,979,3800,Inspection,6.84,23.95,4650.4
25590,MNT-025590,20200607,31,904,490,Preventive,4.46,4.78,3084.68
25591,MNT-025591,20231219,31,836,979,Inspection,3.69,17.72,6444.68
25592,MNT-025592,20250309,20,1005,3334,Preventive,0.67,19.05,1988.8
25593,MNT-025593,20220603,81,1498,3647,Inspection,3.0,10.0,281.6
25594,MNT-025594,20240109,10,1222,4840,Inspection,0.71,7.67,1504.81
25595,MNT-025595,20200723,17,257,4842,Corrective,1.52,20.61,4712.54
25596,MNT-025596,20220102,5,688,716,Inspection,5.65,8.92,7023.22
25597,MNT-025597,20240316,35,1975,2588,Corrective,0.98,1.62,1760.97
25598,MNT-025598,20210816,55,1394,2299,Corrective,7.1,7.78,1170.31
25599,MNT-025599,20240308,96,749,3081,Preventive,1.45,17.89,6125.05
25600,MNT-025600,20241014,31,1020,1617,Preventive,4.28,11.11,743.07
25601,MNT-025601,20190617,60,323,4410,Inspection,5.95,7.24,7634.34
25602,MNT-025602,20251129,25,490,3869,Preventive,3.79,15.91,2088.8
25603,MNT-025603,20210616,98,1208,2390,Corrective,5.84,1.27,9893.3
25604,MNT-025604,20231122,53,1278,861,Corrective,4.89,17.04,930.09
25605,MNT-025605,20240912,9,144,4413,Inspection,7.06,10.44,4001.17
25606,MNT-025606,20210525,19,925,4409,Preventive,1.15,12.97,4323.52
25607,MNT-025607,20191222,16,138,1316,Inspection,5.83,19.75,2980.73
25608,MNT-025608,20211230,53,1316,2095,Corrective,2.02,10.22,3491.02
25609,MNT-025609,20191124,26,1826,4813,Corrective,7.13,6.26,7580.18
25610,MNT-025610,20230524,7,148,1827,Inspection,7.07,11.47,1962.7
25611,MNT-025611,20200419,39,898,277,Corrective,2.51,14.91,467.47
25612,MNT-025612,20250616,12,1505,4178,Inspection,4.54,23.14,2242.39
25613,MNT-025613,20250911,85,1337,1341,Corrective,4.58,1.99,8291.12
25614,MNT-025614,20201120,47,108,4767,Corrective,4.77,5.28,5311.15
25615,MNT-025615,20240820,86,221,3629,Preventive,4.39,5.42,8161.64
25616,MNT-025616,20230808,38,1155,4252,Inspection,1.19,5.89,422.12
25617,MNT-025617,20250929,37,204,4644,Inspection,1.85,19.74,5939.0
25618,MNT-025618,20240903,41,522,1120,Preventive,4.39,20.72,5288.92
25619,MNT-025619,20190630,91,1725,3325,Corrective,3.36,1.71,7242.9
25620,MNT-025620,20250118,27,753,148,Corrective,2.8,10.84,1090.44
25621,MNT-025621,20200626,32,673,521,Inspection,1.57,20.72,2129.54
25622,MNT-025622,20201109,67,1200,3270,Corrective,1.71,3.09,2525.55
25623,MNT-025623,20240628,12,1902,47,Inspection,4.46,11.91,3665.43
25624,MNT-025624,20210608,32,1575,4751,Inspection,3.28,11.29,7485.73
25625,MNT-025625,20200922,43,506,149,Corrective,5.9,9.13,4207.03
25626,MNT-025626,20200402,44,1127,500,Inspection,5.5,15.63,9788.92
25627,MNT-025627,20220221,35,1574,4930,Inspection,3.92,20.06,7481.74
25628,MNT-025628,20250929,18,491,1765,Preventive,3.16,12.41,3074.62
25629,MNT-025629,20240516,61,405,4632,Inspection,4.12,14.42,9654.88
25630,MNT-025630,20240510,17,1775,3126,Corrective,4.35,20.04,8932.55
25631,MNT-025631,20250629,71,116,2646,Inspection,4.49,13.24,6371.64
25632,MNT-025632,20250921,66,1842,1929,Inspection,7.82,10.67,6429.73
25633,MNT-025633,20220203,19,373,3727,Preventive,1.72,4.91,1756.27
25634,MNT-025634,20200610,49,1137,4158,Corrective,1.39,15.35,2063.38
25635,MNT-025635,20220826,24,1428,3523,Preventive,5.34,9.56,1126.4
25636,MNT-025636,20220405,89,999,571,Inspection,2.61,4.14,5851.85
25637,MNT-025637,20190714,10,743,1297,Preventive,5.01,18.27,8615.08
25638,MNT-025638,20211114,89,1419,2342,Preventive,4.25,6.18,9748.22
25639,MNT-025639,20200324,53,766,1412,Preventive,5.71,7.67,3898.84
25640,MNT-025640,20220801,64,4,3217,Corrective,4.8,11.91,9239.82
25641,MNT-025641,20200610,74,360,1546,Inspection,3.74,4.59,4701.42
25642,MNT-025642,20190921,55,431,2355,Corrective,0.57,15.26,3008.07
25643,MNT-025643,20220605,89,356,71,Corrective,3.45,16.56,5973.82
25644,MNT-025644,20210701,47,820,2544,Preventive,1.9,0.7,9814.12
