maintenance_id,date,location_id,machine_id,employee_id,maintenance_type,downtime_hours,maintenance_cost
MAINT-0027730,2024-07-18,LOC-0003,MCH-000916,EMP-001344,Preventive,2.69,216.91
MAINT-0027731,2024-09-07,LOC-0043,MCH-000178,EMP-003734,Corrective,18.36,544.79
MAINT-0027732,2024-10-17,LOC-0096,MCH-001971,EMP-004736,Corrective,2.49,364.5
MAINT-0027733,2025-11-17,LOC-0012,MCH-000472,EMP-000937,Emergency,13.63,141.89
MAINT-0027734,2025-01-10,LOC-0037,MCH-000643,EMP-004638,Preventive,0.84,375.38
MAINT-0027735,2024-12-03,LOC-0009,MCH-000036,EMP-002914,Preventive,4.07,341.84
MAINT-0027736,2024-06-25,LOC-0023,MCH-001286,EMP-002498,Preventive,5.82,475.28
MAINT-0027737,2025-01-18,LOC-0042,MCH-000728,EMP-000748,Inspection,20.94,301.17
MAINT-0027738,2023-12-04,LOC-0049,MCH-001248,EMP-001655,Corrective,15.07,312.9
MAINT-0027741,2025-06-10,LOC-0090,MCH-001817,EMP-002718,Corrective,13.06,743.3
MAINT-0027742,2024-01-12,LOC-0065,MCH-000503,EMP-000202,Inspection,7.3,261.29
MAINT-0027743,2025-11-12,LOC-0095,MCH-001159,EMP-004471,Emergency,21.82,380.48
MAINT-0027745,2021-06-16,LOC-0082,MCH-000283,EMP-000046,Corrective,15.11,194.63
MAINT-0027746,2025-10-01,LOC-0046,MCH-000909,EMP-002909,Corrective,8.7,600.69
MAINT-0027747,2024-03-31,LOC-0085,MCH-001239,EMP-003188,Preventive,7.68,751.58
MAINT-0027748,2025-10-22,LOC-0046,MCH-001888,EMP-002475,Preventive,14.93,612.76
MAINT-0027749,2024-06-05,LOC-0072,MCH-001886,EMP-000861,Inspection,5.38,484.92
MAINT-0027750,2024-01-25,LOC-0094,MCH-000373,EMP-001838,Corrective,13.06,329.9
MAINT-0027751,2025-12-24,LOC-0019,MCH-001090,EMP-000418,Inspection,21.25,2924.71
MAINT-0027752,2025-03-22,LOC-0093,MCH-000197,EMP-003240,Corrective,1.77,518.33
MAINT-0027754,2021-05-25,LOC-0004,MCH-001766,EMP-003092,Inspection,10.17,354.08
MAINT-0027755,2025-11-11,LOC-0070,MCH-001666,EMP-002152,Preventive,1.95,302.46
MAINT-0027756,2025-07-28,LOC-0066,MCH-001708,EMP-002865,Preventive,9.67,187.87
MAINT-0027757,2025-02-13,LOC-0052,MCH-000532,EMP-002286,Preventive,21.61,501.43
MAINT-0027758,2023-02-04,LOC-0088,MCH-000861,EMP-004304,Corrective,15.68,133.06
MAINT-0027759,2025-10-12,LOC-0023,MCH-000974,EMP-002120,Corrective,4.58,562.58
MAINT-0027760,2023-11-11,LOC-0024,MCH-000160,EMP-001823,Corrective,16.34,545.07
MAINT-0027761,2025-07-17,LOC-0059,MCH-001084,EMP-000197,Corrective,2.14,413.07
MAINT-0027762,2025-12-07,LOC-0008,MCH-001897,EMP-004328,Preventive,6.15,401.44
MAINT-0027763,2025-12-08,LOC-0035,MCH-001636,EMP-004480,Preventive,3.83,392.0
MAINT-0027764,2023-02-17,LOC-0078,MCH-001508,EMP-000539,Inspection,21.55,876.86
MAINT-0027765,2025-08-29,LOC-0079,MCH-000440,EMP-000974,Preventive,20.93,191.67
MAINT-0027766,2025-12-28,LOC-0063,MCH-001546,EMP-003930,Corrective,3.2,1256.59
MAINT-0027767,2025-10-03,LOC-0049,MCH-001170,EMP-003063,Preventive,4.01,1786.95
MAINT-0027768,2023-10-06,LOC-0018,MCH-000604,EMP-004734,Corrective,10.86,932.23
MAINT-0027769,2025-08-15,LOC-0021,MCH-001403,EMP-003299,Inspection,22.18,314.29
MAINT-0027770,2025-08-01,LOC-0053,MCH-001630,EMP-002705,Preventive,11.79,1095.31
MAINT-0027771,2024-10-26,LOC-0040,MCH-001043,EMP-003958,Preventive,9.74,363.87
MAINT-0027772,2025-07-16,LOC-0012,MCH-001464,EMP-000937,Preventive,16.41,81.05
MAINT-0027773,2025-03-07,LOC-0036,MCH-001040,EMP-003581,Emergency,8.43,644.21
MAINT-0027774,2024-04-19,LOC-0002,MCH-001905,EMP-000928,Corrective,3.78,311.15
MAINT-0027775,2025-09-28,LOC-0047,MCH-000509,EMP-000959,Inspection,21.14,303.92
MAINT-0027776,2025-12-05,LOC-0057,MCH-000058,EMP-002959,Preventive,6.12,1284.63
MAINT-0027777,2024-01-09,LOC-0055,MCH-001396,EMP-002193,Preventive,2.7,1021.2
MAINT-0027778,2025-11-29,LOC-0010,MCH-001872,EMP-003816,Inspection,20.8,241.8
MAINT-0027779,2025-11-13,LOC-0090,MCH-000163,EMP-001661,Corrective,21.45,334.45
MAINT-0027780,2024-03-08,LOC-0045,MCH-001509,EMP-004403,Preventive,17.85,213.31
MAINT-0027781,2025-11-17,LOC-0043,MCH-001030,EMP-002692,Preventive,23.65,450.29
MAINT-0027782,2024-06-24,LOC-0043,MCH-001247,EMP-000841,Corrective,9.08,160.24
MAINT-0027783,2025-08-24,LOC-0070,MCH-001894,EMP-001146,Preventive,9.04,1856.95
MAINT-0027784,2023-12-21,LOC-0032,MCH-000678,EMP-004644,Inspection,2.53,292.08
MAINT-0027785,2024-11-15,LOC-0054,MCH-001564,EMP-000477,Corrective,7.02,153.06
MAINT-0027786,2025-11-30,LOC-0017,MCH-001566,EMP-001816,Preventive,20.66,554.02
MAINT-0027787,2024-12-11,LOC-0079,MCH-001244,EMP-003663,Inspection,17.34,546.11
MAINT-0027788,2025-11-19,LOC-0081,MCH-000559,EMP-004700,Corrective,8.09,607.44
MAINT-0027789,2024-11-06,LOC-0055,MCH-000060,EMP-002308,Inspection,20.4,532.49
MAINT-0027790,2022-04-04,LOC-0077,MCH-001810,EMP-002156,Corrective,6.5,342.16
MAINT-0027791,2025-12-31,LOC-0063,MCH-001127,EMP-003307,Preventive,12.06,588.54
MAINT-0027792,2023-01-16,LOC-0072,MCH-001994,EMP-001640,Preventive,1.36,207.43
MAINT-0027793,2024-09-28,LOC-0034,MCH-001674,EMP-004702,Corrective,6.81,305.55
MAINT-0027794,2025-12-24,LOC-0040,MCH-000870,EMP-000358,Corrective,20.15,421.21
MAINT-0027795,2025-02-08,LOC-0071,MCH-001567,EMP-000977,Inspection,15.66,447.42
MAINT-0027796,2025-02-14,LOC-0041,MCH-001751,EMP-000207,Corrective,19.61,401.13
MAINT-0027797,2022-05-23,LOC-0038,MCH-000124,EMP-004276,Inspection,23.04,313.11
MAINT-0027798,2025-06-27,LOC-0028,MCH-000153,EMP-004398,Preventive,21.53,201.51
MAINT-0027799,2022-03-13,LOC-0071,MCH-000702,EMP-001730,Inspection,17.83,129.28
MAINT-0027800,2025-12-01,LOC-0001,MCH-000746,EMP-000874,Corrective,10.89,1703.68
MAINT-0027802,2024-07-10,LOC-0067,MCH-001318,EMP-002385,Preventive,4.29,355.57
MAINT-0027803,2024-02-29,LOC-0043,MCH-001559,EMP-004399,Preventive,11.33,124.45
MAINT-0027804,2025-06-23,LOC-0006,MCH-000994,EMP-004317,Corrective,2.15,217.04
MAINT-0027805,2023-12-22,LOC-0067,MCH-001318,EMP-000408,Corrective,16.75,879.45
MAINT-0027806,2025-08-09,LOC-0033,MCH-000479,EMP-001255,Corrective,20.89,341.44
MAINT-0027807,2022-11-14,LOC-0030,MCH-000203,EMP-001131,Inspection,4.81,207.02
MAINT-0027808,2022-04-02,LOC-0011,MCH-001053,EMP-004091,Preventive,6.17,963.52
MAINT-0027809,2024-05-28,LOC-0060,MCH-000739,EMP-001802,Corrective,8.22,1188.2
MAINT-0027810,2024-10-09,LOC-0016,MCH-001635,EMP-002098,Preventive,21.47,159.26
MAINT-0027811,2025-12-14,LOC-0100,MCH-001526,EMP-001084,Corrective,9.3,1028.22
MAINT-0027812,2025-12-09,LOC-0035,MCH-001520,EMP-003376,Preventive,17.39,248.71
MAINT-0027813,2025-10-03,LOC-0078,MCH-000740,EMP-003553,Corrective,10.6,628.95
MAINT-0027814,2025-04-02,LOC-0088,MCH-000396,EMP-000603,Corrective,1.84,211.88
MAINT-0027815,2024-11-24,LOC-0070,MCH-001593,EMP-004542,Preventive,19.51,463.81
MAINT-0027816,2025-06-16,LOC-0080,MCH-001506,EMP-004770,Preventive,17.39,849.9
MAINT-0027817,2025-08-06,LOC-0077,MCH-001809,EMP-003661,Corrective,18.75,646.61
MAINT-0027818,2022-08-03,LOC-0019,MCH-000951,EMP-003443,Corrective,22.45,214.72
MAINT-0027819,2025-12-13,LOC-0084,MCH-001549,EMP-004250,Corrective,10.58,781.9
MAINT-0027820,2023-06-08,LOC-0040,MCH-000997,EMP-003194,Preventive,7.09,433.4
MAINT-0027821,2025-11-26,LOC-0036,MCH-001923,EMP-001947,Preventive,9.53,105.99
MAINT-0027822,2025-12-18,LOC-0018,MCH-000712,EMP-002080,Corrective,15.78,134.97
MAINT-0027823,2024-12-31,LOC-0033,MCH-000479,EMP-004148,Preventive,8.63,255.77
MAINT-0027824,2024-11-13,LOC-0035,MCH-000232,EMP-000915,Preventive,21.94,179.16
MAINT-0027825,2023-09-02,LOC-0015,MCH-000274,EMP-001467,Preventive,7.63,286.37
MAINT-0027826,2025-11-10,LOC-0012,MCH-000880,EMP-001867,Preventive,15.09,254.14
MAINT-0027827,2025-03-11,LOC-0058,MCH-000574,EMP-003010,Inspection,20.33,659.01
MAINT-0027828,2025-11-15,LOC-0067,MCH-001637,EMP-004864,Corrective,15.45,297.81
MAINT-0027829,2025-11-17,LOC-0021,MCH-001403,EMP-003466,Preventive,7.19,314.78
MAINT-0027830,2025-08-30,LOC-0073,MCH-001499,EMP-001477,Corrective,9.32,213.97
MAINT-0027831,2024-04-16,LOC-0006,MCH-001353,EMP-002090,Preventive,6.07,268.19
MAINT-0027832,2022-04-23,LOC-0036,MCH-001853,EMP-000506,Inspection,4.8,128.96
MAINT-0027833,2025-05-18,LOC-0091,MCH-001606,EMP-001619,Preventive,20.66,459.9
MAINT-0027834,2024-02-24,LOC-0031,MCH-001404,EMP-004039,Preventive,15.73,187.42
MAINT-0027835,2022-04-17,LOC-0080,MCH-001341,EMP-003483,Emergency,13.73,296.0
MAINT-0027836,2023-08-03,LOC-0061,MCH-001095,EMP-003886,Preventive,13.32,430.65
MAINT-0027837,2025-10-19,LOC-0090,MCH-000803,EMP-003419,Preventive,10.17,250.43
MAINT-0027838,2022-11-24,LOC-0056,MCH-000393,EMP-004862,Preventive,13.41,0.0
MAINT-0027839,2025-12-28,LOC-0052,MCH-001969,EMP-003689,Preventive,0.53,254.73
MAINT-0027840,2024-07-09,LOC-0027,MCH-000646,EMP-003189,Inspection,7.64,98.04
MAINT-0027841,2025-06-02,LOC-0032,MCH-001642,EMP-004930,Inspection,18.0,198.14
MAINT-0027842,2025-10-11,LOC-0050,MCH-000193,EMP-003152,Inspection,1.82,1309.87
MAINT-0027843,2025-01-13,LOC-0002,MCH-001911,EMP-003786,Preventive,18.89,462.05
MAINT-0027844,2025-12-29,LOC-0069,MCH-000308,EMP-002738,Inspection,17.49,1562.89
MAINT-0027845,2025-02-17,LOC-0042,MCH-000716,EMP-001679,Preventive,11.07,367.11
MAINT-0027846,2024-06-02,LOC-0048,MCH-000294,EMP-002058,Corrective,3.25,237.71
MAINT-0027847,2023-03-27,LOC-0035,MCH-000232,EMP-004370,Corrective,2.8,378.35
MAINT-0027848,2025-10-08,LOC-0025,MCH-001063,EMP-002757,Inspection,23.43,517.12
MAINT-0027849,2025-04-21,LOC-0013,MCH-000172,EMP-000115,Preventive,19.52,826.84
MAINT-0027850,2024-04-26,LOC-0072,MCH-001755,EMP-002644,Inspection,20.67,161.31
MAINT-0027851,2025-11-24,LOC-0041,MCH-001269,EMP-001006,Preventive,19.76,492.57
MAINT-0027852,2023-10-31,LOC-0037,MCH-000268,EMP-004363,Preventive,20.24,1100.98
MAINT-0027853,2024-04-19,LOC-0098,MCH-001913,EMP-003369,Corrective,20.95,179.49
MAINT-0027854,2024-01-26,LOC-0071,MCH-000200,EMP-004481,Corrective,10.23,1312.85
MAINT-0027855,2024-03-27,LOC-0093,MCH-000121,EMP-002972,Corrective,11.2,817.55
MAINT-0027856,2025-12-22,LOC-0067,MCH-000116,EMP-000864,Preventive,4.4,532.45
MAINT-0027857,2024-10-27,LOC-0031,MCH-000964,EMP-001441,Preventive,14.36,270.83
MAINT-0027858,2023-12-20,LOC-0088,MCH-000861,EMP-002623,Corrective,18.65,612.47
MAINT-0027859,2025-09-02,LOC-0068,MCH-001180,EMP-001068,Preventive,3.97,235.73
MAINT-0027860,2025-07-23,LOC-0041,MCH-001189,EMP-004455,Inspection,17.42,350.52
MAINT-0027861,2025-06-21,LOC-0035,MCH-000040,EMP-004480,Inspection,5.5,751.04
MAINT-0027862,2025-12-25,LOC-0089,MCH-001497,EMP-002872,Corrective,8.42,721.84
MAINT-0027863,2024-09-10,LOC-0100,MCH-000553,EMP-004752,Inspection,6.48,539.07
MAINT-0027864,2025-10-14,LOC-0088,MCH-001795,EMP-002196,Corrective,16.94,1346.25
MAINT-0027865,2025-05-11,LOC-0005,MCH-001889,EMP-001212,Inspection,21.2,598.89
MAINT-0027866,2024-08-18,LOC-0038,MCH-000124,EMP-003959,Corrective,15.26,280.85
MAINT-0027867,2025-03-17,LOC-0023,MCH-001201,EMP-000596,Preventive,8.43,327.26
MAINT-0027868,2024-03-24,LOC-0011,MCH-000130,EMP-003960,Inspection,22.28,867.92
MAINT-0027869,2025-09-14,LOC-0016,MCH-001469,EMP-001017,Emergency,3.16,1441.22
MAINT-0027871,2025-12-07,LOC-0017,MCH-001082,EMP-001097,Inspection,17.2,401.13
MAINT-0027872,2025-10-31,LOC-0007,MCH-001993,EMP-003651,Corrective,23.67,454.88
MAINT-0027873,2025-07-22,LOC-0052,MCH-000937,EMP-004578,Preventive,7.62,248.94
MAINT-0027874,2025-10-21,LOC-0050,MCH-001706,EMP-003180,Preventive,4.0,263.56
MAINT-0027875,2025-11-15,LOC-0010,MCH-000584,EMP-003516,Preventive,21.57,229.74
MAINT-0027876,2025-11-04,LOC-0089,MCH-001497,EMP-000906,Inspection,13.08,458.05
MAINT-0027877,2025-11-28,LOC-0034,MCH-000636,EMP-000193,Inspection,13.65,200.7
MAINT-0027878,2025-11-03,LOC-0072,MCH-001302,EMP-003191,Preventive,7.65,282.98
MAINT-0027879,2025-12-22,LOC-0017,MCH-001082,EMP-000867,Corrective,4.09,668.69
MAINT-0027881,2022-04-08,LOC-0014,MCH-000155,EMP-002769,Corrective,7.69,39909.0
MAINT-0027882,2022-12-11,LOC-0053,MCH-001098,EMP-000210,Preventive,4.04,110.72
MAINT-0027884,2023-10-30,LOC-0044,MCH-001334,EMP-004140,Preventive,6.7,186.53
MAINT-0027885,2022-09-07,LOC-0055,MCH-001846,EMP-001415,Corrective,22.67,542.01
MAINT-0027886,2024-06-29,LOC-0003,MCH-000985,EMP-002185,Corrective,23.17,660.07
MAINT-0027887,2024-02-08,LOC-0056,MCH-001193,EMP-002382,Corrective,23.02,39909.0
MAINT-0027888,2025-10-14,LOC-0053,MCH-000253,EMP-001192,Corrective,6.15,136.73
MAINT-0027889,2023-05-25,LOC-0045,MCH-000717,EMP-002241,Corrective,7.29,800.37
MAINT-0027890,2021-03-13,LOC-0029,MCH-001855,EMP-000594,Emergency,13.31,360.45
MAINT-0027891,2024-11-22,LOC-0011,MCH-000478,EMP-003990,Inspection,6.02,1081.76
MAINT-0027892,2025-03-31,LOC-0088,MCH-000245,EMP-003085,Inspection,14.16,237.79
MAINT-0027893,2025-08-04,LOC-0075,MCH-000639,EMP-000001,Preventive,9.68,610.79
MAINT-0027895,2025-12-02,LOC-0073,MCH-001604,EMP-001485,Preventive,20.83,325.37
MAINT-0027896,2022-04-02,LOC-0026,MCH-001232,EMP-000251,Preventive,20.17,506.31
MAINT-0027897,2025-07-06,LOC-0003,MCH-001307,EMP-003002,Inspection,23.77,994.59
MAINT-0027898,2021-10-15,LOC-0080,MCH-001341,EMP-000165,Emergency,2.91,355.35
MAINT-0027899,2024-11-17,LOC-0023,MCH-000821,EMP-002072,Corrective,10.82,241.98
MAINT-0027900,2025-09-03,LOC-0031,MCH-001404,EMP-001441,Preventive,11.07,432.0
MAINT-0027901,2024-03-13,LOC-0022,MCH-001152,EMP-001443,Preventive,8.06,323.15
MAINT-0027902,2025-12-03,LOC-0016,MCH-000118,EMP-004495,Corrective,19.53,351.53
MAINT-0027903,2024-03-03,LOC-0070,MCH-000108,EMP-003160,Preventive,1.8,1137.65
MAINT-0027904,2025-07-18,LOC-0082,MCH-001917,EMP-003617,Corrective,21.02,659.16
MAINT-0027905,2024-07-25,LOC-0078,MCH-000524,EMP-004765,Preventive,9.9,273.41
MAINT-0027906,2025-11-16,LOC-0015,MCH-000601,EMP-000664,Inspection,6.16,254.38
MAINT-0027907,2025-04-16,LOC-0079,MCH-001440,EMP-002973,Inspection,0.56,384.94
MAINT-0027908,2025-01-14,LOC-0030,MCH-001590,EMP-000187,Inspection,7.11,441.58
MAINT-0027909,2024-10-10,LOC-0035,MCH-000375,EMP-003106,Corrective,3.03,222.99
MAINT-0027910,2024-10-01,LOC-0076,MCH-001156,EMP-002713,Corrective,7.56,474.05
MAINT-0027911,2023-07-05,LOC-0097,MCH-001439,EMP-004234,Emergency,3.56,505.79
MAINT-0027913,2024-09-27,LOC-0060,MCH-000157,EMP-002637,Corrective,22.46,495.13
MAINT-0027914,2024-01-25,LOC-0013,MCH-001980,EMP-003713,Inspection,6.87,423.55
MAINT-0027915,2025-08-15,LOC-0080,MCH-001837,EMP-004770,Inspection,0.93,438.22
MAINT-0027916,2024-11-18,LOC-0016,MCH-000990,EMP-003104,Inspection,19.29,913.15
MAINT-0027917,2025-10-04,LOC-0029,MCH-001482,EMP-003702,Preventive,17.01,1789.42
MAINT-0027918,2025-11-08,LOC-0078,MCH-000454,EMP-003030,Preventive,6.84,588.62
MAINT-0027919,2025-01-12,LOC-0002,MCH-001744,EMP-001637,Inspection,16.05,363.52
MAINT-0027920,2025-10-24,LOC-0070,MCH-001593,EMP-004654,Corrective,5.09,381.45
MAINT-0027922,2024-11-08,LOC-0018,MCH-000975,EMP-004734,Corrective,9.17,174.42
MAINT-0027923,2025-03-25,LOC-0083,MCH-001568,EMP-004845,Inspection,23.99,701.31
MAINT-0027924,2025-01-19,LOC-0059,MCH-000336,EMP-000901,Inspection,3.61,581.85
MAINT-0027925,2025-10-28,LOC-0010,MCH-001438,EMP-000069,Preventive,14.13,289.28
MAINT-0027926,2025-10-04,LOC-0061,MCH-000030,EMP-003674,Preventive,14.75,300.99
MAINT-0027927,2025-06-15,LOC-0004,MCH-000631,EMP-001112,Corrective,6.67,231.29
MAINT-0027928,2023-10-06,LOC-0027,MCH-001390,EMP-000993,Corrective,13.05,509.61
MAINT-0027929,2025-08-09,LOC-0075,MCH-000915,EMP-003878,Inspection,11.72,412.46
MAINT-0027930,2025-10-16,LOC-0095,MCH-001278,EMP-002499,Emergency,5.83,622.03
MAINT-0027931,2024-08-24,LOC-0029,MCH-001578,EMP-002039,Inspection,16.86,114.28
MAINT-0027932,2025-06-08,LOC-0099,MCH-001518,EMP-000736,Inspection,7.66,177.36
MAINT-0027934,2025-01-12,LOC-0011,MCH-000819,EMP-004723,Corrective,23.64,619.11
MAINT-0027935,2025-04-08,LOC-0030,MCH-001988,EMP-002619,Preventive,4.01,460.79
MAINT-0027936,2024-04-16,LOC-0091,MCH-000399,EMP-002354,Corrective,22.97,628.81
MAINT-0027937,2024-08-23,LOC-0021,MCH-001555,EMP-003253,Inspection,11.87,383.09
MAINT-0027938,2025-07-27,LOC-0047,MCH-001586,EMP-003848,Preventive,17.05,272.16
MAINT-0027939,2024-07-19,LOC-0026,MCH-000590,EMP-000625,Preventive,13.56,644.94
MAINT-0027940,2022-11-26,LOC-0033,MCH-000479,EMP-004651,Emergency,13.39,401.13
MAINT-0027941,2025-03-03,LOC-0070,MCH-000032,EMP-000224,Preventive,12.77,401.13
MAINT-0027942,2025-12-20,LOC-0026,MCH-001246,EMP-003937,Preventive,11.67,545.15
MAINT-0027943,2025-09-19,LOC-0046,MCH-000244,EMP-001181,Corrective,14.51,507.65
MAINT-0027944,2022-05-26,LOC-0048,MCH-001758,EMP-004469,Inspection,7.61,1484.22
MAINT-0027945,2023-08-22,LOC-0010,MCH-001710,EMP-000803,Preventive,9.75,456.05
MAINT-0027947,2025-06-05,LOC-0070,MCH-000199,EMP-001534,Inspection,6.06,319.96
MAINT-0027948,2024-11-03,LOC-0021,MCH-000550,EMP-002319,Corrective,18.13,215.57
MAINT-0027949,2024-11-07,LOC-0044,MCH-001024,EMP-002001,Inspection,1.94,501.85
MAINT-0027950,2024-12-10,LOC-0079,MCH-001440,EMP-003978,Corrective,2.17,508.45
MAINT-0027951,2025-09-25,LOC-0042,MCH-000076,EMP-001719,Corrective,12.06,73.71
MAINT-0027952,2025-11-01,LOC-0053,MCH-001059,EMP-002716,Preventive,21.58,372.82
MAINT-0027953,2024-02-05,LOC-0082,MCH-001096,EMP-004041,Inspection,10.36,764.31
MAINT-0027954,2025-09-07,LOC-0100,MCH-000876,EMP-001787,Preventive,1.85,1966.66
MAINT-0027955,2025-02-10,LOC-0039,MCH-001132,EMP-001360,Corrective,4.12,446.39
MAINT-0027956,2025-07-18,LOC-0075,MCH-000639,EMP-000879,Preventive,4.71,878.28
MAINT-0027957,2025-10-17,LOC-0057,MCH-000618,EMP-004147,Inspection,9.6,60.07
MAINT-0027958,2025-12-10,LOC-0081,MCH-001368,EMP-002913,Corrective,0.95,207.66
MAINT-0027960,2025-02-06,LOC-0042,MCH-001263,EMP-004442,Corrective,6.23,263.83
MAINT-0027961,2024-06-30,LOC-0010,MCH-001091,EMP-002133,Preventive,12.06,1671.47
MAINT-0027962,2023-08-14,LOC-0071,MCH-001536,EMP-003669,Inspection,5.38,1161.47
MAINT-0027963,2025-05-29,LOC-0031,MCH-001380,EMP-004364,Preventive,7.98,379.15
MAINT-0027965,2023-11-03,LOC-0045,MCH-000271,EMP-003758,Corrective,18.46,0.0
MAINT-0027966,2025-11-07,LOC-0031,MCH-000456,EMP-004615,Corrective,3.13,98.03
MAINT-0027967,2025-11-19,LOC-0066,MCH-001184,EMP-003737,Preventive,13.89,333.32
MAINT-0027968,2025-11-21,LOC-0093,MCH-000395,EMP-004705,Preventive,13.78,39909.0
MAINT-0027969,2023-10-02,LOC-0066,MCH-001959,EMP-004213,Preventive,18.62,331.43
MAINT-0027970,2025-06-06,LOC-0040,MCH-000967,EMP-000319,Emergency,10.9,844.87
MAINT-0027971,2025-11-11,LOC-0046,MCH-001790,EMP-002883,Corrective,4.18,238.29
MAINT-0027972,2023-12-27,LOC-0064,MCH-001093,EMP-003666,Preventive,1.56,436.28
MAINT-0027973,2025-07-11,LOC-0057,MCH-000824,EMP-000142,Corrective,6.22,110.88
MAINT-0027974,2024-08-08,LOC-0086,MCH-000263,EMP-003885,Corrective,3.11,735.16
MAINT-0027975,2025-03-18,LOC-0063,MCH-000085,EMP-000247,Corrective,19.35,588.65
MAINT-0027976,2025-04-25,LOC-0099,MCH-001521,EMP-002915,Corrective,2.25,184.81
MAINT-0027977,2024-07-11,LOC-0024,MCH-001543,EMP-000117,Preventive,19.31,293.55
MAINT-0027978,2024-12-21,LOC-0049,MCH-000459,EMP-004684,Corrective,16.31,368.41
MAINT-0027979,2025-06-29,LOC-0026,MCH-001987,EMP-001123,Corrective,17.17,1204.46
MAINT-0027980,2023-12-17,LOC-0001,MCH-000991,EMP-002765,Emergency,19.04,702.76
MAINT-0027981,2025-08-12,LOC-0007,MCH-001371,EMP-002906,Preventive,12.06,367.31
MAINT-0027983,2024-02-12,LOC-0077,MCH-001504,EMP-001803,Inspection,22.93,457.88
MAINT-0027984,2025-04-01,LOC-0076,MCH-000381,EMP-002788,Inspection,10.83,249.28
MAINT-0027985,2025-12-12,LOC-0007,MCH-001371,EMP-002513,Preventive,12.06,354.08
MAINT-0027986,2024-06-17,LOC-0044,MCH-001334,EMP-004725,Preventive,5.62,381.28
MAINT-0027987,2025-08-04,LOC-0053,MCH-000577,EMP-002706,Corrective,8.83,166.22
MAINT-0027988,2024-01-23,LOC-0028,MCH-000240,EMP-003495,Preventive,19.91,425.46
MAINT-0027989,2024-11-01,LOC-0056,MCH-001261,EMP-002941,Preventive,21.85,418.2
MAINT-0027990,2024-10-04,LOC-0060,MCH-001366,EMP-001308,Preventive,15.05,188.81
MAINT-0027991,2024-03-08,LOC-0059,MCH-001070,EMP-001830,Preventive,5.44,219.84
MAINT-0027992,2025-01-27,LOC-0036,MCH-001487,EMP-002428,Preventive,12.06,512.1
MAINT-0027993,2025-08-24,LOC-0091,MCH-000293,EMP-001427,Inspection,0.9,338.85
MAINT-0027994,2024-03-25,LOC-0072,MCH-001886,EMP-003074,Preventive,12.65,115.35
MAINT-0027995,2023-11-20,LOC-0065,MCH-001756,EMP-004927,Corrective,17.31,367.41
MAINT-0027996,2025-04-13,LOC-0074,MCH-000377,EMP-002253,Corrective,23.6,579.16
MAINT-0027997,2025-10-19,LOC-0020,MCH-001679,EMP-001304,Inspection,0.79,830.09
MAINT-0027998,2025-12-31,LOC-0038,MCH-001427,EMP-002151,Corrective,7.72,356.52
MAINT-0027999,2025-02-23,LOC-0052,MCH-000555,EMP-003081,Corrective,21.54,298.88
MAINT-0028000,2025-09-13,LOC-0043,MCH-001363,EMP-002283,Corrective,17.42,139.7
MAINT-0028001,2025-07-23,LOC-0099,MCH-001155,EMP-004445,Emergency,18.42,472.66
MAINT-0028002,2025-09-21,LOC-0039,MCH-000927,EMP-001877,Preventive,18.62,98.51
MAINT-0028003,2025-09-19,LOC-0071,MCH-000565,EMP-000587,Preventive,6.47,515.55
MAINT-0028004,2025-07-21,LOC-0048,MCH-001108,EMP-004076,Preventive,23.4,798.9
MAINT-0028005,2025-11-04,LOC-0078,MCH-001552,EMP-003030,Corrective,20.72,202.69
MAINT-0028006,2025-09-26,LOC-0100,MCH-000607,EMP-000696,Corrective,9.7,258.91
MAINT-0028007,2025-09-09,LOC-0017,MCH-001265,EMP-000783,Inspection,6.55,937.7
MAINT-0028008,2025-11-29,LOC-0047,MCH-001725,EMP-004798,Corrective,16.29,395.18
MAINT-0028009,2025-11-22,LOC-0060,MCH-000836,EMP-000884,Preventive,8.9,754.48
MAINT-0028011,2025-08-12,LOC-0047,MCH-000188,EMP-000959,Inspection,9.64,100.81
MAINT-0028012,2022-08-28,LOC-0029,MCH-001344,EMP-000345,Preventive,16.65,482.32
MAINT-0028013,2025-12-30,LOC-0016,MCH-001609,EMP-002734,Preventive,17.93,570.38
MAINT-0028014,2025-08-20,LOC-0019,MCH-001918,EMP-002638,Preventive,12.81,97.17
MAINT-0028015,2025-10-14,LOC-0082,MCH-000389,EMP-000833,Preventive,15.6,768.48
MAINT-0028016,2024-12-22,LOC-0006,MCH-001353,EMP-001832,Preventive,18.59,156.27
MAINT-0028017,2025-09-20,LOC-0051,MCH-000368,EMP-003512,Corrective,18.78,1089.39
MAINT-0028018,2025-10-05,LOC-0069,MCH-000310,EMP-003842,Inspection,4.47,232.28
MAINT-0028019,2025-08-03,LOC-0096,MCH-001074,EMP-004291,Inspection,2.09,408.98
MAINT-0028020,2025-08-19,LOC-0035,MCH-000756,EMP-004544,Inspection,2.75,250.91
MAINT-0028021,2025-10-06,LOC-0093,MCH-000530,EMP-001219,Preventive,3.15,401.76
MAINT-0028022,2025-11-29,LOC-0080,MCH-000674,EMP-000259,Corrective,13.01,181.99
MAINT-0028023,2025-06-22,LOC-0007,MCH-001876,EMP-002512,Preventive,9.88,510.1
MAINT-0028024,2025-06-01,LOC-0050,MCH-000237,EMP-001835,Preventive,2.49,309.31
