emissions_key,emissions_id,date_key,location_key,emissions_category,co2_emissions
58494,EMS-058494,20210405,91,Direct Emissions,1845.13
58495,EMS-058495,20190827,76,Purchased Energy,2258.94
58496,EMS-058496,20250316,50,Direct Emissions,1250.024
58497,EMS-058497,20250710,44,Direct Emissions,3823.638
58498,EMS-058498,20230421,67,Transportation,3138.675
58499,EMS-058499,20250508,42,Purchased Energy,801.51
58500,EMS-058500,20220901,83,Transportation,1614.37
58501,EMS-058501,20250407,81,Purchased Energy,1150.895
58502,EMS-058502,20190624,22,Purchased Energy,3071.955
58503,EMS-058503,20220408,51,Transportation,1876.299
58504,EMS-058504,20220823,68,Purchased Energy,1745.815
58505,EMS-058505,20220428,56,Transportation,4042.379
58506,EMS-058506,20230719,22,Purchased Energy,3596.113
58507,EMS-058507,20230813,64,Direct Emissions,4587.847
58508,EMS-058508,20250412,51,Transportation,1956.386
58509,EMS-058509,20250730,95,Direct Emissions,4219.196
58510,EMS-058510,20250103,14,Transportation,2324.342
58511,EMS-058511,20191029,33,Purchased Energy,2110.068
58512,EMS-058512,20231214,77,Transportation,3406.673
58513,EMS-058513,20190516,96,Transportation,914.946
58514,EMS-058514,20200108,35,Direct Emissions,4431.915
58515,EMS-058515,20240808,42,Transportation,1612.577
58516,EMS-058516,20220320,96,Purchased Energy,3730.021
58517,EMS-058517,20210531,100,Direct Emissions,410.986
58518,EMS-058518,20210426,56,Transportation,2363.077
58519,EMS-058519,20251228,44,Purchased Energy,4129.471
58520,EMS-058520,20220514,40,Transportation,2948.709
58521,EMS-058521,20230429,91,Direct Emissions,1582.73
58522,EMS-058522,20230721,85,Transportation,2347.728
58523,EMS-058523,20240612,77,Direct Emissions,4982.813
58524,EMS-058524,20231011,38,Purchased Energy,1261.066
58525,EMS-058525,20210529,56,Purchased Energy,4014.183
58526,EMS-058526,20200209,91,Purchased Energy,4526.633
58527,EMS-058527,20230829,57,Purchased Energy,4520.367
58528,EMS-058528,20220102,47,Transportation,4997.812
58529,EMS-058529,20201103,41,Purchased Energy,229.083
58530,EMS-058530,20230614,29,Direct Emissions,4455.778
58531,EMS-058531,20251010,98,Direct Emissions,1159.439
58532,EMS-058532,20210309,10,Purchased Energy,3096.325
58533,EMS-058533,20251216,13,Direct Emissions,687.75
58534,EMS-058534,20220423,14,Purchased Energy,1595.498
58535,EMS-058535,20220329,44,Direct Emissions,4862.022
58536,EMS-058536,20241105,3,Direct Emissions,661.677
58537,EMS-058537,20250415,45,Transportation,3181.624
58538,EMS-058538,20230131,38,Direct Emissions,4587.794
58539,EMS-058539,20200731,5,Purchased Energy,46.93
58540,EMS-058540,20250125,90,Direct Emissions,3692.496
58541,EMS-058541,20190126,38,Purchased Energy,3673.641
58542,EMS-058542,20200820,76,Purchased Energy,318.204
58543,EMS-058543,20190725,29,Transportation,3347.853
58544,EMS-058544,20201007,18,Transportation,4520.16
58545,EMS-058545,20190602,73,Purchased Energy,4659.957
58546,EMS-058546,20190808,25,Direct Emissions,1117.097
58547,EMS-058547,20230503,13,Purchased Energy,2763.669
58548,EMS-058548,20241130,88,Purchased Energy,293.583
58549,EMS-058549,20200329,18,Direct Emissions,525.17
58550,EMS-058550,20240410,1,Purchased Energy,2084.418
58551,EMS-058551,20210213,25,Purchased Energy,680.932
58552,EMS-058552,20190312,33,Purchased Energy,4095.292
58553,EMS-058553,20190909,39,Transportation,4020.497
58554,EMS-058554,20200517,26,Direct Emissions,1330.946
58555,EMS-058555,20210617,76,Direct Emissions,3452.656
58556,EMS-058556,20200531,36,Transportation,2265.917
58557,EMS-058557,20211107,43,Purchased Energy,499.16
58558,EMS-058558,20231209,97,Transportation,707.647
58559,EMS-058559,20200410,72,Purchased Energy,2218.59
58560,EMS-058560,20190408,13,Transportation,750.863
58561,EMS-058561,20190507,3,Purchased Energy,4863.08
58562,EMS-058562,20190320,92,Purchased Energy,2603.433
58563,EMS-058563,20230606,38,Purchased Energy,2688.572
58564,EMS-058564,20230413,24,Transportation,4181.275
58565,EMS-058565,20200619,41,Direct Emissions,2118.062
58566,EMS-058566,20211010,66,Direct Emissions,3893.48
58567,EMS-058567,20240902,58,Purchased Energy,2485.879
58568,EMS-058568,20190409,66,Transportation,4996.375
58569,EMS-058569,20191123,95,Transportation,3135.826
58570,EMS-058570,20200528,61,Transportation,2323.309
58571,EMS-058571,20240919,96,Direct Emissions,105.566
58572,EMS-058572,20210819,26,Direct Emissions,315.291
58573,EMS-058573,20250221,12,Purchased Energy,1704.759
58574,EMS-058574,20240715,64,Direct Emissions,2179.846
58575,EMS-058575,20210701,83,Transportation,762.753
58576,EMS-058576,20200907,10,Transportation,3874.153
58577,EMS-058577,20241025,89,Direct Emissions,1883.821
58578,EMS-058578,20231203,39,Purchased Energy,3887.373
58579,EMS-058579,20221217,82,Transportation,2459.679
58580,EMS-058580,20230310,95,Purchased Energy,3585.167
58581,EMS-058581,20210726,68,Purchased Energy,3322.085
58582,EMS-058582,20210302,87,Transportation,1819.014
58583,EMS-058583,20230116,94,Purchased Energy,4986.747
58584,EMS-058584,20241111,14,Direct Emissions,570.453
58585,EMS-058585,20250216,68,Direct Emissions,640.08
58586,EMS-058586,20230905,54,Purchased Energy,649.397
58587,EMS-058587,20240822,36,Purchased Energy,4721.74
58588,EMS-058588,20250828,29,Purchased Energy,99.258
58589,EMS-058589,20200205,78,Transportation,515.277
58590,EMS-058590,20231224,40,Transportation,3813.911
58591,EMS-058591,20250406,41,Transportation,3845.364
58592,EMS-058592,20200223,54,Direct Emissions,2368.455
58593,EMS-058593,20210829,44,Direct Emissions,286.776
58594,EMS-058594,20210224,3,Purchased Energy,240.707
58595,EMS-058595,20200129,47,Direct Emissions,4356.014
58596,EMS-058596,20230927,31,Direct Emissions,344.008
58597,EMS-058597,20240207,12,Purchased Energy,3974.268
58598,EMS-058598,20220708,60,Purchased Energy,3455.265
58599,EMS-058599,20200613,81,Purchased Energy,187.404
58600,EMS-058600,20190220,8,Direct Emissions,636.451
58601,EMS-058601,20231103,100,Purchased Energy,4763.228
58602,EMS-058602,20250907,10,Purchased Energy,4019.939
58603,EMS-058603,20210305,3,Purchased Energy,4095.108
58604,EMS-058604,20220428,22,Purchased Energy,449.417
58605,EMS-058605,20250902,39,Direct Emissions,3680.067
58606,EMS-058606,20230104,56,Purchased Energy,4613.669
58607,EMS-058607,20230430,43,Purchased Energy,3787.528
58608,EMS-058608,20220530,96,Direct Emissions,1189.363
58609,EMS-058609,20210422,42,Direct Emissions,3005.061
58610,EMS-058610,20221024,21,Purchased Energy,3511.635
58611,EMS-058611,20190928,35,Transportation,2800.727
58612,EMS-058612,20230121,62,Direct Emissions,1058.526
58613,EMS-058613,20210709,33,Transportation,3654.109
58614,EMS-058614,20230903,81,Purchased Energy,305.27
58615,EMS-058615,20201113,28,Purchased Energy,2604.449
58616,EMS-058616,20190703,14,Transportation,1062.784
58617,EMS-058617,20251003,62,Transportation,2961.039
58618,EMS-058618,20221209,60,Transportation,3919.217
58619,EMS-058619,20210924,45,Direct Emissions,2335.087
58620,EMS-058620,20220101,9,Direct Emissions,493.56
58621,EMS-058621,20230418,30,Purchased Energy,3280.505
58622,EMS-058622,20250602,3,Purchased Energy,3535.5
58623,EMS-058623,20190211,17,Purchased Energy,3160.046
58624,EMS-058624,20190513,53,Direct Emissions,2484.209
58625,EMS-058625,20240202,90,Purchased Energy,1690.748
58626,EMS-058626,20240415,65,Purchased Energy,4145.97
58627,EMS-058627,20190516,2,Direct Emissions,4332.949
58628,EMS-058628,20201106,92,Direct Emissions,703.674
58629,EMS-058629,20200421,22,Direct Emissions,623.675
58630,EMS-058630,20230814,1,Direct Emissions,3225.151
58631,EMS-058631,20200115,84,Transportation,1069.518
58632,EMS-058632,20251105,16,Transportation,1935.355
58633,EMS-058633,20210508,18,Transportation,4857.608
58634,EMS-058634,20190606,55,Direct Emissions,4201.528
58635,EMS-058635,20190105,66,Transportation,1521.819
58636,EMS-058636,20211031,76,Purchased Energy,4307.695
58637,EMS-058637,20211221,34,Purchased Energy,2792.068
58638,EMS-058638,20210613,65,Direct Emissions,1158.687
58639,EMS-058639,20220704,26,Direct Emissions,4200.79
58640,EMS-058640,20231203,97,Transportation,1864.807
58641,EMS-058641,20200829,45,Direct Emissions,4534.02
58642,EMS-058642,20250606,10,Transportation,2708.083
58643,EMS-058643,20191209,30,Transportation,2465.209
58644,EMS-058644,20220531,84,Purchased Energy,2408.157
58645,EMS-058645,20200910,64,Purchased Energy,507.857
58646,EMS-058646,20201019,95,Direct Emissions,646.228
58647,EMS-058647,20190811,68,Direct Emissions,2987.637
58648,EMS-058648,20200605,37,Purchased Energy,3834.459
58649,EMS-058649,20200928,95,Purchased Energy,673.082
58650,EMS-058650,20191022,54,Direct Emissions,620.641
58651,EMS-058651,20251104,96,Purchased Energy,3635.473
58652,EMS-058652,20200611,48,Purchased Energy,2814.803
58653,EMS-058653,20210509,40,Direct Emissions,584.615
58654,EMS-058654,20210822,78,Direct Emissions,4270.789
58655,EMS-058655,20190919,62,Transportation,2317.057
58656,EMS-058656,20250527,72,Direct Emissions,1621.547
58657,EMS-058657,20230303,35,Direct Emissions,1500.147
58658,EMS-058658,20230226,93,Transportation,3412.57
58659,EMS-058659,20210304,8,Transportation,2834.424
58660,EMS-058660,20240828,87,Purchased Energy,3531.845
58661,EMS-058661,20220620,53,Direct Emissions,1328.049
58662,EMS-058662,20200611,53,Transportation,3836.464
58663,EMS-058663,20240113,68,Transportation,2848.153
58664,EMS-058664,20240825,89,Transportation,2315.967
58665,EMS-058665,20191219,9,Purchased Energy,1804.785
58666,EMS-058666,20190702,61,Transportation,366.601
58667,EMS-058667,20210929,80,Direct Emissions,4941.943
58668,EMS-058668,20240917,63,Purchased Energy,637.554
58669,EMS-058669,20201002,9,Purchased Energy,3533.473
58670,EMS-058670,20230127,48,Direct Emissions,2324.259
58671,EMS-058671,20220103,54,Direct Emissions,1691.311
58672,EMS-058672,20201205,87,Transportation,351.707
58673,EMS-058673,20240929,9,Direct Emissions,1407.665
58674,EMS-058674,20241117,60,Purchased Energy,1944.735
58675,EMS-058675,20230618,75,Direct Emissions,2157.762
58676,EMS-058676,20240921,12,Direct Emissions,2059.084
58677,EMS-058677,20200320,18,Direct Emissions,3919.765
58678,EMS-058678,20230922,96,Purchased Energy,644.33
58679,EMS-058679,20230917,20,Direct Emissions,244.736
58680,EMS-058680,20240621,18,Direct Emissions,1024.799
58681,EMS-058681,20230502,38,Direct Emissions,4806.965
58682,EMS-058682,20210611,57,Direct Emissions,1696.735
58683,EMS-058683,20211021,70,Transportation,1456.884
58684,EMS-058684,20190106,39,Transportation,4741.242
58685,EMS-058685,20210706,39,Purchased Energy,4883.892
58686,EMS-058686,20220427,24,Transportation,3740.227
58687,EMS-058687,20220426,12,Transportation,1723.064
58688,EMS-058688,20220202,64,Purchased Energy,1941.394
58689,EMS-058689,20220312,85,Purchased Energy,2363.988
58690,EMS-058690,20200116,49,Direct Emissions,924.335
58691,EMS-058691,20250511,8,Transportation,1564.591
58692,EMS-058692,20200121,38,Direct Emissions,1506.16
58693,EMS-058693,20200513,54,Direct Emissions,4449.013
58694,EMS-058694,20220130,96,Direct Emissions,387.992
58695,EMS-058695,20230407,77,Purchased Energy,4561.627
58696,EMS-058696,20201211,24,Direct Emissions,3134.379
58697,EMS-058697,20250730,65,Purchased Energy,4358.146
58698,EMS-058698,20190124,79,Transportation,502.709
58699,EMS-058699,20191127,80,Direct Emissions,661.137
58700,EMS-058700,20200515,78,Purchased Energy,2023.267
58701,EMS-058701,20190719,3,Purchased Energy,1580.309
58702,EMS-058702,20240519,81,Transportation,3068.898
58703,EMS-058703,20190306,76,Transportation,2818.923
58704,EMS-058704,20200417,32,Direct Emissions,78.5
58705,EMS-058705,20200719,56,Direct Emissions,4932.359
58706,EMS-058706,20190814,52,Transportation,2818.793
58707,EMS-058707,20211006,39,Direct Emissions,4971.399
58708,EMS-058708,20211230,33,Direct Emissions,4971.78
58709,EMS-058709,20200501,70,Transportation,148.151
58710,EMS-058710,20250218,15,Purchased Energy,4175.306
58711,EMS-058711,20190510,18,Transportation,953.472
58712,EMS-058712,20240811,80,Transportation,4117.904
58713,EMS-058713,20191113,90,Direct Emissions,4218.395
58714,EMS-058714,20220628,9,Transportation,2761.879
58715,EMS-058715,20200315,64,Purchased Energy,3166.147
58716,EMS-058716,20190215,96,Purchased Energy,1092.548
58717,EMS-058717,20211226,65,Transportation,2069.978
58718,EMS-058718,20200412,22,Purchased Energy,4507.964
58719,EMS-058719,20191021,43,Transportation,3211.463
58720,EMS-058720,20191009,61,Direct Emissions,3091.353
58721,EMS-058721,20220727,3,Transportation,960.928
58722,EMS-058722,20250208,88,Transportation,445.923
58723,EMS-058723,20231013,7,Transportation,4343.331
58724,EMS-058724,20200223,53,Purchased Energy,277.61
58725,EMS-058725,20210129,35,Direct Emissions,376.774
58726,EMS-058726,20190204,54,Transportation,3460.199
58727,EMS-058727,20220808,52,Transportation,4470.241
58728,EMS-058728,20200225,98,Direct Emissions,1814.742
58729,EMS-058729,20221209,5,Purchased Energy,4060.95
58730,EMS-058730,20220502,17,Transportation,2062.2
58731,EMS-058731,20211230,34,Transportation,118.561
58732,EMS-058732,20210619,60,Direct Emissions,1024.805
58733,EMS-058733,20230424,86,Transportation,2368.873
58734,EMS-058734,20190929,84,Purchased Energy,3042.982
58735,EMS-058735,20251030,63,Purchased Energy,1150.848
58736,EMS-058736,20210126,10,Transportation,4752.085
58737,EMS-058737,20240207,61,Purchased Energy,4015.775
58738,EMS-058738,20220907,77,Direct Emissions,544.827
58739,EMS-058739,20240430,41,Transportation,1101.21
58740,EMS-058740,20190731,94,Purchased Energy,1538.286
58741,EMS-058741,20210529,68,Purchased Energy,2646.706
58742,EMS-058742,20190130,32,Transportation,1504.389
58743,EMS-058743,20241230,1,Purchased Energy,2828.569
58744,EMS-058744,20240901,72,Transportation,1919.766
58745,EMS-058745,20250804,44,Purchased Energy,4045.653
58746,EMS-058746,20190720,29,Direct Emissions,3736.048
58747,EMS-058747,20210924,15,Purchased Energy,2676.037
58748,EMS-058748,20190815,67,Transportation,3692.799
58749,EMS-058749,20190402,52,Direct Emissions,4275.769
58750,EMS-058750,20230330,86,Direct Emissions,164.905
58751,EMS-058751,20211230,64,Direct Emissions,3468.099
58752,EMS-058752,20240202,29,Transportation,73.476
58753,EMS-058753,20241121,87,Direct Emissions,4540.534
58754,EMS-058754,20200218,92,Purchased Energy,4552.612
58755,EMS-058755,20250909,89,Direct Emissions,1120.937
58756,EMS-058756,20250718,67,Transportation,3306.392
58757,EMS-058757,20240705,31,Purchased Energy,1428.208
58758,EMS-058758,20250803,46,Purchased Energy,170.28
58759,EMS-058759,20190310,85,Purchased Energy,2542.383
58760,EMS-058760,20191209,28,Direct Emissions,3462.738
58761,EMS-058761,20201104,82,Transportation,4715.641
58762,EMS-058762,20220106,24,Purchased Energy,4947.921
58763,EMS-058763,20250531,83,Purchased Energy,3225.643
58764,EMS-058764,20210427,21,Direct Emissions,705.397
58765,EMS-058765,20190120,95,Purchased Energy,4758.538
58766,EMS-058766,20250619,11,Direct Emissions,961.775
58767,EMS-058767,20220422,40,Purchased Energy,263.205
58768,EMS-058768,20250930,95,Purchased Energy,3339.503
58769,EMS-058769,20230126,46,Direct Emissions,625.056
58770,EMS-058770,20240502,27,Transportation,3453.554
58771,EMS-058771,20221026,74,Transportation,1203.463
58772,EMS-058772,20240219,73,Purchased Energy,3739.912
58773,EMS-058773,20200722,66,Transportation,1117.427
58774,EMS-058774,20230528,62,Direct Emissions,1726.807
58775,EMS-058775,20240921,90,Purchased Energy,640.887
58776,EMS-058776,20250427,36,Transportation,1548.231
58777,EMS-058777,20221116,36,Direct Emissions,2025.975
58778,EMS-058778,20190301,56,Transportation,1750.937
58779,EMS-058779,20230504,36,Purchased Energy,434.467
58780,EMS-058780,20200119,82,Direct Emissions,2414.927
58781,EMS-058781,20251002,84,Purchased Energy,2396.091
58782,EMS-058782,20191004,25,Purchased Energy,4816.076
58783,EMS-058783,20190925,46,Direct Emissions,567.225
58784,EMS-058784,20240321,97,Purchased Energy,4453.752
58785,EMS-058785,20230203,39,Purchased Energy,483.952
58786,EMS-058786,20250316,76,Transportation,2722.761
58787,EMS-058787,20220605,49,Purchased Energy,470.614
58788,EMS-058788,20200528,62,Purchased Energy,1572.216
58789,EMS-058789,20200620,17,Purchased Energy,4054.598
58790,EMS-058790,20200304,65,Transportation,4916.919
58791,EMS-058791,20220516,22,Purchased Energy,1139.627
58792,EMS-058792,20230524,76,Purchased Energy,280.645
58793,EMS-058793,20250615,4,Transportation,1620.573
58794,EMS-058794,20240810,97,Transportation,1368.508
58795,EMS-058795,20241027,19,Transportation,4161.869
58796,EMS-058796,20190915,78,Transportation,1478.98
58797,EMS-058797,20230308,53,Direct Emissions,2227.005
58798,EMS-058798,20221001,42,Purchased Energy,1410.218
58799,EMS-058799,20250122,46,Purchased Energy,2759.608
58800,EMS-058800,20251212,25,Direct Emissions,1441.4
58801,EMS-058801,20191117,2,Purchased Energy,2370.231
58802,EMS-058802,20211013,37,Purchased Energy,2796.796
58803,EMS-058803,20191209,92,Purchased Energy,1392.479
58804,EMS-058804,20210402,31,Transportation,4972.08
58805,EMS-058805,20240103,40,Direct Emissions,3450.223
58806,EMS-058806,20210924,29,Purchased Energy,3918.736
58807,EMS-058807,20251011,29,Transportation,1548.865
58808,EMS-058808,20251201,43,Direct Emissions,661.355
58809,EMS-058809,20190711,67,Direct Emissions,3744.874
58810,EMS-058810,20220611,6,Transportation,1165.713
58811,EMS-058811,20200903,30,Purchased Energy,1976.519
58812,EMS-058812,20230506,19,Direct Emissions,872.596
58813,EMS-058813,20241024,90,Direct Emissions,1754.448
58814,EMS-058814,20220419,12,Purchased Energy,166.813
58815,EMS-058815,20230824,80,Direct Emissions,4945.357
58816,EMS-058816,20220226,89,Transportation,882.958
58817,EMS-058817,20200425,92,Direct Emissions,2017.874
58818,EMS-058818,20250627,99,Purchased Energy,1563.555
58819,EMS-058819,20201122,50,Purchased Energy,2452.352
58820,EMS-058820,20251017,41,Purchased Energy,2009.603
58821,EMS-058821,20200927,41,Purchased Energy,3323.291
58822,EMS-058822,20200324,71,Transportation,4872.428
58823,EMS-058823,20190121,56,Purchased Energy,1551.895
58824,EMS-058824,20250114,92,Transportation,729.48
58825,EMS-058825,20230309,27,Transportation,296.003
58826,EMS-058826,20211127,9,Direct Emissions,4964.788
58827,EMS-058827,20250621,14,Transportation,4491.755
58828,EMS-058828,20211031,27,Transportation,2866.707
58829,EMS-058829,20220601,52,Purchased Energy,4145.821
58830,EMS-058830,20240703,38,Purchased Energy,3360.781
58831,EMS-058831,20200218,53,Purchased Energy,1783.913
58832,EMS-058832,20220421,26,Transportation,1470.423
58833,EMS-058833,20191223,47,Direct Emissions,476.926
58834,EMS-058834,20251021,14,Direct Emissions,922.604
58835,EMS-058835,20241202,58,Purchased Energy,4203.262
58836,EMS-058836,20220905,32,Purchased Energy,493.308
58837,EMS-058837,20250204,12,Direct Emissions,1135.544
58838,EMS-058838,20201004,44,Transportation,1479.647
58839,EMS-058839,20251022,18,Transportation,3343.238
58840,EMS-058840,20230119,20,Direct Emissions,1502.821
58841,EMS-058841,20210727,72,Direct Emissions,2150.103
58842,EMS-058842,20230302,14,Direct Emissions,4822.436
58843,EMS-058843,20240130,38,Purchased Energy,170.001
58844,EMS-058844,20191024,82,Transportation,3531.325
58845,EMS-058845,20211228,29,Purchased Energy,3218.446
58846,EMS-058846,20211210,21,Transportation,2777.105
58847,EMS-058847,20240923,70,Purchased Energy,4363.347
58848,EMS-058848,20200618,81,Transportation,1669.887
58849,EMS-058849,20210226,4,Purchased Energy,758.516
58850,EMS-058850,20240210,76,Purchased Energy,3815.292
58851,EMS-058851,20230116,3,Direct Emissions,4498.481
58852,EMS-058852,20191103,32,Direct Emissions,2739.234
58853,EMS-058853,20201202,81,Transportation,1893.765
58854,EMS-058854,20210309,37,Direct Emissions,2416.473
58855,EMS-058855,20240110,61,Transportation,1002.413
58856,EMS-058856,20200707,99,Transportation,943.541
58857,EMS-058857,20200422,83,Direct Emissions,2469.793
58858,EMS-058858,20210508,42,Purchased Energy,897.993
58859,EMS-058859,20240827,60,Transportation,4860.625
58860,EMS-058860,20200804,30,Transportation,2656.589
58861,EMS-058861,20250221,90,Direct Emissions,2899.736
58862,EMS-058862,20200416,16,Direct Emissions,3668.411
58863,EMS-058863,20250607,66,Direct Emissions,1903.284
58864,EMS-058864,20210420,96,Direct Emissions,275.923
58865,EMS-058865,20200324,13,Transportation,3697.436
58866,EMS-058866,20220803,40,Transportation,2233.146
58867,EMS-058867,20190303,69,Direct Emissions,4691.118
58868,EMS-058868,20191114,9,Purchased Energy,4975.688
58869,EMS-058869,20240715,59,Transportation,3930.733
58870,EMS-058870,20250702,9,Direct Emissions,298.232
58871,EMS-058871,20210201,98,,1972.377
58872,EMS-058872,20190616,98,Purchased Energy,433.435
58873,EMS-058873,20200914,65,Purchased Energy,668.21
58874,EMS-058874,20201105,80,Transportation,2856.88
58875,EMS-058875,20240908,53,Transportation,4967.48
58876,EMS-058876,20190623,52,Direct Emissions,1509.368
58877,EMS-058877,20220311,9,Direct Emissions,3423.745
58878,EMS-058878,20211011,32,Purchased Energy,2989.309
58879,EMS-058879,20250416,36,Direct Emissions,2802.665
58880,EMS-058880,20210704,84,Purchased Energy,2726.552
58881,EMS-058881,20190516,56,Direct Emissions,683.342
58882,EMS-058882,20250902,52,Transportation,2440.509
58883,EMS-058883,20220912,46,Purchased Energy,2627.379
58884,EMS-058884,20250725,74,Purchased Energy,1204.474
58885,EMS-058885,20210505,76,Direct Emissions,3779.331
58886,EMS-058886,20250810,59,Purchased Energy,1519.559
58887,EMS-058887,20230731,71,Purchased Energy,4345.277
58888,EMS-058888,20201112,92,Transportation,279.551
58889,EMS-058889,20220513,75,Purchased Energy,2806.33
58890,EMS-058890,20250411,19,Purchased Energy,412.6
58891,EMS-058891,20231121,53,Direct Emissions,70.254
58892,EMS-058892,20200724,91,Transportation,4928.621
58893,EMS-058893,20250225,86,Direct Emissions,1299.82
58894,EMS-058894,20250313,33,Direct Emissions,2723.04
58895,EMS-058895,20210413,50,Purchased Energy,4639.877
58896,EMS-058896,20220202,44,Direct Emissions,4289.385
58897,EMS-058897,20250216,31,Purchased Energy,558.3
58898,EMS-058898,20190513,49,Purchased Energy,4310.281
58899,EMS-058899,20210211,90,Direct Emissions,4882.722
58900,EMS-058900,20190219,26,Transportation,4125.744
58901,EMS-058901,20240130,43,Transportation,4958.677
58902,EMS-058902,20230915,50,Direct Emissions,2172.003
58903,EMS-058903,20250813,67,Purchased Energy,4198.245
58904,EMS-058904,20190806,85,Direct Emissions,3967.915
58905,EMS-058905,20240902,73,Purchased Energy,494.289
58906,EMS-058906,20240923,63,Direct Emissions,2941.82
58907,EMS-058907,20221227,75,Purchased Energy,3921.765
58908,EMS-058908,20200508,46,Transportation,2156.863
58909,EMS-058909,20190727,12,Direct Emissions,376.346
58910,EMS-058910,20191128,44,Direct Emissions,3507.581
58911,EMS-058911,20200203,68,Transportation,4315.751
58912,EMS-058912,20220810,22,Transportation,3212.571
58913,EMS-058913,20210113,40,Direct Emissions,2647.335
58914,EMS-058914,20190213,50,Transportation,503.29
58915,EMS-058915,20230704,67,Purchased Energy,3813.744
58916,EMS-058916,20200522,23,Transportation,2656.736
58917,EMS-058917,20240226,50,Purchased Energy,3601.693
58918,EMS-058918,20230501,2,Direct Emissions,1284.028
58919,EMS-058919,20191127,95,Direct Emissions,4995.889
58920,EMS-058920,20220607,17,Transportation,3197.465
58921,EMS-058921,20240422,59,Purchased Energy,349.242
58922,EMS-058922,20190101,6,Direct Emissions,1984.189
58923,EMS-058923,20240116,26,Purchased Energy,3737.434
58924,EMS-058924,20220820,42,Purchased Energy,1540.339
58925,EMS-058925,20210510,8,Transportation,1758.672
58926,EMS-058926,20200811,62,Transportation,853.117
58927,EMS-058927,20240627,45,Transportation,1467.483
58928,EMS-058928,20210722,95,Transportation,3967.729
58929,EMS-058929,20200311,9,Purchased Energy,440.997
58930,EMS-058930,20191010,87,Direct Emissions,676.132
58931,EMS-058931,20240921,36,Direct Emissions,1905.734
58932,EMS-058932,20210413,47,Purchased Energy,146.26
58933,EMS-058933,20220923,95,Purchased Energy,784.97
58934,EMS-058934,20250622,93,Purchased Energy,1781.225
58935,EMS-058935,20191123,57,Purchased Energy,2076.637
58936,EMS-058936,20221127,45,Direct Emissions,73.68
58937,EMS-058937,20210729,92,Purchased Energy,4909.355
58938,EMS-058938,20231205,43,Purchased Energy,890.462
58939,EMS-058939,20240627,61,Transportation,3289.131
58940,EMS-058940,20210926,18,Direct Emissions,4722.175
58941,EMS-058941,20190805,15,Purchased Energy,3473.243
58942,EMS-058942,20230310,100,Transportation,2808.612
58943,EMS-058943,20221108,92,Transportation,701.868
58944,EMS-058944,20211213,67,Direct Emissions,1527.484
58945,EMS-058945,20221107,88,Transportation,2891.586
58946,EMS-058946,20230709,13,Purchased Energy,1708.418
58947,EMS-058947,20250209,25,Purchased Energy,4004.209
58948,EMS-058948,20250828,11,Purchased Energy,3755.627
58949,EMS-058949,20190901,63,Purchased Energy,478.056
58950,EMS-058950,20210129,68,Direct Emissions,759.38
58951,EMS-058951,20250507,85,Direct Emissions,3570.061
58952,EMS-058952,20210921,77,Purchased Energy,4988.621
58953,EMS-058953,20201130,48,Transportation,1866.037
58954,EMS-058954,20200616,61,Direct Emissions,2022.98
58955,EMS-058955,20240714,51,Direct Emissions,4591.337
58956,EMS-058956,20190517,92,Purchased Energy,498.957
58957,EMS-058957,20250326,95,Purchased Energy,318.35
58958,EMS-058958,20190107,45,Direct Emissions,3749.162
58959,EMS-058959,20240204,48,Purchased Energy,4184.484
58960,EMS-058960,20240829,56,Direct Emissions,1587.926
58961,EMS-058961,20191108,12,Purchased Energy,416.045
58962,EMS-058962,20201102,80,Transportation,3695.99
58963,EMS-058963,20250113,7,Purchased Energy,460.891
58964,EMS-058964,20251121,29,Purchased Energy,203.047
58965,EMS-058965,20220928,91,Purchased Energy,2827.598
58966,EMS-058966,20211227,78,Transportation,877.953
58967,EMS-058967,20250613,10,Direct Emissions,55.796
58968,EMS-058968,20211203,57,Purchased Energy,3645.445
58969,EMS-058969,20250714,42,Transportation,1233.49
58970,EMS-058970,20230122,51,Purchased Energy,4055.469
58971,EMS-058971,20241212,88,Transportation,1887.218
58972,EMS-058972,20231204,24,Direct Emissions,528.164
58973,EMS-058973,20251210,75,Transportation,4554.236
58974,EMS-058974,20231104,50,Transportation,2130.306
58975,EMS-058975,20230213,28,Transportation,579.983
58976,EMS-058976,20200915,37,Transportation,4499.389
58977,EMS-058977,20200122,54,Transportation,4832.446
58978,EMS-058978,20190304,41,Direct Emissions,3401.64
58979,EMS-058979,20220527,9,Purchased Energy,2992.965
58980,EMS-058980,20231031,19,Purchased Energy,2514.472
58981,EMS-058981,20241210,91,Direct Emissions,3432.251
58982,EMS-058982,20190710,21,Purchased Energy,986.126
58983,EMS-058983,20251222,42,Transportation,872.96
58984,EMS-058984,20220430,43,Direct Emissions,2147.045
58985,EMS-058985,20230821,33,Transportation,2860.883
58986,EMS-058986,20231013,50,Transportation,2494.404
58987,EMS-058987,20230309,32,Purchased Energy,3219.33
58988,EMS-058988,20220919,91,Purchased Energy,4981.744
58989,EMS-058989,20231206,79,Transportation,283.336
58990,EMS-058990,20240314,22,Transportation,2826.326
58991,EMS-058991,20200910,16,Transportation,2742.451
58992,EMS-058992,20200629,31,Direct Emissions,400.584
58993,EMS-058993,20240314,8,Direct Emissions,1047.76
58994,EMS-058994,20250501,82,Direct Emissions,3391.575
